arm,step,seed,kind,eps,n_units,kappa_total_mean,kappa_self_mean,kappa_rest_mean,radial_force_mean,tangent_force_mean,self_tangent_force_mean,rest_tangent_force_mean,effective_v2_gate2_mean,output_variance_mean,expected_SGD_R_mean,expected_SGD_Q_mean,expected_SGD_G_mean,kappa_total_positive_fraction,kappa_self_positive_fraction,kappa_rest_positive_fraction,expected_SGD_shrink_fraction
SN_normal_qm05,0.0,0.0,mean,0.01,100.0,0.24404476694901825,0.1935836183965366,0.050461148552482626,-0.00801182545400901,-0.007130437948724498,-0.0033673589366070905,-0.003763079012117409,0.014421144186283076,0.0017145316917969867,-5.3811542148130944e-05,3.2450487040953762e-06,-5.056649344403557e-05,0.59,0.74,0.49,0.53
SN_normal_qm05,0.0,0.0,mean,0.05,100.0,0.24396320130929067,0.19358275400080205,0.05038044730848852,-0.00801182545400901,-0.007130437948724498,-0.0033673589366070905,-0.003763079012117409,0.014421144186283076,0.0017145316917969867,-5.3811542148130944e-05,3.2450487040953762e-06,-5.056649344403557e-05,0.59,0.74,0.49,0.53
SN_normal_qm05,0.0,0.0,mean,0.1,100.0,0.24370855018322296,0.19357979526270672,0.05012875492051605,-0.00801182545400901,-0.007130437948724498,-0.0033673589366070905,-0.003763079012117409,0.014421144186283076,0.0017145316917969867,-5.3811542148130944e-05,3.2450487040953762e-06,-5.056649344403557e-05,0.59,0.74,0.49,0.53
SN_normal_qm05,0.0,0.0,width,0.01,100.0,0.0034167051790162046,0.004560683991322065,-0.0011439788123059045,-0.00801182545400901,-0.007130437948724498,-0.0033673589366070905,-0.003763079012117409,0.014421144186283076,0.0017145316917969867,-5.3811542148130944e-05,3.2450487040953762e-06,-5.056649344403557e-05,0.57,0.84,0.48,0.53
SN_normal_qm05,0.0,0.0,width,0.05,100.0,0.0034178359119104813,0.004560586376415641,-0.0011427504645051692,-0.00801182545400901,-0.007130437948724498,-0.0033673589366070905,-0.003763079012117409,0.014421144186283076,0.0017145316917969867,-5.3811542148130944e-05,3.2450487040953762e-06,-5.056649344403557e-05,0.57,0.84,0.48,0.53
SN_normal_qm05,0.0,0.0,width,0.1,100.0,0.0034213690645689297,0.004560284866997815,-0.0011389158024288784,-0.00801182545400901,-0.007130437948724498,-0.0033673589366070905,-0.003763079012117409,0.014421144186283076,0.0017145316917969867,-5.3811542148130944e-05,3.2450487040953762e-06,-5.056649344403557e-05,0.57,0.84,0.48,0.53
SN_normal_qm05,0.0,1.0,mean,0.01,100.0,0.4492423180497731,0.16619217742326373,0.2830501406265027,0.00837309954169409,-0.00017224709785835347,-0.0025804241140890576,0.002408177016230705,0.014984102034532014,0.0016760543912990413,-2.0299925793042813e-05,4.8328389748534663e-05,2.802846395549184e-05,0.59,0.74,0.57,0.5
SN_normal_qm05,0.0,1.0,mean,0.05,100.0,0.4487747763219675,0.1661773106566231,0.2825974656653463,0.00837309954169409,-0.00017224709785835347,-0.0025804241140890576,0.002408177016230705,0.014984102034532014,0.0016760543912990413,-2.0299925793042813e-05,4.8328389748534663e-05,2.802846395549184e-05,0.59,0.74,0.57,0.5
SN_normal_qm05,0.0,1.0,mean,0.1,100.0,0.4473164095157247,0.16613075408169023,0.28118565543403323,0.00837309954169409,-0.00017224709785835347,-0.0025804241140890576,0.002408177016230705,0.014984102034532014,0.0016760543912990413,-2.0299925793042813e-05,4.8328389748534663e-05,2.802846395549184e-05,0.59,0.76,0.57,0.5
SN_normal_qm05,0.0,1.0,width,0.01,100.0,0.010900719008635864,0.004552815985763031,0.006347903022872501,0.00837309954169409,-0.00017224709785835347,-0.0025804241140890576,0.002408177016230705,0.014984102034532014,0.0016760543912990413,-2.0299925793042813e-05,4.8328389748534663e-05,2.802846395549184e-05,0.58,0.89,0.58,0.5
SN_normal_qm05,0.0,1.0,width,0.05,100.0,0.010896907134253024,0.00455184168337856,0.006345065450874457,0.00837309954169409,-0.00017224709785835347,-0.0025804241140890576,0.002408177016230705,0.014984102034532014,0.0016760543912990413,-2.0299925793042813e-05,4.8328389748534663e-05,2.802846395549184e-05,0.58,0.89,0.58,0.5
SN_normal_qm05,0.0,1.0,width,0.1,100.0,0.010885013422472672,0.004548808748609804,0.006336204673862889,0.00837309954169409,-0.00017224709785835347,-0.0025804241140890576,0.002408177016230705,0.014984102034532014,0.0016760543912990413,-2.0299925793042813e-05,4.8328389748534663e-05,2.802846395549184e-05,0.58,0.89,0.58,0.5
SN_normal_qm05,0.0,2.0,mean,0.01,100.0,0.28581010428313364,0.23670179330888674,0.04910831097424512,0.01236638750249231,-0.006823904595060032,-0.003962177921046178,-0.002861726674013858,0.014759040520738153,0.0017403067440166105,8.108337268241585e-05,2.5076710493958096e-05,0.00010616008317637399,0.51,0.87,0.5,0.55
SN_normal_qm05,0.0,2.0,mean,0.05,100.0,0.28562040160683666,0.2365906283175162,0.04902977328932061,0.01236638750249231,-0.006823904595060032,-0.003962177921046178,-0.002861726674013858,0.014759040520738153,0.0017403067440166105,8.108337268241585e-05,2.5076710493958096e-05,0.00010616008317637399,0.51,0.87,0.5,0.55
SN_normal_qm05,0.0,2.0,mean,0.1,100.0,0.2850295296425517,0.23624470099704017,0.048784828645511126,0.01236638750249231,-0.006823904595060032,-0.003962177921046178,-0.002861726674013858,0.014759040520738153,0.0017403067440166105,8.108337268241585e-05,2.5076710493958096e-05,0.00010616008317637399,0.51,0.87,0.5,0.55
SN_normal_qm05,0.0,2.0,width,0.01,100.0,0.0030529767146471425,0.005233771591614927,-0.0021807948769676806,0.01236638750249231,-0.006823904595060032,-0.003962177921046178,-0.002861726674013858,0.014759040520738153,0.0017403067440166105,8.108337268241585e-05,2.5076710493958096e-05,0.00010616008317637399,0.47,0.93,0.42,0.55
SN_normal_qm05,0.0,2.0,width,0.05,100.0,0.0030553057083292723,0.005233604273889855,-0.0021782985655605666,0.01236638750249231,-0.006823904595060032,-0.003962177921046178,-0.002861726674013858,0.014759040520738153,0.0017403067440166105,8.108337268241585e-05,2.5076710493958096e-05,0.00010616008317637399,0.47,0.93,0.42,0.55
SN_normal_qm05,0.0,2.0,width,0.1,100.0,0.003062571745864393,0.00523308065838861,-0.0021705089125242214,0.01236638750249231,-0.006823904595060032,-0.003962177921046178,-0.002861726674013858,0.014759040520738153,0.0017403067440166105,8.108337268241585e-05,2.5076710493958096e-05,0.00010616008317637399,0.47,0.93,0.42,0.55
SN_normal_qm05,0.0,3.0,mean,0.01,100.0,0.503520444198461,0.22004457023085514,0.2834758739676124,-0.016125834443527685,-0.008934572307393038,-0.003435213423466174,-0.005499358883926863,0.016597092425261698,0.001649221427353424,-0.00010191207236996168,1.44970705260288e-05,-8.741500184393285e-05,0.58,0.72,0.55,0.57
SN_normal_qm05,0.0,3.0,mean,0.05,100.0,0.5029199622995911,0.21989744415775397,0.2830225181418372,-0.016125834443527685,-0.008934572307393038,-0.003435213423466174,-0.005499358883926863,0.016597092425261698,0.001649221427353424,-0.00010191207236996168,1.44970705260288e-05,-8.741500184393285e-05,0.58,0.73,0.55,0.57
SN_normal_qm05,0.0,3.0,mean,0.1,100.0,0.5010491066569405,0.21944052223833627,0.2816085844186038,-0.016125834443527685,-0.008934572307393038,-0.003435213423466174,-0.005499358883926863,0.016597092425261698,0.001649221427353424,-0.00010191207236996168,1.44970705260288e-05,-8.741500184393285e-05,0.58,0.73,0.55,0.57
SN_normal_qm05,0.0,3.0,width,0.01,100.0,0.008500545769402347,0.005167105789597289,0.0033334399798055385,-0.016125834443527685,-0.008934572307393038,-0.003435213423466174,-0.005499358883926863,0.016597092425261698,0.001649221427353424,-0.00010191207236996168,1.44970705260288e-05,-8.741500184393285e-05,0.54,0.82,0.54,0.57
SN_normal_qm05,0.0,3.0,width,0.05,100.0,0.008500268812965124,0.005166897652091737,0.0033333711608733996,-0.016125834443527685,-0.008934572307393038,-0.003435213423466174,-0.005499358883926863,0.016597092425261698,0.001649221427353424,-0.00010191207236996168,1.44970705260288e-05,-8.741500184393285e-05,0.54,0.82,0.54,0.57
SN_normal_qm05,0.0,3.0,width,0.1,100.0,0.008499397407500586,0.005166251517863588,0.0033331458896370004,-0.016125834443527685,-0.008934572307393038,-0.003435213423466174,-0.005499358883926863,0.016597092425261698,0.001649221427353424,-0.00010191207236996168,1.44970705260288e-05,-8.741500184393285e-05,0.54,0.83,0.54,0.57
SN_normal_qm05,0.0,4.0,mean,0.01,100.0,0.2907054122150686,0.2760254690716433,0.014679943143423992,0.006924427135277565,0.001462909041388746,-0.004159317312644809,0.005622226354033557,0.01827891896220188,0.0019550913855687826,4.2442731542167085e-05,8.851134416206215e-06,5.1293865958373285e-05,0.46,0.77,0.43,0.36
SN_normal_qm05,0.0,4.0,mean,0.05,100.0,0.2904633978272118,0.2758069319471359,0.01465646588007603,0.006924427135277565,0.001462909041388746,-0.004159317312644809,0.005622226354033557,0.01827891896220188,0.0019550913855687826,4.2442731542167085e-05,8.851134416206215e-06,5.1293865958373285e-05,0.46,0.77,0.43,0.36
