arm,step,seed,kind,eps,n_units,kappa_total_mean,kappa_self_mean,kappa_rest_mean,radial_force_mean,tangent_force_mean,self_tangent_force_mean,rest_tangent_force_mean,effective_v2_gate2_mean,output_variance_mean,expected_SGD_R_mean,expected_SGD_Q_mean,expected_SGD_G_mean,kappa_total_positive_fraction,kappa_self_positive_fraction,kappa_rest_positive_fraction,expected_SGD_shrink_fraction
SN_normal_qm05,0.0,4.0,mean,0.1,100.0,0.2897087942805662,0.2751255496816352,0.0145832445989311,0.006924427135277565,0.001462909041388746,-0.004159317312644809,0.005622226354033557,0.01827891896220188,0.0019550913855687826,4.2442731542167085e-05,8.851134416206215e-06,5.1293865958373285e-05,0.46,0.77,0.43,0.36
SN_normal_qm05,0.0,4.0,width,0.01,100.0,0.006654270574297572,0.006169578236751473,0.00048469233754601187,0.006924427135277565,0.001462909041388746,-0.004159317312644809,0.005622226354033557,0.01827891896220188,0.0019550913855687826,4.2442731542167085e-05,8.851134416206215e-06,5.1293865958373285e-05,0.49,0.89,0.44,0.36
SN_normal_qm05,0.0,4.0,width,0.05,100.0,0.00665371653913072,0.006168982750620088,0.0004847337885106445,0.006924427135277565,0.001462909041388746,-0.004159317312644809,0.005622226354033557,0.01827891896220188,0.0019550913855687826,4.2442731542167085e-05,8.851134416206215e-06,5.1293865958373285e-05,0.49,0.89,0.44,0.36
SN_normal_qm05,0.0,4.0,width,0.1,100.0,0.006651987973664945,0.006167125279269388,0.00048486269439557443,0.006924427135277565,0.001462909041388746,-0.004159317312644809,0.005622226354033557,0.01827891896220188,0.0019550913855687826,4.2442731542167085e-05,8.851134416206215e-06,5.1293865958373285e-05,0.49,0.89,0.44,0.36
SN_normal_qm05,0.0,5.0,mean,0.01,100.0,0.4585177130629006,0.21149080999595174,0.24702690306694922,-0.007121302185775257,-0.0043657602836233746,-0.0036658729099802207,-0.0006998873736431547,0.015560195264917585,0.001812512354343794,-8.956857796568573e-05,1.1117483048805998e-05,-7.845109491687975e-05,0.65,0.77,0.61,0.51
SN_normal_qm05,0.0,5.0,mean,0.05,100.0,0.4580707948225345,0.2114389556601774,0.2466318391623573,-0.007121302185775257,-0.0043657602836233746,-0.0036658729099802207,-0.0006998873736431547,0.015560195264917585,0.001812512354343794,-8.956857796568573e-05,1.1117483048805998e-05,-7.845109491687975e-05,0.65,0.77,0.61,0.51
SN_normal_qm05,0.0,5.0,mean,0.1,100.0,0.45667878672166445,0.21127907946493962,0.2453997072567252,-0.007121302185775257,-0.0043657602836233746,-0.0036658729099802207,-0.0006998873736431547,0.015560195264917585,0.001812512354343794,-8.956857796568573e-05,1.1117483048805998e-05,-7.845109491687975e-05,0.65,0.78,0.61,0.51
SN_normal_qm05,0.0,5.0,width,0.01,100.0,0.007842627225148172,0.005000663890283701,0.0028419633348643627,-0.007121302185775257,-0.0043657602836233746,-0.0036658729099802207,-0.0006998873736431547,0.015560195264917585,0.001812512354343794,-8.956857796568573e-05,1.1117483048805998e-05,-7.845109491687975e-05,0.64,0.9,0.61,0.51
SN_normal_qm05,0.0,5.0,width,0.05,100.0,0.00784380624088302,0.005001130398210535,0.0028426758426725084,-0.007121302185775257,-0.0043657602836233746,-0.0036658729099802207,-0.0006998873736431547,0.015560195264917585,0.001812512354343794,-8.956857796568573e-05,1.1117483048805998e-05,-7.845109491687975e-05,0.64,0.9,0.61,0.51
SN_normal_qm05,0.0,5.0,width,0.1,100.0,0.007847480814251111,0.005002584238088279,0.002844896576162823,-0.007121302185775257,-0.0043657602836233746,-0.0036658729099802207,-0.0006998873736431547,0.015560195264917585,0.001812512354343794,-8.956857796568573e-05,1.1117483048805998e-05,-7.845109491687975e-05,0.64,0.9,0.61,0.51
SN_normal_qm05,0.0,6.0,mean,0.01,100.0,0.33094305260566087,0.20863100141063956,0.1223120511950213,-0.0015376003925919204,0.0016159003212993528,-0.003693983021453733,0.0053098833427530825,0.01662870494358318,0.0020568768594098155,-2.121084160486393e-05,7.858859493192006e-06,-1.3351982111671924e-05,0.61,0.79,0.56,0.52
SN_normal_qm05,0.0,6.0,mean,0.05,100.0,0.3306204297798263,0.20850398916779883,0.12211644061202778,-0.0015376003925919204,0.0016159003212993528,-0.003693983021453733,0.0053098833427530825,0.01662870494358318,0.0020568768594098155,-2.121084160486393e-05,7.858859493192006e-06,-1.3351982111671924e-05,0.61,0.79,0.56,0.52
SN_normal_qm05,0.0,6.0,mean,0.1,100.0,0.32961454205910473,0.20810817500121087,0.12150636705789385,-0.0015376003925919204,0.0016159003212993528,-0.003693983021453733,0.0053098833427530825,0.01662870494358318,0.0020568768594098155,-2.121084160486393e-05,7.858859493192006e-06,-1.3351982111671924e-05,0.61,0.79,0.56,0.52
SN_normal_qm05,0.0,6.0,width,0.01,100.0,0.006899005128473123,0.004395367539888316,0.0025036375885847378,-0.0015376003925919204,0.0016159003212993528,-0.003693983021453733,0.0053098833427530825,0.01662870494358318,0.0020568768594098155,-2.121084160486393e-05,7.858859493192006e-06,-1.3351982111671924e-05,0.57,0.93,0.54,0.52
SN_normal_qm05,0.0,6.0,width,0.05,100.0,0.006897926893583667,0.004395085053596517,0.0025028418399871137,-0.0015376003925919204,0.0016159003212993528,-0.003693983021453733,0.0053098833427530825,0.01662870494358318,0.0020568768594098155,-2.121084160486393e-05,7.858859493192006e-06,-1.3351982111671924e-05,0.57,0.93,0.54,0.52
SN_normal_qm05,0.0,6.0,width,0.1,100.0,0.006894568258705026,0.00439421006173412,0.002500358196970908,-0.0015376003925919204,0.0016159003212993528,-0.003693983021453733,0.0053098833427530825,0.01662870494358318,0.0020568768594098155,-2.121084160486393e-05,7.858859493192006e-06,-1.3351982111671924e-05,0.57,0.93,0.54,0.52
SN_normal_qm05,0.0,7.0,mean,0.01,100.0,0.1515748416589623,0.23919143079909289,-0.08761658914012971,-0.0025175186136028537,0.005494900284362579,-0.004116362859928601,0.00961126314429118,0.015726325462088023,0.001788415781257694,-1.7734194685074255e-05,1.1271602317198888e-05,-6.4625923678753735e-06,0.48,0.72,0.44,0.46
SN_normal_qm05,0.0,7.0,mean,0.05,100.0,0.1516846419465009,0.23916110808228158,-0.08747646613578074,-0.0025175186136028537,0.005494900284362579,-0.004116362859928601,0.00961126314429118,0.015726325462088023,0.001788415781257694,-1.7734194685074255e-05,1.1271602317198888e-05,-6.4625923678753735e-06,0.48,0.72,0.44,0.46
SN_normal_qm05,0.0,7.0,mean,0.1,100.0,0.15202612907385496,0.2390655772427591,-0.08703944816890416,-0.0025175186136028537,0.005494900284362579,-0.004116362859928601,0.00961126314429118,0.015726325462088023,0.001788415781257694,-1.7734194685074255e-05,1.1271602317198888e-05,-6.4625923678753735e-06,0.48,0.72,0.44,0.46
SN_normal_qm05,0.0,7.0,width,0.01,100.0,0.0039249390137826735,0.005686505325785604,-0.0017615663120027335,-0.0025175186136028537,0.005494900284362579,-0.004116362859928601,0.00961126314429118,0.015726325462088023,0.001788415781257694,-1.7734194685074255e-05,1.1271602317198888e-05,-6.4625923678753735e-06,0.48,0.89,0.46,0.46
SN_normal_qm05,0.0,7.0,width,0.05,100.0,0.003923739170971221,0.005685812357231384,-0.0017620731862601333,-0.0025175186136028537,0.005494900284362579,-0.004116362859928601,0.00961126314429118,0.015726325462088023,0.001788415781257694,-1.7734194685074255e-05,1.1271602317198888e-05,-6.4625923678753735e-06,0.48,0.9,0.46,0.46
SN_normal_qm05,0.0,7.0,width,0.1,100.0,0.003920003713734116,0.005683651588177772,-0.0017636478744436845,-0.0025175186136028537,0.005494900284362579,-0.004116362859928601,0.00961126314429118,0.015726325462088023,0.001788415781257694,-1.7734194685074255e-05,1.1271602317198888e-05,-6.4625923678753735e-06,0.48,0.9,0.46,0.46
SN_normal_qm05,0.0,8.0,mean,0.01,100.0,0.27761236442510784,0.20106606737764168,0.07654629704746255,-0.003619063260542446,0.003066932614747621,-0.0030828316736143165,0.006149764288361939,0.015311283201056219,0.0015694675116428825,-3.3314764459188052e-06,1.1027732050451908e-05,7.696255604533076e-06,0.47,0.81,0.46,0.54
SN_normal_qm05,0.0,8.0,mean,0.05,100.0,0.2774659756896559,0.20104209720720712,0.07642387848244839,-0.003619063260542446,0.003066932614747621,-0.0030828316736143165,0.006149764288361939,0.015311283201056219,0.0015694675116428825,-3.3314764459188052e-06,1.1027732050451908e-05,7.696255604533076e-06,0.47,0.81,0.46,0.54
SN_normal_qm05,0.0,8.0,mean,0.1,100.0,0.2770097273601475,0.2009676499434089,0.0760420774167381,-0.003619063260542446,0.003066932614747621,-0.0030828316736143165,0.006149764288361939,0.015311283201056219,0.0015694675116428825,-3.3314764459188052e-06,1.1027732050451908e-05,7.696255604533076e-06,0.47,0.81,0.46,0.54
SN_normal_qm05,0.0,8.0,width,0.01,100.0,0.011782143099370894,0.005181801361461546,0.0066003417379093396,-0.003619063260542446,0.003066932614747621,-0.0030828316736143165,0.006149764288361939,0.015311283201056219,0.0015694675116428825,-3.3314764459188052e-06,1.1027732050451908e-05,7.696255604533076e-06,0.53,0.9,0.52,0.54
SN_normal_qm05,0.0,8.0,width,0.05,100.0,0.011778088329765752,0.0051820893597208754,0.006595998970044912,-0.003619063260542446,0.003066932614747621,-0.0030828316736143165,0.006149764288361939,0.015311283201056219,0.0015694675116428825,-3.3314764459188052e-06,1.1027732050451908e-05,7.696255604533076e-06,0.53,0.9,0.52,0.54
SN_normal_qm05,0.0,8.0,width,0.1,100.0,0.011765426207470252,0.005182980955475664,0.006582445251994562,-0.003619063260542446,0.003066932614747621,-0.0030828316736143165,0.006149764288361939,0.015311283201056219,0.0015694675116428825,-3.3314764459188052e-06,1.1027732050451908e-05,7.696255604533076e-06,0.53,0.9,0.52,0.54
SN_normal_qm05,0.0,9.0,mean,0.01,100.0,0.05701152773234796,0.25234520904492314,-0.19533368131257872,-0.04685616649712605,-0.003989035355211893,-0.004494601093503276,0.0005055657382913826,0.017544519670585172,0.0019792199019669616,-0.00025638469226772645,3.166147889176885e-05,-0.00022472321337595752,0.52,0.82,0.5,0.56
SN_normal_qm05,0.0,9.0,mean,0.05,100.0,0.05719276625681552,0.2522140553324365,-0.19502128907562077,-0.04685616649712605,-0.003989035355211893,-0.004494601093503276,0.0005055657382913826,0.017544519670585172,0.0019792199019669616,-0.00025638469226772645,3.166147889176885e-05,-0.00022472321337595752,0.52,0.82,0.5,0.56
SN_normal_qm05,0.0,9.0,mean,0.1,100.0,0.05775860327599333,0.25180559822412607,-0.19404699494813266,-0.04685616649712605,-0.003989035355211893,-0.004494601093503276,0.0005055657382913826,0.017544519670585172,0.0019792199019669616,-0.00025638469226772645,3.166147889176885e-05,-0.00022472321337595752,0.52,0.82,0.5,0.56
SN_normal_qm05,0.0,9.0,width,0.01,100.0,0.006145807286782545,0.005601962609234139,0.0005438446775486264,-0.04685616649712605,-0.003989035355211893,-0.004494601093503276,0.0005055657382913826,0.017544519670585172,0.0019792199019669616,-0.00025638469226772645,3.166147889176885e-05,-0.00022472321337595752,0.48,0.88,0.47,0.56
SN_normal_qm05,0.0,9.0,width,0.05,100.0,0.0061424972312334744,0.005601238009902065,0.0005412592213313825,-0.04685616649712605,-0.003989035355211893,-0.004494601093503276,0.0005055657382913826,0.017544519670585172,0.0019792199019669616,-0.00025638469226772645,3.166147889176885e-05,-0.00022472321337595752,0.48,0.88,0.47,0.56
SN_normal_qm05,0.0,9.0,width,0.1,100.0,0.006132176555482439,0.005598981276476732,0.0005331952790057158,-0.04685616649712605,-0.003989035355211893,-0.004494601093503276,0.0005055657382913826,0.017544519670585172,0.0019792199019669616,-0.00025638469226772645,3.166147889176885e-05,-0.00022472321337595752,0.48,0.88,0.47,0.56
SN_normal_qm05,200000.0,0.0,mean,0.01,100.0,1.2954401358230632,0.9461194774350962,0.3493206583879691,3.6585764086093724e-07,8.945623116652982e-09,-0.04739583514683547,0.04739584409245859,0.06309300862408959,0.058381981399065454,3.2420600190257934e-09,3.609513596875765e-15,3.2420636285393886e-09,1.0,0.95,0.78,0.42
SN_normal_qm05,200000.0,0.0,mean,0.05,100.0,1.2955737024385592,0.94681170378176,0.34876199865679985,3.6585764086093724e-07,8.945623116652982e-09,-0.04739583514683547,0.04739584409245859,0.06309300862408959,0.058381981399065454,3.2420600190257934e-09,3.609513596875765e-15,3.2420636285393886e-09,1.0,0.95,0.78,0.42
SN_normal_qm05,200000.0,0.0,mean,0.1,100.0,1.2959813797974737,0.9489617384432687,0.34701964135420504,3.6585764086093724e-07,8.945623116652982e-09,-0.04739583514683547,0.04739584409245859,0.06309300862408959,0.058381981399065454,3.2420600190257934e-09,3.609513596875765e-15,3.2420636285393886e-09,1.0,0.95,0.78,0.42
SN_normal_qm05,200000.0,0.0,width,0.01,100.0,0.037628631444061436,0.025772036061279615,0.011856595382781778,3.6585764086093724e-07,8.945623116652982e-09,-0.04739583514683547,0.04739584409245859,0.06309300862408959,0.058381981399065454,3.2420600190257934e-09,3.609513596875765e-15,3.2420636285393886e-09,1.0,0.95,0.69,0.42
SN_normal_qm05,200000.0,0.0,width,0.05,100.0,0.037629979926709266,0.0260311506727427,0.011598829253966563,3.6585764086093724e-07,8.945623116652982e-09,-0.04739583514683547,0.04739584409245859,0.06309300862408959,0.058381981399065454,3.2420600190257934e-09,3.609513596875765e-15,3.2420636285393886e-09,1.0,0.95,0.69,0.42
SN_normal_qm05,200000.0,0.0,width,0.1,100.0,0.03760762685696477,0.026791719967282124,0.010815906889682649,3.6585764086093724e-07,8.945623116652982e-09,-0.04739583514683547,0.04739584409245859,0.06309300862408959,0.058381981399065454,3.2420600190257934e-09,3.609513596875765e-15,3.2420636285393886e-09,1.0,0.95,0.69,0.42
SN_normal_qm05,200000.0,1.0,mean,0.01,100.0,1.5807976720315942,1.0485583374273104,0.5322393346042785,-1.1236906687727212e-07,7.309513811579037e-08,-0.059055105178180335,0.059055178273318444,0.07736050458983205,0.08885309871261537,-1.6104804167623584e-09,1.0506090663857378e-15,-1.6104793661532924e-09,1.0,0.87,0.88,0.48
SN_normal_qm05,200000.0,1.0,mean,0.05,100.0,1.5809862410989919,1.0495981034578552,0.5313881376411355,-1.1236906687727212e-07,7.309513811579037e-08,-0.059055105178180335,0.059055178273318444,0.07736050458983205,0.08885309871261537,-1.6104804167623584e-09,1.0506090663857378e-15,-1.6104793661532924e-09,1.0,0.87,0.88,0.48
SN_normal_qm05,200000.0,1.0,mean,0.1,100.0,1.5815604220035124,1.052827011671247,0.5287334103322658,-1.1236906687727212e-07,7.309513811579037e-08,-0.059055105178180335,0.059055178273318444,0.07736050458983205,0.08885309871261537,-1.6104804167623584e-09,1.0506090663857378e-15,-1.6104793661532924e-09,1.0,0.88,0.88,0.48
SN_normal_qm05,200000.0,1.0,width,0.01,100.0,0.04397372925894948,0.03892517798842501,0.0050485512705244285,-1.1236906687727212e-07,7.309513811579037e-08,-0.059055105178180335,0.059055178273318444,0.07736050458983205,0.08885309871261537,-1.6104804167623584e-09,1.0506090663857378e-15,-1.6104793661532924e-09,1.0,0.95,0.72,0.48
SN_normal_qm05,200000.0,1.0,width,0.05,100.0,0.044010046539117546,0.039093135789893506,0.004916910749224048,-1.1236906687727212e-07,7.309513811579037e-08,-0.059055105178180335,0.059055178273318444,0.07736050458983205,0.08885309871261537,-1.6104804167623584e-09,1.0506090663857378e-15,-1.6104793661532924e-09,1.0,0.95,0.72,0.48
SN_normal_qm05,200000.0,1.0,width,0.1,100.0,0.04408440966105261,0.0395623310771413,0.004522078583911295,-1.1236906687727212e-07,7.309513811579037e-08,-0.059055105178180335,0.059055178273318444,0.07736050458983205,0.08885309871261537,-1.6104804167623584e-09,1.0506090663857378e-15,-1.6104793661532924e-09,1.0,0.95,0.72,0.48
SN_normal_qm05,200000.0,2.0,mean,0.01,100.0,0.8483907623232594,0.6328490380034141,0.21554172431984214,-2.199766352152753e-07,-3.9960654908552067e-07,-0.023390806685738976,0.023390407079189893,0.04146997332073821,0.025331876976553033,-6.360662401117493e-09,1.1251161159254763e-13,-6.3605498895059e-09,1.0,0.87,0.79,0.45
SN_normal_qm05,200000.0,2.0,mean,0.05,100.0,0.8488183115410693,0.6336212976724167,0.2151970138686522,-2.199766352152753e-07,-3.9960654908552067e-07,-0.023390806685738976,0.023390407079189893,0.04146997332073821,0.025331876976553033,-6.360662401117493e-09,1.1251161159254763e-13,-6.3605498895059e-09,1.0,0.87,0.79,0.45
SN_normal_qm05,200000.0,2.0,mean,0.1,100.0,0.8501506771903996,0.6360287520356979,0.21412192515470163,-2.199766352152753e-07,-3.9960654908552067e-07,-0.023390806685738976,0.023390407079189893,0.04146997332073821,0.025331876976553033,-6.360662401117493e-09,1.1251161159254763e-13,-6.3605498895059e-09,1.0,0.88,0.79,0.45
SN_normal_qm05,200000.0,2.0,width,0.01,100.0,0.024175528038019242,0.02295080316049694,0.0012247248775222922,-2.199766352152753e-07,-3.9960654908552067e-07,-0.023390806685738976,0.023390407079189893,0.04146997332073821,0.025331876976553033,-6.360662401117493e-09,1.1251161159254763e-13,-6.3605498895059e-09,1.0,0.9,0.66,0.45
SN_normal_qm05,200000.0,2.0,width,0.05,100.0,0.02413510955930896,0.022901448324411683,0.0012336612348972818,-2.199766352152753e-07,-3.9960654908552067e-07,-0.023390806685738976,0.023390407079189893,0.04146997332073821,0.025331876976553033,-6.360662401117493e-09,1.1251161159254763e-13,-6.3605498895059e-09,1.0,0.9,0.66,0.45
SN_normal_qm05,200000.0,2.0,width,0.1,100.0,0.024013589930819222,0.022752481561355807,0.001261108369463411,-2.199766352152753e-07,-3.9960654908552067e-07,-0.023390806685738976,0.023390407079189893,0.04146997332073821,0.025331876976553033,-6.360662401117493e-09,1.1251161159254763e-13,-6.3605498895059e-09,1.0,0.9,0.66,0.45
SN_normal_qm05,200000.0,3.0,mean,0.01,100.0,1.0925317483883146,0.8252020992286162,0.26732964915969293,4.059332898278397e-08,1.742678691873544e-07,-0.03898181383229611,0.0389819881001653,0.05350304971056608,0.049102627768894715,1.039420843092543e-09,2.0768031188781435e-15,1.0394229198956622e-09,1.0,0.91,0.85,0.51
SN_normal_qm05,200000.0,3.0,mean,0.05,100.0,1.0928208216857889,0.8259187061011805,0.2669021155846088,4.059332898278397e-08,1.742678691873544e-07,-0.03898181383229611,0.0389819881001653,0.05350304971056608,0.049102627768894715,1.039420843092543e-09,2.0768031188781435e-15,1.0394229198956622e-09,1.0,0.92,0.85,0.51
SN_normal_qm05,200000.0,3.0,mean,0.1,100.0,1.0937163407898363,0.8281476240616342,0.2655687167282018,4.059332898278397e-08,1.742678691873544e-07,-0.03898181383229611,0.0389819881001653,0.05350304971056608,0.049102627768894715,1.039420843092543e-09,2.0768031188781435e-15,1.0394229198956622e-09,1.0,0.92,0.85,0.51
