arm,iv,group,step,actual,W,b,star,alignment,history,data,l2,positive,negative,history_W,history_b,data_W,data_b,l2_W,l2_b,sgd_data,sgd_l2,sgd_mean,sgd_cov,pre_history,pre_history_W,pre_history_b,within_history,rounding,gate_mean,gate_rms,upstream_rms,local_delta_rms,positive_fraction,gW_norm,gb,opposed_fraction,W_down_mass,W_up_mass,b_down_mass,b_up_mass,data_down_mass,data_up_mass,history_down_mass,history_up_mass,l2_down_mass,l2_up_mass,pre_history_down_mass,pre_history_up_mass,within_history_down_mass,within_history_up_mass,bias_down_share
LR,l2,both,50,-0.20325694359661234,-0.2026750877926909,-0.0005818558039214484,-0.09034731949709221,-0.10562133280877942,-0.1903661429333663,-0.014446085957954614,0.0015552980954253403,-0.01835468387952811,0.0039085980215994316,-0.18975619002998875,-0.0006099529033776084,-0.014502552848025839,5.646689007121993e-05,0.0015836686200331458,-2.7094991772653445e-05,-0.0003605293095257387,2.2861204659693527e-05,0.0003840835363106166,-0.0007156943574586018,0.007873394873187733,0.007623439389926349,0.00015650915540011063,-0.18100001590363765,-1.2800716782291943e-08,0.4460338380850645,0.5236774726868074,0.11249861524211816,0.06371223838406996,0.3844820384294068,0.15356217883433915,8.449120673256577e-06,0.37471698113207547,0.02675551642751312,0.017409121419520494,0.00021890060614647444,0.00019785288733577256,0.0028928845347171656,0.0023040260542171193,0.0242100068377213,0.01534774117580109,1.022294500782984e-05,9.163243365080243e-05,0.0011418116194981094,0.001587456981093712,0.02420944293243924,0.015691929967471995,0.00811511907276153
LR,l2,both,100,-0.15959621066816085,-0.15920094842682406,-0.00039526224133678,-0.07737683029379507,-0.06608839506432389,-0.14744193189887167,-0.015269676506635832,0.0031154068332783025,-0.019422987572674494,0.0023539925352490674,-0.1470467743455254,-0.00039515755334629173,-0.015326105654044653,5.64291474088015e-05,0.0031719394380134744,-5.415141919079386e-05,-0.0005593582714732576,4.0080439494837146e-05,0.00040282882814021877,-0.0007983009266666329,0.007912198491853914,0.007660938614890643,0.00015725661180276485,-0.1380304406835657,-9.095931671635858e-09,0.462403674880564,0.5495419604587077,0.08832605140776137,0.057451571075308974,0.402670739348371,0.1225622007889407,-0.0010521156638391043,0.37317307692307694,0.024516849761485004,0.01734084955325885,0.0002216419614514483,0.00021635549939482622,0.0027089012925017486,0.0019903540762384606,0.02217570361079858,0.015542419100569204,2.385078220965012e-05,0.00018997058240676775,0.001147253614621027,0.0015951058186229794,0.022235014150944563,0.01574579070078192,0.008448112209166095
LR,l2,rest,20,-0.2005652382060556,-0.19943326495942468,-0.0012629579200206895,-0.0600755722642328,-0.1404896659418228,-0.17623738668959077,-0.02504757874661886,0.0006637714072961855,-0.023947345484006982,-0.0017138937015487485,-0.1752183752941149,-0.0011680867732900104,-0.024944421496830096,-0.00010315724978876548,0.000676225641165678,-1.077920475859564e-05,-0.0014904523163267788,6.8239989488302805e-06,-0.0011146125999924852,-0.0002680548431705244,-0.0006623396604427518,-0.0005829718408108314,-7.93678196319206e-05,-0.17820452288293098,-9.646521449110578e-09,0.3532006357963926,0.4244472527881246,0.11841066725574854,0.05787131661574004,0.28133403876880647,0.14175204240927183,-0.0020814729794418688,0.34883280458355037,0.16633828810861648,0.05555903885830373,0.0014085401436176126,0.0007171621566062402,0.022905375639795233,0.009004114535963162,0.1472753735783683,0.04936647920781194,4.1884280782708e-05,0.0004091799182462738,0.008163126450409069,0.007833227003135417,0.14773836303683396,0.048704700226438725,0.008458500840226204
LR,l2,rest,50,-0.13858151964741733,-0.13881684265973224,5.334909179531488e-05,-0.0264614230733089,-0.11212009657410847,-0.1269704997253204,-0.013506838542969597,0.001829033339483605,-0.010901167884265248,-0.0033496419029576344,-0.1271540151603223,2.9789627342261922e-05,-0.013583299540772364,7.354948776078357e-05,0.001860138101152398,-2.7028109394332205e-05,-0.0009494339200646605,2.2065590163440157e-05,-0.00022459845721567762,-0.0007015738729050019,-0.0007528814534145607,-0.0006631294397175132,-8.975201369704708e-05,-0.12915336520468332,-7.735051558425263e-09,0.3813215907601791,0.46123219350510497,0.09765861604822568,0.05303309108282561,0.3125795437004555,0.12911329115925776,0.0005353483591859624,0.36225448334756616,0.1760374119012792,0.0994962357313675,0.0014819997897594526,0.0015126241174201775,0.01982299055952157,0.012782834557787347,0.15933511645955098,0.08930112808315807,0.00010773726993733988,0.001123114966250493,0.009201386273942413,0.008822551938742498,0.15961514479133174,0.08833240976070683,0.008426055713104135
LR,l2,rest,100,-0.1452785270880413,-0.14605463127666396,0.0005876349817824225,-0.027697562732044063,-0.11758096435599724,-0.13450151989591763,-0.01464554030095132,0.003790383813324635,-0.010422489609745449,-0.00422305073296508,-0.13517532481715375,0.0005033655225778734,-0.01478426828200409,0.00013872798105277155,0.0038527927957079065,-5.435443476438727e-05,-0.0008646618757465998,4.470402477027158e-05,0.00026574987452609577,-0.0010057550063361576,-0.0007576830955668158,-0.0006674716150706491,-9.02114804961674e-05,-0.13669251372706406,-1.0598382169602727e-08,0.38946023151835313,0.47702968014884234,0.0852975854795997,0.04572986065005652,0.32162247657532994,0.10163157181726103,-0.00012773676923004198,0.3662991498405951,0.17839647160880062,0.09780604129046759,0.0015613472877846922,0.0018866289115976541,0.020284211351290073,0.012587903550650153,0.1612738499196099,0.08704506911629922,0.000222598316062725,0.0023265856035286116,0.009245657833382713,0.008864337175579275,0.1620481822313437,0.08656595823534091,0.008845225867116462
LR,none,ALL,20,0.011105917630966479,0.011013690078727184,9.222755223929295e-05,-0.0019113613654686988,0.013017278996435167,0.013278788540813862,0.0002675079028957534,0.0,-0.03390890713802978,0.03327197615502397,0.01317980821958443,9.89803212294297e-05,0.00027213793910361246,-4.6300362078589535e-06,0.0,0.0,-0.0006626956447716045,0.0,-0.0005154690869002481,-0.00020429030800597482,6.842965658234987e-07,4.9996911810859205e-05,-4.93126152450358e-05,0.0118125756049373,3.184301234680753e-09,0.21617104781301397,0.28118483995136456,0.17225313839159515,0.04523450663215236,0.12907894736842107,0.10597813556068822,0.000728815502585157,0.3295,0.36240752804631116,0.3948892698429213,0.0033441471823760748,0.0034889848571037873,0.049584064929892924,0.05122964787894307,0.3193208900582478,0.34842888376278175,0.0,0.0,0.018187721229204475,0.016782979521465426,0.3188027355569713,0.34931257534488885,0.008770978403910073
LR,none,ALL,50,-0.08368893648295048,-0.08329807530956339,-0.0003908611733870776,-0.033785699187538265,-0.047010245086479795,-0.07573287346051465,-0.006926006198727359,0.0,-0.035478424861301816,0.027522363873701355,-0.07537734401944812,-0.0003555294410665181,-0.006878928186936987,-3.533222379511121e-05,0.0,0.0,-0.000943668560530552,0.0,-0.0007122707146182343,-0.00024520842906697554,-9.027666552112476e-06,4.668432700520376e-05,-5.571199355731603e-05,-0.07737992620573018,-2.0541901862485743e-09,0.21463157453035053,0.27943329560129265,0.12412955886439275,0.03338446654771504,0.12736842105263158,0.07615888620677748,0.00023271018614698407,0.36027159324174957,0.51178684899401,0.46041495189332626,0.004816031556015093,0.004538303973355429,0.057713053291375924,0.0534272292343868,0.45977412006137924,0.41217922541756385,0.0,0.0,0.0204842715567088,0.01890251373505746,0.45867509580811167,0.41059454710826926,0.008984298355969873
LR,none,ALL,100,-0.05856498037652867,-0.058595771241674255,3.079086514557469e-05,-0.022878421784962976,-0.033634905869591385,-0.05465435666031608,-0.0039106347405887055,0.0,-0.025415473956192695,0.02150483919131523,-0.054675893714637235,2.1537054321147363e-05,-0.003919885895213542,9.251154624837765e-06,0.0,0.0,-0.000738185838069985,0.0,-0.0005951297645998186,-0.0002465953721047545,-9.723447925637092e-06,4.626934848815364e-05,-5.599279641379055e-05,-0.05630908267204743,2.8978044489536846e-09,0.2245789457622328,0.2895247981422826,0.11235732906743101,0.030519363189998424,0.13842105263157897,0.06591985639772918,-0.0005038697027454251,0.36607471814899417,0.5665207667708686,0.5427099148275002,0.0053122298862619665,0.005461519946080731,0.060661606287999825,0.06113144852031665,0.5113943078494259,0.48715044497938437,0.0,0.0,0.020583524600216827,0.018993775958428615,0.5103777693395961,0.48549229391838217,0.009219621223212359
LR,none,D_only,20,0.2851781184380025,0.2831478777919887,0.00202265005042405,0.08806866012924694,0.19393674510678896,0.25079009571063915,0.03326631852656209,0.0,-0.011914678452711666,0.041948893508570145,0.24902499818844248,0.001765097522196682,0.0330260298319151,0.00024028869464698695,0.0,0.0,0.0004970280975013958,0.0,0.0006842049801987962,-0.00021861009319834511,0.0013063529869108276,0.0013781071905280883,-7.175420361726094e-05,0.2506054310589581,1.586557145774282e-08,0.13715403013067942,0.17333064471994525,0.1769619642068833,0.029015518444769555,0.04128225170356026,0.06577099203018041,0.0006544792499009163,0.3243142144638404,0.03363837186260074,0.09142899003716484,0.0002657039521727711,0.000684008265012189,0.0047016093786751275,0.011480666889780757,0.02963781817624859,0.08111537410464047,0.0,0.0,0.004719084350775491,0.004714294432299747,0.029494165588283005,0.08126687106035128,0.00782803525674768
LR,none,D_only,50,0.26945183470499406,0.2673579001772682,0.0021499540730623326,0.06778675556914243,0.20166507913585174,0.24054862109886707,0.028903204039973256,0.0,-0.012075263566426197,0.03948475486112935,0.2386613764432783,0.0019375887277205107,0.028696519217509205,0.0002123611170186349,0.0,0.0,0.0003927372418846892,0.0,0.0006181130583634079,-0.0002253758309598266,0.0014666063033479805,0.0015482201556526166,-8.161385230463677e-05,0.23908201479551905,6.331241977066114e-09,0.13787384478027356,0.17287693916933944,0.12451774529686561,0.021351884187224578,0.04208204661504673,0.0489558952367595,0.00018245587351217247,0.3554254326873251,0.05358286678703373,0.11027012572119155,0.00043758030527418383,0.0008803713613336809,0.006160963571079844,0.012167165274362212,0.04798721520620695,0.09907313558673843,0.0,0.0,0.0053337390733390845,0.005328034044571331,0.04783913461251159,0.09865474027550057,0.007995459433834175
LR,none,D_only,100,0.28242166659379053,0.28025325002464135,0.002168416569149165,0.06611227654117861,0.21630939005261193,0.2506022315228988,0.031819400582327975,0.0,-0.006664183470972057,0.03620308791537375,0.2486561099072536,0.0019461216156450526,0.03159711078793228,0.00022228979439569858,0.0,0.0,0.0005653593070643715,0.0,0.0006105153423304135,-0.0001979943291763441,0.0014734963227300748,0.0015555576274254575,-8.20613046953847e-05,0.24912873520016862,5.581564804514039e-09,0.14938365369626538,0.19070802535674516,0.11385426081321158,0.02200572287681439,0.05487072348109021,0.0461093973942147,0.0003332821858645689,0.3637746577221377,0.0644195723266509,0.12439956037040739,0.0005306398808514993,0.0009977079612987214,0.006792826946400916,0.013651446933734103,0.05824562858035959,0.11176101029265034,0.0,0.0,0.005360688056841172,0.005354972739984185,0.05809066735657839,0.1112583268936298,0.008071815465409913
LR,none,N_only,20,-0.6210248098400063,-0.615681018595414,-0.0045695391215753115,-0.23024360460845264,-0.38540970205575953,-0.529693986405984,-0.08505691824415293,0.0,-0.10535276740623004,0.017190749811054177,-0.5250916809068878,-0.003989943496760097,-0.08447732394141062,-0.0005802858544543025,0.0,0.0,-0.0039682311161018165,0.0,-0.003524150254970196,-0.00010660679260101507,0.0018574000906016917,0.0018610344959493757,4.036251754854749e-06,-0.5304350167535552,-2.2140743647296987e-08,0.3831971048067726,0.5160169369201626,0.16634935668407583,0.08270167840702534,0.31466346265046985,0.19709015796193388,0.0004812917410592331,0.33602015113350125,0.17953879174182294,0.05128277446525905,0.0015632729577880942,0.0005144212772383502,0.025662229773713255,0.007429399991886393,0.15600508662014512,0.04514206214490903,0.0,0.0,0.003188887361619511,0.003803740040812109,0.15643749197881662,0.04500611240257675,0.00889086048259958
LR,none,N_only,50,-0.8659058501488655,-0.8588561492703342,-0.007012846216519106,-0.3115731470077273,-0.5543327031411384,-0.7745926122601672,-0.0913132095811537,0.0,-0.1022971520135137,0.01368349732073521,-0.7682346428530661,-0.006312103239819417,-0.09062147895685009,-0.0006917306243035996,0.0,0.0,-0.004368129291778845,0.0,-0.004002113502224723,-0.00036601557407798033,0.002058540823747656,0.0020629412496181014,4.1555313701448405e-06,-0.7754202080907732,-2.830754468052873e-08,0.3574312468164451,0.47823854756389095,0.12165915363266763,0.05715639742881028,0.2860347338490869,0.13199377213753627,0.00038537830331656687,0.36673316708229425,0.23855151913029465,0.05876607911907707,0.002154165764682387,0.0006810017257904339,0.02654203068956427,0.007404337725517201,0.21428745749624237,0.0521665521048549,0.0,0.0,0.003582468380819814,0.004268837863040071,0.21467651577170854,0.05221644131639804,0.008949376354041147
LR,none,N_only,100,-0.8005596871466881,-0.7944603531363319,-0.0060993340103562815,-0.2778343988162913,-0.5227252883303968,-0.7161527288573144,-0.08440697601972293,0.0,-0.09195977640909554,0.009900358342547492,-0.7106581687994046,-0.005494560057910036,-0.08380220043510687,-0.0005922779202619256,0.0,0.0,-0.0040195268509662955,0.0,-0.003574628008061114,-0.0004370093590102986,0.00206619491923543,0.0020706463704491113,4.166533250261893e-06,-0.7169841648371138,-9.24110185156812e-09,0.3809537933064119,0.5027123552928265,0.10631469313843517,0.05200601520061573,0.31217089928500935,0.11472095325521704,-0.0016718252205721366,0.36895261845386534,0.24419951847765145,0.07758436312535605,0.002187690934301109,0.000933045970925473,0.026758075123581648,0.009028342454123485,0.2196995232299157,0.06957660345536888,0.0,0.0,0.003599330244534606,0.004288823880459342,0.22001155623750213,0.06954784996030228,0.008879076716370251
LR,none,both,20,-0.252117948008138,-0.250193238386858,-0.0018035443691667495,-0.11970050428524033,-0.13241744372289768,-0.20961597335859175,-0.0425019780543014,0.0,-0.06267779327107681,0.02117376491173633,-0.2079934813410906,-0.0014557706904780813,-0.0421997640630057,-0.00030221399129569886,0.0,0.0,-0.0026077000215910967,0.0,-0.0025951123190126337,-8.542801199770865e-05,-0.0032732560664750373,-0.0030702064270856032,-0.0002030496393894355,-0.2063427172921167,-3.8741120975004536e-09,0.3950904550259573,0.5196716936757989,0.16069014705437468,0.08298409996848355,0.3278782894736842,0.19480035785296207,0.005600323849929529,0.3230769230769231,0.022926495121323415,0.010460784083299203,0.00017994439437691318,9.523996936255381e-05,0.0035572877411763127,0.001393669541708464,0.01971086328557554,0.009392836854667252,0.0,0.0,0.001171517839006684,0.0010605467489177424,0.019738666913192985,0.009048579265132958,0.007998812833523763
LR,none,both,50,-0.45970470925843737,-0.45589456295775976,-0.003484616239777033,-0.2082988183436978,-0.25140589091473964,-0.4135175485721221,-0.04618717648958983,0.0,-0.06459206758633255,0.020261887090275457,-0.41007555066451,-0.003104561648398376,-0.045819032203890254,-0.0003800552361839243,0.0,0.0,-0.0027443106041684187,0.0,-0.003137655613823024,0.0003203556215228,-0.003692736141353148,-0.0034633957893023845,-0.0002293403520507651,-0.4098248124307688,1.5803274362823443e-08,0.3799741408729314,0.5103504070363247,0.1263427731051182,0.06047602439658684,0.31108239348370925,0.13642731979489325,0.0015838389161199258,0.3648010788941335,0.03616177633064403,0.014218999277861511,0.00028979069492044416,0.00013337471081238043,0.00414661022139696,0.0016172089974355042,0.03231252668311954,0.012749885240052217,0.0,0.0,0.0013214869337768195,0.0011963423022470334,0.03245889610604102,0.01247626284614087,0.008350656147675514
LR,none,both,100,-0.39229761572336647,-0.3881767091036847,-0.0038443713691692456,-0.18650780295099453,-0.20578981277237188,-0.35902792207752976,-0.03326968648664704,0.0,-0.047403155285406895,0.01581269636584275,-0.35525155614029835,-0.003438700401385829,-0.032925157353097007,-0.0003445291335500286,0.0,0.0,-0.002077486987374135,0.0,-0.003013185903577556,0.0008539808735117207,-0.0037117387493566683,-0.003481237431946389,-0.00023050131741028136,-0.3553161833281731,-7.159189605413376e-09,0.3928101347651995,0.510616380812829,0.10946994941485555,0.05208578797286017,0.32534461152882205,0.11927854411658788,-0.0012870937186692446,0.37217664906169234,0.03941230102718135,0.018960051966927245,0.00032699012173045627,0.00014390761057209029,0.00423610799392512,0.002265724401731276,0.03554120727692128,0.016834590050005305,0.0,0.0,0.0013280473703661535,0.0012022490989167486,0.03576182807033605,0.016637963633400185,0.00849337740165648
LR,none,rest,20,0.17569771984546895,0.17408772988179458,0.0016099899636744033,0.06212786778541781,0.1135698520600511,0.15286268427765085,0.0228350238307815,0.0,-0.014412027937128176,0.03897483489950909,0.15146217365304177,0.0014005106246090938,0.02262554436271507,0.00020947946806643171,0.0,0.0,0.00017226373659578453,0.0,0.00038554879787651897,-0.0002542612586489035,-0.0017114571721620919,-0.001601369400097867,-0.00011008777206422502,0.15192812082028143,1.1737036587248001e-08,0.16542800290640458,0.20971652545103667,0.1739071052922732,0.03382413463541316,0.07269777177944677,0.07979248393090588,0.000195420921152899,0.327431906614786,0.14777192103844697,0.24284573446574853,0.0013264734925408112,0.0022032962458539067,0.019213556013571595,0.031746236924350996,0.13185554350848,0.2126066726499721,0.0,0.0,0.008861743247577285,0.007645591571462127,0.13115190606406912,0.21405383235739564,0.009192527920276085
