arm,iv,seed,window,step,actual,data,history,l2,pre_history,within_history,sgd_data,positive,negative
LR,none,0,31-35,33.0,-0.003849337405323347,-4.608327468192987e-05,-0.0038032537893688267,0.0,5.320571488096797e-06,-0.0038085743608569254,-1.3046967917057333e-06,3.729600146895745e-05,-8.337927769202572e-05
LR,none,0,36-40,38.0,-0.0005605067777281842,0.0005540512771973451,-0.001114558118954298,0.0,3.107630234201308e-06,-0.0011176657491885039,2.2860208741385442e-05,0.0004313759748374238,0.00012267530256108785
LR,none,0,41-45,43.0,-0.00018355093647673127,-0.0003402543066833392,0.00015670386849897522,0.0,1.8326121320045522e-06,0.00015487125636697295,-9.932279337013326e-06,8.785080319350797e-05,-0.0004281051109092431
LR,none,0,46-50,48.0,-0.0014816350122512395,-5.9850268344135464e-05,-0.0014217847231077607,0.0,1.0834880415951012e-06,-0.0014228682111493529,2.8828671323628907e-06,0.0001559943380962131,-0.00021584460605559574
LR,none,1,1-5,3.0,-0.004817060022390427,-0.0013830801251698906,-0.0034339794154175395,0.0,1.44109184900411e-06,-0.003435420507266544,-0.00010209212577507885,-0.003759646304984049,0.0023765661802847846
LR,none,1,6-10,8.0,-0.0015319904229583506,0.0008006652848091958,-0.0023326561660559435,0.0,9.97306960708175e-08,-0.002332755896752013,-1.1544881741712528e-05,-0.0012470872869770298,0.002047752569306747
LR,none,1,11-15,13.0,0.0029881222965593736,0.0010643174088508472,0.0019238049727265567,0.0,-6.937828830801402e-07,0.0019244987556096388,9.042219252910631e-06,-0.0005751317735851504,0.0016394491826869403
LR,none,1,16-20,18.0,0.0016754718572528121,-0.00042840098791100176,0.0021038721502166266,0.0,-7.101803488300876e-07,0.0021045823305654563,-2.7944340690440156e-05,-0.0006831757231495067,0.0002547747335885163
LR,none,1,21-25,23.0,-0.0010296737165043086,-0.0005378947137685884,-0.000491779326209632,0.0,-6.741730885833108e-07,-0.0004911051531210495,-1.4277934792832634e-05,-0.00028548280722715674,-0.00025241190750843886
LR,none,1,26-30,28.0,-0.005389456463338999,-0.0012402444142671548,-0.004149210454121902,0.0,-4.952634343708819e-07,-0.0041487151906875325,-3.6956157197202226e-05,-0.0005622498042083923,-0.0006779946075354766
LR,none,1,31-35,33.0,-0.005493303392920935,-0.0005387684449290539,-0.004954534582149379,0.0,-3.1674914797035253e-07,-0.004954217833001406,-1.860552331003579e-05,-0.00010138066275540841,-0.00043738778439707666
LR,none,1,36-40,38.0,-0.0035637334622249856,0.00026788570481996247,-0.0038316191758916707,0.0,-2.193636927736272e-07,-0.003831399812198895,1.3060823257866199e-05,0.0002631951988040004,4.690503612362479e-06
LR,none,1,41-45,43.0,-0.0019318454011394092,9.995603424330923e-05,-0.002031801503096062,0.0,-1.4725684238769396e-07,-0.0020316542462536754,3.277431998892073e-06,0.00018995209238476944,-8.999605781659855e-05
LR,none,1,46-50,48.0,0.0009851458263364255,0.000510363013576903,0.0004747829927890052,0.0,-8.958641750132844e-08,0.0004748725792065089,1.5574219570418935e-05,0.00043035946469481697,8.000355052312502e-05
LR,none,2,1-5,3.0,0.0003143646424120685,4.5907166820052346e-05,0.0002684574653177297,0.0,-0.00016866769647087075,0.00043712516178860016,-8.41967777773756e-05,-0.003977486754382432,0.00402339392322011
LR,none,2,6-10,8.0,0.0032908072885518545,0.0014899425573204324,0.0018008645933446615,0.0,-0.0001005970562155438,0.0019014616495602054,-2.498366682214775e-06,-0.001253992634998715,0.002743935195010116
LR,none,2,11-15,13.0,0.005005536190101344,1.782504025483328e-06,0.005003753161853607,0.0,-5.960773105498063e-05,0.00506336089290859,-1.9073452192896946e-05,-0.0009535881549295411,0.0009553706564743511
LR,none,2,16-20,18.0,0.0009396610155954041,-0.000276276241170911,0.0012159372922893666,0.0,-3.494840775103009e-05,0.0012508857000403967,-2.236161501952287e-05,-0.0005967138832952676,0.0003204376431535788
LR,none,2,21-25,23.0,-0.004450114054726876,-0.0013701292288769245,-0.003079984660438377,0.0,-2.0708772978505692e-05,-0.003059275887459873,-5.259795325978963e-05,-0.0009999672674957244,-0.0003701619592591437
LR,none,2,26-30,28.0,-0.004473534067207395,-0.00012540177919190192,-0.00434813183061355,0.0,-1.2167462644098936e-05,-0.00433596436796945,-6.0375341595851745e-06,-0.00013624742769575982,1.0845647161238092e-05
LR,none,2,31-35,33.0,-0.0017822565430781988,0.00024028908649401586,-0.0020225459514802103,0.0,-7.0953572334876005e-06,-0.002015450594246726,1.0272800726316604e-05,0.0001546980706669962,8.55910153668149e-05
LR,none,2,36-40,38.0,-0.0013474963859576156,-0.00011925315801283988,-0.0012282431495212274,0.0,-4.1613478281970696e-06,-0.001224081801693026,-1.0864659027075718e-06,0.00011821032599607651,-0.00023746348316814881
LR,none,2,41-45,43.0,-0.001257735612436971,-0.00010904245390411588,-0.0011486929943349332,0.0,-2.4581468587419815e-06,-0.0011462348474761918,-4.858694646692001e-06,0.00016852694087680502,-0.0002775693941971802
LR,none,2,46-50,48.0,-0.0021215882517326436,-0.0002782705185524882,-0.0018433174697647825,0.0,-1.43890059659613e-06,-0.0018418785691681865,-6.29565319164244e-06,1.7870253540434866e-05,-0.0002961407722762002
SNA,l2,0,1-5,3.0,-0.009229447994245193,-0.0024725646021028784,-0.006771778274886354,1.4895262549087677e-05,5.32130275259057e-05,-0.006824991302412264,-0.0001306843121752074,-0.004125385388945578,0.0016528207856544535
SNA,l2,0,6-10,8.0,-0.013231999797606878,-0.0024296968931433534,-0.010819992015982422,1.7689828222725976e-05,2.5662866083561537e-05,-0.010845654882065982,-0.00016908422809919997,-0.0022420827295700748,-0.00018761416543510936
SNA,l2,0,11-15,13.0,-0.01204755839972724,5.4820859446418066e-05,-0.012123413350867727,2.1034678746114867e-05,1.3561131589466243e-05,-0.0121369744824572,-6.251567658643788e-06,0.0001377305672961786,-8.290970752730266e-05
SNA,l2,0,16-20,18.0,-0.005058367874890041,0.0005457932244541767,-0.005626993647230199,2.2832846500430445e-05,7.2145055429033455e-06,-0.00563420815277309,2.7292322446717055e-05,0.0005236006510413768,2.2192574039071702e-05
SNA,l2,0,21-25,23.0,0.0014899630996320912,0.0010989964027897175,0.00036792575022117637,2.304079375123659e-05,3.958288876137941e-06,0.0003639674613450328,5.5036163174028515e-05,0.0011081269046033736,-9.130500730251956e-06
SNA,l2,0,26-30,28.0,0.0034604545609299544,0.0006124142824024351,0.0028258791691918085,2.21609419445492e-05,2.3141348369330086e-06,0.002823565034354886,2.8790710426173663e-05,0.0005942253079085705,1.8188973227617476e-05
SNA,l2,0,31-35,33.0,0.0024028944588709742,-0.00017880623431522046,0.0025605367519310474,2.116359757388846e-05,1.3311609625540596e-06,0.002559205590968494,-1.700444359289679e-05,-0.0001354435365724868,-4.33626988324623e-05
SNA,l2,0,36-40,38.0,0.0001981998730374801,-0.00039212227890821836,0.000569739210586323,2.0582980264257852e-05,7.887838628871033e-07,0.0005689504267234191,-2.7401740966797844e-05,-0.00030632628163573675,-8.579599685515498e-05
SNA,l2,0,41-45,43.0,-0.0006575393248725636,-0.0002297993047876888,-0.0004481742050370108,2.0434223116808982e-05,4.5768226221481937e-07,-0.0004486318872992112,-1.3940826320148159e-05,-0.00019461314247119915,-3.5186163590402236e-05
SNA,l2,0,46-50,48.0,4.7639275620187103e-05,0.000475079918806302,-0.0004478072861925364,2.0366664351849057e-05,2.695403559424634e-07,-0.0004480768265484825,2.6279938229353686e-05,0.0002671125696161264,0.00020796734900241538
SNA,l2,1,1-5,3.0,-0.006686045478608719,-0.0019872426999391446,-0.004713301566834604,1.449911337378139e-05,3.8606169057601634e-05,-0.004751907735892206,-0.00010992628662970047,-0.004132179654425602,0.00214493695353487
SNA,l2,1,6-10,8.0,-0.008964096192750414,-0.0013420116376532914,-0.0076385581431769375,1.6474035375796437e-05,1.9619853158912153e-05,-0.007658177996335847,-9.81998590587937e-05,-0.001368163446307643,2.615180915146974e-05
SNA,l2,1,11-15,13.0,-0.010618168280615644,-0.0007250744698120086,-0.009912076798146475,1.898359580175625e-05,1.0381674710940436e-05,-0.009922458472857413,-5.7883353786996336e-05,-0.0003141824409242884,-0.0004108920279333881
SNA,l2,1,16-20,18.0,-0.005671869195650414,0.0008149195456490975,-0.0065076832670761696,2.0894775760876317e-05,5.848610075363857e-06,-0.0065135318771515375,4.408926402284675e-05,0.0009808739101356476,-0.00016595436203946344
SNA,l2,1,21-25,23.0,0.0007528966614650856,0.000769714560205282,-3.8144809354517806e-05,2.132688185672107e-05,3.382321145545611e-06,-4.152713050006307e-05,3.7481932638133255e-05,0.0006938919516855768,7.582260761980764e-05
SNA,l2,1,26-30,28.0,-4.724200138572776e-06,-0.0008827769220958396,0.0008572139973534454,2.0838787026525686e-05,1.9535187124638155e-06,0.0008552604786409845,-5.6982299002207865e-05,-0.0006285762713793781,-0.0002542006520996414
SNA,l2,1,31-35,33.0,-0.001089174094070905,0.00036591556833844816,-0.0014759124581856576,2.0822760988477424e-05,1.1325828746266889e-06,-0.0014770450410602765,1.1453890818390045e-05,0.00028620153387880974,7.971403323311712e-05
SNA,l2,1,36-40,38.0,0.002601403697569482,0.00091183067410412,0.0016691459206046755,2.0426875995656432e-05,6.424785535575923e-07,0.0016685034420511114,5.4571200838559653e-05,0.0007668544866911119,0.00014497618569894854
SNA,l2,1,41-45,43.0,0.0025266327269578446,-9.131001646556156e-05,0.0025983523334055457,1.9590391668179698e-05,3.662568236995631e-07,0.002597986076581843,-2.4919849884983334e-06,-2.2615160402839756e-05,-6.869485457725242e-05
SNA,l2,1,46-50,48.0,0.0023566489950918672,0.00022118610695610018,0.0021164340964390125,1.9028685983173058e-05,2.1471952400049136e-07,0.002116219376915013,9.241047676989962e-06,0.0001292596154270631,9.192649038245945e-05
SNA,l2,2,1-5,3.0,-0.010465766853664888,-0.0030459525348182754,-0.007435425348508133,1.561161123555476e-05,0.0002982097066194146,-0.007733635055127549,-0.00017085457017832392,-0.0054249171391958905,0.0023789646062281665
SNA,l2,2,6-10,8.0,-0.008260410628128602,-0.00025140367937693945,-0.008027143007475514,1.813651075490822e-05,0.0001683659483131079,-0.008195508955788623,-2.7953876268321753e-05,-0.0004909278525702686,0.00023952417188136086
SNA,l2,2,11-15,13.0,-0.009367582442493425,-0.0009882805042800667,-0.0083997278266462,2.042635721849098e-05,9.613740061722806e-05,-0.008495865227263427,-7.226247740127738e-05,-0.0006576347110709292,-0.0003306457937065778
SNA,l2,2,16-20,18.0,-0.005851301517879176,0.0003050639348410579,-0.006178629172717162,2.226396206197631e-05,5.5753754714618024e-05,-0.0062343829274317895,7.673538230338781e-06,0.00041992256092895225,-0.00011485862637712687
SNA,l2,2,21-25,23.0,-0.0016723591023570128,0.0006022565346745299,-0.0022974920716033907,2.287645237902938e-05,3.2536577530445276e-05,-0.0023300286491338197,1.9113263488000283e-05,0.0006220591247800472,-1.9802589671592125e-05
SNA,l2,2,26-30,28.0,0.0020098306479583716,0.0008042162793104171,0.0011831368285233623,2.2477417864199102e-05,1.9073447541260394e-05,0.0011640633809821056,4.29989083717339e-05,0.0007726779499970145,3.153833085327469e-05
SNA,l2,2,31-35,33.0,0.002744894196726361,-9.7286811818037e-05,0.002820564796762304,2.16160487599214e-05,1.118942313107687e-05,0.002809375373631218,-5.172486090271669e-06,0.00010068820411939864,-0.0001979750161736703
SNA,l2,2,36-40,38.0,0.0012147457592562028,0.0001122763945238043,0.0010813761768600383,2.1093161539913586e-05,6.570197425238063e-06,0.001074805979434801,7.109261847478227e-06,0.00014757279235710213,-3.529639766919439e-05
SNA,l2,2,41-45,43.0,0.0021174744463783868,0.000519472066633949,0.0015773146208128807,2.0687672632688226e-05,3.874708779429744e-06,0.0015734399120334475,1.8825151991819416e-05,0.00015992496834570935,0.000359547097568633
SNA,l2,2,46-50,48.0,0.0016411029802289145,-0.0004290239819002593,0.002050220487798041,1.9906377118340488e-05,2.2791373595204556e-06,0.002047941350438523,-2.87073628211409e-05,-0.00039809761186424263,-3.092636962476851e-05
SNA,none,0,1-5,3.0,-0.005704452249893933,-0.0014421227844092336,-0.004262329724645275,0.0,0.00018568752684179976,-0.004448017251487076,-0.00010231801246939998,-0.005362962224491364,0.003920839441240514
SNA,none,0,6-10,8.0,-0.004699828028833085,-0.00047888122779120095,-0.004220947170849983,0.0,0.00010503482879726164,-0.00432598199964724,-3.732716949199585e-05,-0.001989551094298888,0.001510669865756368
SNA,none,0,11-15,13.0,-0.00757196848289961,-0.0015207895068508014,-0.0060511786159712574,0.0,6.022961780597341e-05,-0.006111408233777234,-7.479064181108784e-05,-0.0022244672471602124,0.0007036777400956928
SNA,none,0,16-20,18.0,-0.009084553081746239,-0.0008565857150312064,-0.008227966874073497,0.0,3.469132681854351e-05,-0.008262658200892042,-4.422824871240746e-05,-0.001416413761688555,0.000559828044790165
SNA,none,0,21-25,23.0,-0.005811232422536944,0.0001484383407355759,-0.005959670323240815,0.0,2.0325990101544272e-05,-0.005979996313342362,5.181455767356603e-06,-0.00013382520837481316,0.0002822635492847822
SNA,none,0,26-30,28.0,-0.0007387851018260227,0.0009073902156112028,-0.001646175352057405,0.0,1.1953744596363783e-05,-0.0016581290966537709,4.294485667787453e-05,0.0005642370536372038,0.0003431531609810176
SNA,none,0,31-35,33.0,0.0017789848868471013,0.00032317270096738314,0.0014558126473218636,0.0,6.9243078610332735e-06,0.0014488883394608298,1.399483141537078e-05,-0.0001471190128893865,0.00047029171405074124
SNA,none,0,36-40,38.0,0.0009251032580691488,-0.0002825099178162784,0.0012076131243258016,0.0,4.059699654977277e-06,0.001203553424670828,-1.4698380082168701e-05,-0.00017851842813520203,-0.00010399148955958366
SNA,none,0,41-45,43.0,-0.0007880652423699896,-0.0003192327280833622,-0.00046883245135316277,0.0,2.394230552323767e-06,-0.0004712266819054789,-1.7378935702934896e-05,-0.0003792377070933578,6.000497774097252e-05
SNA,none,0,46-50,48.0,-0.0014237428454183631,-1.8115016000588846e-05,-0.0014056278632922636,0.0,1.4147631150741858e-06,-0.001407042626407351,-3.634215212490813e-08,8.423950675287562e-06,-2.653896707087572e-05
SNA,none,1,1-5,3.0,-0.002571387664268031,-0.0009434235071767919,-0.0016279640452901895,0.0,-6.145189313323625e-05,-0.0015665121521569532,-7.918962373378477e-05,-0.005149873691225373,0.004206450185004361
SNA,none,1,6-10,8.0,-0.005171013516277548,-0.0008822782227627989,-0.004288735284272315,0.0,-3.611333730003096e-05,-0.004252621946972286,-4.333982605110346e-05,-0.0024389385337585624,0.0015566603183269864
SNA,none,1,11-15,13.0,-0.0046334425639094744,-0.00029576181983666656,-0.004337680177380973,0.0,-2.150636399113468e-05,-0.004316173813389836,-1.6131299675486878e-05,-0.0013419142109450833,0.0010461523881559222
SNA,none,1,16-20,18.0,-0.0045104672847293276,-0.00031652971669177826,-0.004193937088829279,0.0,-1.2700845241161171e-05,-0.0041812362435881215,-1.638513374254602e-05,-0.0006829266930492544,0.00036639697649135106
SNA,none,1,21-25,23.0,-0.004117958146331441,-0.0002670737193462846,-0.0038508844769213984,0.0,-7.430863756913543e-06,-0.0038434536131644824,-1.288420981385046e-05,-0.00037686487451676215,0.00010979115625114888
SNA,none,1,26-30,28.0,-0.0023163005877059164,4.055742569139403e-05,-0.0023568582099539686,0.0,-4.371007693599097e-06,-0.002352487202260367,-3.871338872230468e-06,-0.00028345194189811353,0.0003240093672847985
SNA,none,1,31-35,33.0,-0.0007600711090199718,0.00012006972625955639,-0.0008801406678736079,0.0,-2.5812995344214226e-06,-0.0008775593683391896,3.8521686622414435e-06,-1.0876597661493848e-05,0.00013094632520604805
SNA,none,1,36-40,38.0,0.00019952981468106257,0.0002940844280350682,-9.455507137338392e-05,0.0,-1.5279201343258241e-06,-9.302715123906125e-05,1.6595067269864463e-05,0.00016602912414051817,0.00012805530467257658
SNA,none,1,41-45,43.0,0.0008968266966169397,6.133492432145623e-05,0.0008354914112587957,0.0,-9.012989405408597e-07,0.0008363927101993435,2.5475446622921435e-06,1.8537999652992744e-05,4.279692205699098e-05
SNA,none,1,46-50,48.0,0.0015031133615918707,0.00024636773554430824,0.001256745514195412,0.0,-5.278913157875541e-07,0.0012572734055112,1.0210375861070668e-05,0.00019051127517893257,5.5856461173564576e-05
SNA,none,2,1-5,3.0,-0.0060622131559621446,-0.0018508749461501016,-0.004211338305298763,0.0,-3.848192514735312e-05,-0.0041728563801514094,-0.0001232001401283751,-0.006066172146195035,0.004215297204063021
SNA,none,2,6-10,8.0,-0.004535198874975886,-0.00029118427678817007,-0.004244014474403504,0.0,-2.4650877596942196e-05,-0.004219363596806558,-2.0079889460882763e-05,-0.0017930406824681008,0.001501856403492488
SNA,none,2,11-15,13.0,-0.008267026994760002,-0.0017702270820011419,-0.00649679992478139,0.0,-1.4394565590152691e-05,-0.0064824053591912385,-8.588369856507232e-05,-0.0021922019417949913,0.00042197485865268084
SNA,none,2,16-20,18.0,-0.008446691825113794,-0.00029865680074475377,-0.00814803403372466,0.0,-8.21163276358784e-06,-0.008139822400961078,-1.8219953662861445e-05,-0.0007256204478373176,0.00042696364836727755
SNA,none,2,21-25,23.0,-0.004908957476267339,0.0002928178733071295,-0.005201774110502743,0.0,-4.805631957804956e-06,-0.0051969684785449334,8.104554959324642e-06,-0.00011144582600131902,0.00040426369701984655
SNA,none,2,26-30,28.0,-0.0003762924598811446,0.0008707076778530828,-0.001247000352021188,0.0,-2.776868497014534e-06,-0.0012442234835241817,4.0105035792672906e-05,0.0006211074561160837,0.0002496002244871065
SNA,none,2,31-35,33.0,0.0024544732725867878,0.00019456433851784937,0.0022599086112292054,0.0,-1.6022279185065667e-06,0.002261510839147718,9.453176054210187e-06,9.467093657056363e-05,9.98934017966413e-05
SNA,none,2,36-40,38.0,0.0021989142540344343,0.0003513991183794387,0.0018475152468057532,0.0,-9.382505883796496e-07,0.0018484534973941368,1.5967322419615767e-05,0.00013044987033246634,0.00022094924834783618
SNA,none,2,41-45,43.0,0.002296700040717664,0.00014014752066483088,0.0021565523780903706,0.0,-5.448430205833e-07,0.0021570972211109483,2.7695763449221265e-06,-6.571260844155519e-05,0.0002058601280033767
SNA,none,2,46-50,48.0,0.0016831238590031493,0.00011353473014279227,0.0015695893754436002,0.0,-3.1699435713683067e-07,0.0015699063698007359,1.4221862418185069e-06,-0.00019226385954233954,0.00030579858946645777
