arm,iv,seed,window,step,actual,data,history,l2,pre_history,within_history,sgd_data,positive,negative
LR,l2,0,1-5,3.0,-0.016159021265330805,-0.004760954303534916,-0.011422717601946148,2.4651500122095204e-05,-1.0974975360323466e-05,-0.01141174262658583,-0.00026085166343465686,-0.004972258686451589,0.0002113043855101209
LR,l2,0,6-10,8.0,-0.01637140040849708,-0.0013981889904875213,-0.01500305905163532,2.984844515353471e-05,-1.0130765070059466e-05,-0.01499292828656525,-8.278407988578989e-05,-0.0011632263347861826,-0.00023496265549140184
LR,l2,0,11-15,13.0,-0.011895446024555167,0.00011728093549724303,-0.012047612902237066,3.4886407875812604e-05,-8.09633878898253e-06,-0.012039516563448089,7.387494240625658e-06,0.0002602358527423229,-0.0001429549165453753
LR,l2,0,16-20,18.0,-0.006006089970337464,0.0003330701677416524,-0.006377301549464737,3.8141742100661466e-05,-5.705301577585089e-06,-0.006371596247887146,3.666868026270085e-05,0.00042033713511854185,-8.726696732540797e-05
LR,l2,0,21-25,23.0,0.002159072131399392,0.0018603094635519853,0.00025916259528331874,3.9600021379882375e-05,-3.730923093622822e-06,0.00026289351837694986,7.195466813317911e-05,0.001722161935525355,0.00013814752754321197
LR,l2,0,26-30,28.0,0.006993963896854016,0.001402634608560741,0.005553331702738862,3.799737136948964e-05,-2.3072479101868975e-06,0.005555638950649028,6.788617994173382e-05,0.0014137509235173866,-1.1116314667032677e-05
LR,l2,0,31-35,33.0,0.0063419837464277875,-5.707716926961794e-05,0.006363275370643989,3.578522532575747e-05,-1.4159953687983535e-06,0.006364691366012798,1.1171494987889468e-05,0.0001307416630499051,-0.0001878188318507915
LR,l2,0,36-40,38.0,0.001936947605352146,-0.0005044417284417735,0.002406326999317171,3.5062181132473154e-05,-8.999249646873852e-07,0.0024072269242818465,-8.381154265415949e-06,-0.00034123525888803927,-0.00016320646891435897
LR,l2,0,41-45,43.0,-0.00010868857834702705,-5.91997585142303e-05,-8.539216966298447e-05,3.59034160676727e-05,-5.517644082507836e-07,-8.484040525473246e-05,5.150465438726504e-06,-2.136401804074539e-05,-3.7835740066103404e-05
LR,l2,0,46-50,48.0,0.0013781256065684532,0.0005274096165436643,0.000814036956614056,3.667892325761716e-05,-3.3743243586981566e-07,0.0008143743890499267,1.9387535744106202e-05,0.00041774941496409426,0.00010966020228643565
LR,l2,1,1-5,3.0,-0.016347152596656946,-0.005465780017386803,-0.010902597404348313,2.1225738455432302e-05,-5.98391707216976e-05,-0.010842758233626617,-0.0002542511104931677,-0.005723871405888025,0.00025809138484801875
LR,l2,1,6-10,8.0,-0.01691305398009487,-0.0005178037149386548,-0.016423206078147273,2.7956636758584453e-05,-3.499188024203875e-05,-0.016388214197905236,-4.408655782509713e-05,-0.00038333338457731403,-0.00013447033029572017
LR,l2,1,11-15,13.0,-0.008378257679420253,0.000968951171892881,-0.009380114108872416,3.2905636069188074e-05,-2.147894891577479e-05,-0.00935863515995663,3.520433960419542e-05,0.0010337622782457096,-6.481110651722871e-05
LR,l2,1,16-20,18.0,-0.001134623391568601,0.0009259142141270847,-0.002094998391481984,3.4460726172240204e-05,-1.3188470323238668e-05,-0.002081809921158756,5.846242698576976e-05,0.0011012486843721824,-0.00017533447068089113
LR,l2,1,21-25,23.0,0.0030997903868488497,0.0010048970371452303,0.002060552129820903,3.4341012312126635e-05,-8.091255862106265e-06,0.0020686433856829944,4.967450747639258e-05,0.001005693467638719,-7.96429941438484e-07
LR,l2,1,26-30,28.0,0.0030555122602190844,-0.00010751117409078178,0.003129579535277388,3.3443824528655826e-05,-5.02253536672412e-06,0.003134602070644127,7.973315804905714e-06,0.00013783134527750457,-0.0002453425187664424
LR,l2,1,31-35,33.0,0.0032246476530550018,0.0006246783978983598,0.002566756390037045,3.3212751415609225e-05,-3.0547665927810418e-06,0.002569811156629831,2.4821578223102474e-05,0.0005849794177199992,3.969897964012778e-05
LR,l2,1,36-40,38.0,0.004784391181482906,0.0009061808957240954,0.0038459259221577504,3.228416877631632e-05,-1.864544773308636e-06,0.0038477904669310505,3.406641154163535e-05,0.0008057282144138536,0.00010045268063615816
LR,l2,1,41-45,43.0,0.0035696428516473976,-0.00029504542313677287,0.0038339311729020053,3.075686743190396e-05,-1.134731417293082e-06,0.003835065904319307,-8.086063520578584e-07,-0.00019703126036360892,-9.801416280963582e-05
LR,l2,1,46-50,48.0,0.0021706259521732997,-0.00012398702669959432,0.00226449088105547,3.012199182619085e-05,-6.778618427771269e-07,0.0022651687428982383,4.59215004346979e-06,-0.00011751620349526489,-6.470823058577933e-06
LR,l2,2,1-5,3.0,-0.016454939902978423,-0.00505000035397025,-0.011431772289621198,2.6833449054545107e-05,0.00010122727910871334,-0.011532999568729912,-0.00026882623067488024,-0.005420835533285119,0.000370835181515676
LR,l2,2,6-10,8.0,-0.015007317750557725,-0.0006539879732555438,-0.014385650498480448,3.232149764808484e-05,5.1807628663481326e-05,-0.014437458127143926,-4.4144007381068626e-05,-0.0005631207951118149,-9.086717916669206e-05
LR,l2,2,11-15,13.0,-0.012236245695419201,-0.000508732612043699,-0.01176492740274478,3.7414953358560056e-05,2.7297400146277766e-05,-0.011792224802891054,-1.7617736723346673e-05,-0.0002873626225233787,-0.00022136999004049735
LR,l2,2,16-20,18.0,-0.006022800472609552,0.0006549563994273234,-0.00671865294046411,4.089641936673234e-05,1.494232933431951e-05,-0.00673359526979842,3.0078300940786186e-05,0.0007032763038637202,-4.8319905366524876e-05
LR,l2,2,21-25,23.0,0.000817214324984411,0.0012376681488242883,-0.00046242347547609806,4.1969596960735846e-05,8.1460255930764e-06,-0.00047056950106917904,5.934215163244617e-05,0.0012594612850557276,-2.1793137498204204e-05
LR,l2,2,26-30,28.0,0.0047703126463072565,0.0010547699614206784,0.003674708644072722,4.083381290644981e-05,4.511555997331217e-06,0.003670197088075383,3.633317023110736e-05,0.0008443974147265873,0.0002103725480815248
LR,l2,2,31-35,33.0,0.005109044635211973,0.0003835395197854086,0.004686916774680794,3.858806963113609e-05,2.534149116911223e-06,0.004684382625563871,1.5972053906235912e-05,0.00044948096548375787,-6.594144553760621e-05
LR,l2,2,36-40,38.0,0.003836578015918274,5.803066007684897e-05,0.0037414986637170633,3.704863046114747e-05,1.4269380021756164e-06,0.003740071725714894,1.625307492410066e-05,0.00018203744817163367,-0.00012400679101625057
LR,l2,2,41-45,43.0,0.002786122528830914,0.00015810213935030237,0.0025913040478767247,3.6716142391546564e-05,8.097027577609346e-07,0.002590494345118971,1.9674992135706918e-05,0.00015769535029155207,4.067884183588149e-07
LR,l2,2,46-50,48.0,0.0006040282498463612,-0.0003313109894812455,0.0008984101502725161,3.692915591105607e-05,4.4958867470882777e-07,0.0008979605615977992,-7.32978071017003e-06,-0.00032177549436588384,-9.53549494807673e-06
LR,none,0,1-5,3.0,-0.003379165292327958,-0.0009080103442314691,-0.002471154912166828,0.0,0.00014069658160821284,-0.002611851493775041,-0.00010741315031676001,-0.003950463359193499,0.0030424530147996997
LR,none,0,6-10,8.0,0.0013377094463018703,0.0011794324895922643,0.0001582771327091191,0.0,7.918146131452141e-05,7.909567139459811e-05,-1.4113124378231471e-05,-0.0012387183370369162,0.0024181508229458473
LR,none,0,11-15,13.0,0.005140090219844127,0.0009767755326401401,0.004163313867069229,0.0,4.630747921147279e-05,0.0041170063878577575,3.472708493772528e-06,-0.0005335877927115047,0.0015103633254677444
LR,none,0,16-20,18.0,-0.0008774508476247442,-0.0016827725615669229,0.0008053216205512516,0.0,2.7057065041103615e-05,0.0007782645555101449,-6.080083648914751e-05,-0.0013662006282463932,-0.0003165719322084981
LR,none,0,21-25,23.0,-0.006882416909544331,-0.0012079786990767476,-0.005674438215225534,0.0,1.563846422616899e-05,-0.0056900766794517,-4.3287458937270966e-05,-0.0006937033681720911,-0.0005142753311271842
LR,none,0,26-30,28.0,-0.006001523781459558,-5.652203849433879e-05,-0.005945001422108257,0.0,9.185195745728923e-06,-0.005954186617853988,-5.661037487748183e-06,-2.5528604496061202e-05,-3.099343304156163e-05
