arm,iv,group,step,credit,credit_per_unit,CE_improvement,CE_after
LR,l2,rest,1,0.0771727204826173,0.0013890424693454011,0.17049308712594227,2.860451449812477
LR,l2,rest,5,0.3804488766684184,0.006861409093051197,0.7970081759977079,2.262866942407585
LR,l2,rest,10,0.6573148831887532,0.011856836741012572,1.3434812034993004,1.7127898144689038
LR,l2,rest,20,0.9975433309995442,0.017996901954952203,1.966524122480357,1.0543549716082725
LR,l2,rest,30,1.1717656371759424,0.02114134704375072,2.297200544544134,0.7362875053061875
LR,l2,rest,50,1.2908972755197967,0.023297141566355584,2.4931570253885096,0.5499686145724881
LR,l2,rest,100,1.3788372229176822,0.024887120030431416,2.645298056307799,0.4163891629646507
LR,none,D_only,1,0.0054406399164283635,0.0002547357694818906,0.11739728506680959,3.931462766498368
LR,none,D_only,5,0.04858513250844578,0.0022959357310140273,0.9258445581138673,3.1213940900271986
LR,none,D_only,10,0.09210103828685168,0.0042961778834572344,1.533919788449148,2.455364149691962
LR,none,D_only,20,0.16015370982836222,0.007496904889222002,2.3562445521883566,1.6659380577198075
LR,none,D_only,30,0.20140281083038905,0.009428550663893222,2.7144336615316877,1.287603035772455
LR,none,D_only,50,0.25396971663819984,0.011903346456664757,3.093339214881483,0.9467976625169652
LR,none,D_only,100,0.3083344017591685,0.014466974122326776,3.4049678084193276,0.6603517481925469
LR,none,N_only,1,0.05101649222768907,0.002417297442067902,0.11739728506680959,3.931462766498368
LR,none,N_only,5,0.3356195650059415,0.01608214451519979,0.9258445581138673,3.1213940900271986
LR,none,N_only,10,0.536499718241965,0.02565403353284385,1.533919788449148,2.455364149691962
LR,none,N_only,20,0.7772255809811842,0.03815670079677982,2.3562445521883566,1.6659380577198075
LR,none,N_only,30,0.8685198145868821,0.042157634836311186,2.7144336615316877,1.287603035772455
LR,none,N_only,50,0.9776665023625127,0.046800093375720296,3.093339214881483,0.9467976625169652
LR,none,N_only,100,1.0412563695125072,0.04996366917160409,3.4049678084193276,0.6603517481925469
LR,none,both,1,0.0047057989618666,0.0010229588983998693,0.11739728506680959,3.931462766498368
LR,none,both,5,0.0369860410208269,0.009294682581176328,0.9258445581138673,3.1213940900271986
LR,none,both,10,0.07220561646578058,0.018363765936913246,1.533919788449148,2.455364149691962
LR,none,both,20,0.11069129282875194,0.028848465338796182,2.3562445521883566,1.6659380577198075
LR,none,both,30,0.1260345726611531,0.031706190569996386,2.7144336615316877,1.287603035772455
LR,none,both,50,0.15016129851163385,0.03971933680641582,3.093339214881483,0.9467976625169652
LR,none,both,100,0.16658531771039445,0.04396335462625413,3.4049678084193276,0.6603517481925469
LR,none,downstream,1,0.03474304816992729,,0.11739728506680959,3.931462766498368
LR,none,downstream,5,0.2913732767287658,,0.9258445581138673,3.1213940900271986
LR,none,downstream,10,0.492488430204922,,1.533919788449148,2.455364149691962
LR,none,downstream,20,0.6778234626044429,,2.3562445521883566,1.6659380577198075
LR,none,downstream,30,0.7562846639812447,,2.7144336615316877,1.287603035772455
LR,none,downstream,50,0.7985527820265417,,3.093339214881483,0.9467976625169652
LR,none,downstream,100,0.7750236746581435,,3.4049678084193276,0.6603517481925469
LR,none,rest,1,0.025518509359658565,0.00047330475606179365,0.11739728506680959,3.931462766498368
LR,none,rest,5,0.18643825031040973,0.0034572071446818758,0.9258445581138673,3.1213940900271986
LR,none,rest,10,0.3416341996934822,0.006317215388168202,1.533919788449148,2.455364149691962
LR,none,rest,20,0.5747446183855569,0.010618393645425779,2.3562445521883566,1.6659380577198075
LR,none,rest,30,0.7259842369768671,0.01340758194470375,2.7144336615316877,1.287603035772455
LR,none,rest,50,0.8701163465784506,0.016066065907920094,3.093339214881483,0.9467976625169652
LR,none,rest,100,1.066969068554301,0.01970993619709662,3.4049678084193276,0.6603517481925469
SNA,l2,D_only,1,0.02264400207309634,0.0011240874267491492,0.2087492106617732,2.9052761809461995
SNA,l2,D_only,5,0.11250974283063002,0.005943881496108479,0.9222348008639502,2.209157024846063
SNA,l2,D_only,10,0.20210460840489133,0.01063316649062014,1.5302157227154805,1.5642300746763567
SNA,l2,D_only,20,0.3175617102191033,0.01662049298594292,2.135937532894343,0.9593959873940939
SNA,l2,D_only,30,0.38970047955739245,0.020420595791800146,2.3888680933486004,0.7126830187826612
SNA,l2,D_only,50,0.44867935020091865,0.0235165713927091,2.5390227970312624,0.5334268706966158
SNA,l2,D_only,100,0.5239765003559093,0.02742558721916417,2.6952561358072877,0.42094967918967124
SNA,l2,N_only,1,0.03318319165095031,0.0017551149071480861,0.2087492106617732,2.9052761809461995
SNA,l2,N_only,5,0.14800147798296892,0.0076757023034117805,0.9222348008639502,2.209157024846063
SNA,l2,N_only,10,0.2426236223209485,0.012742676693759794,1.5302157227154805,1.5642300746763567
SNA,l2,N_only,20,0.3400821110612579,0.01817889559364565,2.135937532894343,0.9593959873940939
SNA,l2,N_only,30,0.37755510094807454,0.019814124727115072,2.3888680933486004,0.7126830187826612
SNA,l2,N_only,50,0.40414467438404833,0.021530086579207193,2.5390227970312624,0.5334268706966158
SNA,l2,N_only,100,0.4349141015439192,0.0222822332460496,2.6952561358072877,0.42094967918967124
SNA,l2,both,1,0.009280038446247642,0.0017105585101867805,0.2087492106617732,2.9052761809461995
SNA,l2,both,5,0.04755897962752714,0.008274459519979096,0.9222348008639502,2.209157024846063
SNA,l2,both,10,0.08296444287443874,0.014791355472687036,1.5302157227154805,1.5642300746763567
SNA,l2,both,20,0.10863257954948173,0.02074286192675137,2.135937532894343,0.9593959873940939
SNA,l2,both,30,0.13094338301673836,0.024983937021960622,2.3888680933486004,0.7126830187826612
SNA,l2,both,50,0.14792053647456482,0.02851862978084408,2.5390227970312624,0.5334268706966158
SNA,l2,both,100,0.15294245325849318,0.02916844971290425,2.6952561358072877,0.42094967918967124
SNA,l2,downstream,1,0.020359182570669033,,0.2087492106617732,2.9052761809461995
SNA,l2,downstream,5,0.09491295622170548,,0.9222348008639502,2.209157024846063
SNA,l2,downstream,10,0.1460071586499141,,1.5302157227154805,1.5642300746763567
SNA,l2,downstream,20,0.18914927909058063,,2.135937532894343,0.9593959873940939
SNA,l2,downstream,30,0.19348514765246247,,2.3888680933486004,0.7126830187826612
SNA,l2,downstream,50,0.18672525457755748,,2.5390227970312624,0.5334268706966158
SNA,l2,downstream,100,0.17699151571876226,,2.6952561358072877,0.42094967918967124
SNA,l2,rest,1,0.11759857699785724,0.0021075167252049237,0.2087492106617732,2.9052761809461995
SNA,l2,rest,5,0.5197506437850214,0.009355428522820352,0.9222348008639502,2.209157024846063
SNA,l2,rest,10,0.8614891187294887,0.01563612606888457,1.5302157227154805,1.5642300746763567
SNA,l2,rest,20,1.1845434715683494,0.021337420016585805,2.135937532894343,0.9593959873940939
SNA,l2,rest,30,1.3097096333716518,0.023535573297391327,2.3888680933486004,0.7126830187826612
SNA,l2,rest,50,1.3636586120563936,0.024542237957826344,2.5390227970312624,0.5334268706966158
SNA,l2,rest,100,1.4222728550472603,0.025534588041496397,2.6952561358072877,0.42094967918967124
SNA,none,D_only,1,0.02915315198063857,0.0012055897276464303,0.32381412317313857,4.1276308977167995
SNA,none,D_only,5,0.153613730190898,0.006423417920873794,1.66645337145216,2.7874404706354023
SNA,none,D_only,10,0.2343085450340544,0.009776477181327584,2.44011098652234,2.0137828555652217
SNA,none,D_only,20,0.33336084608570254,0.013785828921430215,3.2831128739873208,1.221266260583528
SNA,none,D_only,30,0.3699072877656974,0.01555775056973036,3.5679948073864356,0.9235103835276096
SNA,none,D_only,50,0.41232682158179246,0.01736044583493852,3.805882957952009,0.7030972976764486
SNA,none,D_only,100,0.4351678964887402,0.01831847306579466,3.959773235475158,0.534864521891352
SNA,none,N_only,1,0.0688677943540826,0.002887053918359097,0.32381412317313857,4.1276308977167995
SNA,none,N_only,5,0.3306381168681371,0.013909063743531064,1.66645337145216,2.7874404706354023
SNA,none,N_only,10,0.4674142454957522,0.01950749282958479,2.44011098652234,2.0137828555652217
SNA,none,N_only,20,0.6223059228428788,0.02571195633766176,3.2831128739873208,1.221266260583528
SNA,none,N_only,30,0.6706707764691161,0.02769635184947547,3.5679948073864356,0.9235103835276096
SNA,none,N_only,50,0.7174419997482777,0.02965133166312255,3.805882957952009,0.7030972976764486
SNA,none,N_only,100,0.7423323777364759,0.03067942594594239,3.959773235475158,0.534864521891352
SNA,none,both,1,0.0027224754057563628,0.0020980529239985756,0.32381412317313857,4.1276308977167995
SNA,none,both,5,0.013557949365520896,0.010644374276640667,1.66645337145216,2.7874404706354023
SNA,none,both,10,0.01879928018500387,0.015717318592739945,2.44011098652234,2.0137828555652217
SNA,none,both,20,0.02675541155981368,0.02323786832069467,3.2831128739873208,1.221266260583528
SNA,none,both,30,0.031145806555248835,0.02837655620079262,3.5679948073864356,0.9235103835276096
SNA,none,both,50,0.038093496875545814,0.03418574918614946,3.805882957952009,0.7030972976764486
SNA,none,both,100,0.03958618182027048,0.03564817338332301,3.959773235475158,0.534864521891352
SNA,none,downstream,1,0.10900919130742165,,0.32381412317313857,4.1276308977167995
SNA,none,downstream,5,0.6170035311428471,,1.66645337145216,2.7874404706354023
SNA,none,downstream,10,0.905096088765776,,2.44011098652234,2.0137828555652217
SNA,none,downstream,20,1.1738864857549793,,3.2831128739873208,1.221266260583528
SNA,none,downstream,30,1.3115609501979182,,3.5679948073864356,0.9235103835276096
SNA,none,downstream,50,1.3641821007686936,,3.805882957952009,0.7030972976764486
SNA,none,downstream,100,1.3808836255079338,,3.959773235475158,0.534864521891352
SNA,none,rest,1,0.10844442191396952,0.0021114399361339725,0.32381412317313857,4.1276308977167995
SNA,none,rest,5,0.5492366087543307,0.01070149531075953,1.66645337145216,2.7874404706354023
SNA,none,rest,10,0.7890528756563056,0.015388294014255084,2.44011098652234,2.0137828555652217
SNA,none,rest,20,1.0711187615574964,0.02093760530013205,3.2831128739873208,1.221266260583528
SNA,none,rest,30,1.1595367613940186,0.022675716004556347,3.5679948073864356,0.9235103835276096
SNA,none,rest,50,1.2383412357459045,0.02421374618847147,3.805882957952009,0.7030972976764486
SNA,none,rest,100,1.3161539085464502,0.02574493378548593,3.959773235475158,0.534864521891352
