geometry,optimizer,seed,task,source_prev,source_next,train_acc,task_start_acc,online_acc,train_ce,task_start_ce,mean_abs_dphi_l1,mean_abs_dphi_l2,activeunit_frac_l1,activeunit_frac_l2,V,Q,X,V_next,delta_V,identity_residual,R,R_next,d_eff,c,rho,balance,mean_shift_sq,raw_W_sq,raw_W_next_sq,raw_D_sq,raw_X,top10_Q_fraction,raw_W_F,raw_W_RMS,raw_D_F,Rstar_local,R_over_Rstar_local,condition_origin
rgb32,adam,300,1,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t000.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t001.npz,1.0,0.0966666713356971,0.8535541892051697,0.0002238480374217,2.307736158370972,0.3049676418304443,0.4703351557254791,1.0,1.0,2.114074008717415,11036.052756439442,-8.887560995008764,11020.39170845814,11018.277634449423,-7.780442956573097e-13,1.4539855600099385,104.9780534609884,105.05261898895925,-0.058185613379827646,72.2514871387314,0.001610641266611008,24692.53692846191,33.365356634253686,5589.6496846618,5552.617940558317,1.8331937346053844,0.8111371175971543,5.776275325350557,0.010421669106264178,74.51589052382262,902.7370589288994,0.001610641266611008,main_rgb32
rgb32,adam,300,2,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t001.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t002.npz,1.0,0.0991666689515113,0.8538166880607605,0.0023749098181724,26.506134033203125,0.2071675658226013,0.2691701054573059,1.0,1.0,11020.39170845814,10673.269966569856,-1549.0571918572343,18595.547291313538,7575.155582855397,9.549694368615746e-12,104.9780534609884,136.36549157068126,103.311519041053,-0.14283024774047778,0.9841249254964065,0.2902685300210889,39014.73355341285,5589.6496846618,12606.492556557116,7093.082549027025,-38.119838565853186,0.7774190407763646,74.76395979789861,0.13489060098437225,84.22044020917384,361.65840455857006,0.2902685300210889,main_rgb32
rgb32,adam,300,3,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t002.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t003.npz,1.0,0.1108333393931388,0.8126104474067688,0.0070812753401696,26.247507095336918,0.155177503824234,0.2035075724124908,1.0,1.0,18595.547291313538,10283.916540725251,-3820.037221821576,21239.389388395637,2643.842097082099,0.0,136.36549157068126,145.73739872934345,101.4096471777969,-0.27623826684329933,0.7436606285779715,0.7429148625805896,23929.589425480313,12606.492556557116,20041.73981543775,10182.88269140008,-1373.817716259705,0.7503628550051596,112.27863802414561,0.20257531839839066,100.91027049512888,183.55466883109858,0.7429148625805897,main_rgb32
rgb32,adam,300,4,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t003.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t004.npz,0.9991666674613952,0.1191666722297668,0.7620479464530945,0.0197194833308458,27.63777732849121,0.1283124536275863,0.1840600222349167,1.0,1.0,21239.389388395637,9158.578212912093,-4943.686574905655,20510.594451496403,-728.794936899234,-1.6370904631912708e-11,145.73739872934345,143.21520328336794,95.70046088139854,-0.3544589007218895,0.6566637096297353,1.0795751174425454,21767.66637710557,20041.73981543775,25574.48724757507,12032.112078163902,-3249.682323013297,0.7406928854042983,141.5688518546285,0.2554212960223,109.69098448899027,134.99514426989333,1.0795751174425454,main_rgb32
rgb32,adam,300,5,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t004.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t005.npz,0.955833375453949,0.0891666710376739,0.7611770629882812,0.1301789879798889,24.61012077331543,0.1284624487161636,0.158500000834465,1.0,1.0,20510.594451496403,8824.106424795067,-3268.2955926437216,22798.109691004025,2287.515239507622,-1.8189894035458565e-12,143.21520328336794,150.99042913709474,93.9367149989559,-0.2429387742023752,0.6559130095503282,0.7407652254646566,20452.95254138927,25574.48724757507,30433.596793790628,11825.973771666175,-3483.4321127253165,0.7228336524909732,159.92025277485985,0.28853125308886973,108.74729316937582,193.33413389314265,0.7407652254646567,main_rgb32
rgb32,adam,300,6,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t005.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t006.npz,0.9958333373069764,0.0983333364129066,0.7419041991233826,0.0489909425377845,21.35696601867676,0.1275849491357803,0.156542494893074,1.0,1.0,22798.109691004025,8614.424086028697,-5378.707873029352,20655.11803097403,-2142.991660029995,1.2732925824820995e-11,150.99042913709474,143.71888543602762,92.81392183303481,-0.38380922954841307,0.6147006956895433,1.248767838526271,20363.413669856734,30433.596793790628,34816.06603572976,11970.205584915888,-3793.8681714883633,0.743944399109468,174.45227655089695,0.31475021508563555,109.40843470645162,120.911529332214,1.2487678385262713,main_rgb32
rgb32,adam,300,7,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t006.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t007.npz,0.990833342075348,0.0941666662693023,0.7226479053497314,0.0514046549797058,23.634929656982425,0.1241349577903747,0.144939973950386,1.0,1.0,20655.11803097403,7618.861065906396,-3769.398456773565,20735.182183333294,80.06415235926397,-1.8189894035458565e-12,143.71888543602762,143.99716033079713,87.28608747049209,-0.3004783466075981,0.6073390230217518,0.9894913226968339,15702.90025739964,34816.06603572976,39169.632977720634,12899.484709731525,-4272.958883870342,0.7119623868212428,186.59063758862544,0.3366504838751775,113.57589845443233,145.24522058902483,0.9894913226968342,main_rgb32
rgb32,adam,300,8,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t007.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t008.npz,0.9991666674613952,0.0850000008940696,0.7238354086875916,0.0258620698004961,21.55207633972168,0.1256724596023559,0.1505574882030487,1.0,1.0,20735.182183333294,8138.3394696411015,-4457.604920275606,19958.311812423177,-776.8703709101173,-7.275957614183426e-12,143.99716033079713,141.27388935122858,90.21274560526966,-0.3431466359923569,0.6264897543675768,1.0954580936084213,20623.3944804531,39169.632977720634,43288.11212443415,13068.545413967617,-4475.033133627048,0.7270932923714056,197.9131955623996,0.3570788647941577,114.31773884208704,131.44926416716936,1.0954580936084215,main_rgb32
rgb32,adam,300,9,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t008.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t009.npz,0.9991666674613952,0.0991666689515113,0.734889566898346,0.0244707409292459,22.03856086730957,0.1244874522089958,0.1618900150060653,1.0,1.0,19958.311812423177,8178.291616311957,-3835.7971169362686,20465.009194862596,506.697382439419,-9.094947017729282e-13,141.27388935122858,143.05596525438077,90.43390744799186,-0.3002357685067064,0.6401317884238273,0.9380436151935705,21131.48951946307,43288.11212443415,47057.330338631735,12454.639358586288,-4342.710572194353,0.7351781929639506,208.05795376393124,0.37538223628952627,111.60035554865534,150.60481950199718,0.9380436151935704,main_rgb32
rgb32,adam,300,10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t009.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed300/t010.npz,0.990833342075348,0.1066666692495346,0.7335958480834961,0.0723253041505813,22.75473403930664,0.1222074553370475,0.1362774670124054,1.0,1.0,20465.009194862596,8679.563578099369,-3489.069370296631,22166.434032368714,1701.424837506118,1.0913936421275139e-11,143.05596525438077,148.88396163579446,93.16417540073743,-0.26179098540516854,0.6512428561442634,0.8039734576287669,24068.99597938408,47057.330338631735,51226.35489613597,12985.33521095225,-4408.155326724007,0.742862762027082,216.9270161566598,0.3913839724142182,113.95321500928462,177.93617923197232,0.8039734576287669,main_rgb32
