optimizer,seed,window,field,rgb32_value,avg16_value,paired_ratio
adam,300,late41-50,R,183.4684515087676,60.96562809050205,0.3322948855192612
adam,300,late41-50,raw_W_RMS,0.7649621732663849,0.771924642979237,1.009101717648498
adam,300,late41-50,R_div_sqrt_d,3.310173745824712,2.199907611835373,0.6645897710385223
adam,300,late41-50,R_div_sqrt_input_trace,13.18221547293782,9.066099889442498,0.6877523666681504
adam,300,late41-50,width_alignment_factor,1.7176236472896695,1.1755204147558058,0.6843876518646692
adam,301,late41-50,R,180.65075383258826,60.986407997445674,0.3375928785437712
adam,301,late41-50,raw_W_RMS,0.7672605560022729,0.7691410712967837,1.0024509474386496
adam,301,late41-50,R_div_sqrt_d,3.2593362923298015,2.2006574421396006,0.6751857570875425
adam,301,late41-50,R_div_sqrt_input_trace,13.107245293943425,9.163216394756322,0.6990955146761804
adam,301,late41-50,width_alignment_factor,1.7074975784648163,1.193595728975652,0.6990321649819233
adam,302,late41-50,R,183.22158126926286,61.85792845220958,0.33761267654001426
adam,302,late41-50,raw_W_RMS,0.7684146113861634,0.774688455424501,1.008164659996535
adam,302,late41-50,R_div_sqrt_d,3.3057196645986817,2.2321057277122383,0.6752253530800285
adam,302,late41-50,R_div_sqrt_input_trace,13.248877628902736,9.26958476775648,0.6996505687043757
adam,302,late41-50,width_alignment_factor,1.7197409306989317,1.2060559886907425,0.7013009733975344
adam,303,late41-50,R,182.08289633552886,60.8035785998122,0.3339334985520434
adam,303,late41-50,raw_W_RMS,0.7666726250541305,0.7708275834290121,1.0054194688046783
adam,303,late41-50,R_div_sqrt_d,3.2851752879420095,2.194060154518384,0.667866997104087
adam,303,late41-50,R_div_sqrt_input_trace,13.12936758291578,9.080811700877053,0.691641211469561
adam,303,late41-50,width_alignment_factor,1.7029870870426207,1.1783687995703898,0.6919422986446278
adam,304,late41-50,R,183.5863674766714,60.835393768314205,0.331372065390665
adam,304,late41-50,raw_W_RMS,0.7638831093016424,0.7750065498268547,1.0145617050433038
adam,304,late41-50,R_div_sqrt_d,3.3123012088188064,2.195208185524568,0.6627441307813299
adam,304,late41-50,R_div_sqrt_input_trace,13.309752573811412,9.139255043461233,0.6866585229723842
adam,304,late41-50,width_alignment_factor,1.746264955005118,1.172747178163224,0.6715745939938346
sgd,300,late41-50,R,41.09861633562548,27.32278463310616,0.6648103286489957
sgd,300,late41-50,raw_W_RMS,0.0951116731531024,0.15579277095400407,1.6379984263679452
sgd,300,late41-50,R_div_sqrt_d,0.7415092876467038,0.9859260664333758,1.3296206572979916
sgd,300,late41-50,R_div_sqrt_input_trace,2.9529372037564015,4.063127084883692,1.375961222512632
sgd,300,late41-50,width_alignment_factor,3.1047538336114986,2.600612267510113,0.8376226930961028
sgd,301,late41-50,R,41.07355281329742,27.67594964176751,0.6738143585379719
sgd,301,late41-50,raw_W_RMS,0.09467758722467125,0.15775420385792366,1.6662254339410942
sgd,301,late41-50,R_div_sqrt_d,0.7410570866666117,0.9986698109845624,1.3476287170759438
sgd,301,late41-50,R_div_sqrt_input_trace,2.9801211475515705,4.158315333287314,1.3953511039991555
sgd,301,late41-50,width_alignment_factor,3.16076025576604,2.643212761179801,0.8362585413929768
sgd,302,late41-50,R,41.168243855052374,26.80124350397743,0.651017410369528
sgd,302,late41-50,raw_W_RMS,0.096171331282203,0.15721963660695865,1.634786942333333
sgd,302,late41-50,R_div_sqrt_d,0.7427655209930827,0.9671065719773799,1.302034820739056
sgd,302,late41-50,R_div_sqrt_input_trace,2.9769038191567962,4.0162418101883155,1.3491338834473698
sgd,302,late41-50,width_alignment_factor,3.124785255759014,2.550400391872338,0.8161842120740687
sgd,303,late41-50,R,41.04033039165513,26.997308182056347,0.6578238509392166
sgd,303,late41-50,raw_W_RMS,0.09504344786029881,0.1543109154264919,1.6235828865689759
sgd,303,late41-50,R_div_sqrt_d,0.7404576812266648,0.974181446644095,1.3156477018784332
sgd,303,late41-50,R_div_sqrt_input_trace,2.959276210344478,4.031957948484273,1.3624811142637234
sgd,303,late41-50,width_alignment_factor,3.086760188874461,2.6029870459771516,0.8432747886794181
sgd,304,late41-50,R,41.138950849048506,26.895672604510843,0.6537763372527257
sgd,304,late41-50,raw_W_RMS,0.095338547615319,0.15407024833596455,1.6160330966821708
sgd,304,late41-50,R_div_sqrt_d,0.7422370108399043,0.9705139886406486,1.3075526745054513
sgd,304,late41-50,R_div_sqrt_input_trace,2.9825158832482614,4.040516486737772,1.3547342729780338
sgd,304,late41-50,width_alignment_factor,3.134938913102907,2.611167262337105,0.8329244475620795
