seed,same_indices,same_labels,rgb_bank_sha256,avg_bank_sha256,main_labels_sha256,priority_labels_sha256
300,True,True,98c4e0e245d2c64db42e6f8c9c8085969430e752658875b7268fb1927c371bde,bd19d7e4745baa1b909493aa5659c6394023b31e2594083c5d69fb5fd7a17ac8,2de7664c9cb6494f7530ca2df7035b552337337272c7f28175f688c6d12eefdb,2de7664c9cb6494f7530ca2df7035b552337337272c7f28175f688c6d12eefdb
301,True,True,2112e0a2e35a35cff9e883e9fa637f3924ce6de8866a1f00486d45f2ec5b3cac,7cbadb9d948441cf489871ac8fb171116d68da3608cf375007e4e7197ff06b18,ea33eab4d60e894031bed04c8d86cd4fc6345129d0daff74ebd913ea7389e35c,ea33eab4d60e894031bed04c8d86cd4fc6345129d0daff74ebd913ea7389e35c
302,True,True,11e1ea5496072bb8acc028c096f6c1a67b69b231a0ca7ac5ba6c134104f547bf,4315d262ca5f03bc2cbc478e5a39cf5871559423ee190b31a9d792db6c7f94ce,8d51c194bb2ee6ec6dab943aa49c96a65fedbfb2c79f323f58ede4a50f3b1d66,8d51c194bb2ee6ec6dab943aa49c96a65fedbfb2c79f323f58ede4a50f3b1d66
303,True,True,378136f863be9ccd579ded6369472aaa8a5ad7debcece952876bfab7744569ff,60dc96ce2533309ac2dc10a142abb4d7e4b47a98d488a4aaf7257681395e8d37,3284e883c704f6f6455b107cc53693572df6e817e706b2d7d5f670c6f00ae13c,3284e883c704f6f6455b107cc53693572df6e817e706b2d7d5f670c6f00ae13c
304,True,True,f3befc05dbb3083296a6c5ab1dea9436f2f3b1ee6f982fcc127586c5ecd26b26,0edf5c9ea45abb4806f7cd1858df8565854267a1278ad53db8847fac903db66f,f9922f2a14c4810972866cbf8ca1aa40d49a4aebdf091b640accbb236b84af91,f9922f2a14c4810972866cbf8ca1aa40d49a4aebdf091b640accbb236b84af91
