optimizer,seed,window,metric,avg16_value,rgb32_value,difference,ratio
adam,300,early,R,49.3972897353607,145.30791632376133,-95.91062658840063,0.3399490611736414
adam,300,early,d_eff,28.17701025803823,90.4268498817996,-62.24983962376137,0.3116000424085267
adam,300,early,c,-0.2937326600820396,-0.30035705755715225,0.0066243974751126755,
adam,300,early,raw_W_F,118.64807694439256,221.62970764354458,-102.98163069915202,0.5353437416215823
adam,300,early,raw_W_RMS,0.4281343697667279,0.3998686605263078,0.0282657092404201,1.0706874832431648
adam,300,early,raw_D_F,62.62235031049771,113.48408361892609,-50.861733308428384,0.5518161517766706
adam,300,early,Rstar_local,47.826045916938014,148.2591577010011,-100.43311178406309,0.322584093006857
adam,300,early,R_over_Rstar_local,1.0351869254474164,0.9872509817251165,0.04793594372229992,1.0485549719469884
adam,300,early,train_acc,0.9129166901111603,0.995416671037674,-0.08249998092651367,0.9171201534725038
adam,300,early,top10_Q_fraction,0.7486802402288724,0.7286699830300714,0.020010257198801007,1.0274613441816158
adam,300,late,R,60.96562809050205,183.4684515087676,-122.50282341826555,0.3322948855192612
adam,300,late,d_eff,31.40200583459969,102.92408057638602,-71.52207474178633,0.3050987257670416
adam,300,late,c,-0.24546295120489076,-0.2743516041844139,0.028888652979523144,
adam,300,late,raw_W_F,213.92203220072076,423.9850719890194,-210.06303978829862,0.504550858824249
adam,300,late,raw_W_RMS,0.771924642979237,0.7649621732663849,0.006962469712852082,1.009101717648498
adam,300,late,raw_D_F,66.90865488348422,119.44320450262009,-52.53454961913587,0.5601712978323227
adam,300,late,Rstar_local,64.74451925812247,186.8978571750584,-122.15333791693593,0.34641659480065273
adam,300,late,R_over_Rstar_local,0.928460514686456,0.9735036895986086,-0.045043174912152595,0.9537308636901781
adam,300,late,train_acc,0.8966667056083679,0.9858333468437194,-0.08916664123535145,0.9095520135113803
adam,300,late,top10_Q_fraction,0.7583389869428838,0.7360067231661835,0.02233226377670028,1.0303424725261074
adam,301,early,R,50.20391017214379,144.72484724749725,-94.52093707535346,0.3468921275576746
adam,301,early,d_eff,27.97255902303798,89.02318759704329,-61.05062857400531,0.314216551643305
adam,301,early,c,-0.29039718824919536,-0.29395608221503666,0.0035588939658413032,
adam,301,early,raw_W_F,117.84289896852388,221.26553630054184,-103.42263733201796,0.5325858736918684
adam,301,early,raw_W_RMS,0.4252289340097696,0.3992116154547023,0.02601731855506728,1.0651717473837368
adam,301,early,raw_D_F,62.63809725455393,115.16916019607494,-52.531062941521014,0.5438790831496285
adam,301,early,Rstar_local,48.894628350155514,152.5361616217482,-103.64153327159268,0.320544504531339
adam,301,early,R_over_Rstar_local,1.016014850410996,0.9494071888466065,0.06660766156438958,1.070157106820845
adam,301,early,train_acc,0.9241666793823242,0.9975000023841858,-0.07333332300186157,0.9264828843843779
adam,301,early,top10_Q_fraction,0.7388640098785668,0.7106288942691119,0.02823511560945491,1.039732574677385
adam,301,late,R,60.986407997445674,180.65075383258826,-119.6643458351426,0.3375928785437712
adam,301,late,d_eff,31.89315092609744,100.9957281351258,-69.10257720902837,0.3157871279805662
adam,301,late,c,-0.24501337691060915,-0.2832589465311974,0.03824556962058823,
adam,301,late,raw_W_F,213.1506261878377,425.25896500463455,-212.10833881679685,0.5012254737193248
adam,301,late,raw_W_RMS,0.7691410712967837,0.7672605560022729,0.0018805152945107206,1.0024509474386496
adam,301,late,raw_D_F,67.91454760534718,119.76287785167415,-51.84833024632697,0.5670751139552531
adam,301,late,Rstar_local,64.61256615791069,179.42935578939887,-114.81678963148818,0.3601003072972531
adam,301,late,R_over_Rstar_local,0.9424451320868595,1.0147097783080352,-0.07226464622117568,0.9287829409295016
adam,301,late,train_acc,0.9141666889190674,0.9970833361148834,-0.08291664719581604,0.9168408053845336
adam,301,late,top10_Q_fraction,0.7498285167229718,0.7151093116645109,0.034719205058460934,1.0485509061232154
adam,302,early,R,49.39458204179796,145.81924942356164,-96.42466738176368,0.33873841922146614
adam,302,early,d_eff,28.19415706520799,89.65324243978779,-61.4590853745798,0.3144800600395856
adam,302,early,c,-0.2724080891663892,-0.3066460087772396,0.034237919610850376,
adam,302,early,raw_W_F,118.9073795981956,221.9894472567944,-103.08206765859879,0.5356442888055176
adam,302,early,raw_W_RMS,0.4290700476228203,0.40051770978427015,0.028552337838550157,1.0712885776110355
adam,302,early,raw_D_F,63.109993148897864,113.89793953958662,-50.78794639068875,0.5540924919626243
adam,302,early,Rstar_local,52.02443080215417,146.44089281164565,-94.41646200949148,0.35525890209552824
adam,302,early,R_over_Rstar_local,0.9584325611590423,0.9877236900056429,-0.029291128846600567,0.9703448149082734
adam,302,early,train_acc,0.904583364725113,0.9941666722297668,-0.08958330750465382,0.909891057498707
adam,302,early,top10_Q_fraction,0.7504861835009433,0.7183836952843081,0.032102488216635194,1.044687105828495
adam,302,late,R,61.85792845220958,183.22158126926286,-121.36365281705328,0.33761267654001426
adam,302,late,d_eff,31.798850584426255,101.09748315072633,-69.29863256630009,0.3145365205285805
adam,302,late,c,-0.257561347893716,-0.2622401220943409,0.004678774200624902,
adam,302,late,raw_W_F,214.68796237316693,425.8986074237214,-211.21064505055446,0.5040823299982675
adam,302,late,raw_W_RMS,0.774688455424501,0.7684146113861634,0.006273844038337639,1.008164659996535
adam,302,late,raw_D_F,68.20776880071804,119.64735401956192,-51.439585218843874,0.570073357322773
adam,302,late,Rstar_local,62.118144302424994,192.45241133192604,-130.33426702950106,0.3227714522905548
adam,302,late,R_over_Rstar_local,0.9959137705749612,0.9463687822583655,0.049544988316595706,1.052352728920711
adam,302,late,train_acc,0.8983333706855774,0.9962500035762787,-0.0979166328907013,0.9017147979531182
adam,302,late,top10_Q_fraction,0.7551633647955864,0.7156883066740226,0.03947505812156382,1.0551567739104388
adam,303,early,R,50.375119232303504,147.72187512224735,-97.34675588994385,0.34101326692891987
adam,303,early,d_eff,28.0141399555975,90.01764359861684,-62.00350364301934,0.31120721267167173
adam,303,early,c,-0.2816441802628713,-0.2945174108573048,0.012873230594433516,
adam,303,early,raw_W_F,119.03051634589863,218.5021059794891,-99.47158963359047,0.5447568379824773
adam,303,early,raw_W_RMS,0.4295143790880295,0.39422578033049427,0.035288598757535206,1.0895136759649546
adam,303,early,raw_D_F,62.660536241136306,112.01610947220323,-49.35557323106692,0.5593886141589796
adam,303,early,Rstar_local,50.049611420725384,155.4434416495823,-105.39383022885691,0.3219795630461703
adam,303,early,R_over_Rstar_local,1.0023557690349043,0.9583910159314859,0.04396475310341841,1.0458735029571284
adam,303,early,train_acc,0.9066666960716248,0.996666669845581,-0.0899999737739563,0.9096990232572938
adam,303,early,top10_Q_fraction,0.7373576298561224,0.7209769686984928,0.016380661157629595,1.0227200893631871
adam,303,late,R,60.8035785998122,182.0828963355288,-121.2793177357166,0.3339334985520435
adam,303,late,d_eff,32.431526560402276,98.01916744405872,-65.58764088365645,0.33086923105025884
adam,303,late,c,-0.24899780907432834,-0.26155372348472006,0.012555914410391722,
adam,303,late,raw_W_F,213.61800613993387,424.93310059710655,-211.31509445717268,0.5027097344023391
adam,303,late,raw_W_RMS,0.7708275834290121,0.7666726250541305,0.004154958374881668,1.0054194688046783
adam,303,late,raw_D_F,66.35716212466292,120.77936477249085,-54.42220264782793,0.5494081066716843
adam,303,late,Rstar_local,64.88959765672783,188.2185111651482,-123.32891350842036,0.34475672586630907
adam,303,late,R_over_Rstar_local,0.9289039796995265,0.9664293502410342,-0.03752537054150762,0.9611711186832762
adam,303,late,train_acc,0.9133333563804626,0.996666669845581,-0.08333331346511841,0.9163879800675689
adam,303,late,top10_Q_fraction,0.7674047002126043,0.7155259465152419,0.05187875369736239,1.0725043640276395
adam,304,early,R,49.51538327507244,143.64420746431898,-94.12882418924654,0.3447085277516115
adam,304,early,d_eff,27.73879576970416,89.73948183042798,-62.000686060723815,0.3091035874501647
adam,304,early,c,-0.2881399991361861,-0.3017807671898081,0.013640768053622021,
adam,304,early,raw_W_F,119.36603165582908,219.00708990253403,-99.64105824670496,0.5450327279767574
adam,304,early,raw_W_RMS,0.4307250656786894,0.3951368822177018,0.03558818346098758,1.0900654559535148
adam,304,early,raw_D_F,62.676875359176066,112.9399413987361,-50.26306603956003,0.5549575693323096
adam,304,early,Rstar_local,48.663746642044444,148.38432796005895,-99.72058131801451,0.3279574555551676
adam,304,early,R_over_Rstar_local,1.0219306805152608,0.9684203226670057,0.053510357848255086,1.0552553024712337
adam,304,early,train_acc,0.9054166972637177,0.996666669845581,-0.0912499725818634,0.9084448438553672
adam,304,early,top10_Q_fraction,0.7449248552921034,0.7220242237551036,0.022900631536999838,1.03171726208561
adam,304,late,R,60.835393768314205,183.58636747667143,-122.75097370835722,0.33137206539066494
adam,304,late,d_eff,31.317641683557873,101.35250334269948,-70.0348616591416,0.30899721911815725
adam,304,late,c,-0.2493865476803874,-0.26802629997330785,0.018639752292920447,
adam,304,late,raw_W_F,214.7761152798037,423.38699403332316,-208.61087875351947,0.5072808525216518
adam,304,late,raw_W_RMS,0.7750065498268547,0.7638831093016424,0.011123440525212303,1.0145617050433038
adam,304,late,raw_D_F,67.85257935791287,120.28652288570302,-52.43394352779015,0.5640912857909012
adam,304,late,Rstar_local,64.15461499475497,187.812710790064,-123.65809579530902,0.34158824887239203
adam,304,late,R_over_Rstar_local,0.9420506790000924,0.9725449493329701,-0.03049427033287766,0.9686448730685482
adam,304,late,train_acc,0.897916704416275,0.9754166901111603,-0.07749998569488525,0.9205467914578608
adam,304,late,top10_Q_fraction,0.7529413023839877,0.7274633694699246,0.025477932914063084,1.0350229770780457
sgd,300,early,R,25.22292415426015,39.11684610347156,-13.89392194921141,0.6448097601616622
sgd,300,early,d_eff,8.441245390906543,16.63674183969393,-8.195496448787386,0.5073857292637919
sgd,300,early,c,-0.11764153639818556,-0.20152129387805764,0.08387975747987209,
sgd,300,early,raw_W_F,34.58560194290787,35.641513722589146,-1.0559117796812743,0.9703741039760595
sgd,300,early,raw_W_RMS,0.1248000411988944,0.06430511731894556,0.06049492387994884,1.9407482079521197
sgd,300,early,raw_D_F,12.394818464210477,17.853781823951714,-5.458963359741237,0.6942405024565848
sgd,300,early,Rstar_local,35.361899974045244,40.19265274633656,-4.830752772291319,0.8798100537732826
sgd,300,early,R_over_Rstar_local,0.720716848780822,0.9703326773743619,-0.24961582859353992,0.7427523215347346
