ladder,arm,seed,offset,root,window,task,eps,group,count,fraction,free_rms,full_w_rms,free_growth_ratio,full_w_growth_ratio,median_unit_free_growth_ratio,unit_shrink_fraction,v_rms,root_distance_rms,sigma_rms
A,LRoff0_1216,0,0.0,-0.0,final,500,0.05,ALL,100,1.0,3.5624439933700787,4.045145678307605,4.931648297710799,2.809340957920337,4.8960947477316505,0.0,0.7282075121409155,3.8025206812475054,1.7812219966850393
A,LRoff0_1216,0,0.0,-0.0,final,500,0.05,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,0,0.0,-0.0,final,500,0.05,mean_far_root_FINAL_SELECTED,100,1.0,3.5624439933700787,4.045145678307605,4.931648297710799,2.809340957920337,4.8960947477316505,0.0,0.7282075121409155,3.8025206812475054,1.7812219966850393
A,LRoff0_1216,0,0.0,-0.0,final,500,0.05,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,0,0.0,-0.0,final,500,0.1,ALL,100,1.0,3.5624439933700787,4.045145678307605,4.931648297710799,2.809340957920337,4.8960947477316505,0.0,0.7282075121409155,3.8025206812475054,1.7812219966850393
A,LRoff0_1216,0,0.0,-0.0,final,500,0.1,mean_near_root_FINAL_SELECTED,1,0.01,4.263605534754246,4.568099498748779,5.545656263951865,3.32930804425895,5.545656263951865,0.0,0.5876346826553345,0.061317749321460724,2.131802767377123
A,LRoff0_1216,0,0.0,-0.0,final,500,0.1,mean_far_root_FINAL_SELECTED,99,0.99,3.5546560566600793,4.039517951592541,4.924169794070392,2.8041304215596163,4.888688436406473,0.0,0.7294892606127665,3.821672109136087,1.7773280283300397
A,LRoff0_1216,0,0.0,-0.0,final,500,0.1,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,0,0.0,-0.0,final,500,0.2,ALL,100,1.0,3.5624439933700787,4.045145678307605,4.931648297710799,2.809340957920337,4.8960947477316505,0.0,0.7282075121409155,3.8025206812475054,1.7812219966850393
A,LRoff0_1216,0,0.0,-0.0,final,500,0.2,mean_near_root_FINAL_SELECTED,1,0.01,4.263605534754246,4.568099498748779,5.545656263951865,3.32930804425895,5.545656263951865,0.0,0.5876346826553345,0.061317749321460724,2.131802767377123
A,LRoff0_1216,0,0.0,-0.0,final,500,0.2,mean_far_root_FINAL_SELECTED,99,0.99,3.5546560566600793,4.039517951592541,4.924169794070392,2.8041304215596163,4.888688436406473,0.0,0.7294892606127665,3.821672109136087,1.7773280283300397
A,LRoff0_1216,0,0.0,-0.0,final,500,0.2,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,1,0.0,-0.0,final,500,0.05,ALL,100,1.0,3.6838309504709694,4.206358895373774,5.168448928644864,2.961556778682807,5.331132814897823,0.0,0.7142211294524334,3.8890534038347915,1.8419154752354847
A,LRoff0_1216,1,0.0,-0.0,final,500,0.05,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,1,0.0,-0.0,final,500,0.05,mean_far_root_FINAL_SELECTED,100,1.0,3.6838309504709694,4.206358895373774,5.168448928644864,2.961556778682807,5.331132814897823,0.0,0.7142211294524334,3.8890534038347915,1.8419154752354847
A,LRoff0_1216,1,0.0,-0.0,final,500,0.05,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,1,0.0,-0.0,final,500,0.1,ALL,100,1.0,3.6838309504709694,4.206358895373774,5.168448928644864,2.961556778682807,5.331132814897823,0.0,0.7142211294524334,3.8890534038347915,1.8419154752354847
A,LRoff0_1216,1,0.0,-0.0,final,500,0.1,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,1,0.0,-0.0,final,500,0.1,mean_far_root_FINAL_SELECTED,100,1.0,3.6838309504709694,4.206358895373774,5.168448928644864,2.961556778682807,5.331132814897823,0.0,0.7142211294524334,3.8890534038347915,1.8419154752354847
A,LRoff0_1216,1,0.0,-0.0,final,500,0.1,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,1,0.0,-0.0,final,500,0.2,ALL,100,1.0,3.6838309504709694,4.206358895373774,5.168448928644864,2.961556778682807,5.331132814897823,0.0,0.7142211294524334,3.8890534038347915,1.8419154752354847
A,LRoff0_1216,1,0.0,-0.0,final,500,0.2,mean_near_root_FINAL_SELECTED,1,0.01,3.4725028736105794,3.841522455215454,6.67329838391213,3.15264287134948,6.67329838391213,0.0,0.6309483051300049,0.1533624678850174,1.7362514368052897
A,LRoff0_1216,1,0.0,-0.0,final,500,0.2,mean_far_root_FINAL_SELECTED,99,0.99,3.6859037664226664,4.209882818128621,5.159202938244159,2.960093864439909,5.317361784672135,0.0,0.7150127950531674,3.9086153451803383,1.8429518832113332
A,LRoff0_1216,1,0.0,-0.0,final,500,0.2,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,2,0.0,-0.0,final,500,0.05,ALL,100,1.0,3.5001226725247796,3.9260067292822,5.034887853977418,2.8291699610754213,4.84325290226654,0.0,0.8163991775775462,3.8718843861146017,1.7500613362623898
A,LRoff0_1216,2,0.0,-0.0,final,500,0.05,mean_near_root_FINAL_SELECTED,1,0.01,3.118407698822296,3.4543139934539795,3.788422930533824,2.720887762022748,3.788422930533824,0.0,0.6596160531044006,0.0473632775247097,1.559203849411148
A,LRoff0_1216,2,0.0,-0.0,final,500,0.05,mean_far_root_FINAL_SELECTED,99,0.99,3.5037662358260158,3.930482529648763,5.050394490817377,2.8300662858334737,4.860274173454208,0.0,0.8178295269342003,3.891387312877726,1.7518831179130079
A,LRoff0_1216,2,0.0,-0.0,final,500,0.05,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,2,0.0,-0.0,final,500,0.1,ALL,100,1.0,3.5001226725247796,3.9260067292822,5.034887853977418,2.8291699610754213,4.84325290226654,0.0,0.8163991775775462,3.8718843861146017,1.7500613362623898
A,LRoff0_1216,2,0.0,-0.0,final,500,0.1,mean_near_root_FINAL_SELECTED,1,0.01,3.118407698822296,3.4543139934539795,3.788422930533824,2.720887762022748,3.788422930533824,0.0,0.6596160531044006,0.0473632775247097,1.559203849411148
A,LRoff0_1216,2,0.0,-0.0,final,500,0.1,mean_far_root_FINAL_SELECTED,99,0.99,3.5037662358260158,3.930482529648763,5.050394490817377,2.8300662858334737,4.860274173454208,0.0,0.8178295269342003,3.891387312877726,1.7518831179130079
A,LRoff0_1216,2,0.0,-0.0,final,500,0.1,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,2,0.0,-0.0,final,500,0.2,ALL,100,1.0,3.5001226725247796,3.9260067292822,5.034887853977418,2.8291699610754213,4.84325290226654,0.0,0.8163991775775462,3.8718843861146017,1.7500613362623898
A,LRoff0_1216,2,0.0,-0.0,final,500,0.2,mean_near_root_FINAL_SELECTED,1,0.01,3.118407698822296,3.4543139934539795,3.788422930533824,2.720887762022748,3.788422930533824,0.0,0.6596160531044006,0.0473632775247097,1.559203849411148
A,LRoff0_1216,2,0.0,-0.0,final,500,0.2,mean_far_root_FINAL_SELECTED,99,0.99,3.5037662358260158,3.930482529648763,5.050394490817377,2.8300662858334737,4.860274173454208,0.0,0.8178295269342003,3.891387312877726,1.7518831179130079
A,LRoff0_1216,2,0.0,-0.0,final,500,0.2,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,3,0.0,-0.0,final,500,0.05,ALL,100,1.0,3.544024892800687,3.9796715668293445,5.049025215520256,2.8426512676555,5.14068234132727,0.0,0.7216831461791454,3.7936287501730965,1.7720124464003435
A,LRoff0_1216,3,0.0,-0.0,final,500,0.05,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,3,0.0,-0.0,final,500,0.05,mean_far_root_FINAL_SELECTED,100,1.0,3.544024892800687,3.9796715668293445,5.049025215520256,2.8426512676555,5.14068234132727,0.0,0.7216831461791454,3.7936287501730965,1.7720124464003435
A,LRoff0_1216,3,0.0,-0.0,final,500,0.05,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,3,0.0,-0.0,final,500,0.1,ALL,100,1.0,3.544024892800687,3.9796715668293445,5.049025215520256,2.8426512676555,5.14068234132727,0.0,0.7216831461791454,3.7936287501730965,1.7720124464003435
A,LRoff0_1216,3,0.0,-0.0,final,500,0.1,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,3,0.0,-0.0,final,500,0.1,mean_far_root_FINAL_SELECTED,100,1.0,3.544024892800687,3.9796715668293445,5.049025215520256,2.8426512676555,5.14068234132727,0.0,0.7216831461791454,3.7936287501730965,1.7720124464003435
A,LRoff0_1216,3,0.0,-0.0,final,500,0.1,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,3,0.0,-0.0,final,500,0.2,ALL,100,1.0,3.544024892800687,3.9796715668293445,5.049025215520256,2.8426512676555,5.14068234132727,0.0,0.7216831461791454,3.7936287501730965,1.7720124464003435
A,LRoff0_1216,3,0.0,-0.0,final,500,0.2,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,3,0.0,-0.0,final,500,0.2,mean_far_root_FINAL_SELECTED,100,1.0,3.544024892800687,3.9796715668293445,5.049025215520256,2.8426512676555,5.14068234132727,0.0,0.7216831461791454,3.7936287501730965,1.7720124464003435
A,LRoff0_1216,3,0.0,-0.0,final,500,0.2,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,4,0.0,-0.0,final,500,0.05,ALL,100,1.0,3.7197266008869896,4.215233225979576,5.399120674567138,3.009788894754603,5.421798217566783,0.0,0.833432456234573,3.939893521658858,1.8598633004434948
A,LRoff0_1216,4,0.0,-0.0,final,500,0.05,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,4,0.0,-0.0,final,500,0.05,mean_far_root_FINAL_SELECTED,100,1.0,3.7197266008869896,4.215233225979576,5.399120674567138,3.009788894754603,5.421798217566783,0.0,0.833432456234573,3.939893521658858,1.8598633004434948
A,LRoff0_1216,4,0.0,-0.0,final,500,0.05,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,4,0.0,-0.0,final,500,0.1,ALL,100,1.0,3.7197266008869896,4.215233225979576,5.399120674567138,3.009788894754603,5.421798217566783,0.0,0.833432456234573,3.939893521658858,1.8598633004434948
A,LRoff0_1216,4,0.0,-0.0,final,500,0.1,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,4,0.0,-0.0,final,500,0.1,mean_far_root_FINAL_SELECTED,100,1.0,3.7197266008869896,4.215233225979576,5.399120674567138,3.009788894754603,5.421798217566783,0.0,0.833432456234573,3.939893521658858,1.8598633004434948
A,LRoff0_1216,4,0.0,-0.0,final,500,0.1,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,4,0.0,-0.0,final,500,0.2,ALL,100,1.0,3.7197266008869896,4.215233225979576,5.399120674567138,3.009788894754603,5.421798217566783,0.0,0.833432456234573,3.939893521658858,1.8598633004434948
A,LRoff0_1216,4,0.0,-0.0,final,500,0.2,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,4,0.0,-0.0,final,500,0.2,mean_far_root_FINAL_SELECTED,100,1.0,3.7197266008869896,4.215233225979576,5.399120674567138,3.009788894754603,5.421798217566783,0.0,0.833432456234573,3.939893521658858,1.8598633004434948
A,LRoff0_1216,4,0.0,-0.0,final,500,0.2,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,5,0.0,-0.0,final,500,0.05,ALL,100,1.0,3.5051699158510226,3.9914959241171224,4.789733362710113,2.8027695416068727,4.843917081921395,0.0,0.6639350559688395,3.8060836800700653,1.7525849579255113
A,LRoff0_1216,5,0.0,-0.0,final,500,0.05,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,5,0.0,-0.0,final,500,0.05,mean_far_root_FINAL_SELECTED,100,1.0,3.5051699158510226,3.9914959241171224,4.789733362710113,2.8027695416068727,4.843917081921395,0.0,0.6639350559688395,3.8060836800700653,1.7525849579255113
A,LRoff0_1216,5,0.0,-0.0,final,500,0.05,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,5,0.0,-0.0,final,500,0.1,ALL,100,1.0,3.5051699158510226,3.9914959241171224,4.789733362710113,2.8027695416068727,4.843917081921395,0.0,0.6639350559688395,3.8060836800700653,1.7525849579255113
A,LRoff0_1216,5,0.0,-0.0,final,500,0.1,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,5,0.0,-0.0,final,500,0.1,mean_far_root_FINAL_SELECTED,100,1.0,3.5051699158510226,3.9914959241171224,4.789733362710113,2.8027695416068727,4.843917081921395,0.0,0.6639350559688395,3.8060836800700653,1.7525849579255113
A,LRoff0_1216,5,0.0,-0.0,final,500,0.1,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,5,0.0,-0.0,final,500,0.2,ALL,100,1.0,3.5051699158510226,3.9914959241171224,4.789733362710113,2.8027695416068727,4.843917081921395,0.0,0.6639350559688395,3.8060836800700653,1.7525849579255113
A,LRoff0_1216,5,0.0,-0.0,final,500,0.2,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,5,0.0,-0.0,final,500,0.2,mean_far_root_FINAL_SELECTED,100,1.0,3.5051699158510226,3.9914959241171224,4.789733362710113,2.8027695416068727,4.843917081921395,0.0,0.6639350559688395,3.8060836800700653,1.7525849579255113
A,LRoff0_1216,5,0.0,-0.0,final,500,0.2,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,6,0.0,-0.0,final,500,0.05,ALL,100,1.0,3.6068334855504975,4.08538138670897,5.064188689228897,2.875777117025651,5.137107515592511,0.0,0.7455315629276686,3.745426633922269,1.8034167427752488
A,LRoff0_1216,6,0.0,-0.0,final,500,0.05,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,6,0.0,-0.0,final,500,0.05,mean_far_root_FINAL_SELECTED,100,1.0,3.6068334855504975,4.08538138670897,5.064188689228897,2.875777117025651,5.137107515592511,0.0,0.7455315629276686,3.745426633922269,1.8034167427752488
A,LRoff0_1216,6,0.0,-0.0,final,500,0.05,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,6,0.0,-0.0,final,500,0.1,ALL,100,1.0,3.6068334855504975,4.08538138670897,5.064188689228897,2.875777117025651,5.137107515592511,0.0,0.7455315629276686,3.745426633922269,1.8034167427752488
A,LRoff0_1216,6,0.0,-0.0,final,500,0.1,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,6,0.0,-0.0,final,500,0.1,mean_far_root_FINAL_SELECTED,100,1.0,3.6068334855504975,4.08538138670897,5.064188689228897,2.875777117025651,5.137107515592511,0.0,0.7455315629276686,3.745426633922269,1.8034167427752488
A,LRoff0_1216,6,0.0,-0.0,final,500,0.1,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,6,0.0,-0.0,final,500,0.2,ALL,100,1.0,3.6068334855504975,4.08538138670897,5.064188689228897,2.875777117025651,5.137107515592511,0.0,0.7455315629276686,3.745426633922269,1.8034167427752488
A,LRoff0_1216,6,0.0,-0.0,final,500,0.2,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,6,0.0,-0.0,final,500,0.2,mean_far_root_FINAL_SELECTED,100,1.0,3.6068334855504975,4.08538138670897,5.064188689228897,2.875777117025651,5.137107515592511,0.0,0.7455315629276686,3.745426633922269,1.8034167427752488
A,LRoff0_1216,6,0.0,-0.0,final,500,0.2,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,7,0.0,-0.0,final,500,0.05,ALL,100,1.0,3.733675459841193,4.175776927459671,5.502848745373861,2.9783725379453845,5.550578379999312,0.0,0.7422240330152645,3.6509214951860365,1.8668377299205965
A,LRoff0_1216,7,0.0,-0.0,final,500,0.05,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,7,0.0,-0.0,final,500,0.05,mean_far_root_FINAL_SELECTED,100,1.0,3.733675459841193,4.175776927459671,5.502848745373861,2.9783725379453845,5.550578379999312,0.0,0.7422240330152645,3.6509214951860365,1.8668377299205965
A,LRoff0_1216,7,0.0,-0.0,final,500,0.05,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,7,0.0,-0.0,final,500,0.1,ALL,100,1.0,3.733675459841193,4.175776927459671,5.502848745373861,2.9783725379453845,5.550578379999312,0.0,0.7422240330152645,3.6509214951860365,1.8668377299205965
A,LRoff0_1216,7,0.0,-0.0,final,500,0.1,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,7,0.0,-0.0,final,500,0.1,mean_far_root_FINAL_SELECTED,100,1.0,3.733675459841193,4.175776927459671,5.502848745373861,2.9783725379453845,5.550578379999312,0.0,0.7422240330152645,3.6509214951860365,1.8668377299205965
A,LRoff0_1216,7,0.0,-0.0,final,500,0.1,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,7,0.0,-0.0,final,500,0.2,ALL,100,1.0,3.733675459841193,4.175776927459671,5.502848745373861,2.9783725379453845,5.550578379999312,0.0,0.7422240330152645,3.6509214951860365,1.8668377299205965
A,LRoff0_1216,7,0.0,-0.0,final,500,0.2,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,7,0.0,-0.0,final,500,0.2,mean_far_root_FINAL_SELECTED,100,1.0,3.733675459841193,4.175776927459671,5.502848745373861,2.9783725379453845,5.550578379999312,0.0,0.7422240330152645,3.6509214951860365,1.8668377299205965
A,LRoff0_1216,7,0.0,-0.0,final,500,0.2,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,8,0.0,-0.0,final,500,0.05,ALL,100,1.0,3.701641470789666,4.1647523967689155,5.335677257522859,2.9504020401282007,5.306692528035509,0.0,0.7102368852108494,3.816182028200739,1.850820735394833
A,LRoff0_1216,8,0.0,-0.0,final,500,0.05,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,8,0.0,-0.0,final,500,0.05,mean_far_root_FINAL_SELECTED,100,1.0,3.701641470789666,4.1647523967689155,5.335677257522859,2.9504020401282007,5.306692528035509,0.0,0.7102368852108494,3.816182028200739,1.850820735394833
A,LRoff0_1216,8,0.0,-0.0,final,500,0.05,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,8,0.0,-0.0,final,500,0.1,ALL,100,1.0,3.701641470789666,4.1647523967689155,5.335677257522859,2.9504020401282007,5.306692528035509,0.0,0.7102368852108494,3.816182028200739,1.850820735394833
A,LRoff0_1216,8,0.0,-0.0,final,500,0.1,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,8,0.0,-0.0,final,500,0.1,mean_far_root_FINAL_SELECTED,100,1.0,3.701641470789666,4.1647523967689155,5.335677257522859,2.9504020401282007,5.306692528035509,0.0,0.7102368852108494,3.816182028200739,1.850820735394833
A,LRoff0_1216,8,0.0,-0.0,final,500,0.1,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,8,0.0,-0.0,final,500,0.2,ALL,100,1.0,3.701641470789666,4.1647523967689155,5.335677257522859,2.9504020401282007,5.306692528035509,0.0,0.7102368852108494,3.816182028200739,1.850820735394833
A,LRoff0_1216,8,0.0,-0.0,final,500,0.2,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,8,0.0,-0.0,final,500,0.2,mean_far_root_FINAL_SELECTED,100,1.0,3.701641470789666,4.1647523967689155,5.335677257522859,2.9504020401282007,5.306692528035509,0.0,0.7102368852108494,3.816182028200739,1.850820735394833
A,LRoff0_1216,8,0.0,-0.0,final,500,0.2,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,9,0.0,-0.0,final,500,0.05,ALL,100,1.0,3.6070729847571954,4.117300446390523,5.008034214918573,2.875005743605538,5.040068599644037,0.0,0.7447681701447496,3.8144623215199087,1.8035364923785977
A,LRoff0_1216,9,0.0,-0.0,final,500,0.05,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,9,0.0,-0.0,final,500,0.05,mean_far_root_FINAL_SELECTED,100,1.0,3.6070729847571954,4.117300446390523,5.008034214918573,2.875005743605538,5.040068599644037,0.0,0.7447681701447496,3.8144623215199087,1.8035364923785977
A,LRoff0_1216,9,0.0,-0.0,final,500,0.05,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,9,0.0,-0.0,final,500,0.1,ALL,100,1.0,3.6070729847571954,4.117300446390523,5.008034214918573,2.875005743605538,5.040068599644037,0.0,0.7447681701447496,3.8144623215199087,1.8035364923785977
A,LRoff0_1216,9,0.0,-0.0,final,500,0.1,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,9,0.0,-0.0,final,500,0.1,mean_far_root_FINAL_SELECTED,100,1.0,3.6070729847571954,4.117300446390523,5.008034214918573,2.875005743605538,5.040068599644037,0.0,0.7447681701447496,3.8144623215199087,1.8035364923785977
A,LRoff0_1216,9,0.0,-0.0,final,500,0.1,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,9,0.0,-0.0,final,500,0.2,ALL,100,1.0,3.6070729847571954,4.117300446390523,5.008034214918573,2.875005743605538,5.040068599644037,0.0,0.7447681701447496,3.8144623215199087,1.8035364923785977
A,LRoff0_1216,9,0.0,-0.0,final,500,0.2,mean_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoff0_1216,9,0.0,-0.0,final,500,0.2,mean_far_root_FINAL_SELECTED,100,1.0,3.6070729847571954,4.117300446390523,5.008034214918573,2.875005743605538,5.040068599644037,0.0,0.7447681701447496,3.8144623215199087,1.8035364923785977
A,LRoff0_1216,9,0.0,-0.0,final,500,0.2,all_inputs_near_root_FINAL_SELECTED,0,0.0,,,,,,,,,
A,LRoffm0p5_1216,0,-0.5,0.5,final,500,0.05,ALL,100,1.0,2.4368218872440464,2.834131669103876,3.3733999845097618,1.9682955352756983,3.36464067410076,0.07,0.5129205015421409,2.6585057605027957,1.2184109436220232
A,LRoffm0p5_1216,0,-0.5,0.5,final,500,0.05,mean_near_root_FINAL_SELECTED,7,0.07,0.019586147151371996,0.3398523240013128,0.044777281456817704,0.2808966205705705,0.02785660884856138,1.0,0.004100027574028009,0.020189545536184923,0.009793073575685998
A,LRoffm0p5_1216,0,-0.5,0.5,final,500,0.05,mean_far_root_FINAL_SELECTED,93,0.93,2.526860872246159,2.937378200754406,3.4175357512130127,2.0177989711581237,3.4213082487183026,0.0,0.5318725938741565,2.756736489094579,1.2634304361230795
A,LRoffm0p5_1216,0,-0.5,0.5,final,500,0.05,all_inputs_near_root_FINAL_SELECTED,5,0.05,0.008730655637265732,0.307952485154861,0.019623321637277407,0.25722590540933693,0.015691303263342615,1.0,0.0012710287777334386,0.014613856791058385,0.004365327818632866
A,LRoffm0p5_1216,0,-0.5,0.5,final,500,0.1,ALL,100,1.0,2.4368218872440464,2.834131669103876,3.3733999845097618,1.9682955352756983,3.36464067410076,0.07,0.5129205015421409,2.6585057605027957,1.2184109436220232
