ladder,arm,offset,root,seed,window,task_start,task_end,n_units,free_rms,full_w_rms,sigma_rms,root_distance_rms,v_rms,free_growth_ratio,full_w_growth_ratio,unit_shrink_fraction,initial_zero_free_count
A,LRoffp0p5_1216,0.5,-5.0,8,early,2,20,100,1.4313897214170124,2.036804231933825,0.7156948607085062,2.878434749418929,0.5110718763904885,2.063255894306655,1.4429168384419435,0.06,0
A,LRoffp0p5_1216,0.5,-5.0,8,middle,21,100,100,1.7338342862498357,2.606083760749828,0.8669171431249179,0.6233470838655055,0.25714536040303637,2.4992102132147025,1.8462069558868652,0.01,0
A,LRoffp0p5_1216,0.5,-5.0,8,late,451,500,100,1.682217950401373,2.5442730681798276,0.8411089752006865,0.41593410211875315,0.28482709553324154,2.424808596667935,1.8024189041405598,0.04,0
A,LRoffp0p5_1216,0.5,-5.0,8,final,500,500,100,1.6972408492950808,2.542341299101466,0.8486204246475404,0.3361646070214936,0.27285327950478244,2.4464631357695095,1.8010503965110842,0.05,0
A,LRoffp0p5_1216,0.5,-5.0,9,initial,0,0,100,0.7202572566321502,1.432101642074296,0.3601286283160751,5.015237439158668,0.10206279604236056,1.0,1.0,0.0,0
A,LRoffp0p5_1216,0.5,-5.0,9,early,2,20,100,1.6988070911412283,2.348144814870914,0.8494035455706141,1.9293302266357777,0.4667576739223072,2.35861155927075,1.6396495513194131,0.08,0
A,LRoffp0p5_1216,0.5,-5.0,9,middle,21,100,100,1.8732932287348214,2.7015831472611413,0.9366466143674107,0.5984939344685052,0.27389222007440195,2.600866859008336,1.886446511818877,0.03,0
A,LRoffp0p5_1216,0.5,-5.0,9,late,451,500,100,1.5673138040410222,2.420747201941474,0.7836569020205111,0.3193400340450455,0.2359033929325431,2.1760472242509885,1.690345943906046,0.09,0
A,LRoffp0p5_1216,0.5,-5.0,9,final,500,500,100,1.5802424584240138,2.449534868839195,0.7901212292120069,0.4260179841568602,0.17707587712610634,2.193997275102881,1.7104476364479415,0.1,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,0,initial,0,0,100,0.7223637571689194,1.4398913264348285,0.3611818785844597,1.0282861575446376,0.09690787394070474,1.0,1.0,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,0,early,2,20,100,0.9377497523258886,1.5567239486722018,0.4688748761629443,1.0167519247900316,0.5563719060817693,1.2981683300406817,1.0811398888877612,0.21,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,0,middle,21,100,100,1.3978507508273164,1.902582984185907,0.6989253754136582,1.3838509021502143,0.9406202777927785,1.9351064293504407,1.3213379018656244,0.11,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,0,late,3951,4000,100,3.7832508136267187,4.48189442477926,1.8916254068133593,4.958505515985671,1.3093962487199517,5.23732091495564,3.112661589452332,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,0,final,4000,4000,100,3.769957511864149,4.472961423793179,1.8849787559320745,5.048487366679884,1.292092475675426,5.218918411188468,3.106457648347833,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,1,initial,0,0,100,0.7127536716197848,1.4203201929643945,0.3563768358098924,0.9550576902340578,0.09383858786956806,1.0,1.0,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,1,early,2,20,100,0.9293178950029167,1.542839133870452,0.46465894750145836,0.8975532896269753,0.5709089734634653,1.303841610371468,1.086261493368157,0.26,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,1,middle,21,100,100,1.4868576292838365,1.9813092530790275,0.7434288146419182,1.4530252254689806,1.0489184842674282,2.086075019304838,1.3949736565694917,0.03,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,1,late,3951,4000,100,3.9862881556854504,4.703933967767552,1.9931440778427252,5.22873511096539,1.493729823618383,5.592799187728237,3.3118827649347327,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,1,final,4000,4000,100,3.9832854535066344,4.703951246418669,1.9916427267533172,5.319310476639542,1.4825303752472163,5.588586368772156,3.3118949302557654,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,2,initial,0,0,100,0.6951739093373812,1.3876885387931412,0.3475869546686906,0.8110606104550595,0.09725408151334809,1.0,1.0,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,2,early,2,20,100,0.8534300063900401,1.469745070583545,0.42671500319502004,0.9274089376628195,0.47906297784599144,1.227649649860283,1.059131807676215,0.28,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,2,middle,21,100,100,1.2787652284043949,1.7795318811677663,0.6393826142021974,1.2619409426776493,0.8964399466474776,1.8394896747826386,1.2823712464436776,0.13,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,2,late,3951,4000,100,3.5805293944802377,4.211824898985554,1.7902646972401188,4.74785218746819,1.3804552903306433,5.150552036530097,3.0351370507452162,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,2,final,4000,4000,100,3.564259441935362,4.202228066461834,1.782129720967681,4.809297836016851,1.3502027989753427,5.127147889270912,3.028221354423284,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,3,initial,0,0,100,0.7019225972385064,1.3999858554973614,0.3509612986192532,1.083854858035675,0.09900362643730118,1.0,1.0,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,3,early,2,20,100,0.9219336561881414,1.5153993046309522,0.4609668280940707,0.9724544955508815,0.5651277622249113,1.3134406269511758,1.0824390108517123,0.3,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,3,middle,21,100,100,1.4093285067444263,1.8998999382368829,0.7046642533722132,1.5059801152671888,1.034327372048306,2.0078118474729068,1.3570850953789966,0.09,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,3,late,3951,4000,100,3.775377310024095,4.3917298658559085,1.8876886550120475,4.9675294201209,1.3958819462022058,5.378623405026608,3.136981597785997,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,3,final,4000,4000,100,3.77247946640487,4.388282774413697,1.886239733202435,4.741135530324165,1.366782793374619,5.374494967460094,3.1345193647365157,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,4,initial,0,0,100,0.6889504467660763,1.4005079337377437,0.34447522338303815,0.9966815379312718,0.0990179919603878,1.0,1.0,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,4,early,2,20,100,0.9559504983359793,1.5461666975960127,0.47797524916798967,0.9430957528337219,0.6055647975675437,1.3875460895964253,1.1040042404254917,0.21,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,4,middle,21,100,100,1.451085617380447,1.940267780064679,0.7255428086902235,1.4597533017434245,1.0566153803967084,2.106226397256613,1.3854029194153854,0.08,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,4,late,3951,4000,100,4.07779630841002,4.7757906919512925,2.03889815420501,5.378455849800355,1.35386459374054,5.9188528399264975,3.4100418690277823,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,4,final,4000,4000,100,4.084244419399946,4.776058240618006,2.042122209699973,5.2655616706446535,1.3546340121118907,5.928212164708407,3.410232905908237,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,5,initial,0,0,100,0.7318089860993301,1.4241256246236833,0.36590449304966505,0.8840709951766825,0.10266809539896946,1.0,1.0,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,5,early,2,20,100,0.9592970162354922,1.5533718044222606,0.4796485081177461,0.8780848888369065,0.5814658982169238,1.31085711498121,1.0907547603693528,0.23,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,5,middle,21,100,100,1.3091230278187196,1.819086656468481,0.6545615139093598,1.3070695336709899,0.9481052571475543,1.788886243111846,1.2773358087346849,0.09,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,5,late,3951,4000,100,3.5565461716824407,4.2388671338369965,1.7782730858412203,4.916049851267544,1.2713810146415387,4.859937824266758,2.9764699549992946,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,5,final,4000,4000,100,3.553276947824098,4.2333924078409435,1.776638473912049,5.359094758548521,1.2711702881007596,4.85547050571719,2.9726256831868976,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,6,initial,0,0,100,0.7122233603226376,1.4206182261212177,0.3561116801613188,0.9074119256983116,0.0950552343916686,1.0,1.0,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,6,early,2,20,100,1.0042771175217973,1.5882036073200936,0.5021385587608986,0.9453259194173074,0.6563634230350035,1.4100592222457564,1.11796651494219,0.09,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,6,middle,21,100,100,1.302852772811672,1.8345410397680926,0.651426386405836,1.3659436111914387,0.9406941999132932,1.8292755410626789,1.2913680861163017,0.05,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,6,late,3951,4000,100,3.618185924564086,4.327790953149981,1.809092962282043,4.80102969435938,1.4249546163898081,5.08012812571192,3.0464137891334517,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,6,final,4000,4000,100,3.601223894757398,4.314037782390757,1.800611947378699,4.868479973531095,1.380595583135788,5.056312521293941,3.0367326724855435,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,7,initial,0,0,100,0.6784986527169264,1.4020331151523138,0.3392493263584632,0.9713000352272748,0.1006962298499074,1.0,1.0,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,7,early,2,20,100,0.888539261247993,1.5148150000956,0.4442696306239965,0.969023300655375,0.552119056793272,1.3095667289684314,1.0804416698324804,0.3,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,7,middle,21,100,100,1.3460943495514355,1.8557655391424546,0.6730471747757177,1.4426104514560818,1.017495032422278,1.9839307626643643,1.3236246127758888,0.1,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,7,late,3951,4000,100,3.9170540287229025,4.6137895388583985,1.9585270143614513,5.32349682395085,1.3423737086362353,5.773119833087009,3.290784995728982,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,7,final,4000,4000,100,3.915408531192563,4.609616112204911,1.9577042655962815,5.484029672789925,1.3391705423255993,5.770694629258306,3.2878082995237476,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,8,initial,0,0,100,0.6937528812430814,1.4115880954949276,0.3468764406215407,0.9534892416789081,0.09911488383105639,1.0,1.0,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,8,early,2,20,100,0.9282845982713045,1.5353337175196329,0.46414229913565225,0.9079836306951513,0.566059142452937,1.3380623322356284,1.0876641156295086,0.19,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,8,middle,21,100,100,1.3211778612972804,1.836840367601752,0.6605889306486402,1.3081595841922067,0.9306032687983816,1.9043926115736853,1.3012580464967178,0.09,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,8,late,3951,4000,100,3.8225891851544413,4.480798711427131,1.9112945925772207,4.814908563443103,1.3804369782807844,5.510015581203848,3.1742961886173204,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,8,final,4000,4000,100,3.810297496225768,4.477198033774071,1.905148748112884,4.80285186126688,1.362405669584455,5.492297904980798,3.17174538951059,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,9,initial,0,0,100,0.7202572566321502,1.432101642074296,0.3601286283160751,0.8600414350151762,0.10206279604236056,1.0,1.0,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,9,early,2,20,100,1.0508325416601427,1.6286591183357155,0.5254162708300714,1.0031612326335526,0.6983024017638728,1.4589683505220468,1.1372510654877264,0.32,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,9,middle,21,100,100,1.4295833875148731,1.9347828338053565,0.7147916937574366,1.5287361554950742,1.0123275083332786,1.9848233035505396,1.351009437432781,0.1,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,9,late,3951,4000,100,3.8252561823852314,4.497235830121992,1.9126280911926157,5.16347225947687,1.3608153541952248,5.310958198840982,3.140304918307384,0.0,0
B,LRoff0_lr0p00125_1216,0.0,-0.0,9,final,4000,4000,100,3.8135194380931874,4.483702505816645,1.9067597190465937,5.281386879965412,1.3317182637810512,5.294662987395388,3.130854943593476,0.0,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,0,initial,0,0,100,0.7223637571689194,1.4398913264348285,0.3611818785844597,2.3618970574921176,0.09690787394070474,1.0,1.0,0.0,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,0,early,2,20,100,0.9642295091172337,1.5939897310288318,0.48211475455861685,2.0675173650545333,0.5059474113661686,1.334825424930276,1.1070208575917677,0.29,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,0,middle,21,100,100,1.4790373406953972,2.012160284034773,0.7395186703476986,2.5279050185826164,0.9418252411135198,2.0474966054388237,1.397438992161223,0.16,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,0,late,3951,4000,100,2.7018895254153286,3.1723567599018203,1.3509447627076643,4.174889136394496,1.0279438025601944,3.7403448035717433,2.2031917976452964,0.37,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,0,final,4000,4000,100,2.672583333535453,3.1532911058379303,1.3362916667677265,4.365731241240104,0.9822412944253419,3.69977494996401,2.1899507608296247,0.36,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,1,initial,0,0,100,0.7127536716197848,1.4203201929643945,0.3563768358098924,2.154642505560201,0.09383858786956806,1.0,1.0,0.0,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,1,early,2,20,100,0.9652535532141177,1.5920389419622634,0.4826267766070588,1.869530981805246,0.5403478950192009,1.3542596715363227,1.120901434654301,0.31,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,1,middle,21,100,100,1.6398437543335378,2.1384512320426925,0.8199218771667689,2.4788236472815655,0.9905809929506435,2.300715969104548,1.5056120744009593,0.21,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,1,late,3951,4000,100,3.005872056383762,3.552362237604301,1.502936028191881,4.266435887481029,1.1147007803879323,4.217266323655266,2.501099579658905,0.47,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,1,final,4000,4000,100,3.0107911393582514,3.558250837530726,1.5053955696791257,4.458388152848422,1.102323276925012,4.224167842609648,2.505245546149837,0.47,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,2,initial,0,0,100,0.6951739093373812,1.3876885387931412,0.3475869546686906,2.124897213278429,0.09725408151334809,1.0,1.0,0.0,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,2,early,2,20,100,0.8814926572474451,1.5032095162596666,0.44074632862372254,2.0477626558988336,0.4596097734650025,1.2680174635547776,1.0832470502112763,0.15,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,2,middle,21,100,100,1.4152997610495117,1.919200276952237,0.7076498805247559,2.347042034502385,0.8738105139237916,2.03589309385695,1.38301947684986,0.11,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,2,late,3951,4000,100,2.6534148284305785,3.1472902901737614,1.3267074142152893,4.131917305107488,1.1197013870211752,3.816907960426383,2.2680091405171714,0.36,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,2,final,4000,4000,100,2.6332558155675008,3.1362537215093624,1.3166279077837504,4.389565161903105,1.1040555287256661,3.78790944280035,2.2600559375066473,0.38,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,3,initial,0,0,100,0.7019225972385064,1.3999858554973614,0.3509612986192532,2.160889916309654,0.09900362643730118,1.0,1.0,0.0,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,3,early,2,20,100,0.946230575291771,1.5620370262387686,0.4731152876458855,2.0017261680927296,0.5235708818933532,1.348055439466428,1.1157520057113983,0.23,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,3,middle,21,100,100,1.478246872296793,1.9851623781472676,0.7391234361483965,2.247655184439868,0.8833367727627806,2.1059969833034162,1.4179874534818178,0.17,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,3,late,3951,4000,100,2.6481906975140648,3.100548870083856,1.3240953487570324,4.247182479270688,1.1115428712439952,3.77276740759243,2.214700139939878,0.4,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,3,final,4000,4000,100,2.6401803240373543,3.0878490666118807,1.3200901620186771,4.063974895444999,1.1096840225808984,3.76135536086787,2.205628760095498,0.37,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,4,initial,0,0,100,0.6889504467660763,1.4005079337377437,0.34447522338303815,2.1932664659657606,0.0990179919603878,1.0,1.0,0.0,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,4,early,2,20,100,0.9811315209328483,1.5992397359725559,0.49056576046642414,1.9635398806332252,0.5589693578929466,1.4240959208870039,1.1418998046690296,0.22,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,4,middle,21,100,100,1.5933318243293348,2.0839926541405402,0.7966659121646674,2.308725084066645,0.9401490362948823,2.3126943770896906,1.4880263109818161,0.24,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,4,late,3951,4000,100,2.5934290110077294,3.050264812623532,1.2967145055038647,3.937510712675428,1.0769584564130925,3.7643186432075755,2.177970391415661,0.29,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,4,final,4000,4000,100,2.6016337329098382,3.052590576486478,1.3008168664549191,3.793858064740206,1.0695798122785498,3.776227659219716,2.1796310488149655,0.3,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,5,initial,0,0,100,0.7318089860993301,1.4241256246236833,0.36590449304966505,2.0979545115480955,0.10266809539896946,1.0,1.0,0.0,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,5,early,2,20,100,0.9878665796216086,1.5925928885851883,0.4939332898108043,1.9345767665219153,0.5466734790705494,1.3498967604744925,1.1182952269439164,0.14,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,5,middle,21,100,100,1.3908591155616914,1.9256426731035041,0.6954295577808457,2.2677766374137343,0.8536169340229072,1.900576710563796,1.3521578713340991,0.1,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,5,late,3951,4000,100,2.7641242324002606,3.1708160536519086,1.3820621162001303,4.054090365527052,1.0670665667243302,3.7771116300901504,2.2265002460648637,0.34,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,5,final,4000,4000,100,2.757562735484102,3.1730857413158158,1.378781367742051,4.333293574920816,1.078187816083923,3.7681454967947223,2.2280939872522025,0.34,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,6,initial,0,0,100,0.7122233603226376,1.4206182261212177,0.3561116801613188,2.082380652631113,0.0950552343916686,1.0,1.0,0.0,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,6,early,2,20,100,1.0355673633922073,1.642910807826774,0.5177836816961037,1.9458910592930896,0.5858870152069338,1.4539924145749656,1.156475946611281,0.15,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,6,middle,21,100,100,1.412145241497699,1.9586881950452413,0.7060726207488495,2.227447193986725,0.8012809688959732,1.9827280599979147,1.3787576134322463,0.16,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,6,late,3951,4000,100,2.7284079307419717,3.1969264409497797,1.3642039653709859,4.076777092215841,1.0893804006798846,3.830831846776272,2.250376900821906,0.34,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,6,final,4000,4000,100,2.7036460752994267,3.1827787647686354,1.3518230376497133,4.1541160748892185,1.0439004827846468,3.796064866609646,2.240418084356646,0.38,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,7,initial,0,0,100,0.6784986527169264,1.4020331151523138,0.3392493263584632,2.3165116246216266,0.1006962298499074,1.0,1.0,0.0,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,7,early,2,20,100,0.9253212882874129,1.5560431213211756,0.46266064414370645,2.1556036514674046,0.5052895315929078,1.363777635492907,1.109847623786069,0.27,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,7,middle,21,100,100,1.4267515459444717,1.950534203979745,0.7133757729722359,2.3314783482994037,0.8171007611266914,2.102806748740474,1.391218354901584,0.19,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,7,late,3951,4000,100,2.885243805000433,3.4431679880002064,1.4426219025002165,4.312865130598161,1.005754616064864,4.252394302401325,2.4558392742571904,0.28,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,7,final,4000,4000,100,2.8900577377280383,3.4449687147629535,1.4450288688640192,4.4845433572355535,1.0188048018543319,4.2594892799791415,2.457123642467389,0.28,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,8,initial,0,0,100,0.6937528812430814,1.4115880954949276,0.3468764406215407,2.090226019081979,0.09911488383105639,1.0,1.0,0.0,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,8,early,2,20,100,0.9420279551476989,1.5792612153315901,0.47101397757384944,1.842854530372257,0.4974939633558346,1.357872494107344,1.1187833195616979,0.23,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,8,middle,21,100,100,1.4430453713267586,1.9750174902458093,0.7215226856633793,2.095841643472466,0.8272181681546111,2.0800567613370897,1.399145754026307,0.16,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,8,late,3951,4000,100,2.7054400843374253,3.176184450101077,1.3527200421687127,3.7883309232107956,0.9372679773617638,3.8997172588166547,2.2500788014845443,0.49,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,8,final,4000,4000,100,2.716922234967734,3.191374394526279,1.358461117483867,3.7489345169644595,0.9594568594707231,3.916268037834299,2.2608396916292546,0.49,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,9,initial,0,0,100,0.7202572566321502,1.432101642074296,0.3601286283160751,2.2303580765125206,0.10206279604236056,1.0,1.0,0.0,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,9,early,2,20,100,1.1096222944163294,1.6968351598452476,0.5548111472081647,2.1306316346299896,0.673719493775978,1.540591620839491,1.1848566540203838,0.21,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,9,middle,21,100,100,1.5753235937441052,2.0720816299415,0.7876617968720526,2.7011496172684506,0.9993112432747424,2.187167958723746,1.446881680088181,0.17,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,9,late,3951,4000,100,2.879418033831986,3.4465837596985223,1.439709016915993,4.448470675330951,1.0698537345065795,3.9977633093151357,2.406661411760128,0.36,0
B,LRoffm2_lr0p00125_1216,-2.0,2.0,9,final,4000,4000,100,2.8639280735985055,3.4398510768535258,1.4319640367992528,4.503742518586101,1.0528333252452164,3.9762571598236196,2.401960151285875,0.35,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,0,initial,0,0,100,0.7223637571689194,1.4398913264348285,0.3611818785844597,19.895866895862515,0.09690787394070474,1.0,1.0,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,0,early,2,20,100,0.928769302441256,1.5514878621778292,0.464384651220628,19.304827570172314,0.5279072245479767,1.285736297293318,1.0775034432767323,0.16,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,0,middle,21,100,100,1.537812924288304,2.0787224243700635,0.768906462144152,18.031979005361485,1.0348530172635915,2.128862237379246,1.4436661893901264,0.07,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,0,late,3951,4000,100,3.240510483036478,7.339115451205297,1.620255241518239,0.8710433139256888,0.2709983459559085,4.485981544446046,5.09699261080831,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,0,final,4000,4000,100,3.239347844192471,7.345253073204222,1.6196739220962355,1.0251458924736296,0.2523796933075627,4.484372052230429,5.10125516999333,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,1,initial,0,0,100,0.7127536716197848,1.4203201929643945,0.3563768358098924,20.090013535106436,0.09383858786956806,1.0,1.0,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,1,early,2,20,100,0.93412664663342,1.547589424870438,0.46706332331671,19.324571849946047,0.5700185788679036,1.3105883334287836,1.0896060145708526,0.19,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,1,middle,21,100,100,1.7345375024214433,2.2695211231071033,0.8672687512107217,17.82181020972541,1.0881505618670222,2.4335721743524386,1.5978940061186593,0.1,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,1,late,3951,4000,100,3.167575924578142,7.222639642224538,1.583787962289071,1.100043778189323,0.27536990876761797,4.444138347796364,5.085219289285709,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,1,final,4000,4000,100,3.1644804080343447,7.227464928720656,1.5822402040171724,1.07033919015134,0.21624738298101304,4.439795309426933,5.088616612311897,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,2,initial,0,0,100,0.6951739093373812,1.3876885387931412,0.3475869546686906,20.05203557702222,0.09725408151334809,1.0,1.0,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,2,early,2,20,100,0.8497296979168653,1.4711586318485146,0.42486484895843263,19.348587823569368,0.4934148993562463,1.2223267969403542,1.0601504521525893,0.24,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,2,middle,21,100,100,1.449355249408735,1.9723710919632678,0.7246776247043675,18.340044215947106,1.0035031134831631,2.0848815381897983,1.4213355784278647,0.08,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,2,late,3951,4000,100,3.284425963046042,7.351796809439132,1.642212981523021,1.2261791817951309,0.2656196755136566,4.724610516779403,5.297872399978828,0.01,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,2,final,4000,4000,100,3.280705229646407,7.3532328232852295,1.6403526148232035,1.180328950976761,0.2621334667338785,4.719258282828072,5.298907224297077,0.01,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,3,initial,0,0,100,0.7019225972385064,1.3999858554973614,0.3509612986192532,20.15509123229353,0.09900362643730118,1.0,1.0,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,3,early,2,20,100,0.9268462205700396,1.516727421332307,0.4634231102850198,19.233072300320984,0.5592699293933409,1.320439353593152,1.0833876752229554,0.17,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,3,middle,21,100,100,1.4971869312546937,2.0163295427860293,0.7485934656273469,18.174673054142488,0.9872880540548937,2.132980099436754,1.4402499388607783,0.04,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,3,late,3951,4000,100,3.100507252292946,7.239993042552699,1.550253626146473,1.1823575185334885,0.2984975292316531,4.4171640355944035,5.171475850361793,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,3,final,4000,4000,100,3.101862193060281,7.245173708967768,1.5509310965301406,1.0713237544041965,0.3079682147376152,4.419094363486206,5.175176363759643,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,4,initial,0,0,100,0.6889504467660763,1.4005079337377437,0.34447522338303815,20.07044934876357,0.0990179919603878,1.0,1.0,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,4,early,2,20,100,0.9615780724581774,1.55212459114719,0.4807890362290887,19.23369086198947,0.5954788441646949,1.395714418898792,1.1082583352489865,0.14,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,4,middle,21,100,100,1.6006274521744155,2.225366250788568,0.8003137260872077,17.10716726665853,0.9976061819258064,2.323283858349665,1.5889708277834615,0.06,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,4,late,3951,4000,100,2.993965941553182,7.385913535101715,1.496982970776591,0.9319454102185408,0.29659755036999896,4.34569126938928,5.273739160755648,0.0,0
B,LRoffp2_lr0p00125_1216,2.0,-20.0,4,final,4000,4000,100,2.9864789874989093,7.393812047566267,1.4932394937494546,0.8398217226079244,0.2515712132173876,4.334824081350697,5.279378909217103,0.0,0
