ladder,arm,offset,root,seed,window,task_start,task_end,n_units,free_rms,full_w_rms,sigma_rms,root_distance_rms,v_rms,free_growth_ratio,full_w_growth_ratio,unit_shrink_fraction,initial_zero_free_count
A,LRoff0_1216,0.0,-0.0,8,final,500,500,100,3.701641470789666,4.1647523967689155,1.850820735394833,3.816182028200739,0.7102368852108494,5.335677257522859,2.9504020401282007,0.0,0
A,LRoff0_1216,0.0,-0.0,9,initial,0,0,100,0.7202572566321502,1.432101642074296,0.3601286283160751,0.8600414350151762,0.10206279604236056,1.0,1.0,0.0,0
A,LRoff0_1216,0.0,-0.0,9,early,2,20,100,1.8227456451685469,2.2697075259231205,0.9113728225842734,1.9151339660194595,0.807092178788689,2.530686957173497,1.5848787957784987,0.08,0
A,LRoff0_1216,0.0,-0.0,9,middle,21,100,100,2.7875389369339336,3.199372740616728,1.3937694684669668,2.9940083549270287,0.8616663802943303,3.8701990313408055,2.234040271040167,0.0,0
A,LRoff0_1216,0.0,-0.0,9,late,451,500,100,3.5752053614315638,4.1022852934971565,1.7876026807157819,3.806900841588937,0.7305945320698964,4.96378943566478,2.8645210458353305,0.0,0
A,LRoff0_1216,0.0,-0.0,9,final,500,500,100,3.6070729847571954,4.117300446390523,1.8035364923785977,3.8144623215199087,0.7447681701447496,5.008034214918573,2.875005743605538,0.0,0
A,LRoffm0p5_1216,-0.5,0.5,0,initial,0,0,100,0.7223637571689194,1.4398913264348285,0.3611818785844597,1.1990282498323035,0.09690787394070474,1.0,1.0,0.0,0
A,LRoffm0p5_1216,-0.5,0.5,0,early,2,20,100,1.369679573323241,1.8554698469757405,0.6848397866616205,1.5558590460603017,0.6057144299440222,1.8961078261889481,1.2886179761703855,0.13,0
A,LRoffm0p5_1216,-0.5,0.5,0,middle,21,100,100,2.2177780664920883,2.6206863054425193,1.1088890332460442,2.4578830854743456,0.6113279327030685,3.0701679652146185,1.820058401165135,0.07,0
A,LRoffm0p5_1216,-0.5,0.5,0,late,451,500,100,2.4802343456058353,2.8616510621473057,1.2401171728029177,2.659365823376427,0.5062179208870815,3.4334977647914457,1.9874076672388568,0.07,0
A,LRoffm0p5_1216,-0.5,0.5,0,final,500,500,100,2.4368218872440464,2.834131669103876,1.2184109436220232,2.6585057605027957,0.5129205015421409,3.3733999845097618,1.9682955352756983,0.07,0
A,LRoffm0p5_1216,-0.5,0.5,1,initial,0,0,100,0.7127536716197848,1.4203201929643945,0.3563768358098924,1.0462898620593126,0.09383858786956806,1.0,1.0,0.0,0
A,LRoffm0p5_1216,-0.5,0.5,1,early,2,20,100,1.3869706614171073,1.8740754145772738,0.6934853307085537,1.475023115409258,0.5888707966141138,1.945932678628109,1.3194738931830807,0.19,0
A,LRoffm0p5_1216,-0.5,0.5,1,middle,21,100,100,2.413906772324059,2.8356430936952903,1.2069533861620294,2.5329099492791025,0.585487477910416,3.3867335496684,1.9964815734802246,0.13,0
A,LRoffm0p5_1216,-0.5,0.5,1,late,451,500,100,2.466688986069034,2.8712398763545313,1.233344493034517,2.6758604306531133,0.5699010511508498,3.4607874842135895,2.021544078988187,0.13,0
A,LRoffm0p5_1216,-0.5,0.5,1,final,500,500,100,2.5076985694440115,2.886891851129192,1.2538492847220057,2.731725766022212,0.5347845131256247,3.5183243093579355,2.032564111549995,0.13,0
A,LRoffm0p5_1216,-0.5,0.5,2,initial,0,0,100,0.6951739093373812,1.3876885387931412,0.3475869546686906,0.9338958866615746,0.09725408151334809,1.0,1.0,0.0,0
A,LRoffm0p5_1216,-0.5,0.5,2,early,2,20,100,1.1445993754959185,1.6603320319501307,0.5722996877479593,1.3498470396493158,0.5323358478980523,1.6464935753801753,1.1964731173712113,0.13,0
A,LRoffm0p5_1216,-0.5,0.5,2,middle,21,100,100,2.092871846328176,2.4996939725030183,1.046435923164088,2.4319244671497007,0.6650353073427135,3.010573064117206,1.8013364689723366,0.1,0
A,LRoffm0p5_1216,-0.5,0.5,2,late,451,500,100,2.3827627866513246,2.767207631921137,1.1913813933256623,2.5462653588609325,0.502118495950953,3.4275779839357066,1.9941129111924134,0.1,0
A,LRoffm0p5_1216,-0.5,0.5,2,final,500,500,100,2.403314037589894,2.7642861583920935,1.201657018794947,2.656500642974713,0.50067104234913,3.457140731706488,1.9920076307585313,0.1,0
A,LRoffm0p5_1216,-0.5,0.5,3,initial,0,0,100,0.7019225972385064,1.3999858554973614,0.3509612986192532,1.1394811637617517,0.09900362643730118,1.0,1.0,0.0,0
A,LRoffm0p5_1216,-0.5,0.5,3,early,2,20,100,1.3865586097111247,1.8440970375276864,0.6932793048555623,1.5453792757921578,0.600513009541511,1.9753725199418046,1.3172254778763812,0.16,0
A,LRoffm0p5_1216,-0.5,0.5,3,middle,21,100,100,2.238051607867505,2.6266689216843813,1.1190258039337524,2.4861008389056303,0.6248510554337373,3.188459264130283,1.8762110426831606,0.15,0
A,LRoffm0p5_1216,-0.5,0.5,3,late,451,500,100,2.4996253904508667,2.8680818949373577,1.2498126952254334,2.810613194682064,0.6112540002440817,3.5611125789151923,2.0486506229153565,0.15,0
A,LRoffm0p5_1216,-0.5,0.5,3,final,500,500,100,2.5038719360535993,2.858295916884216,1.2519359680267996,2.7226012091843965,0.5733152665092709,3.567162456237049,2.041660567969648,0.15,0
A,LRoffm0p5_1216,-0.5,0.5,4,initial,0,0,100,0.6889504467660763,1.4005079337377437,0.34447522338303815,1.0943651190175372,0.0990179919603878,1.0,1.0,0.0,0
A,LRoffm0p5_1216,-0.5,0.5,4,early,2,20,100,1.405170948056564,1.8641083686124942,0.702585474028282,1.5569643456606677,0.568497482870295,2.039582026040358,1.3310230693498974,0.15,0
A,LRoffm0p5_1216,-0.5,0.5,4,middle,21,100,100,2.2739844435714245,2.6297292441274283,1.1369922217857122,2.4551388098840183,0.6420049039992202,3.3006502198314482,1.8776967847008756,0.13,0
A,LRoffm0p5_1216,-0.5,0.5,4,late,451,500,100,2.527221043417384,2.934928252580606,1.263610521708692,2.753016297265539,0.5794707642555353,3.668218890458847,2.0956170128559903,0.13,0
A,LRoffm0p5_1216,-0.5,0.5,4,final,500,500,100,2.5443039812838846,2.9438794203537335,1.2721519906419423,2.787041210241678,0.6009985594408339,3.6930144878006996,2.1020083852698823,0.13,0
A,LRoffm0p5_1216,-0.5,0.5,5,initial,0,0,100,0.7318089860993301,1.4241256246236833,0.36590449304966505,0.9677496714108301,0.10266809539896946,1.0,1.0,0.0,0
A,LRoffm0p5_1216,-0.5,0.5,5,early,2,20,100,1.3628969141477765,1.8562109387205765,0.6814484570738882,1.4923231811232553,0.5432913663785579,1.862367011113454,1.3034039319467123,0.14,0
A,LRoffm0p5_1216,-0.5,0.5,5,middle,21,100,100,1.9457500668752465,2.363639211771919,0.9728750334376233,2.233966212683677,0.5965189971944324,2.6588223208988384,1.6597125779521709,0.06,0
A,LRoffm0p5_1216,-0.5,0.5,5,late,451,500,100,2.379132107259487,2.758338366316587,1.1895660536297434,2.5269832353705945,0.4921525582452038,3.2510288237107843,1.9368645003108214,0.05,0
A,LRoffm0p5_1216,-0.5,0.5,5,final,500,500,100,2.3483978917620605,2.73355044287002,1.1741989458810302,2.6074041943821866,0.4572498988658046,3.20903123133187,1.9194587862235428,0.05,0
A,LRoffm0p5_1216,-0.5,0.5,6,initial,0,0,100,0.7122233603226376,1.4206182261212177,0.3561116801613188,0.9755124795653481,0.0950552343916686,1.0,1.0,0.0,0
A,LRoffm0p5_1216,-0.5,0.5,6,early,2,20,100,1.4884786535976302,1.9682015255331764,0.7442393267988151,1.689936026351145,0.6437389633919025,2.0899042863791335,1.3854542264370715,0.16,0
A,LRoffm0p5_1216,-0.5,0.5,6,middle,21,100,100,2.053821801395512,2.4875850732426783,1.026910900697756,2.3432491628339718,0.6131440573882445,2.8836765484147135,1.7510581150536495,0.1,0
A,LRoffm0p5_1216,-0.5,0.5,6,late,451,500,100,2.4263200192961114,2.784806261553197,1.2131600096480557,2.6364242962864997,0.5574482520573134,3.4066841309403095,1.9602777229999981,0.1,0
A,LRoffm0p5_1216,-0.5,0.5,6,final,500,500,100,2.4306489315349245,2.7780339610388176,1.2153244657674622,2.563672723625187,0.5198546405835308,3.412762157132615,1.9555105727622668,0.1,0
A,LRoffm0p5_1216,-0.5,0.5,7,initial,0,0,100,0.6784986527169264,1.4020331151523138,0.3392493263584632,1.139791360546377,0.1006962298499074,1.0,1.0,0.0,0
A,LRoffm0p5_1216,-0.5,0.5,7,early,2,20,100,1.2988495775494895,1.792692716627028,0.6494247887747447,1.4586602595215419,0.5412367449324877,1.9142994202692647,1.2786379274873785,0.14,0
A,LRoffm0p5_1216,-0.5,0.5,7,middle,21,100,100,2.1222061377098433,2.5128614868796313,1.0611030688549217,2.4027475777793312,0.6207139868134531,3.1277971285747563,1.792298241548053,0.1,0
A,LRoffm0p5_1216,-0.5,0.5,7,late,451,500,100,2.5252922151866026,2.8937562602937037,1.2626461075933013,2.707029947356083,0.5783163766521001,3.7218824312686873,2.0639714062526493,0.1,0
A,LRoffm0p5_1216,-0.5,0.5,7,final,500,500,100,2.5494708344096897,2.9093533455537557,1.2747354172048448,2.69806331092666,0.5451584176122397,3.757517902505466,2.075096025986298,0.1,0
A,LRoffm0p5_1216,-0.5,0.5,8,initial,0,0,100,0.6937528812430814,1.4115880954949276,0.3468764406215407,1.011986908615862,0.09911488383105639,1.0,1.0,0.0,0
A,LRoffm0p5_1216,-0.5,0.5,8,early,2,20,100,1.3588129991484144,1.8384698708288802,0.6794064995742072,1.4582893561214143,0.5448707406776678,1.9586412336243761,1.3024124223605613,0.18,0
A,LRoffm0p5_1216,-0.5,0.5,8,middle,21,100,100,2.1120465737087475,2.5094792077669053,1.0560232868543737,2.3531939991828446,0.6078750848847569,3.0443788138570853,1.7777701694820809,0.09,0
A,LRoffm0p5_1216,-0.5,0.5,8,late,451,500,100,2.4178113878632534,2.7923619326331988,1.2089056939316267,2.5124725453435075,0.5081125120689627,3.485119057856692,1.9781705028152334,0.09,0
A,LRoffm0p5_1216,-0.5,0.5,8,final,500,500,100,2.412894619430142,2.7871342284665497,1.206447309715071,2.511180275613028,0.5522044766617359,3.478031853513409,1.9744670824029096,0.09,0
A,LRoffm0p5_1216,-0.5,0.5,9,initial,0,0,100,0.7202572566321502,1.432101642074296,0.3601286283160751,1.023903188696754,0.10206279604236056,1.0,1.0,0.0,0
A,LRoffm0p5_1216,-0.5,0.5,9,early,2,20,100,1.7239019061621799,2.160325217284057,0.8619509530810899,1.9384342785185928,0.6678002294578822,2.393453020137513,1.5084999233399254,0.15,0
A,LRoffm0p5_1216,-0.5,0.5,9,middle,21,100,100,2.286682950211761,2.683003777784054,1.1433414751058806,2.5535489568267002,0.6285270012163308,3.174814178067512,1.8734730126403014,0.1,0
A,LRoffm0p5_1216,-0.5,0.5,9,late,451,500,100,2.4437437225218863,2.840478783830788,1.2218718612609432,2.6473401145102655,0.5293424138330497,3.3928762258482252,1.9834337873648127,0.1,0
A,LRoffm0p5_1216,-0.5,0.5,9,final,500,500,100,2.45078182046151,2.8432158253255553,1.225390910230755,2.6873940164386547,0.5726433463847183,3.4026478704582814,1.9853449935350693,0.1,0
A,LRoffp0p5_1216,0.5,-5.0,0,initial,0,0,100,0.7223637571689194,1.4398913264348285,0.3611818785844597,4.975380307154207,0.09690787394070474,1.0,1.0,0.0,0
A,LRoffp0p5_1216,0.5,-5.0,0,early,2,20,100,1.5183173493693463,2.0841667597942695,0.7591586746846731,2.9170878822982034,0.5822354291670946,2.101873653406865,1.4474472632283073,0.11,0
A,LRoffp0p5_1216,0.5,-5.0,0,middle,21,100,100,1.8928925217849688,2.7651361245354154,0.9464462608924844,0.7901473051126228,0.2903795376714469,2.6204145806035086,1.920378346456113,0.04,0
A,LRoffp0p5_1216,0.5,-5.0,0,late,451,500,100,1.9406626336048156,2.6772914375739014,0.9703313168024078,0.6050170413460787,0.3053691864836507,2.6865448527077835,1.8593704874956614,0.11,0
A,LRoffp0p5_1216,0.5,-5.0,0,final,500,500,100,1.87362922017757,2.6002514340782628,0.936814610088785,0.7917924857672355,0.260878893960947,2.5937475428178707,1.805866447238408,0.11,0
A,LRoffp0p5_1216,0.5,-5.0,1,initial,0,0,100,0.7127536716197848,1.4203201929643945,0.3563768358098924,5.156186803631768,0.09383858786956806,1.0,1.0,0.0,0
A,LRoffp0p5_1216,0.5,-5.0,1,early,2,20,100,1.533381846158989,2.1196568594411054,0.7666909230794945,2.7267234058388734,0.591836733460144,2.1513489263047454,1.492379584505592,0.05,0
A,LRoffp0p5_1216,0.5,-5.0,1,middle,21,100,100,1.9901516895769809,2.8817700975979457,0.9950758447884904,0.7088583241348732,0.3045510267252725,2.792201245423564,2.0289580559882863,0.04,0
A,LRoffp0p5_1216,0.5,-5.0,1,late,451,500,100,1.6729864407780857,2.5869094623859885,0.8364932203890428,0.5700959648388897,0.2916028169447241,2.3472154650232833,1.8213565329848402,0.05,0
A,LRoffp0p5_1216,0.5,-5.0,1,final,500,500,100,1.661774505862831,2.5356833003093913,0.8308872529314155,0.26488285681233553,0.2541350121016519,2.3314850165363965,1.7852899035513168,0.07,0
A,LRoffp0p5_1216,0.5,-5.0,2,initial,0,0,100,0.6951739093373812,1.3876885387931412,0.3475869546686906,5.100431077949684,0.09725408151334809,1.0,1.0,0.0,0
A,LRoffp0p5_1216,0.5,-5.0,2,early,2,20,100,1.2509020019853399,1.799914218364559,0.6254510009926699,3.50252303868044,0.5792852387596936,1.7994087309428253,1.2970592233397893,0.12,0
A,LRoffp0p5_1216,0.5,-5.0,2,middle,21,100,100,1.707144209260343,2.6175653538479007,0.8535721046301715,0.9033067511076285,0.289355525442664,2.4557081132224043,1.8862772738069675,0.0,0
A,LRoffp0p5_1216,0.5,-5.0,2,late,451,500,100,1.526307469742036,2.4374645159594963,0.763153734871018,0.478705635152524,0.24383999680482715,2.1955764582662005,1.7564925037712964,0.02,0
A,LRoffp0p5_1216,0.5,-5.0,2,final,500,500,100,1.5198657194635699,2.3812106027431788,0.7599328597317849,0.5380975668963134,0.23780786145265106,2.1863100715506714,1.7159546513327073,0.02,0
A,LRoffp0p5_1216,0.5,-5.0,3,initial,0,0,100,0.7019225972385064,1.3999858554973614,0.3509612986192532,5.238127686538817,0.09900362643730118,1.0,1.0,0.0,0
A,LRoffp0p5_1216,0.5,-5.0,3,early,2,20,100,1.4198000786693443,2.002883650631352,0.7099000393346722,2.8614032117726196,0.5340005794921622,2.022730261506185,1.4306456331444892,0.13,0
A,LRoffp0p5_1216,0.5,-5.0,3,middle,21,100,100,1.6903839403778225,2.641522543329079,0.8451919701889112,0.6063221055927643,0.2552686529082409,2.4082198621729893,1.8868208796228496,0.03,0
A,LRoffp0p5_1216,0.5,-5.0,3,late,451,500,100,1.6352761284358355,2.492266182201182,0.8176380642179177,0.42840270530578284,0.26487868043262836,2.3297100490414686,1.7802081159711256,0.08,0
A,LRoffp0p5_1216,0.5,-5.0,3,final,500,500,100,1.6209033344795492,2.4549405760350465,0.8104516672397746,0.32595761276218044,0.17519263648437888,2.309233725850234,1.7535466993435445,0.1,0
A,LRoffp0p5_1216,0.5,-5.0,4,initial,0,0,100,0.6889504467660763,1.4005079337377437,0.34447522338303815,5.143030704882173,0.0990179919603878,1.0,1.0,0.0,0
A,LRoffp0p5_1216,0.5,-5.0,4,early,2,20,100,1.5375050430451076,2.1050798852577284,0.7687525215225538,2.7436403057183685,0.5156935010785506,2.231662741873722,1.5030831561514892,0.07,0
A,LRoffp0p5_1216,0.5,-5.0,4,middle,21,100,100,1.8919712441566843,2.710757762877248,0.9459856220783421,0.7179074681604595,0.3268335835275727,2.746164478211126,1.9355533071795217,0.04,0
A,LRoffp0p5_1216,0.5,-5.0,4,late,451,500,100,1.8815191206657829,2.7119966726891853,0.9407595603328914,0.5404140081281461,0.28692879950466915,2.7309933965463076,1.9364379218126073,0.02,0
A,LRoffp0p5_1216,0.5,-5.0,4,final,500,500,100,1.780134664806313,2.6061478386639716,0.8900673324031565,0.39970213884678657,0.2537745418302851,2.5838355619946833,1.8608590325572507,0.02,0
A,LRoffp0p5_1216,0.5,-5.0,5,initial,0,0,100,0.7318089860993301,1.4241256246236833,0.36590449304966505,5.170300040082964,0.10266809539896946,1.0,1.0,0.0,0
A,LRoffp0p5_1216,0.5,-5.0,5,early,2,20,100,1.551747907225993,2.1341155945859187,0.7758739536129965,2.8145971121983355,0.5651481157666347,2.1204275114153504,1.498544480687823,0.1,0
A,LRoffp0p5_1216,0.5,-5.0,5,middle,21,100,100,1.9119639850971317,2.7272310648795557,0.9559819925485659,0.8480805968675942,0.30782381935919856,2.6126544240570677,1.9150214122438884,0.02,0
A,LRoffp0p5_1216,0.5,-5.0,5,late,451,500,100,1.7807304081814173,2.5681309555776393,0.8903652040907086,0.5731854930577709,0.28982072154819216,2.4333267860962216,1.8033036630853772,0.07,0
A,LRoffp0p5_1216,0.5,-5.0,5,final,500,500,100,1.8007760609262777,2.60166128779015,0.9003880304631389,0.5034563912568348,0.3030000979956896,2.4607187054708484,1.826848167609949,0.06,0
A,LRoffp0p5_1216,0.5,-5.0,6,initial,0,0,100,0.7122233603226376,1.4206182261212177,0.3561116801613188,5.200107157936014,0.0950552343916686,1.0,1.0,0.0,0
A,LRoffp0p5_1216,0.5,-5.0,6,early,2,20,100,1.6983212914354224,2.3321865186860635,0.8491606457177112,2.3158774871330676,0.5324078154816048,2.3845346643306984,1.6416701375525393,0.16,0
A,LRoffp0p5_1216,0.5,-5.0,6,middle,21,100,100,1.8686807476121483,2.8220583097687943,0.9343403738060742,0.752848145134943,0.2882769659914518,2.6237285263511083,1.9865001433031,0.09,0
A,LRoffp0p5_1216,0.5,-5.0,6,late,451,500,100,1.7389927831073362,2.5910358365951462,0.8694963915536681,0.5122609945707648,0.2824945227457055,2.4416396315891293,1.8238790612095523,0.08,0
A,LRoffp0p5_1216,0.5,-5.0,6,final,500,500,100,1.7493239532132003,2.598374078760442,0.8746619766066002,0.4198788706975024,0.23504380816532208,2.456145151460289,1.8290445884640716,0.1,0
A,LRoffp0p5_1216,0.5,-5.0,7,initial,0,0,100,0.6784986527169264,1.4020331151523138,0.3392493263584632,4.988628858413497,0.1006962298499074,1.0,1.0,0.0,0
A,LRoffp0p5_1216,0.5,-5.0,7,early,2,20,100,1.4246060955166286,2.012155912034591,0.7123030477583143,2.923112179881533,0.5403651328471251,2.0996446931943766,1.4351700329246464,0.09,0
A,LRoffp0p5_1216,0.5,-5.0,7,middle,21,100,100,1.7415009993321773,2.6339860542845055,0.8707504996660886,0.6706448804204945,0.26164230515981696,2.566697800148384,1.878690328935886,0.01,0
A,LRoffp0p5_1216,0.5,-5.0,7,late,451,500,100,1.7060334083932174,2.4744172832081595,0.8530167041966087,0.39643202280624207,0.281160058566764,2.5144241651206114,1.7648779165528796,0.01,0
A,LRoffp0p5_1216,0.5,-5.0,7,final,500,500,100,1.6574578604979235,2.4227415455222805,0.8287289302489618,0.4725198716499485,0.18847726440034174,2.4428314689512356,1.7280202010485886,0.0,0
A,LRoffp0p5_1216,0.5,-5.0,8,initial,0,0,100,0.6937528812430814,1.4115880954949276,0.3468764406215407,5.221052005283296,0.09911488383105639,1.0,1.0,0.0,0
