geometry,optimizer,seed,task,R_prev,R_end,raw_W_prev_F,raw_W_end_F,D_eff,c,Rstar_local,R_over_Rstar_local,end_acc,V,Q,X,identity_residual,source_prev,source_end
dup64_half,sgd,301,30,40.57445079419519,39.94077285962264,47.575445550988526,47.910273922015946,15.85027944660552,-0.2349901875662832,33.72540702818637,1.2030826124732803,0.737500011920929,1646.2860572505663,251.23135853548538,-151.12603958104157,2.8421709430404007e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed301/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed301/t030.npz
rgb32,adam,302,26,159.74660487315873,162.75627091085846,331.0634097647275,337.0901093484925,92.84840758735108,-0.2578913315970181,180.01459570660623,0.8874091806062163,0.9991666674613952,25518.9777685011,8620.826791506874,-3825.1004195996156,9.094947017729282e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed302/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed302/t026.npz
rgb32,adam,302,27,162.75627091085846,164.2428353983865,337.0901093484925,342.5523200514118,96.71421342817806,-0.28167274301180345,171.67833208505598,0.9480303596508778,0.9975000023841858,26489.60372080875,9353.639079031176,-4433.766910069216,-1.8189894035458565e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed302/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed302/t027.npz
rgb32,adam,302,28,164.2428353983865,164.75006668633407,342.5523200514118,348.519353293464,99.53960146992131,-0.2979220610725109,167.0564460912723,0.9831577244774584,0.8791666626930237,26975.708979701478,9908.13226079076,-4870.62838367037,1.8189894035458565e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed302/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed302/t028.npz
rgb32,adam,302,29,164.75006668633407,163.45505885166153,348.519353293464,354.24240259486015,93.76574005686616,-0.29832647482593083,157.15289786395442,1.0483425309086978,0.996666669845581,27142.584473151517,8792.014008411796,-4608.5211086815725,-3.2741809263825417e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed302/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed302/t029.npz
rgb32,adam,302,30,163.45505885166153,168.62774823484386,354.24240259486015,359.30116832246614,94.88234287491049,-0.23486034810235795,201.9973649054595,0.8091940156158133,1.0,26717.556264200135,9002.658989432079,-3642.4488894391716,2.000888343900442e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed302/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed302/t030.npz
rgb32,sgd,302,26,39.7698897145089,38.68975636387602,45.27586359737292,45.71627183686553,15.426828061460785,-0.26301684907996603,29.32669164622702,1.3560987442518233,0.7675000429153442,1581.6441279042006,237.98702403787394,-161.36695222299466,1.7053025658242404e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed302/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed302/t026.npz
rgb32,sgd,302,27,38.68975636387602,38.587836728670545,45.71627183686553,46.0517730826173,16.095959178771977,-0.21433684986748366,37.54827783632049,1.0304002897957514,0.7391666769981384,1496.8972474960854,259.07990188469387,-133.4780029911217,-5.684341886080802e-14,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed302/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed302/t027.npz
rgb32,sgd,302,28,38.587836728670545,39.379546012192634,46.0517730826173,46.52750904321926,15.739950405477476,-0.1531342864652152,51.39263965242964,0.7508436420009079,0.7333333492279053,1489.0211433985357,247.74603876689054,-93.00926901951512,5.400124791776761e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed302/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed302/t028.npz
rgb32,sgd,302,29,39.379546012192634,39.719851436018466,46.52750904321926,46.846271731973,16.13285370661554,-0.18365290292355937,43.92213095953732,0.8965763990019181,0.6991666555404663,1550.7486441263966,260.26896871905876,-116.67550737303829,-3.126388037344441e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed302/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed302/t029.npz
rgb32,sgd,302,30,39.719851436018466,39.22616577016758,46.846271731973,47.09935619879609,15.939608533084996,-0.23143018253107958,34.43718610675254,1.1534000284718409,0.7200000286102295,1577.6665980993785,254.071120187996,-146.5228186293536,-1.1368683772161603e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed302/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed302/t030.npz
dup64,adam,302,26,581.9829899914236,597.4164264288793,644.620364402964,655.883034449236,347.953148254818,-0.2539945140140608,684.9619362951197,0.8496574176651371,0.955833375453949,338704.20063935744,121071.39338043936,-51434.60372637204,-2.0372681319713593e-10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed302/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed302/t026.npz
dup64,adam,302,27,597.4164264288793,590.6173598314072,655.883034449236,666.2705664344614,357.8511773853099,-0.31839053241464504,561.9689358716148,1.063077313165514,1.0,356906.3865670525,128057.46515605251,-68067.49299444137,-3.2014213502407074e-10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed302/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed302/t027.npz
dup64,adam,302,28,590.6173598314072,610.4314970141678,666.2705664344614,676.7298596874263,363.2124836484992,-0.25201790978003535,720.6084757339587,0.8196092326416892,0.9466667175292968,348828.86573422194,131923.3082781113,-54062.7807326879,4.656612873077393e-10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed302/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed302/t028.npz
dup64,adam,302,29,610.4314970141678,616.8247847230291,676.7298596874263,686.4154687469052,355.51811264208555,-0.2731251136365939,650.8338027002517,0.9379222383372555,1.0,372626.6125469579,126393.12841659063,-59273.46295746843,-5.384208634495735e-10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed302/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed302/t029.npz
dup64,adam,302,30,616.8247847230291,630.4421940750241,686.4154687469052,696.0977457416851,361.48591338794563,-0.25493508307617785,708.976397100922,0.8700216075532128,0.9983333349227904,380472.81504861114,130672.06557791734,-56843.76027819923,3.055902197957039e-10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed302/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed302/t030.npz
dup64,sgd,302,26,67.83953976808992,67.13136610530205,47.927914061710474,48.561551949892774,31.501997385096992,-0.2545431543780365,61.87948260103587,1.0963171784334584,0.8733333349227905,4602.203155946254,992.3758392506578,-543.9793400164082,1.1368683772161603e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed302/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed302/t026.npz
dup64,sgd,302,27,67.13136610530205,68.50613832272134,48.561551949892774,49.17926872898521,32.96926222083472,-0.20343223435074423,81.03254217812731,0.8284494636455139,0.8791666626930237,4506.620315164097,1086.9722513861595,-450.25078932921025,-6.480149750132114e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed302/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed302/t027.npz
dup64,sgd,302,28,68.50613832272134,68.90419960740422,49.17926872898521,49.852870073607,32.919292996341085,-0.22813811267430137,72.1477279934763,0.9495259272601871,0.8808333277702332,4693.090987891829,1083.679851378951,-514.4910578668902,3.637978807091713e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed302/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed302/t028.npz
dup64,sgd,302,29,68.90419960740422,69.84650754791475,49.852870073607,50.30028979066188,32.49597428970828,-0.20660950651980758,78.64104328276129,0.8761862347076536,0.8966667056083679,4747.7887235370035,1055.9883450373816,-462.62122596673487,-1.8189894035458565e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed302/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed302/t029.npz
dup64,sgd,302,30,69.84650754791475,69.35866481419009,50.30028979066188,50.89528953097962,30.811343477941026,-0.23634259283726,65.18364529231724,1.071534235845308,0.8883333802223206,4878.534616640914,949.3388869156589,-508.62455937470287,5.002220859751105e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed302/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed302/t030.npz
dup64_half,adam,302,26,317.3220139673123,308.19287129713996,658.780224575993,669.9733451339488,177.34836376213977,-0.3301807181426125,268.5625689467714,1.1815571142760586,0.9916666746139526,100693.26054827111,31452.44212910825,-18581.428379501936,-1.4551915228366852e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed302/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed302/t026.npz
dup64_half,adam,302,27,308.19287129713996,317.46654044815836,669.9733451339488,680.0534643038135,184.93708924760554,-0.24913522727315762,371.15804792398194,0.8303548125144303,1.0,94982.84591837547,34201.72697937682,-14199.784296815085,2.546585164964199e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed302/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed302/t027.npz
dup64_half,adam,302,28,317.46654044815836,321.172172614703,680.0534643038135,691.0478966765932,192.3599436812366,-0.28358448949665255,339.15808305077843,0.9360429732132539,0.9983333349227904,100785.00430412215,37002.347933048506,-17317.89388756101,-3.637978807091713e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed302/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed302/t028.npz
dup64_half,adam,302,29,321.172172614703,329.4036272277541,691.0478966765932,702.0850738077014,193.7297954362715,-0.2585641932913419,374.62610922693176,0.8573139049957441,0.987500011920929,103151.5644620486,37531.2336397796,-16088.024235513541,5.820766091346741e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed302/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed302/t029.npz
dup64_half,adam,302,30,329.4036272277541,327.2510258386973,702.0850738077014,712.0565921597658,187.23293905916546,-0.2956592253442794,316.6363891421664,1.0403214492186976,0.9991666674613952,108506.74963080118,35056.17346873317,-18234.844593527276,-6.548361852765083e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed302/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed302/t030.npz
dup64_half,sgd,302,26,40.15339273104313,40.100305497082694,46.33528319053104,46.75903589737868,16.373094848548085,-0.20712203816382202,39.525235927810535,1.0158925503792025,0.7891666889190674,1612.2949478133871,268.07823491955185,-136.16934088678926,-2.2737367544323206e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed302/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed302/t026.npz
dup64_half,sgd,302,27,40.100305497082694,40.91907550164459,46.75903589737868,47.048907749251164,16.842245891954445,-0.16089110084933503,52.34051418333637,0.7661427504632619,0.746666669845581,1608.0345009593602,283.6612466850564,-108.66250386756344,7.105427357601002e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed302/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed302/t027.npz
dup64_half,sgd,302,28,40.91907550164459,41.143187121616926,47.048907749251164,47.580717258389505,15.698400208723253,-0.17750734333828053,44.21901627699534,0.9253728134818883,0.7400000095367432,1674.3707399092905,246.43976911324228,-114.024331249074,1.9895196601282805e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed302/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed302/t028.npz
dup64_half,sgd,302,29,41.143187121616926,40.78435291622322,47.580717258389505,47.79173487756661,16.547401121707697,-0.22268594126084737,37.154121692677016,1.1073653540227852,0.721666693687439,1692.761846524385,273.8164838826932,-151.60744380601642,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed302/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed302/t029.npz
dup64_half,sgd,302,30,40.78435291622322,41.12208895152031,47.79173487756661,48.35260690421346,15.932475074830936,-0.17404009432793702,45.77242714201818,0.8910244761476499,0.7816666960716248,1663.3634427950453,253.84376201010906,-113.09050253420307,5.684341886080801e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed302/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed302/t030.npz
rgb32,adam,303,26,163.6524819148576,164.260097314982,329.23553673744976,335.28490457292884,91.17447979060064,-0.27188456361952706,167.67130611760186,0.9760315327899602,0.9958333373069764,26782.13483689279,8312.785765086644,-4056.7705160260402,7.275957614183426e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed303/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed303/t026.npz
rgb32,adam,303,27,164.260097314982,168.6176679323927,335.28490457292884,341.37185138803716,94.5372882654158,-0.241061984999094,196.08501992915038,0.8376983482691978,0.9641667008399964,26981.37956992736,8937.298872578323,-3743.3802517735126,-1.000444171950221e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed303/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed303/t027.npz
rgb32,adam,303,28,168.6176679323927,173.11241453210448,341.37185138803716,347.2935298296168,97.28997855501682,-0.2416775976311337,201.2805065687305,0.837724779248881,0.9633333683013916,28431.91793895865,9465.339927235631,-3964.674900529544,-1.2732925824820995e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed303/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed303/t028.npz
rgb32,adam,303,29,173.11241453210448,169.97526521199126,347.2935298296168,352.6472635099825,96.27007567519159,-0.31034822438283216,155.1000909810861,1.1161335460029802,0.9941666722297668,29967.90806513518,9267.927470507115,-5172.122375877769,7.275957614183426e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed303/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed303/t029.npz
rgb32,adam,303,30,169.97526521199126,170.09382684635605,352.6472635099825,357.5848446133497,97.50623022901688,-0.28560839959352596,170.69916425389874,0.9957592115633868,0.9825000166893004,28891.590783886764,9507.464933474044,-4733.57289306133,7.275957614183426e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed303/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed303/t030.npz
rgb32,sgd,303,26,41.57974152318606,41.74397403065445,45.23900891647889,45.65487602859357,16.926700523456468,-0.19382331030879607,43.66528591553082,0.9522379311478875,0.7591666579246521,1728.8749051349628,286.51319061078146,-136.41436393689543,-5.684341886080802e-14,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed303/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed303/t026.npz
rgb32,sgd,303,27,41.74397403065445,41.821837063421974,45.65487602859357,46.12867076429796,15.97865033111389,-0.18651121940999732,42.835627748454385,0.9745152861022487,0.7608333230018616,1742.5593678719533,255.31726640400603,-124.40528945827202,8.526512829121202e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed303/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed303/t027.npz
rgb32,sgd,303,28,41.821837063421974,41.67148161800288,46.12867076429796,46.4202872383654,16.15704011619756,-0.20245426730628527,39.90293791079789,1.0480891696975732,0.7558333277702332,1749.0660553594162,261.0499453164172,-136.8018102181403,-1.0800249583553523e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed303/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed303/t028.npz
rgb32,sgd,303,29,41.67148161800288,41.39592691687265,46.4202872383654,46.88125754469377,16.482440654792306,-0.21442923599209007,38.43328681029371,1.0842549538813286,0.7275000214576721,1736.5123802395517,271.6708499387502,-147.28023243562046,1.7053025658242404e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed303/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed303/t029.npz
rgb32,sgd,303,30,41.39592691687265,42.50258009255491,46.88125754469377,47.24269568841716,15.74170377014976,-0.1188954892252607,66.19975186916197,0.6253184603877078,0.7158333659172058,1713.6227653070612,247.80123758714717,-77.47734418508172,-2.5579538487363607e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed303/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed303/t030.npz
dup64,adam,303,26,613.3006684311293,621.578329564272,648.2528229325383,659.3766174189652,354.57595837308145,-0.26556909812991275,667.5775925548909,0.9186957070922079,0.990833342075348,376137.70989807,125724.11025618919,-57751.10018517422,2.9103830456733704e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed303/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed303/t026.npz
dup64,adam,303,27,621.578329564272,610.5700440991242,659.3766174189652,669.4957949124472,352.73031736265193,-0.3146700547053887,560.4764611187697,1.1090177245330457,0.9991666674613952,386359.6197839108,124418.67678675716,-68991.25890973094,3.7834979593753815e-10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed303/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed303/t027.npz
dup64,adam,303,28,610.5700440991242,620.3105710824117,669.4957949124472,679.5643417991762,370.01968090161245,-0.2764773297104475,669.1682122529379,0.9124313332868473,0.996666669845581,372795.77875120647,136914.56425453108,-62462.56920457476,-3.4924596548080444e-10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed303/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed303/t028.npz
dup64,adam,303,29,620.3105710824117,625.5701699768961,679.5643417991762,689.1076718206529,357.44181061477644,-0.273338259708291,653.8451861737934,0.9487116892492221,0.993333339691162,384785.2045965877,127764.64797556971,-60605.907503617476,2.6193447411060333e-10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed303/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed303/t029.npz
dup64,adam,303,30,625.5701699768961,616.1447245214365,689.1076718206529,697.6682964975038,370.022115319376,-0.3210286462962391,576.3070049797466,1.085480767319288,0.9975000023841858,391338.0375649227,136916.3658254256,-74310.04091737566,-1.4551915228366852e-10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed303/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed303/t030.npz
dup64,sgd,303,26,69.53881604423664,70.06820042775479,48.13915713922723,48.77300776576561,32.24090846457267,-0.21533736144099358,74.86139016662761,0.928900944658603,0.8566666841506958,4835.646936834182,1039.4761786209538,-482.7852021355592,-2.0463630789890885e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed303/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed303/t026.npz
dup64,sgd,303,27,70.06820042775479,69.09317601535541,48.77300776576561,49.414088688734225,31.86963807323539,-0.2577999830819677,61.810783872515636,1.1335918433306076,0.878333330154419,4909.552711184016,1015.6738309190148,-575.6797851070727,-9.094947017729282e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed303/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed303/t027.npz
dup64,sgd,303,28,69.09317601535541,70.67606216756215,49.414088688734225,49.97018094638021,32.786340942557565,-0.18842993820926596,86.99875734753415,0.7941857806008508,0.8958333730697632,4773.866971888884,1074.9441524016263,-426.85268038870277,4.320099833421409e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed303/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed303/t028.npz
dup64,sgd,303,29,70.67606216756215,70.85623161124053,49.97018094638021,50.58880183032053,32.85858685893531,-0.22696892890173118,72.38564991678182,0.9763822283672925,0.8583333492279053,4995.105763513109,1079.6867303661963,-527.0934678667713,-1.5916157281026244e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed303/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed303/t029.npz
dup64,sgd,303,30,70.85623161124053,69.20371445465165,50.58880183032053,51.116391188769754,31.749547780577124,-0.2754836138493488,57.625111230644215,1.2296068519093841,0.8816666603088379,5020.605558145761,1008.0337842711498,-619.7426240479758,9.094947017729282e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed303/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed303/t030.npz
dup64_half,adam,303,26,319.0382925710453,329.71748515865386,661.3662226664994,672.4742907467037,185.8419932372126,-0.2328278538779144,399.09742357256937,0.7993995293558526,0.9233333468437196,101785.4321266479,34537.24645038017,-13804.529278840499,6.548361852765083e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed303/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed303/t026.npz
dup64_half,adam,303,27,329.71748515865386,326.78102048761525,672.4742907467037,683.6197967543387,187.6270171111928,-0.3001077953285852,312.59937267834334,1.0547605464900425,0.9383333325386048,108713.62001934713,35203.89755004383,-18565.84110923185,-5.093170329928398e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed303/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed303/t027.npz
dup64_half,adam,303,28,326.78102048761525,334.87868834396886,683.6197967543387,693.3277915057308,184.88834566437833,-0.23855306963363754,387.5203659050042,0.8432615398792267,0.7308333516120911,106785.83535092721,34183.70036251065,-14412.899903230405,-2.1827872842550278e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed303/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed303/t028.npz
dup64_half,adam,303,29,334.87868834396886,330.7623477621507,693.3277915057308,703.348223960375,191.8407563821832,-0.30775840627279966,311.67427513277073,1.0744508452014951,0.977500021457672,112143.73590697703,36802.87580928817,-19771.440509567663,2.1827872842550278e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed303/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed303/t029.npz
dup64_half,adam,303,30,330.7623477621507,336.96802205527086,703.348223960375,713.574105742626,187.23287125340167,-0.24957725253032567,375.1000328658786,0.8817977040285109,0.84333336353302,109403.7306971299,35056.14807779289,-15456.21544354063,-1.4551915228366852e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed303/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed303/t030.npz
dup64_half,sgd,303,26,39.71838658208623,40.26205598293531,45.71197457059224,46.171921799274244,16.625078538245837,-0.17636135499868094,47.1335643184704,0.8426773395221809,0.7775000333786011,1577.5502326840474,276.3932364028424,-116.4551585569362,-2.8421709430404007e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed303/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed303/t026.npz
dup64_half,sgd,303,27,40.26205598293531,39.923694883956706,46.171921799274244,46.61695410394944,16.122028000299217,-0.22111298333622134,36.45653854659517,1.104385045537889,0.7775000333786011,1621.033151973017,259.919786842432,-143.52576281408884,-5.115907697472721e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed303/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed303/t027.npz
dup64_half,sgd,303,28,39.923694883956706,40.771714305285485,46.61695410394944,46.945222784562716,16.74620542610421,-0.1585503361128182,52.8103750413631,0.7559820367245441,0.7866666913032532,1593.901413187271,280.43539617328213,-106.00206098436612,5.115907697472721e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed303/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed303/t028.npz
