geometry,optimizer,seed,task,R_prev,R_end,raw_W_prev_F,raw_W_end_F,D_eff,c,Rstar_local,R_over_Rstar_local,end_acc,V,Q,X,identity_residual,source_prev,source_end
dup64,adam,300,26,597.1818369550365,599.2896821425763,648.1083749033114,658.4232553307546,338.56977660895944,-0.27723621462119175,610.6160716982308,0.9779988844613419,0.961666703224182,356626.1463889918,114629.49363304069,-56053.758449741144,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed300/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed300/t026.npz
dup64,adam,300,27,599.2896821425763,605.9629089576465,658.4232553307546,667.7426574076393,353.5066838274516,-0.2759557388233653,640.5133760485505,0.935639604967673,0.990833342075348,359148.1231225502,124966.9755106818,-58462.025800409596,1.4551915228366852e-10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed300/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed300/t027.npz
dup64,adam,300,28,605.9629089576465,634.5926962264475,667.7426574076393,678.5664030286224,375.0487469303369,-0.23132560705619185,810.65116764015,0.7475014323628717,0.996666669845581,367191.04703241296,140661.5625740159,-52572.359751238284,-2.9103830456733704e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed300/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed300/t028.npz
dup64,adam,300,29,634.5926962264475,619.1994448769158,678.5664030286224,687.7537944551228,356.1668212313737,-0.3233213516685277,550.7938454935687,1.1521419518727307,0.996666669845581,402707.89010395226,126854.8045460613,-73077.37105706641,-1.4551915228366852e-10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed300/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed300/t029.npz
dup64,adam,300,30,619.1994448769158,639.2432540187868,687.7537944551228,697.6469476464455,367.352718133816,-0.24118925463853136,761.544536228127,0.8130836942823649,0.9225000143051147,383407.9525358806,134948.01952030286,-54862.017123828264,3.2014213502407074e-10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed300/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed300/t030.npz
dup64,sgd,300,26,69.82156960303905,70.24672439328673,48.17886613871177,49.06338654810555,33.3848825926446,-0.22629912315747583,73.76273077605543,0.9465697496343811,0.9050000309944152,4875.051581832026,1114.5503857246647,-527.4998397851493,-7.503331289626658e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed300/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed300/t026.npz
dup64,sgd,300,27,70.24672439328673,70.34159998048759,49.06338654810555,49.71496739693913,31.014893301901314,-0.21769576602519317,71.23448900313493,0.9861336183684181,0.9016667008399964,4934.602287986385,961.9236065283229,-474.2926033498868,-2.1600499167107046e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed300/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed300/t027.npz
dup64,sgd,300,28,70.34159998048759,70.55767776530264,49.71496739693913,50.30873254761656,32.91955483521779,-0.22742387439729497,72.37488791020557,0.9719061681692598,0.8883333802223206,4947.940687814932,1083.6970905489109,-526.6259433657838,7.048583938740194e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed300/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed300/t028.npz
dup64,sgd,300,29,70.55767776530264,71.48212514143279,50.30873254761656,50.80621131867705,31.999557628054802,-0.1976830636163103,80.93651788542648,0.8717656702896942,0.8658333420753479,4978.385891632282,1023.9716883912002,-446.3316826440123,-1.4779288903810084e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed300/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed300/t029.npz
dup64,sgd,300,30,71.48212514143279,71.0597881977144,50.80621131867705,51.52831777731723,31.93103755943325,-0.23653726655525523,67.49684314960608,1.0590439760714938,0.9041666984558104,5109.694214735457,1019.591159621937,-539.8959378266806,-2.0463630789890885e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed300/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed300/t030.npz
dup64_half,adam,300,26,307.43883699610797,313.67975070512495,661.4760244852819,672.8762205072806,175.82351640056498,-0.25009317098680534,351.51602842014677,0.8746083027219576,0.9766666889190674,94518.63849351945,30913.908919459747,-13518.780705274936,1.8189894035458565e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed300/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed300/t026.npz
dup64_half,adam,300,27,313.67975070512495,320.83612388207126,672.8762205072806,684.5218337273709,188.04921585508393,-0.26125717886503513,359.8929159995059,0.8715919007018066,0.996666669845581,98394.98600242934,35362.50758371195,-15410.837599234774,3.2741809263825417e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed300/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed300/t027.npz
dup64_half,adam,300,28,320.83612388207126,330.16838970731453,684.5218337273709,695.7140708423362,187.08397726729052,-0.24094866733575734,388.22372278696315,0.8264207080877676,0.9858333468437196,102935.81838767178,35000.414550148074,-14462.533687949388,5.820766091346741e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed300/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed300/t028.npz
dup64_half,adam,300,29,330.16838970731453,325.37786709425825,695.7140708423362,705.9380227779973,193.67424431520072,-0.317851669453213,304.66136082967637,1.0837225593957025,0.9958333373069764,109011.16556192114,37509.71291106406,-20325.06103908819,-4.3655745685100555e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed300/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed300/t029.npz
dup64_half,adam,300,30,325.37786709425825,328.0194500639476,705.9380227779973,716.1455726547684,188.61636031271834,-0.27578011824367876,341.9687421884004,0.9514842351146767,0.9991666674613952,105870.75639480878,35576.131377617196,-16925.06407608567,-7.275957614183426e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed300/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed300/t030.npz
dup64_half,sgd,300,26,40.508618064705026,40.53158807872969,46.00123090972518,46.63090262236203,16.885039575686964,-0.207052167795212,40.774843739833145,0.9934708351838993,0.7908333539962769,1640.9481375121466,285.104561472515,-141.62153340041942,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed300/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed300/t026.npz
dup64_half,sgd,300,27,40.53158807872969,41.138103401967506,46.63090262236203,47.09357338074596,15.819351926577019,-0.15652148709067876,50.534122249337805,0.8020637595869355,0.7750000357627869,1642.8096321838227,250.25189537689604,-100.35898802487486,1.1652900866465643e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed300/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed300/t027.npz
dup64_half,sgd,300,28,41.138103401967506,40.92986905084677,47.09357338074596,47.51559193088815,15.858071653619888,-0.20583978371649436,38.520424398282024,1.067955611719642,0.7591666579246521,1692.3435515109702,251.4784365713426,-134.2839037814237,-1.2505552149377763e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed300/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed300/t028.npz
dup64_half,sgd,300,29,40.92986905084677,41.48443661865706,47.51559193088815,47.80718043894619,15.636890532657299,-0.15531493054778245,50.339302465987416,0.8130797815186596,0.7033333778381348,1675.2541805194642,244.51234553030747,-99.40402224119869,4.831690603168681e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed300/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed300/t029.npz
dup64_half,sgd,300,30,41.48443661865706,41.13657566975955,47.80718043894619,48.28297953932976,15.997137241558159,-0.214462930307179,37.29580962697185,1.1123082467864176,0.7450000047683716,1720.9584815673747,255.90839992524698,-142.32451182938445,4.547473508864641e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed300/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed300/t030.npz
rgb32,adam,301,26,163.57619282184803,161.39527488831573,332.3391773162267,338.01883096241215,92.60911845915687,-0.3064691161026146,151.09045837452132,1.0826374781151118,0.996666669845581,26757.1708580904,8576.44882178215,-4642.592461798774,-3.637978807091713e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed301/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed301/t026.npz
rgb32,adam,301,27,161.39527488831573,167.59910913229297,338.01883096241215,343.94656323738394,93.47383817712218,-0.2219351428468044,210.58818576029788,0.7664023235948477,0.9541667103767396,26048.434756275,8737.358423562824,-3348.165898949783,-1.2732925824820995e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed301/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed301/t027.npz
rgb32,adam,301,28,167.59910913229297,167.90303633695183,343.94656323738394,349.27991816748334,92.81077544930879,-0.2736055934965894,169.6068677968488,0.9881622796845663,0.8375000357627869,28089.461381938247,8613.84003950202,-4255.935905136255,5.4569682106375694e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed301/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed301/t028.npz
rgb32,adam,301,29,167.90303633695183,168.14868633286486,349.27991816748334,353.71035588896916,95.50848400052936,-0.28184169083997485,169.43640189619344,0.9909501999447495,0.9808333516120912,28191.42961116776,9121.870516079372,-4519.659705889485,9.094947017729282e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed301/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed301/t029.npz
rgb32,adam,301,30,168.14868633286486,162.65924290945773,353.71035588896916,358.8302221680581,94.1675610701289,-0.3373556468084393,139.56719260667967,1.2047866206403672,0.9475000500679016,28273.980715468173,8867.529557896456,-5341.740484743321,-1.2732925824820995e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed301/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/adam/seed301/t030.npz
rgb32,sgd,301,26,40.33985682987672,39.73580800185503,45.22385870545668,45.57650198966267,15.182869098492379,-0.22767397219859584,33.34344490912787,1.209828706656329,0.7275000214576721,1627.3040490549515,230.5195140619548,-139.44456277831011,5.684341886080802e-14,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed301/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed301/t026.npz
rgb32,sgd,301,27,39.73580800185503,40.16977273518101,45.57650198966267,45.98267814055639,15.4763914155499,-0.16654756643471644,46.46237632543361,0.8552254779982822,0.7016667127609253,1578.9344375602861,239.51869124730663,-102.4212436057504,1.7053025658242404e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed301/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed301/t027.npz
rgb32,sgd,301,28,40.16977273518101,40.410389961334864,45.98267814055639,46.480889627337646,15.8196856201589,-0.18165477833787572,43.54326862444123,0.9225254328434442,0.7875000238418579,1613.6106415960921,250.26245312066226,-115.43673894480058,1.9895196601282805e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed301/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed301/t028.npz
rgb32,sgd,301,29,40.410389961334864,40.41627348034237,46.480889627337646,46.90729534122038,15.621554108682014,-0.1929097011512965,40.489291143606714,0.9980513073940463,0.7558333277702332,1632.9996168271534,244.03295277047994,-121.77870377990352,-2.5579538487363607e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed301/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed301/t029.npz
rgb32,sgd,301,30,40.41627348034237,41.39463521995318,46.90729534122038,47.19314677586849,16.05565197666872,-0.13695535682891288,58.61637086866829,0.6895048751976853,0.7241666913032532,1633.475162037826,257.7839603959062,-88.87164872037219,5.400124791776761e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed301/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/rgb32/sgd/seed301/t030.npz
dup64,adam,301,26,601.5786806815904,618.9889016415788,646.0972608871747,656.7972878048078,355.93817497301774,-0.24621534819891938,722.8188201440886,0.8322675944736333,0.9991666674613952,361896.90905060293,126691.98440312261,-52720.81654913895,3.637978807091713e-10,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed301/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed301/t026.npz
dup64,adam,301,27,618.9889016415788,607.3577553002559,656.7972878048078,666.8798920846251,346.39838543371997,-0.3130717516819212,553.2252328304254,1.118873227229155,1.0,383147.260355448,119991.84143108802,-67127.82943158524,-2.9103830456733704e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed301/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed301/t027.npz
dup64,adam,301,28,607.3577553002559,616.473015126828,666.8798920846251,676.838843663656,364.1510172377886,-0.2745635900431602,663.1451336656576,0.9158745566645018,0.9633333683013916,368883.4429233655,132605.9633553162,-60725.2139495597,7.275957614183426e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed301/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed301/t028.npz
dup64,adam,301,29,616.473015126828,616.4700185095529,676.838843663656,686.0699947799234,365.8561022999974,-0.2967414566314916,616.4559991938299,1.000027602834623,0.7933333516120911,380038.9783795624,133850.68759014618,-66927.19112426994,-8.731149137020111e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed301/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed301/t029.npz
dup64,adam,301,30,616.4700185095529,618.204975429585,686.0699947799234,695.4426728665004,356.36316317289544,-0.28415991657032336,627.0468535359091,0.9831323050794154,0.996666669845581,380035.2837211686,126994.70406659169,-62426.29807093325,2.9103830456733704e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed301/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/adam/seed301/t030.npz
dup64,sgd,301,26,68.97104722942925,69.07046234009142,47.560497075389485,48.15755471252631,31.144354985762323,-0.22258409430698547,69.96087272707003,0.9858517274148042,0.8866667151451111,4757.00535592416,969.9708474791786,-478.1237177646749,1.1368683772161603e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed301/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed301/t026.npz
dup64,sgd,301,27,69.07046234009142,70.37637473661442,48.15755471252631,48.9040769314458,32.0478022572465,-0.19085943121709475,83.95655916210251,0.8226928667566146,0.8541666865348816,4770.7287678739885,1027.061629519574,-422.4781381625892,-2.9558577807620168e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed301/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed301/t027.npz
dup64,sgd,301,28,70.37637473661442,69.77767938876147,48.9040769314458,49.5280789078464,31.856614245595818,-0.24504381684280152,65.00187324871823,1.0826822554379565,0.8850000500679016,4952.834121068381,1014.8438711926983,-549.3767256901489,5.6843418860808015e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed301/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed301/t028.npz
dup64,sgd,301,29,69.77767938876147,69.95312685096518,49.5280789078464,50.08149868507645,31.657920242148606,-0.22129953026815494,71.5273100755971,0.9755389838512528,0.8916667103767395,4868.924540880787,1002.2239140582425,-488.8542493559017,-9.094947017729282e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed301/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed301/t029.npz
dup64,sgd,301,30,69.95312685096518,70.85119973927645,50.08149868507645,50.61143000746187,32.051145865253254,-0.20089030226935173,79.77275533758566,0.8769049853541429,0.871666669845581,4893.439956227226,1027.2759512757407,-450.41170150405827,-2.3874235921539366e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed301/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64/sgd/seed301/t030.npz
dup64_half,adam,301,26,310.42559061530017,314.6921786708161,658.1544277390484,668.690224381566,181.41769902718224,-0.2685283713611415,337.7998721468339,0.9189630198568141,0.9991666674613952,96364.04730885795,32912.38152031728,-15122.630756295186,-3.2741809263825417e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed301/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed301/t026.npz
dup64_half,adam,301,27,314.6921786708161,325.3665176060395,668.690224381566,680.654774399077,180.8795879349675,-0.22737692403022772,397.75273745659695,0.7911753937461097,0.9991666674613952,99031.16731658482,32717.425331523642,-12942.61093451358,-6.912159733474255e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed301/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed301/t027.npz
dup64_half,adam,301,28,325.3665176060395,318.51658014063435,680.654774399077,691.3365065728252,185.13913216788347,-0.32111797565946887,288.27276297390335,1.1286758910188617,0.996666669845581,105863.37077908123,34276.49825987703,-19343.528607236585,4.3655745685100555e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed301/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed301/t028.npz
dup64_half,adam,301,29,318.51658014063435,315.1961998098306,691.3365065728252,700.5833707758082,179.24575418629473,-0.29980348699914006,298.9387414743593,1.0654911389862605,0.9983333349227904,101452.81182448514,32129.040393813597,-17116.60392187001,-7.275957614183426e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed301/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed301/t029.npz
dup64_half,adam,301,30,315.1961998098306,331.4960317085073,700.5833707758082,710.5656868138655,181.62028962925854,-0.1960394184755505,463.2239042575759,0.6804402728633054,0.930833339691162,99348.64437455864,32985.92960501576,-11222.47747054335,-1.8189894035458565e-11,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed301/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/adam/seed301/t030.npz
dup64_half,sgd,301,26,40.94054699231529,40.80449943687315,46.02567291818142,46.38918397525389,16.664246756937906,-0.21166811086857037,39.36409383670723,1.0400479981108575,0.7766667008399963,1676.1283880299763,277.6971199761156,-144.40916685615477,-1.1937117960769683e-12,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed301/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed301/t026.npz
dup64_half,sgd,301,27,40.80449943687315,40.69832303438876,46.38918397525389,46.84781207104475,16.995151893124902,-0.21449027850551544,39.617534210735535,1.029960603298122,0.7408333420753479,1665.0071742937812,288.83518787038696,-148.74443217635505,2.2737367544323206e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed301/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed301/t027.npz
dup64_half,sgd,301,28,40.69832303438876,40.220086652072204,46.84781207104475,47.32361529994189,15.539955776937479,-0.2215102308254835,35.077286766904706,1.1602471794593725,0.78083336353302,1656.3534978114583,241.49022554917252,-140.09417653021754,9.094947017729282e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed301/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed301/t028.npz
dup64_half,sgd,301,29,40.220086652072204,40.57445079419519,47.32361529994189,47.575445550988526,15.828249371774332,-0.17428374505356367,45.409425207467685,0.8857211133660842,0.7383333444595337,1617.6553703001966,250.53347817507452,-110.95139561235227,-3.410605131648481e-13,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed301/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/dup64_half/sgd/seed301/t029.npz
