model,condition,n_total,n_valid,C_S_q25,C_S_median,C_S_q75,C_S_geometry_q25,C_S_geometry_median,C_S_geometry_q75,C_S_readout_q25,C_S_readout_median,C_S_readout_q75,C_output_q25,C_output_median,C_output_q75,C_output_c_only_q25,C_output_c_only_median,C_output_c_only_q75,prediction_difference_ratio_q25,prediction_difference_ratio_median,prediction_difference_ratio_q75,z_other_rms_over_sigma_q25,z_other_rms_over_sigma_median,z_other_rms_over_sigma_q75,S_difference_ratio_q25,S_difference_ratio_median,S_difference_ratio_q75,rho_q25,rho_median,rho_q75,sham_rho_q25,sham_rho_median,sham_rho_q75
leaky100,global_plus,10,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0006671624169961733,0.018616425286695812,0.052397639074215935,0.22482299651738835,0.22670773454526705,0.22963337621490143,0.3575477222522432,0.46883451078703403,0.566849550617012,0.17784327667045113,0.27649181982310733,0.3418196216590205,0.0836223429455133,0.17437399101365125,0.21521655404425408
leaky100,global_minus,10,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.017207749482503018,0.026325103089054294,0.02938437988079148,0.22467954814221486,0.2272956801428611,0.22852946102509178,0.2780183338576202,0.3750102856995618,0.45806935330695175,0.08069201143813347,0.13981039370947407,0.1893202580528216,0.0836223429455133,0.17437399101365125,0.21521655404425408
leaky100,pulse_plus,10,10,-0.01940834924064307,-0.007228198766225473,0.029568418338115104,-0.013870211270108429,-0.001189553136631741,0.008644297248542977,-0.01102340040320446,-0.005972512733168497,0.006345064668707202,0.04722067615408491,0.13520394047513484,0.18480636407794043,0.0012003535358545495,0.005704542642532747,0.008758075156202827,0.002294088330885347,0.003885283336774081,0.008021314230270684,0.048588513468754466,0.06007212675383357,0.09149539690056838,0.0008480740420436545,0.08735025536750467,0.20093410665265363,0.08800092371098744,0.15263739293531292,0.26272211917234994,0.0836223429455133,0.17437399101365125,0.21521655404425408
leaky100,pulse_minus,10,10,-0.155440266545633,0.10178775453085678,0.21318760166185874,-0.07117168215842884,0.026685754378345833,0.11181409106471618,-0.0483474370238454,-0.02625073994003712,0.10896865247929922,0.7559266269321075,0.8161772387424908,0.895238461217931,0.027839655846384072,0.03522842124616865,0.03882601048117252,0.0063183798998211705,0.014301257571411999,0.029066077221247592,0.02444113555730102,0.035619356157135476,0.0729927061109899,0.7103175312404729,0.8231194900905009,1.158695302818634,0.08398539268042547,0.09155737329169586,0.15919918982307907,0.0836223429455133,0.17437399101365125,0.21521655404425408
leaky100,hold_plus,10,10,-0.5139666303159071,-0.3259425152252331,-0.14680215767983296,-0.15828963455235412,-0.11626411755041155,-0.038053614368508196,-0.31950292376678563,-0.21390556070377587,-0.10054987777538804,0.9996105173084491,0.9998437595535812,0.9998972600076002,0.01317977923397264,0.025643476991176833,0.03191731103896238,0.004464476203006096,0.007790670484313634,0.011790810959663469,0.17770287390868458,0.19249584602606973,0.23527193342495506,1.146802157679833,1.325942515225233,1.513966630315907,0.6565357610068333,0.7761467248430691,0.8335849291680658,0.08367283300104728,0.17437857403940604,0.21327873617484364
leaky100,hold_minus,10,10,-0.15403234247083064,0.1366170575543428,0.27531842273455476,-0.06664007596962615,0.03376029183007762,0.11395978305087776,-0.05099973835503094,-0.0011937526887567246,0.12100571636967977,0.9946097769627696,0.9989596158628613,0.9997628904427426,0.03435397146313925,0.044381789145701955,0.05213762475235231,0.006441702986764151,0.013666828729167753,0.028884811181090587,0.02871769444969178,0.040634601271504894,0.07277246330441245,0.7246815772654449,0.8633829424456579,1.1540323424708303,0.0738147376678526,0.09358854133198188,0.15558043854146011,0.08367283300104728,0.17437857403940604,0.21327873617484364
leaky100,readout_plus,10,10,-0.06605387731163745,-0.017087127246172753,0.016885431799395632,0.0,-0.0,-0.0,-0.06605387731163745,-0.01708712724617271,0.016885431799395664,0.9901889583645329,0.993642041980606,0.9964023668235567,0.03952798321204795,0.06350269890691282,0.06905867806873146,0.049272027312166594,0.058125600734271525,0.07164701144614208,0.0,0.0,0.0,0.9831145682006043,1.0170871272461728,1.0660538773116375,0.5664605088526817,0.6928182132378298,0.7526808330036034,0.08457764931876798,0.17482155153938084,0.20917762511991145
leaky100,readout_minus,10,10,-0.3736219079427576,-0.10179320873341985,0.08750667057780333,0.0,0.0,0.0,-0.3736219079427583,-0.10179320873341889,0.08750667057780318,0.9300654643960967,0.9724194813153312,0.9982702765024495,0.05117267367341646,0.0710176850233249,0.07839835006582313,0.023089196878002424,0.1364467238486771,0.231698040893356,0.0,0.0,0.0,0.9124933294221977,1.1017932087334197,1.373621907942757,0.061844499924297816,0.09810218628178949,0.15489880750702267,0.08457764931876798,0.17482155153938084,0.20917762511991145
elu100,global_plus,10,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.005910990060017392,0.012319761050134069,0.03336692161986981,0.2324647310321925,0.23454271548037686,0.23871767721382786,0.4016856736502677,0.5912162306749262,0.7216065866028769,0.23972538753728773,0.26423356707105317,0.31050801407909306,0.08561354140394314,0.15651980059471315,0.19103893487195656
elu100,global_minus,10,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02280851243899315,0.046947936228377285,0.06628441573486862,0.2214866259202942,0.22476909059841382,0.22624426719795246,0.3315280843419794,0.41956047745183367,0.4739329361674306,0.037858525902860866,0.10868904848363137,0.13498868763478222,0.08561354140394314,0.15651980059471315,0.19103893487195656
elu100,pulse_plus,10,10,-0.012511686274977542,-0.000525067425421567,0.034896328278503946,-0.047597192146301155,-0.03285304389357957,-0.015060255827477394,-0.002809002132567023,0.029952597228256793,0.07013089520669569,-0.9758507066400508,1.2097905227890826,4.1672384585532205,-0.015254767930277132,0.02347580613802875,0.08496839549203813,0.0036986372531774016,0.007041155868016147,0.011142188579570056,0.14154977093267812,0.1726440661832388,0.2651926022326997,-0.15939988459378177,-0.03488099233181875,0.020707664240914768,0.061070448182099696,0.10005649706808034,0.19600075881148268,0.08561354140394314,0.15651980059471315,0.19103893487195656
elu100,pulse_minus,10,10,-1.7720344360917104,0.16064754107168622,7.446191579801824,-0.8727447529657366,0.3205247269096711,0.7764258037284832,-0.33013274572035695,0.40818525231129843,1.9770635326639128,0.8844502678668488,0.9164856783455724,0.9608303357110083,-0.003220272547047302,0.0010113347890949532,0.009598315805622518,0.05105807762776581,0.0802374724301851,0.11141776254380915,0.006370185288122297,0.028228373823996775,0.04198274413281662,-6.441874966708571,0.8117298744370791,2.7529550494406037,0.13910453133322395,0.18435795839094304,0.3192590965426024,0.08561354140394314,0.15651980059471315,0.19103893487195656
elu100,hold_plus,10,10,-0.43024909171465453,-0.2986048420506138,-0.16312266378720086,-0.13745315683849782,-0.08369448692726256,-0.019156171902824686,-0.3472918581014932,-0.142037670635693,-0.12536350976455568,0.9994475839004746,0.9996887994701833,0.9998174684989739,0.009037920834309082,0.010536505823558025,0.013709916958953124,0.006953636787207023,0.008866093941118754,0.010950309171801833,0.09393773875689701,0.15447038112403869,0.18175153858666024,1.163122663787201,1.2986048420506138,1.4302490917146549,0.7294797765407282,0.8148396156793173,0.8938724508624265,0.08559649926438531,0.1564529436892632,0.1908980725900497
elu100,hold_minus,10,10,-1.7987822666688245,0.16175628878994897,7.457613605567028,-0.9258571280203891,0.30827702862037354,0.7949308612185524,-0.3358504234464547,0.39341910510531,1.9701416876982092,0.9655008610959744,0.9764373865278613,0.9897719784730274,-7.619318961236328e-05,0.001732058204455949,0.01124975659256635,0.05465745111299082,0.07789592723341923,0.1109865281743781,0.006332860055721708,0.028252627630562067,0.043384662337659474,-6.457613605567036,0.8382437112100518,2.7987822666688214,0.13911316828290105,0.18434738143477458,0.31979547627005817,0.08559649926438531,0.1564529436892632,0.1908980725900497
elu100,readout_plus,10,10,-0.13018914129772075,-0.023327050075341,-0.016313020103680645,0.0,-0.0,-0.0,-0.13018914129772077,-0.023327050075340992,-0.016313020103680638,0.9838587721407215,0.9936342839491762,0.996937064548717,0.007058420913631429,0.011388301236549792,0.022170697573095716,0.040970590697767956,0.059822339715951446,0.08575931081716487,0.0,0.0,0.0,1.0163130201036807,1.023327050075341,1.130189141297721,0.5496444341014408,0.7105376304955057,0.7617992972412334,0.08569868976517572,0.15102349964758144,0.18389288592205705
elu100,readout_minus,10,10,-0.7178553074184132,0.2692788152664698,2.2215006509630726,0.0,0.0,0.0,-0.7178553074184126,0.2692788152664801,2.221500650963067,0.8811546237403142,0.9371771077996266,0.9618248915271777,7.657986541101921e-05,0.002082933786416739,0.02365324486539993,0.1314296277973012,0.17900736694618957,0.22420233614581042,0.0,0.0,0.0,-1.2215006509630806,0.73072118473353,1.717855307418413,0.11286602251104128,0.1683512459185716,0.1887672230909592,0.08569868976517572,0.15102349964758144,0.18389288592205705
snake075,global_plus,20,20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010811678337499681,0.015486575842815922,0.0210272811341813,0.00478826599129616,0.009053072804125501,0.012871402431151301,-0.02523909789688314,0.006072709895926762,0.025601149611408233,0.18495489301010076,0.35224281967277815,0.6501207504462054,0.18395674819396735,0.34306858677733143,0.6448117582074424
snake075,global_minus,20,20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.009931599253944275,0.012955620095227782,0.01750881084411014,0.004757428217437116,0.008392745020057671,0.01225050411403301,-0.0077318257960923755,0.008161163105363823,0.02416607398096806,0.1799341343595434,0.33928722435192493,0.6401706816223537,0.18395674819396735,0.34306858677733143,0.6448117582074424
