seed,env,act,window,step,layer,unit,group,n,n_active,occupancy,active_fraction,p_old,C,S,cert_mass,cert_force_mass,C_expected,F,F_switch,F_residual,zmean,f_support,f_suppress,f_cert,f_new_support,f_amplify,f_support_neutral,f_suppress_neutral
0,RL,LR,t2-10,0,1,0,P,894,894,0.09231722428748451,1.0,0.9443832792276525,0.5552623045418261,0.5480724512064484,0.7643784745012547,0.5956507731566009,0.6950427690828306,-0.048181425074492995,-0.04978559515708392,0.0016041700825909265,1.083784632961501,0.5637583892617449,0.5626398210290827,0.529082774049217,0.436241610738255,0.4373601789709172,0.0,0.0
0,RL,LR,t2-10,0,1,0,B,1029,1029,0.10625774473358117,1.0,0.9239345127408352,-0.02124827812272604,-0.005899750129535817,0.48127218316684084,0.5019849745514019,-0.005338917855232879,0.0007067220817233226,0.0005483125284091417,0.00015840955331418075,-0.5340595907636846,0.5228377065111759,0.5170068027210885,0.4742468415937804,0.4771622934888241,0.48299319727891155,0.0,0.0
0,RL,LR,t2-10,0,1,0,V,7761,7761,0.8014250309789344,1.0,0.8727887892725391,0.1140386705573521,0.1185999083480318,0.5324771365219974,0.5168650614334201,0.14247455052763983,0.011087168773045244,0.01104388816636736,4.328060667788296e-05,-4.800518791255985,0.5224842159515526,0.5195206803247004,0.45664218528540135,0.47751578404844736,0.48047931967529955,0.0,0.0
0,RL,LR,t2-10,0,1,1,P,843,843,0.08705080545229243,1.0,0.9789349541420045,0.5800655545261967,0.5749412860595242,0.782918290618565,0.6477304863779958,0.7317260773352027,-0.042224197920773573,-0.04348239455792256,0.001258196637148999,0.9362994855965722,0.561091340450771,0.5575326215895611,0.5432977461447213,0.4389086595492289,0.4424673784104389,0.0,0.0
0,RL,LR,t2-10,0,1,1,B,955,955,0.0986162742668319,1.0,0.9680373020045495,-0.18723978748577072,-0.18787986845579036,0.3970999666329121,0.42819031782331346,-0.18113046903179952,-0.0020417648576038514,-0.00203725033005282,-4.514527551031609e-06,-0.4632560379281258,0.4774869109947644,0.47958115183246075,0.45549738219895286,0.5225130890052356,0.5204188481675392,0.0,0.0
0,RL,LR,t2-10,0,1,1,V,7886,7886,0.8143329202808757,1.0,0.8646973458062341,-0.160636259773193,-0.17706888386775899,0.38231546698956703,0.38624722514436843,-0.20795107678414354,-0.021012333839828513,-0.02085078747338461,-0.00016154636644390743,-6.02064639251665,0.451052498097895,0.45346183109307636,0.38067461323865076,0.548947501902105,0.5465381689069236,0.0,0.0
0,RL,LR,t2-10,0,1,2,P,1009,1009,0.10419248244527055,1.0,0.9636037400100608,0.570632549048053,0.5702815717772136,0.781798507760767,0.6075811283014461,0.666045125952602,-0.051866627024286814,-0.05216778045288701,0.0003011534286001929,1.1533232966141131,0.5847373637264618,0.5827552031714569,0.5639246778989098,0.41526263627353815,0.4172447968285431,0.0,0.0
0,RL,LR,t2-10,0,1,2,B,1110,1110,0.11462205700123916,1.0,0.9332242605450503,0.06184922458583238,0.05660186927565491,0.5156107985660924,0.5389864520689828,0.13688374748874194,0.002365451263103271,0.0025793154358069088,-0.00021386417270363714,-0.506037401675375,0.5216216216216216,0.5198198198198198,0.47477477477477475,0.4783783783783784,0.48018018018018016,0.0,0.0
0,RL,LR,t2-10,0,1,2,V,7565,7565,0.7811854605534903,1.0,0.867226167337589,0.09818211678336175,0.09326178111796792,0.5202479004234449,0.5096359757054921,0.1341566029602724,0.010150045130400711,0.010851540223748167,-0.0007014950933474565,-4.692918414391145,0.521083939193655,0.5286186384666226,0.44996695307336415,0.478916060806345,0.4713813615333774,0.0,0.0
0,RL,LR,t2-10,0,1,3,P,709,709,0.07321354812061132,1.0,0.9791320288806915,0.6258329474188523,0.6249079242378454,0.8091811521305317,0.6498932193022714,0.7298263787497268,-0.04858274586443738,-0.04872398422451326,0.00014123836007587124,0.9629798923480514,0.5937940761636107,0.5923836389280677,0.5740479548660085,0.40620592383638926,0.4076163610719323,0.0,0.0
0,RL,LR,t2-10,0,1,3,B,822,822,0.0848822800495663,1.0,0.9534787929565369,-0.047659117716575106,-0.04690618316548874,0.47226451363945077,0.5095676699756521,0.024973728439479603,0.0005442855944803517,0.0005171354334581145,2.7150161022237325e-05,-0.5213726203482957,0.5097323600973236,0.5060827250608273,0.4768856447688564,0.4902676399026764,0.49391727493917276,0.0,0.0
0,RL,LR,t2-10,0,1,3,V,8153,8153,0.8419041718298224,1.0,0.8697113801664826,0.029942054314764092,0.028234000598813314,0.48836294186988094,0.47971766934898824,0.03084519317128291,-7.850392748203872e-05,-8.211609171583353e-05,3.6121642337951772e-06,-4.585898990909029,0.5050901508647124,0.5043542254384888,0.43112964552925304,0.4949098491352876,0.4956457745615111,0.0,0.0
0,RL,LR,t2-10,0,1,4,P,2163,2163,0.22335811648079307,1.0,0.9541253130108123,0.42123232777752584,0.4211698733358839,0.7014543946726944,0.5449034821855996,0.5742798998080707,-0.04899835323101718,-0.04887087979889272,-0.00012747343212447172,1.1642924381301578,0.5543226999537679,0.5496994914470643,0.5205732778548312,0.44567730004623207,0.45030050855293574,0.0,0.0
0,RL,LR,t2-10,0,1,4,B,1392,1392,0.14374225526641884,1.0,0.9415166397858211,0.2435181248715387,0.24631987855456894,0.6011116045221395,0.6291662569021108,0.35757419133886353,0.009657812152306988,0.00980050117845596,-0.00014268902614897075,-0.4985775034598864,0.6027298850574713,0.6056034482758621,0.569683908045977,0.39727011494252873,0.39439655172413796,0.0,0.0
0,RL,LR,t2-10,0,1,4,V,6129,6129,0.6328996282527881,1.0,0.8475047877565292,0.30433474589044174,0.3189307306886652,0.613373620732981,0.6022889833030189,0.4054173925562232,0.0413428916905085,0.040784159006633375,0.0005587326838751247,-5.176985270684207,0.5850872899331049,0.5987926252243433,0.49649208680045687,0.41491271006689506,0.4012073747756567,0.0,0.0
0,RL,LR,t2-10,0,1,5,P,626,626,0.06464270962412226,1.0,0.95611817410845,0.673034113791248,0.6669417860203973,0.8313654636193325,0.6608836561299364,0.7368186171122022,-0.04159502679704468,-0.04274312761539298,0.0011481008183483034,1.6167966631886737,0.6118210862619808,0.6118210862619808,0.5878594249201278,0.38817891373801916,0.38817891373801916,0.0,0.0
0,RL,LR,t2-10,0,1,5,B,588,588,0.06071871127633209,1.0,0.9364665089632241,0.1329112853434356,0.13112843365542456,0.5609008032481436,0.5781925308229963,0.18483096393147055,0.0016223167934221825,0.0016870720310734847,-6.475523765130201e-05,-0.5347507499806081,0.564625850340136,0.5561224489795918,0.5391156462585034,0.43537414965986393,0.44387755102040816,0.0,0.0
0,RL,LR,t2-10,0,1,5,V,8470,8470,0.8746385790995457,1.0,0.8759797844771845,0.13680126234207352,0.14878057074858272,0.5465598558550102,0.537386635856872,0.1931731161341371,0.016442948187987087,0.015538073618064786,0.0009048745699222977,-4.796772208841541,0.5317591499409681,0.5325855962219599,0.4654073199527745,0.4682408500590319,0.46741440377804017,0.0,0.0
