environment,reference_arm,comparison_arm,window,reference_window,comparison_window,design,metric,field,contrast,n_seed,seed_median,ci95_low,ci95_high
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_mean_sigma,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_mean_sigma,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_A_balance,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_A_balance,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_A_activity,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_A_activity,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_update_only_balance,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_update_only_balance,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_G_pre_over_Q,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_G_pre_over_Q,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_abs_G_pre_over_Q,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_abs_G_pre_over_Q,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_sum_A_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_sum_A_energy,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_sum_E_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_sum_E_energy,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_sum_AE_cross,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_sum_AE_cross,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_sum_total_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_sum_total_energy,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_sum_mean_A_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_sum_mean_A_sq,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_sum_mean_E_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_sum_mean_E_sq,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_target_change_fraction,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_target_change_fraction,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_target_change_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_target_change_energy,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_learner_input_mean_shift_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_learner_input_mean_shift_sq,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_original_context_mean_shift_sq,difference,5,6.0,6.0,6.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_original_context_mean_shift_sq,ratio,5,7.0,7.0,7.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_task_start_mse,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_task_start_mse,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_mse,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_mse,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_task_mse_gain,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_task_mse_gain,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_task_start_acc,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_task_start_acc,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_train_acc,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_train_acc,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_task_accuracy_gain,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_task_accuracy_gain,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_grad_w1_start_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_grad_w1_start_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_grad_w1_end_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_grad_w1_end_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_grad_w2_start_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_grad_w2_start_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_grad_w2_end_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_grad_w2_end_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_adaptive_alpha_median,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_adaptive_alpha_median,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_adaptive_alpha_clip_frac,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_adaptive_alpha_clip_frac,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_adaptive_alpha_median_l1,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_adaptive_alpha_median_l1,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_adaptive_alpha_clip_frac_l1,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_adaptive_alpha_clip_frac_l1,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_adaptive_alpha_median_l2,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_adaptive_alpha_median_l2,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_adaptive_alpha_clip_frac_l2,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,raw,late_adaptive_alpha_clip_frac_l2,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_nearbalance,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_nearbalance,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_activity,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_activity,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_loglog_slope,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_loglog_slope,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_halves_ratio,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_halves_ratio,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_mean_sqrtQ,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_mean_sqrtQ,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_mean_sigma,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_mean_sigma,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_A_balance,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_A_balance,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_A_activity,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_A_activity,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_update_only_balance,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_update_only_balance,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_G_pre_over_Q,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_G_pre_over_Q,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_abs_G_pre_over_Q,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_abs_G_pre_over_Q,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_sum_A_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_sum_A_energy,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_sum_E_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_sum_E_energy,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_sum_AE_cross,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_sum_AE_cross,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_sum_total_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_sum_total_energy,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_sum_mean_A_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_sum_mean_A_sq,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_sum_mean_E_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_sum_mean_E_sq,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_target_change_fraction,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_target_change_fraction,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_target_change_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_target_change_energy,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_learner_input_mean_shift_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_learner_input_mean_shift_sq,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_original_context_mean_shift_sq,difference,5,6.0,6.0,6.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_original_context_mean_shift_sq,ratio,5,7.0,7.0,7.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_task_start_mse,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_task_start_mse,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_mse,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_mse,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_task_mse_gain,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_task_mse_gain,ratio,5,1.0,1.0,1.0
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_task_start_acc,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_task_start_acc,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_train_acc,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_train_acc,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_task_accuracy_gain,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_task_accuracy_gain,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_grad_w1_start_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_grad_w1_start_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_grad_w1_end_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_grad_w1_end_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_grad_w2_start_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_grad_w2_start_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_grad_w2_end_norm,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_grad_w2_end_norm,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_adaptive_alpha_median,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_adaptive_alpha_median,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_adaptive_alpha_clip_frac,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_adaptive_alpha_clip_frac,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_adaptive_alpha_median_l1,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_adaptive_alpha_median_l1,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_adaptive_alpha_clip_frac_l1,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_adaptive_alpha_clip_frac_l1,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_adaptive_alpha_median_l2,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_adaptive_alpha_median_l2,ratio,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_adaptive_alpha_clip_frac_l2,difference,0,,,
conda,LR_k1_X0Y0,LR_k7_X0Y0,secondary100,secondary100,secondary100,k7_minus_k1,reference,late_adaptive_alpha_clip_frac_l2,ratio,0,,,
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_nearbalance,difference,5,-46.3558807681499,-263.21179136328715,-19.530465158797345
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_nearbalance,ratio,5,-79.98585628522697,-1311.3762002925093,202.8965793986657
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_activity,difference,5,-0.09349257208851595,-0.1340349199167194,-0.06623103562108625
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_activity,ratio,5,0.034538465772733465,0.004310015154448747,0.05497977332418348
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_loglog_slope,difference,5,0.09783468189311495,-0.06054426586480699,0.44370358459307613
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_loglog_slope,ratio,5,1.258768479718365,0.8874583663230355,4.30237365147083
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_halves_ratio,difference,5,0.012107106051678418,-0.007472329553414037,0.04911926489347329
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_halves_ratio,ratio,5,1.0116135566701794,0.992961713394176,1.0482626780200348
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_mean_sqrtQ,difference,5,-0.26521887751548556,-0.30670902088607366,-0.24450361166334178
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_mean_sqrtQ,ratio,5,0.21577309866558853,0.10492874119951173,0.368489890024956
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_mean_sigma,difference,5,7.3921913801572305,6.3495426494621015,9.219179124625503
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_mean_sigma,ratio,5,1.736813194621148,1.6203886332312512,1.8275388751630854
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_A_balance,difference,5,-46.3558807681499,-263.21179136328715,-19.530465158797345
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_A_balance,ratio,5,-79.98585628522697,-1311.3762002925093,202.8965793986657
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_A_activity,difference,5,-0.09349257208851595,-0.1340349199167194,-0.06623103562108625
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_A_activity,ratio,5,0.034538465772733465,0.004310015154448747,0.05497977332418348
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_update_only_balance,difference,5,-46.3558807681499,-263.21179136328715,-19.530465158797345
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_update_only_balance,ratio,5,-79.98585628522697,-1311.3762002925093,202.8965793986657
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_G_pre_over_Q,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_G_pre_over_Q,ratio,0,,,
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_abs_G_pre_over_Q,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_abs_G_pre_over_Q,ratio,0,,,
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_sum_A_energy,difference,5,-76.4766025729367,-107.24361372424914,-61.01676958379808
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_sum_A_energy,ratio,5,0.07846628146714689,0.020511689140687225,0.27314358599994526
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_sum_E_energy,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_sum_E_energy,ratio,0,,,
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_sum_AE_cross,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_sum_AE_cross,ratio,0,,,
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_sum_total_energy,difference,5,-76.4766025729367,-107.24361372424914,-61.01676958379808
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_sum_total_energy,ratio,5,0.07846628146714689,0.020511689140687225,0.27314358599994526
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_sum_mean_A_sq,difference,5,-68.92773865040647,-96.25613305700425,-50.54700345832693
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_sum_mean_A_sq,ratio,5,0.06650449922288006,0.02168417193088186,0.28591648218454313
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_sum_mean_E_sq,difference,5,0.0,0.0,0.0
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_sum_mean_E_sq,ratio,0,,,
conda,LR_k1_X0Y0,SNA06_k1_X0Y0,primary400,primary400,primary400,SNA06_minus_LR,actual,late_target_change_fraction,difference,5,0.0,0.0,0.0
