task,seed,intervention,n_removed,baseline_mse,removed_mse,mean_preserved_mse,constant_optimal_mse
100,0,remove_shrunk,31,2.7147536496092793e-05,0.004756651462978491,0.0037198514882788554,2.2724609375
100,1,remove_shrunk,34,0.033244741248155046,0.02206456823236347,0.033481870405635814,1.93359375
100,2,remove_shrunk,33,0.03296883812889741,0.06958445133074523,0.05442651964716268,1.3037109375
100,3,remove_shrunk,32,0.004846099669108945,0.010994511719287217,0.0075646351363864274,2.24609375
100,4,remove_shrunk,44,0.000296695094270385,0.011609133053961662,0.008501199905191086,0.99609375
100,5,remove_shrunk,27,0.013166524705047415,0.022318034987403895,0.01741189926275133,1.4365234375
100,6,remove_shrunk,30,0.009047867870909141,0.013983844384998934,0.011669247162142115,1.08984375
100,7,remove_shrunk,38,0.009891032910198213,0.023803721305830614,0.012280042772445602,2.6318359375
100,8,remove_shrunk,28,0.020229362559013107,0.03900000377470329,0.038102330993233145,1.46484375
100,9,remove_shrunk,32,6.867185195533177e-05,0.004395039265345622,0.004335066494245711,5.546875
500,0,remove_grown,69,0.00665760213743812,2.224726427566835,2.184661032480368,2.15234375
500,1,remove_grown,66,0.0007920578182629439,3.2352296002791125,1.8152129598689635,1.8125
500,2,remove_grown,67,0.013994388302914985,1.1774738697877838,0.9355008771228224,0.9443359375
500,3,remove_grown,68,0.002877743031845008,1.0439806501148328,0.9231499033715528,0.9130859375
500,4,remove_grown,56,0.0012990620369083337,7.3071824285027756,2.2213757520032065,2.234375
500,5,remove_grown,73,0.00028330287702043195,0.5579706180773161,0.5029205296322721,0.5
500,6,remove_grown,70,0.007768396337264269,0.8643966099778647,0.8185161219627046,0.796875
500,7,remove_grown,62,0.010169709256382161,2.411060873223062,1.3741830956043042,1.3349609375
500,8,remove_grown,72,0.00043462179605910454,1.84929530680584,1.8186059636540906,1.83984375
500,9,remove_grown,68,0.003923190071100519,9.771194105486146,1.3221258895204104,1.296875
500,0,remove_shrunk,31,0.00665760213743812,0.009526006596307188,0.007282893520415732,2.15234375
500,1,remove_shrunk,34,0.0007920578182629439,0.0013490898310653315,0.0015124039235610753,1.8125
500,2,remove_shrunk,33,0.013994388302914985,0.011462897526197877,0.01761731566901359,0.9443359375
500,3,remove_shrunk,32,0.002877743031845008,0.004081228686614814,0.0029165887186702443,0.9130859375
500,4,remove_shrunk,44,0.0012990620369083337,0.0031110833294954875,0.003203502848288022,2.234375
500,5,remove_shrunk,27,0.00028330287702043195,0.000609926157151593,0.0007230724725272051,0.5
500,6,remove_shrunk,30,0.007768396337264269,0.011646718730031914,0.0076097745429461435,0.796875
500,7,remove_shrunk,38,0.010169709256382161,0.01704977997004719,0.012994296533689687,1.3349609375
500,8,remove_shrunk,28,0.00043462179605910454,0.004357551683187952,0.0012784442368030944,1.83984375
500,9,remove_shrunk,32,0.003923190071100519,0.01641704236692635,0.00418798770610229,1.296875
