seed,group,task,count,mean_abs_z,mean_z,mean_norm,mean_sigma,mean_abs_v,center_count,below_minus1,above_plus1,energy_share
1,at_least_2x,0,23,1.0498110276201498,0.016487545293310413,0.8176479943409708,0.4088239971704854,0.07496857962763423,0,5,6,0.3139571226581639
1,at_least_2x,1,23,0.7148302546297403,0.01047156983986497,1.1702981716713434,0.5851490858356717,0.35749226144474483,4,4,4,0.545248189291698
1,at_least_2x,20,23,0.9139996171807465,0.11418066926948402,1.7081720314697986,0.8540860157348993,0.3858234829309842,3,3,5,0.7479406357929015
1,at_least_2x,100,23,0.8131176681946153,-0.0492970187055028,2.11952888943781,1.059764444718905,0.3301739476459182,3,5,2,0.8745950520089311
1,at_least_2x,500,23,1.0726694911718369,-0.06927794023700383,2.269806155032335,1.1349030775161675,0.32005778505750326,0,5,5,0.936218778673958
1,top10_final_norm,0,10,1.1249822556972504,0.18662843108177185,0.8542115477120655,0.42710577385603277,0.09674911941401661,0,2,4,0.15149441450514928
1,top10_final_norm,1,10,0.6751790165901184,0.02163110375404358,1.1053027596501142,0.5526513798250571,0.32100359350442886,0,1,1,0.20391340297549151
1,top10_final_norm,20,10,0.8134447239339352,0.16050555184483528,1.7313155081924947,0.8656577540962473,0.45230442872270943,1,1,2,0.33957915776218633
1,top10_final_norm,100,10,0.5869491953402758,-0.023086749389767645,2.2039375021739187,1.1019687510869594,0.30200962387025354,3,2,0,0.40468772369358536
1,top10_final_norm,500,10,1.2216708078980445,0.19701433032751084,2.707912561191874,1.353956280595937,0.32685296013951304,0,3,2,0.5689277478956296
2,grown,0,32,0.6870862799696624,-0.0047387839294970036,0.7936278614198478,0.3968139307099239,0.09206041679135524,1,5,2,0.42071323076816164
2,grown,1,32,0.5266400608816184,0.06613580684643239,0.9110076947376718,0.4555038473688359,0.1956350279506296,7,3,3,0.5005881218251288
2,grown,20,32,0.7683095575775951,0.14478458953090012,1.4597510307432713,0.7298755153716356,0.23016833764268085,1,3,5,0.8177500016945248
2,grown,100,32,0.8357429098978173,0.18963747515226714,1.8922503943286764,0.9461251971643382,0.2632811336661689,4,2,5,0.9747480730058995
2,grown,500,32,0.8706697297748178,-0.30859299120493233,2.042256768887502,1.021128384443751,0.25266992626711726,2,7,3,0.9996308210689369
2,at_least_2x,0,30,0.6622547899683316,-0.014269119997819265,0.7904836418095766,0.3952418209047883,0.08873782415563862,1,5,1,0.3914204103526806
2,at_least_2x,1,30,0.5050939277435342,0.058929075673222545,0.9141504736435321,0.45707523682176604,0.19825200513005256,7,3,2,0.4735949763603745
2,at_least_2x,20,30,0.7820912251869837,0.1234187384446462,1.4444416563435423,0.7222208281717711,0.23016203014800946,0,3,4,0.7574961597375368
2,at_least_2x,100,30,0.8638606334415575,0.17468150304630398,1.9109420298735593,0.9554710149367797,0.258727393237253,3,2,5,0.933981362034325
2,at_least_2x,500,30,0.8844473717113336,-0.30815173909068105,2.0706710674994055,1.0353355337497028,0.2590323886523644,2,7,3,0.9622657211404969
2,top10_final_norm,0,10,0.5391436249017716,-0.062313681840896605,0.8152313163629955,0.40761565818149775,0.08876598216593265,1,1,0,0.13793867552372402
2,top10_final_norm,1,10,0.539694004599005,-0.0020843188278377054,1.003891136144069,0.5019455680720345,0.2616231366991997,3,2,0,0.19502186987564615
2,top10_final_norm,20,10,0.6365451291203499,0.22900333851575852,1.8568494280768992,0.9284247140384496,0.3003635097295046,0,0,2,0.4033790071882084
2,top10_final_norm,100,10,0.9042612358927726,0.45991419404745104,2.174587320636441,1.0872936603182204,0.24731865376234055,0,0,3,0.39865210561974107
2,top10_final_norm,500,10,1.1104445673525334,-0.7440350912511349,2.537125184360293,1.2685625921801464,0.260945276170969,0,4,0,0.4767990556303861
3,grown,0,29,0.9577700649869854,0.04266124963760376,0.8175646811555366,0.4087823405777683,0.0844135743822774,0,8,6,0.40021880658746584
3,grown,1,29,0.6438815974919446,-0.08007424983099617,1.0208448435173154,0.5104224217586577,0.2265581026159484,6,5,4,0.553844652114243
3,grown,20,29,0.9217326181202099,-0.5047800558908232,1.6239121822327696,0.8119560911163848,0.2912853642142025,0,9,1,0.8300184638399642
3,grown,100,29,0.9753358335844402,0.3660187215126794,1.9263230898533776,0.9631615449266888,0.258814736751133,0,3,5,0.9742031013520317
3,grown,500,29,1.0918014851752027,0.08081366719099982,2.0971436379661137,1.0485718189830568,0.2666596092026809,4,8,8,0.9997701861096483
3,at_least_2x,0,25,0.9892131888866424,0.05390140056610107,0.8007084207535167,0.40035421037675833,0.07883784288540482,0,7,6,0.32992028869834444
3,at_least_2x,1,25,0.6474535323306918,-0.04719720382243395,0.9922399006204808,0.4961199503102404,0.22597251147031783,6,5,4,0.4520770351220934
3,at_least_2x,20,25,0.8498732808232308,-0.43422355741262436,1.5589866375207386,0.7794933187603693,0.27963635601103304,0,7,1,0.6371706283771345
3,at_least_2x,100,25,0.9911088278889656,0.3532134911417961,1.8952209143159306,0.9476104571579653,0.24957563884556294,0,3,4,0.8126995382910707
3,at_least_2x,500,25,1.1294879271835088,0.2204346814006567,2.16922829070705,1.084614145353525,0.27126814395189286,3,6,8,0.9170684721147083
3,top10_final_norm,0,10,0.8768220365047454,0.07347900867462158,0.8180625870844753,0.40903129354223766,0.07607955541461706,0,2,2,0.13767466794613425
3,top10_final_norm,1,10,0.49875877760350706,0.04392202980816364,1.007392818206181,0.5036964091030905,0.19963119216263295,3,1,1,0.18842713584987306
3,top10_final_norm,20,10,0.8133295267820358,-0.13325473964214324,1.6353666531442244,0.8176833265721122,0.2750081016682088,0,2,1,0.29677789257509823
3,top10_final_norm,100,10,1.1695575661957265,0.6184071473777294,2.0206996619745947,1.0103498309872974,0.2827077072113752,0,1,3,0.3742316359805522
3,top10_final_norm,500,10,1.2779313316568732,0.12078988458961248,2.6291842764820172,1.3145921382410086,0.27600756511092184,1,3,4,0.5257294579894161
4,grown,0,30,0.9879147723317147,0.18478857229153314,0.7789510897265909,0.38947554486329544,0.09625164915341884,1,6,8,0.3899269042710557
4,grown,1,30,0.5182392054547866,0.1467880545804898,1.0456523737509984,0.5228261868754992,0.2716120879165828,2,0,3,0.6221291475192545
4,grown,20,30,0.7738263983279466,0.4204952330638965,1.6645866226565642,0.8322933113282821,0.3101048246026039,3,2,7,0.8950694385104062
4,grown,100,30,0.9128880338937354,0.23551800880037868,2.063681432436527,1.0318407162182635,0.2690504899248481,2,4,8,0.9928962040772801
4,grown,500,30,0.876655368010203,0.11031947135925294,2.1407824417862966,1.0703912208931483,0.298337002719442,2,5,6,0.9997260082259799
4,at_least_2x,0,26,1.0084611515586193,0.22732324038560575,0.7640781821870551,0.38203909109352757,0.09309842694514933,1,5,8,0.3250422483051509
4,at_least_2x,1,26,0.5523560028523207,0.12375852107428588,1.057217815736124,0.528608907868062,0.29382161126257134,2,0,3,0.5592714214279482
4,at_least_2x,20,26,0.708743276934211,0.32552397208145034,1.6827112280379843,0.8413556140189922,0.3096264566366489,3,2,5,0.7961885359614163
4,at_least_2x,100,26,0.8817946414615457,0.11782293747483681,2.071758620409904,1.035879310204952,0.2672476958340177,2,4,6,0.8730951010589154
4,at_least_2x,500,26,0.883331916653193,0.07811743594132937,2.2120505418346275,1.1060252709173137,0.3066520124960404,1,5,5,0.9205024235148814
4,top10_final_norm,0,10,1.062922863662243,-0.07879300862550735,0.7804897591068802,0.3902448795534401,0.0745939085027203,0,3,2,0.13000396280223506
4,top10_final_norm,1,10,0.6854511357843875,-0.039439622312784195,1.0437018211185438,0.5218509105592719,0.2947606809437275,0,0,1,0.19672418203174005
4,top10_final_norm,20,10,0.9294723089784384,0.33345912732183935,1.6453467839761973,0.8226733919880986,0.34723723754286767,2,2,2,0.3084216834441113
4,top10_final_norm,100,10,1.011448409408331,0.14218228831887245,2.1590291123997574,1.0795145561998787,0.26551067754626273,0,2,3,0.3768448271456252
4,top10_final_norm,500,10,0.9067866131663322,-0.3278828516602516,2.6029694660333935,1.3014847330166968,0.3415053376927972,1,3,1,0.48357527418505075
5,grown,0,28,0.9364420186196055,0.14314883095877512,0.8316082835496627,0.4158041417748313,0.08211584808304906,1,6,7,0.36775088707911285
5,grown,1,28,0.5211580108360587,0.2781216388393659,1.0250853114586653,0.5125426557293327,0.27703026429350885,11,1,6,0.558148985477342
5,grown,20,28,1.0084863483373607,0.39369008344198975,1.5932706658052147,0.7966353329026074,0.30115880890350255,1,2,9,0.824511663568289
5,grown,100,28,0.8530859686267961,0.317173771011377,2.013393577127206,1.006696788563603,0.3013122749647924,2,2,8,0.9589831154310478
5,grown,500,28,0.9991623914933631,0.09461086203477212,2.079631495655714,1.039815747827857,0.22596283789191926,1,4,7,0.9995326609749424
5,at_least_2x,0,23,0.9186270586822344,0.11443238413852194,0.801259867465441,0.4006299337327205,0.07884395381678706,1,6,5,0.27932194063216614
5,at_least_2x,1,23,0.5406149864682684,0.2711575029660826,0.9967543855997139,0.4983771927998569,0.294108884975962,9,1,5,0.44449843183314075
5,at_least_2x,20,23,0.9764931409255319,0.2428684597430022,1.5417361518327624,0.7708680759163812,0.3019198606033688,1,2,6,0.6346527009414136
5,at_least_2x,100,23,0.9312185056953003,0.41893539948226965,2.030673600600605,1.0153368003003025,0.3017015324338623,1,2,8,0.8034403216575907
5,at_least_2x,500,23,0.9382044862469902,0.028295618846364643,2.152402075473604,1.076201037736802,0.21340340505475583,1,3,6,0.8775504193034706
5,top10_final_norm,0,10,0.8642120748758316,0.5098353445529937,0.7909502328139137,0.3954751164069569,0.07967733726836741,1,1,4,0.11904951083350965
5,top10_final_norm,1,10,0.893055041693151,0.5008939016610384,0.9639682170712078,0.4819841085356039,0.31454266160726546,3,1,4,0.1583788581628385
5,top10_final_norm,20,10,1.158699432015419,0.4701480895280838,1.6774800715064864,0.8387400357532432,0.387647008895874,0,1,4,0.3193322322832948
5,top10_final_norm,100,10,0.7156828123610467,0.29135846975259483,2.051014030889665,1.0255070154448325,0.2602053977549076,1,0,2,0.36025422846291477
5,top10_final_norm,500,10,0.7817516196519136,-0.35255982391536234,2.494815991940924,1.247407995970462,0.2269221618771553,1,2,2,0.5077815877860936
6,grown,0,32,0.8439818457336514,-0.05198588311759522,0.807559151284788,0.403779575642394,0.08108272645768011,3,7,5,0.41528752782263684
6,grown,1,32,0.44128438252664637,0.010989157322910614,1.078847669043185,0.5394238345215925,0.27950840213452466,8,2,2,0.6192178140334157
6,grown,20,32,0.7453080730047077,-0.06483114568982273,1.6633599464800306,0.8316799732400153,0.29552839199277514,3,3,4,0.8917910621351435
6,grown,100,32,0.8062815577723086,-0.1299919206649065,1.9619103136317881,0.9809551568158941,0.27775464463047683,2,7,5,0.9795207073361583
6,grown,500,32,0.8545142912771553,0.10897047002799809,2.0080636156316736,1.0040318078158368,0.2813726383028552,1,4,6,0.9996743659968966
6,at_least_2x,0,30,0.8351736550141747,0.009622038442951937,0.8049976168181455,0.40249880840907276,0.08183088660395393,3,6,5,0.3869151568934465
6,at_least_2x,1,30,0.4486741570600619,0.0098645754934599,1.0932846236331495,0.5466423118165747,0.2873901451937854,8,2,2,0.5978523896449865
6,at_least_2x,20,30,0.7872130594526728,-0.07693544048815966,1.6797424049473335,0.8398712024736668,0.29986795513541437,2,3,4,0.849580809452413
6,at_least_2x,100,30,0.8391135573387146,-0.11773794442415238,1.9603656657466197,0.9801828328733099,0.2901763694981734,2,7,5,0.9180247919047018
6,at_least_2x,500,30,0.8841043564180533,0.12899553254246712,2.0396718280150554,1.0198359140075277,0.28809865849713484,1,4,6,0.9644000674366393
6,top10_final_norm,0,10,0.7849887788295746,-0.18999871611595154,0.8080495507052248,0.4040247753526124,0.06771568208932877,0,2,0,0.13054388947973714
6,top10_final_norm,1,10,0.4642363928258419,-0.2519413627684116,1.1183458090597975,0.5591729045298988,0.30460414607077835,1,1,0,0.2023499117323361
6,top10_final_norm,20,10,0.7116777081042528,-0.3951197285205126,1.8041376015040118,0.9020688007520059,0.3574361510574818,1,1,1,0.31165137839806833
6,top10_final_norm,100,10,0.7133637472987175,0.4465823695063591,2.0952489495458506,1.0476244747729253,0.2847385354340076,1,0,3,0.35400564156656583
6,top10_final_norm,500,10,1.048056460171938,0.2296949617564678,2.4598191961405385,1.2299095980702692,0.3784458965063095,1,2,2,0.46111986238188274
7,grown,0,30,1.068207695459326,-0.1504205245524645,0.7986518453295763,0.39932592266478817,0.09983362054141859,1,9,7,0.42316661237156233
7,grown,1,30,0.8599525662915161,-0.09527944293804466,1.1375229900758734,0.5687614950379367,0.3466205870111783,6,7,5,0.6494288567616271
7,grown,20,30,0.6236944787204266,0.018166407694419226,1.6212301407027987,0.8106150703513993,0.22188151789208252,2,3,4,0.8598396465911633
7,grown,100,30,0.8873004809021949,0.05530520627895991,1.8677228081471073,0.9338614040735537,0.2746177280321717,1,5,5,0.9747856198927273
7,grown,500,30,0.8553541003415982,-0.12088484652340412,2.0495151213477696,1.0247575606738848,0.3387118369340897,1,5,3,0.9998590749685439
7,at_least_2x,0,24,1.076053955592215,-0.38753328875948984,0.7685312946792194,0.3842656473396097,0.11013306087503831,0,9,4,0.3128665071863226
7,at_least_2x,1,24,0.8714232777128927,-0.2668576019156414,1.1256841694309936,0.5628420847154968,0.35919712018221617,4,7,3,0.5168153875146555
7,at_least_2x,20,24,0.721089112572372,0.026083469080428284,1.5954740031635726,0.7977370015817863,0.2368891608590881,1,3,4,0.6770631778062395
7,at_least_2x,100,24,0.7933170180767775,0.18084229590992132,1.8567483952165358,0.9283741976082679,0.26737304280201596,1,2,4,0.7811751586436699
7,at_least_2x,500,24,0.8237336110323668,-0.21698038714627424,2.141698274825187,1.0708491374125935,0.334406228736043,0,4,1,0.8732154307922487
7,top10_final_norm,0,10,1.1082855492830277,-0.32524944841861725,0.8027380681710691,0.40136903408553454,0.08469323702156543,0,4,1,0.14245298778951127
7,top10_final_norm,1,10,0.842782267043367,-0.2848019722383469,1.1162169188979472,0.5581084594489736,0.34795120283961295,2,2,1,0.2013386104903991
7,top10_final_norm,20,10,0.8359472841024399,0.20132637917995452,1.6990113158449547,0.8495056579224773,0.2731958910822868,0,1,2,0.29042545674597625
7,top10_final_norm,100,10,0.6237032368779183,-0.19207966774702073,2.000073778672522,1.000036889336261,0.30070820432156325,1,1,1,0.37990018362492567
7,top10_final_norm,500,10,0.7024027898907661,-0.5026716098189354,2.694166210203615,1.3470831051018075,0.4033625841140747,0,1,0,0.5544212311319664
8,grown,0,30,1.0186762223641077,-0.006759092211723328,0.8028579036376688,0.4014289518188344,0.09128955046956738,0,5,7,0.4094523429743559
8,grown,1,30,0.6176727182852725,0.002946336722622315,1.142373322003374,0.571186661001687,0.31422350158294043,8,4,3,0.6772777798552039
8,grown,20,30,1.008093841529141,-0.02497519040480256,1.5978828648145744,0.7989414324072872,0.2846031911438331,2,6,6,0.8552978325095605
8,grown,100,30,1.0246397115290165,-0.0981020100414753,1.9533518806499666,0.9766759403249833,0.2878521801282962,1,7,6,0.9759271044855208
8,grown,500,30,0.8990757211421927,0.08407206094513336,2.092052907564033,1.0460264537820165,0.2834736675489694,3,4,6,0.9997687966138024
8,at_least_2x,0,26,1.0016224292608409,0.09006949571462777,0.7945154813236622,0.3972577406618311,0.09367734097087613,0,4,7,0.34829140360641836
8,at_least_2x,1,26,0.6274604375760716,0.05788801513755551,1.1736640444180684,0.5868320222090342,0.3248618788157518,8,3,3,0.6262363687553762
8,at_least_2x,20,26,1.0516892458455493,0.04500774054143291,1.63975331889136,0.81987665944568,0.3005080768713154,1,5,6,0.784249637940848
8,at_least_2x,100,26,1.0018933206223524,-0.23969698496736014,1.98325349039413,0.991626745197065,0.28355342565247643,1,7,4,0.8729792684717855
8,at_least_2x,500,26,0.843524066802974,-0.05851474912980428,2.1708065642145495,1.0854032821072748,0.29467639635102105,3,4,4,0.9269310859234364
8,top10_final_norm,0,10,1.0003176569938659,-0.15860246419906615,0.8751322227335347,0.4375661113667674,0.09539537690579891,0,2,2,0.1612097514677152
8,top10_final_norm,1,10,0.41128238001838324,0.051651690434664485,1.1184678709899223,0.5592339354949611,0.2713682871311903,6,1,1,0.20792624440397198
8,top10_final_norm,20,10,1.2263664674945176,0.7122813028283417,1.752540206224758,0.876270103112379,0.3022796079516411,1,1,4,0.33957385092031567
8,top10_final_norm,100,10,1.0265102468430995,-0.25956360921263694,2.131410694545523,1.0657053472727616,0.26730403639376166,1,2,2,0.38352346163962897
8,top10_final_norm,500,10,1.0291220026090742,-0.3779025124385953,2.5975117684924385,1.2987558842462192,0.3140566650778055,2,2,1,0.5031575402912792
9,grown,0,26,0.6740099699952855,-0.07312585452858072,0.8356124127183667,0.41780620635918336,0.09074082050042656,3,5,3,0.35528833446247265
9,grown,1,26,0.3061010326223018,-0.060949148878885,0.9428205610358648,0.4714102805179324,0.24734506548310703,11,1,1,0.55687492552831
9,grown,20,26,0.8036419243480151,-0.07444609945210126,1.6360581206943512,0.8180290603471756,0.3187109223352029,1,4,4,0.8524922605652998
9,grown,100,26,1.0229047296138911,0.028727323963091925,2.110425763459488,1.055212881729744,0.35704019099760514,0,5,7,0.984660890577389
9,grown,500,26,0.721484312429451,-0.0006697844857206711,2.184177503367342,1.092088751683671,0.32005431775290233,3,3,3,0.9996564206942589
9,at_least_2x,0,19,0.6880175511989939,-0.06362087098195364,0.8091047866655471,0.40455239333277354,0.08494338981415096,2,3,2,0.2434331612679022
9,at_least_2x,1,19,0.3655416612807465,-0.07673939040518905,0.9986337745561215,0.49931688727806073,0.30019824814639595,6,1,1,0.47318693216842783
9,at_least_2x,20,19,0.8415805099433974,-0.002145464679128245,1.624880719257037,0.8124403596285185,0.33154353499412537,1,3,3,0.6134494355334059
9,at_least_2x,100,19,1.0232390071216382,0.2670000195503235,2.2012360251698233,1.1006180125849117,0.32044715561756965,0,2,7,0.7852974816299721
9,at_least_2x,500,19,0.7613543798460772,-0.05235409177839756,2.354939025113515,1.1774695125567576,0.3239539279357383,2,3,2,0.8393986947595388
9,top10_final_norm,0,10,0.8167782167904079,0.07166969673708082,0.8309733638906251,0.4154866819453126,0.08039373494684696,1,2,2,0.13514852664741603
9,top10_final_norm,1,10,0.3973891455680132,-0.0020500537008047103,0.9730964464632657,0.4865482232316328,0.24784146919846534,1,0,1,0.20882975035827564
9,top10_final_norm,20,10,0.7191243156790733,0.11963221281766892,1.690567649983499,0.8452838249917495,0.2593763401731849,0,1,1,0.34766031513618506
9,top10_final_norm,100,10,0.8633422419428826,0.40704444199800494,2.0807462430565433,1.0403731215282717,0.26637350432574747,0,1,4,0.3647328513836513
9,top10_final_norm,500,10,0.9689719580113888,-0.4031148232519627,2.7236856121663786,1.3618428060831893,0.33435064256191255,1,3,1,0.5782756875706743
