arm,iv,step,mean_before,mean,mean_delta,within_before,within,within_delta,within_ratio,between_before,between,between_delta,between_ratio,total_before,total,total_delta,total_ratio,within_unit_ratio,within_flow,between_flow
LR,l2,0,-0.01206543068450786,-0.01206543068450786,0.0,0.10946790343091457,0.10946790343091457,0.0,1.0,0.3179271383223717,0.3179271383223717,0.0,1.0,0.42370807733297033,0.42370807733297033,0.0,1.0,1.0,0.0,0.0
LR,l2,1,-0.01206543068450786,-0.023079040803449708,-0.011013610118941848,0.10946790343091457,0.10886185316470319,-0.0006170063429233837,0.9938734206238785,0.3179271383223717,0.3122940081647398,-0.005633130157631783,0.9821461250819967,0.42370807733297033,0.4187327734141288,-0.006368993987846601,0.9851604765094674,0.9996189311163486,-0.0006170063429233487,-0.005633130157631778
LR,l2,2,-0.01206543068450786,-0.04005998250522572,-0.027669299430640525,0.10946790343091457,0.10817438138096708,-0.0012767842203605575,0.9874404753558619,0.3179271383223717,0.30535987337992815,-0.01256726494244345,0.9599224937321036,0.42370807733297033,0.4116179376545593,-0.013990600556392665,0.9671804495958042,1.0087413039836999,-0.0006597778774371484,-0.006934134784811626
LR,l2,3,-0.01206543068450786,-0.058332939316986104,-0.046267508632478235,0.10946790343091457,0.10816369094806354,-0.001134177665720389,0.9888682855204847,0.3179271383223717,0.3014044910663865,-0.01652264725598513,0.9471832080036443,0.42370807733297033,0.4094068673903369,-0.017956673302839666,0.9577936106567523,1.0330697938675326,0.00014260655464016185,-0.0036007844276966785
LR,l2,4,-0.01206543068450786,-0.07644712674838318,-0.06438169606387534,0.10946790343091457,0.10924366386854759,0.00013979838632840512,1.0013856677872983,0.3179271383223717,0.3031338045590825,-0.014793333763289162,0.9520281906566833,0.42370807733297033,0.41237746842763057,-0.01514738688965931,0.9640330764602446,1.0818768709791324,0.0012739760520487434,0.001729313492695979
LR,l2,5,-0.01206543068450786,-0.09286053701116187,-0.08173576298328467,0.10946790343091457,0.11156986624442222,0.002530389197500637,1.024802935641932,0.3179271383223717,0.3094895254724918,-0.008437612849879803,0.9720004617724314,0.42370807733297033,0.41928820983104637,-0.005929102492572397,0.9865312535897397,1.1525125089049155,0.0023905908111722003,0.006355720913409326
LR,l2,6,-0.01206543068450786,-0.11006901147405009,-0.09934847452172418,0.10946790343091457,0.11522385722143795,0.006136073860410168,1.0600574042392217,0.3179271383223717,0.31964851622646334,-0.0004328066570439563,1.0020012815399444,0.42370807733297033,0.42941134453633534,0.007347518130612279,1.0170925125650547,1.2429371268153673,0.003653990977015679,0.00965774447819438
LR,l2,7,-0.01206543068450786,-0.12698903456722252,-0.11524916539929443,0.10946790343091457,0.11992497835280326,0.010780163119471733,1.1054297395901131,0.3179271383223717,0.32790723924382964,0.009675205455051338,1.0393105948933377,0.42370807733297033,0.44130228914155095,0.022840565603936703,1.0556167120744933,1.3462270508017848,0.004701121131365304,0.01029039388635456
LR,l2,8,-0.01206543068450786,-0.14235408520883747,-0.1302886545243296,0.10946790343091457,0.12559833456027888,0.016615786892017315,1.1623715976045168,0.3179271383223717,0.33679617653575866,0.021376601356037188,1.0804302086538986,0.42370807733297033,0.4560268502060259,0.040555603624803295,1.0992456544524594,1.4661699992416841,0.005835623772545521,0.011701395900985772
LR,l2,9,-0.01206543068450786,-0.15920879144660952,-0.14714336076210163,0.10946790343091457,0.13234118588400734,0.023453914751781046,1.2291015603780446,0.3179271383223717,0.34772847218038017,0.03251163398444181,1.119451108877656,0.42370807733297033,0.4737972737104123,0.058717164351094676,1.1484357768307656,1.604721257967792,0.0068381278597637,0.011135032628404536
