arm,iv,receiver,step,n_per_boundary,pos,pos_equalunit,neg,neg_equalunit,l2,l2_equalunit,pre,pre_equalunit,actual,actual_equalunit,rounding,rounding_equalunit,fraction_down_at20
LR,l2,negative,19,31248.473684210527,-0.11438843619960998,-0.19556220410182187,-0.0005045598085991923,0.0022253126969663285,0.005352081165395893,0.004321016747794864,0.0004383250253591512,0.00012761229989059964,-0.12224352129282438,-0.18628608217675266,1.1752606988581888e-08,1.6855418956372882e-08,0.6369497362504121
LR,l2,negative,20,31248.473684210527,-0.11852657285028922,-0.19833428152032093,-0.0009236875860175045,0.0015340254819278007,0.005800985052980152,0.0047005792250968655,0.0004423204768240454,0.00012707898540486516,-0.12696525105285072,-0.18903733084011948,1.2877091074568366e-08,1.8426468076725898e-08,0.6369497362504121
LR,l2,positive,1,19951.526315789473,-0.019085315295720683,-0.011702193576867314,0.0004795681076182518,0.0001993920666458733,-9.118231952653944e-06,1.6590382322592816e-06,-0.00010170831158482453,-7.394993701742481e-05,-0.01835169760751363,-0.011922684865916612,-6.856754555435945e-10,-5.575222382861831e-10,0.7008768113768754
LR,l2,positive,2,19951.526315789473,-0.048815868165223965,-0.029468417865631914,0.0009950760562747356,0.0005265220336552091,-2.50672949293441e-05,5.671953834465495e-06,-0.00019204020904058151,-0.00014104923795713585,-0.047357159479867086,-0.030294619162848813,-1.933606493306544e-09,-1.2647304532218891e-09,0.7008768113768754
LR,l2,positive,3,19951.526315789473,-0.08418452051350281,-0.04907400359522784,0.0014814839758191204,0.0012944826209663955,-4.554022479873446e-05,1.3128527990996781e-05,-0.00027552344718826944,-0.00020299224590967355,-0.08170309347241314,-0.050342035696258516,-3.0636568834776963e-09,-2.120208809361466e-09,0.7008768113768754
LR,l2,positive,4,19951.526315789473,-0.11860573621546877,-0.07104392017835577,0.0019188658077927887,0.0020999482384519,-6.819586806665447e-05,2.5126083291808434e-05,-0.0003522413989436629,-0.000260485384307536,-0.11513023622259058,-0.07050290228286625,-4.030215808754168e-09,-2.4848989282893458e-09,0.7008768113768754
LR,l2,positive,5,19951.526315789473,-0.1541550584143904,-0.09377715448643703,0.002308510641818279,0.0024699529483013043,-9.099780238920099e-05,4.253698010806529e-05,-0.0004224068975024506,-0.0003137777524155779,-0.14973003923129077,-0.09199849021409753,-4.199341317832221e-09,-2.144603922959543e-09,0.7008768113768754
LR,l2,positive,6,19951.526315789473,-0.1875756370776652,-0.11471289368376852,0.0026082540480053015,0.002585445233959442,-0.00011207696678014908,6.603898043205269e-05,-0.00048520760864011376,-0.0003618984563884089,-0.18220910938016258,-0.1129038594293388,-3.712471146227287e-09,-1.922276193134962e-09,0.7008768113768754
LR,l2,positive,7,19951.526315789473,-0.21927111365919064,-0.13513375358735136,0.002845062548039556,0.0024841502241708144,-0.00012979464164875783,9.633304560959076e-05,-0.0005413411139316267,-0.0004058762302543111,-0.21318843585882705,-0.13167762002437391,-2.4568969621682205e-09,-1.2962545854964149e-09,0.7008768113768754
LR,l2,positive,8,19951.526315789473,-0.24869173472409994,-0.1527008168989937,0.0031185166049110926,0.00238788193586679,-0.00014281062554590812,0.0001339618210732578,-0.0005914632657372707,-0.0004454922801267176,-0.2420043677071386,-0.1486203103411888,-1.9496402291246955e-10,-3.0363913508763274e-11,0.7008768113768754
LR,l2,positive,9,19951.526315789473,-0.27616243953635405,-0.16878439053771932,0.0032126490031838956,0.0020057458773824403,-0.00014997724807605086,0.000179317084206967,-0.0006376431359196188,-0.0004824478158607106,-0.2690126610133439,-0.16483807186089647,2.019588914448133e-09,1.4027247355094105e-09,0.7008768113768754
LR,l2,positive,10,19951.526315789473,-0.30163128607163364,-0.18443106756057212,0.0031935088295870205,0.0015094596985359388,-0.00015067762575522676,0.00023291376266281516,-0.0006792354855365532,-0.0005159833035468823,-0.2941139610401381,-0.18082991248426572,4.975958979152457e-09,3.204526173609132e-09,0.7008768113768754
LR,l2,positive,11,19951.526315789473,-0.32589880648131064,-0.1979831145167062,0.003019820540871511,0.0007703987621768273,-0.00014426151476798802,0.0002951208475393623,-0.0007169761298739193,-0.0005466891369880676,-0.31816179484876295,-0.1975353905662058,8.188954268150286e-09,5.430214788610369e-09,0.7008768113768754
LR,l2,positive,12,19951.526315789473,-0.3464135021560867,-0.20925679991602744,0.0026852411963100052,-0.00019149965943152542,-0.0001302772467972809,0.0003663089678032576,-0.0007512894415687566,-0.0005747223679119705,-0.33849849739637966,-0.2110801051007949,1.1602229549830947e-08,7.451228613258228e-09,0.7008768113768754
LR,l2,positive,13,19951.526315789473,-0.364115654231585,-0.2177347821477984,0.0022360933387951414,-0.0011908521897225262,-0.00010842991097435745,0.00044665815860892526,-0.0007823406932350733,-0.0006001399097414495,-0.3561332717249923,-0.2235808486060727,1.553926956488924e-08,9.674972521047864e-09,0.7008768113768754
LR,l2,positive,14,19951.526315789473,-0.3798962498697572,-0.22698814275180335,0.0019085270135301231,-0.001966530652423275,-7.868267772865078e-05,0.0005360693491100717,-0.00081035041513029,-0.0006231542752063787,-0.37196673452532186,-0.23469403146462064,1.94087046010223e-08,1.1865736606641607e-08,0.7008768113768754
LR,l2,positive,15,19951.526315789473,-0.39366650809078507,-0.23536008956349347,0.00165465550903055,-0.0025150000434165675,-4.104912656415671e-05,0.000634464382843455,-0.0008357785601124324,-0.0006440435834343757,-0.3858921473979743,-0.24407192110192225,2.326761737154904e-08,1.4254415412287222e-08,0.7008768113768754
LR,l2,positive,16,19951.526315789473,-0.4059689141890821,-0.2423974402602494,0.00156169765203629,-0.0033202693947850534,4.299719313821655e-06,0.0007415965320335232,-0.000858565890510687,-0.0006628674948253295,-0.39869619920298593,-0.25200475518623766,2.6619731212139673e-08,1.6512001711970695e-08,0.7008768113768754
LR,l2,positive,17,19951.526315789473,-0.4155017751751707,-0.24823459717913718,0.001291918710570513,-0.004588330053242186,5.7116015782515384e-05,0.0008571246975204033,-0.0008792012746167008,-0.0006799584722096167,-0.4088368581600042,-0.2589069124287791,3.0236585925490894e-08,1.8973298681752162e-08,0.7008768113768754
LR,l2,positive,18,19951.526315789473,-0.42345521282732146,-0.2531542358374851,0.0009383091216292926,-0.005690215265286547,0.00011728396397785308,0.000981029902876774,-0.0008979338395176472,-0.0006955392424372514,-0.4173755655432895,-0.26506098924895793,3.3718634273401855e-08,2.1316753836034478e-08,0.7008768113768754
LR,l2,positive,19,19951.526315789473,-0.4303107963992661,-0.2573255983951171,0.000554479717102835,-0.00662067475018741,0.00018453454590103892,0.0011129638898566083,-0.0009148862743859525,-0.0007097495099927293,-0.42488324461799587,-0.2703843242441917,3.667933035565159e-08,2.331030162174345e-08,0.7008768113768754
LR,l2,positive,20,19951.526315789473,-0.4351820364318469,-0.25963530913476723,0.0002517136323142671,-0.007418404433857634,0.0002587140913012361,0.0012526353394688376,-0.0009301395167835222,-0.0007225631610547411,-0.4304127987896096,-0.27349753145675537,4.024118796205661e-08,2.5640998380077157e-08,0.7008768113768754
LR,none,negative,1,44227.52631578947,-0.0029567510611194976,-0.0043440000895013115,0.004078191389541852,0.0035836643937945615,0.0,0.0,4.840560143637017e-05,9.116843558748172e-06,0.001284025660431727,-0.001153288274887985,1.3319781098617062e-09,1.0326771684610094e-09,0.43899509652426866
LR,none,negative,2,44227.52631578947,-0.009196858924570972,-0.013370334996876924,0.0098096391519678,0.008653020125750132,0.0,0.0,9.244162293462285e-05,1.8348416462675324e-05,0.0006848521773174581,-0.0057893665737240455,-5.183999103011238e-10,-9.652901815463501e-10,0.43899509652426866
LR,none,negative,3,44227.52631578947,-0.01696886391309705,-0.02520642468422646,0.018731807359880642,0.016567886754662448,0.0,0.0,0.00013029927495387348,2.5124519905633917e-05,0.0022416476350470005,-0.00911279099303948,1.0824035193999575e-09,5.723295372437186e-10,0.43899509652426866
LR,none,negative,4,44227.52631578947,-0.026445189494010785,-0.038031551943288944,0.029793938162876607,0.026412169094714895,0.0,0.0,0.00016468945907652748,3.194278886752468e-05,0.004107031659348059,-0.012846203105299296,2.672164603140855e-10,-1.5882577453016612e-10,0.43899509652426866
LR,none,negative,5,44227.52631578947,-0.035459103499603274,-0.05069446011308389,0.043487723393039225,0.0386224398351564,0.0,0.0,0.00019493037093531158,3.758749616301137e-05,0.00868209089337237,-0.014059057322864452,7.581191010261559e-10,-1.1545515479301694e-10,0.43899509652426866
LR,none,negative,6,44227.52631578947,-0.04539578160279234,-0.06510080522256223,0.05885572721282773,0.05235393611771376,0.0,0.0,0.00022195219406824268,4.2751098647526276e-05,0.01419679077422013,-0.014354340762385611,8.642312688359207e-10,3.8647029688958206e-10,0.43899509652426866
LR,none,negative,7,44227.52631578947,-0.05559938809827549,-0.08071216951234,0.07526269170164955,0.0670633994451804,0.0,0.0,0.0002458725333411569,4.7144070150972265e-05,0.020479525959589306,-0.014074436091763875,-7.464494761238207e-11,-8.813378093254016e-10,0.43899509652426866
LR,none,negative,8,44227.52631578947,-0.06494901537755882,-0.09525366809239641,0.09281869404970147,0.08283517475260317,0.0,0.0,0.00026675484627299505,5.054988041286411e-05,0.02875711774101823,-0.011421699235687467,6.008683352212864e-10,1.7982578021952128e-10,0.43899509652426866
LR,none,negative,9,44227.52631578947,-0.07356647456141739,-0.10745741161883808,0.11080367534056576,0.09899586832830908,0.0,0.0,0.0002853376601205822,5.350641538458064e-05,0.03818865157799971,-0.007392266801501993,-1.9648506640138636e-10,2.4319063861506115e-11,0.43899509652426866
LR,none,negative,10,44227.52631578947,-0.08260700780853868,-0.11967636055055968,0.12884105698048842,0.11526122142724926,0.0,0.0,0.0003018036575551424,5.6036691270096344e-05,0.04724288153522026,-0.0032807505087285027,7.721407856094615e-10,7.590661496211132e-10,0.43899509652426866
LR,none,negative,11,44227.52631578947,-0.09155295276388047,-0.13124616164713468,0.14638172668988747,0.1311128295060504,0.0,0.0,0.0003163272944313597,5.812323058677135e-05,0.055957412148500384,0.0010595433281951924,-3.6083096771493146e-10,3.800373403745256e-10,0.43899509652426866
LR,none,negative,12,44227.52631578947,-0.10078081520259059,-0.14154021610732456,0.16454058405113892,0.14756517450887963,0.0,0.0,0.0003291283316405938,5.981892795629285e-05,0.06617134441647617,0.007270272634283366,3.9122809721266915e-10,1.455803966119463e-09,0.43899509652426866
LR,none,negative,13,44227.52631578947,-0.10930512262026917,-0.15157272872427505,0.18230123455420041,0.1637438652307825,0.0,0.0,0.0003405229027326389,6.121312760525028e-05,0.0759053504676902,0.013463492158512941,-7.988196702326016e-10,2.0661408578251583e-10,0.43899509652426866
LR,none,negative,14,44227.52631578947,-0.11757312410765473,-0.1608669341335022,0.19938753451351787,0.1793765657512539,0.0,0.0,0.00035058728333704536,6.231720176468785e-05,0.08554491002357019,0.019844479913050276,-2.3504987992483654e-10,1.1772196191452504e-09,0.43899509652426866
LR,none,negative,15,44227.52631578947,-0.12535011978664254,-0.1706144787385729,0.21586178044493284,0.19450358538881923,0.0,0.0,0.0003593967384218587,6.30938433680299e-05,0.09396623627708994,0.02526213719881212,7.632120786603465e-11,2.422148759223222e-09,0.43899509652426866
LR,none,negative,16,44227.52631578947,-0.13328290510475468,-0.18099811341157998,0.2304932386695089,0.20800987165043133,0.0,0.0,0.0003674408708701832,6.391579316368386e-05,0.09988806030005248,0.028419143133579773,-2.463957880049334e-10,2.615867702995374e-09,0.43899509652426866
LR,none,negative,17,44227.52631578947,-0.14149115833593107,-0.19145088287786835,0.24390672495150048,0.22044008418453206,0.0,0.0,0.00037456837481206055,6.458869395644743e-05,0.10455716892561555,0.030427310224242173,-4.955571694158207e-10,2.735514788401599e-09,0.43899509652426866
LR,none,negative,18,44227.52631578947,-0.1496719628252094,-0.20226579390057922,0.2549943982263542,0.23080581184853036,0.0,0.0,0.00038082935499684524,6.504661631008783e-05,0.10662218891266935,0.03000566737307809,-1.8311601866041071e-09,2.3337857838118942e-09,0.43899509652426866
LR,none,negative,19,44227.52631578947,-0.1594733505781027,-0.2139139629322096,0.2640492534361459,0.23936389570686334,0.0,0.0,0.0003864592194317442,6.544945079228886e-05,0.10589730983209707,0.026940287919414888,-3.329773020059642e-09,3.3207397554456184e-09,0.43899509652426866
LR,none,negative,20,44227.52631578947,-0.16925197265567613,-0.22525387948599018,0.27164778586358834,0.24662397537943187,0.0,0.0,0.0003914327784924758,6.572328459660066e-05,0.10373653582319044,0.022882511312553214,-3.98990805650048e-09,3.3796842357309162e-09,0.43899509652426866
LR,none,positive,1,6972.473684210527,-0.01575513177616668,-0.005801904891779233,0.0004411160872452194,0.0017721059849582338,0.0,0.0,-0.00026372337648511825,0.0001095392377770947,-0.015229447446292971,-0.004118182648936057,-1.3783145834065133e-09,6.096728276690481e-10,0.6570138332392029
LR,none,positive,2,6972.473684210527,-0.0452710706404936,-0.01783773031578947,0.0011579943819047145,0.003846564660434608,0.0,0.0,-0.0005064927533260649,0.00020826360120359283,-0.0447687822397097,-0.014257082773962374,-3.7501524606358075e-09,-7.905779464227977e-10,0.6570138332392029
LR,none,positive,3,6972.473684210527,-0.08508975831548543,-0.03296866260442271,0.0027182021451096416,0.006982411901115359,0.0,0.0,-0.0007232266137800337,0.00029499770726516594,-0.08321429051450943,-0.025241317977577293,-3.053323124042737e-09,2.5177271678749615e-10,0.6570138332392029
LR,none,positive,4,6972.473684210527,-0.126788546012984,-0.05032980991941277,0.005206200714074113,0.010781836099167545,0.0,0.0,-0.0009224724706790548,0.0003735634786180144,-0.12264674720134992,-0.03860692753047563,-6.1259525696494045e-09,-8.834375323827337e-10,0.6570138332392029
LR,none,positive,5,6972.473684210527,-0.16955932832109186,-0.06698940799255619,0.008933584173680844,0.015684120422555542,0.0,0.0,-0.0011004319048854069,0.0004430478821753326,-0.16009536176764913,-0.05061528006004183,-6.855337005325742e-09,5.638759740909596e-10,0.6570138332392029
LR,none,positive,6,6972.473684210527,-0.21608746121345512,-0.0827935793665507,0.013263020021725537,0.021900714462530346,0.0,0.0,-0.0012584349702798973,0.0005053570065738491,-0.2026422292955564,-0.06038750889455252,-5.200781347694515e-09,9.104311659445169e-10,0.6570138332392029
LR,none,positive,7,6972.473684210527,-0.26317527966247256,-0.09978085784275256,0.01754672128269533,0.028489270253011522,0.0,0.0,-0.0014012545483921086,0.0005607908275885835,-0.24547993823973757,-0.07073079656112957,-5.7639118678867124e-09,2.010228991381299e-10,0.6570138332392029
LR,none,positive,8,6972.473684210527,-0.31011955162285887,-0.11766237757234936,0.022186579774149038,0.03598919449538113,0.0,0.0,-0.0015298933888748553,0.0006097910541584806,-0.2875227714675082,-0.0793941843519338,-2.716169536117395e-09,1.935371275702433e-09,0.6570138332392029
LR,none,positive,9,6972.473684210527,-0.3519776641602,-0.13405861151884757,0.027171017548233267,0.043854390968956464,0.0,0.0,-0.001646896451617822,0.0006534089329805544,-0.3247848227255952,-0.08807746814293663,-1.1876283867016614e-09,3.218116981288732e-09,0.6570138332392029
LR,none,positive,10,6972.473684210527,-0.3880943601065319,-0.14898623802698108,0.03262412627187351,0.05246840064458364,0.0,0.0,-0.001750893730892753,0.0006924205520487413,-0.3577714646198951,-0.09450483592677028,2.622865132867829e-09,2.9987398116425186e-09,0.6570138332392029
LR,none,positive,11,6972.473684210527,-0.4200003373778059,-0.16287851347623103,0.03833466130546128,0.0613866335034475,0.0,0.0,-0.001845051171658391,0.0007271909616423348,-0.38769171278104286,-0.10026054479555858,6.609837091339492e-09,4.28297288930773e-09,0.6570138332392029
LR,none,positive,12,6972.473684210527,-0.4475240719061519,-0.17661666849435403,0.04456899022588998,0.07058593751139253,0.0,0.0,-0.001929299094863821,0.0007581676567707285,-0.4107101768859984,-0.10527255794750974,1.1494313565002307e-08,5.378681023895383e-09,0.6570138332392029
LR,none,positive,13,6972.473684210527,-0.4722343035493943,-0.18965399196961688,0.050881253041405436,0.08007925068412004,0.0,0.0,-0.002004097652687843,0.0007858281198785817,-0.4299872594636778,-0.10878890634167952,1.745666161003639e-08,6.823938698604688e-09,0.6570138332392029
LR,none,positive,14,6972.473684210527,-0.49461440432158876,-0.2019542656695218,0.05729245793655323,0.0897375778295812,0.0,0.0,-0.002069915319263086,0.0008104870728235626,-0.4467098372347079,-0.11140619275321098,2.2102351757104886e-08,8.013906099327088e-09,0.6570138332392029
LR,none,positive,15,6972.473684210527,-0.5165822512881542,-0.214508281865085,0.06375009651313211,0.09948388272890517,0.0,0.0,-0.0021294092190457157,0.0008323775326317468,-0.462979845395473,-0.11279890153446832,2.7062593699378576e-08,1.0065195686628131e-08,0.6570138332392029
LR,none,positive,16,6972.473684210527,-0.5389370826182581,-0.226761675395076,0.06993394522583914,0.10853829096859828,0.0,0.0,-0.002182815864466733,0.000852246041770829,-0.47990081101243176,-0.1148789990599239,3.2248515238343075e-08,1.1300460648728338e-08,0.6570138332392029
LR,none,positive,17,6972.473684210527,-0.561258704989625,-0.23883968396696553,0.0756766190096737,0.11700042149534119,0.0,0.0,-0.0022308699276511086,0.0008700717676257976,-0.49700677690088674,-0.11779553321962899,3.7120639342516975e-08,1.2293656930926444e-08,0.6570138332392029
LR,none,positive,18,6972.473684210527,-0.5842793617400001,-0.2502923680401491,0.08114628239707784,0.12464197867588724,0.0,0.0,-0.002274022706989937,0.0008859794560998759,-0.5152020660986715,-0.1212460212318152,4.314603820134895e-08,1.4216183528037927e-08,0.6570138332392029
LR,none,positive,19,6972.473684210527,-0.6087215539305678,-0.26048134641978454,0.08587085792877404,0.13143131949424003,0.0,0.0,-0.0023128870428780124,0.0009001966116554303,-0.5351964131603374,-0.12490050808646408,4.659205306596436e-08,1.7146228817132598e-08,0.6570138332392029
LR,none,positive,20,6972.473684210527,-0.6310234108032716,-0.2707432967741159,0.09026671707713478,0.13794822095326642,0.0,0.0,-0.0023480021130196666,0.0009128554202606023,-0.553354205802342,-0.12774786659968132,5.1727915937951334e-08,1.787817755355606e-08,0.6570138332392029
SNA,l2,negative,1,30321.157894736843,-0.004156309499487761,-0.008064538756443135,0.003656699985356901,0.0033791771597629135,2.850874457675167e-05,2.18152125547903e-05,9.05729969366272e-05,9.689712915933528e-05,-0.001532511112753355,-0.005816111215151246,1.3680903505326046e-10,-4.439849687373976e-11,0.547829917913964
SNA,l2,negative,2,30321.157894736843,-0.010332549723597541,-0.02002230396873778,0.010237764131539338,0.008912192610089196,8.217385122081447e-05,6.323844799148684e-05,0.00016936030418463637,0.00018183202437426854,-0.0029119621037191298,-0.01360621754726194,2.899048941296021e-11,-5.115402802181951e-10,0.547829917913964
SNA,l2,negative,3,30321.157894736843,-0.017377656497173603,-0.03351814613059511,0.018392322917913845,0.01579551237681425,0.00015832511458975553,0.00012246737925701416,0.00023921872504018224,0.00025702951946179084,-0.0038778493249482294,-0.022281414018760593,3.548442410779765e-10,-4.0324733405083015e-10,0.547829917913964
SNA,l2,negative,4,30321.157894736843,-0.024297869530967048,-0.04650508934766407,0.027900243176733324,0.023859070682513608,0.00025444934521734344,0.00019809175793168016,0.00030030408310156376,0.000322676929209916,-0.0029869409152020613,-0.029510322917502288,3.8671275358688835e-10,-5.149625377119918e-10,0.547829917913964
SNA,l2,negative,5,30321.157894736843,-0.03074570135999098,-0.058485017765851764,0.037469450390749975,0.0320130118644866,0.0003683710517415412,0.0002888373846930848,0.00035441493533026875,0.0003803819371483526,-0.0018027203127983804,-0.03500295138237526,4.768283804836924e-10,-2.405058126090138e-10,0.547829917913964
SNA,l2,negative,6,30321.157894736843,-0.0385269173744806,-0.07282653829807732,0.04695366278894484,0.04006565757297628,0.0004981925580221685,0.0003934524128850223,0.00040271522749564195,0.0004321084434370293,-0.0009944414803961174,-0.04318235976259716,3.8085735666126107e-10,-2.146814768951529e-10,0.547829917913964
SNA,l2,negative,7,30321.157894736843,-0.04688920859980248,-0.08763661146401835,0.05475960912762036,0.04710915801624891,0.0006421430367783966,0.0005110974502216688,0.00044566204316149466,0.0004778968627750942,0.0005183232657162922,-0.048693939710863665,4.839012601242763e-10,2.538388667717722e-10,0.547829917913964
SNA,l2,negative,8,30321.157894736843,-0.055157513390009995,-0.10188228387161644,0.06158554780601274,0.053337847734655795,0.000798856386255407,0.0006410905789612562,0.00048308779489468983,0.0005179119285402201,0.002702749194461897,-0.05297904105650336,4.192369521485956e-10,4.979287440688534e-10,0.547829917913964
SNA,l2,negative,9,30321.157894736843,-0.06472398243176616,-0.11775329699904344,0.06687440935501658,0.05839464023682552,0.0009669494263472262,0.0007826154180473908,0.0005165986968347263,0.0005539148970184524,0.00414062636825758,-0.05723768877752783,2.6490215889522465e-10,8.679299223608464e-10,0.547829917913964
SNA,l2,negative,10,30321.157894736843,-0.07394423579779139,-0.13310207693595943,0.07126086063731746,0.06272422637909117,0.0011461396049632921,0.000935268754917486,0.0005457979530465517,0.0005854909948594325,0.0033208457579601406,-0.06274115943124796,6.392937072160023e-11,1.2843688337951288e-09,0.547829917913964
SNA,l2,negative,11,30321.157894736843,-0.0832582385706564,-0.147899533080306,0.074731736209852,0.06613072749127342,0.0013390525424112924,0.0010985764324357064,0.0005716983819487216,0.0006135755777237411,-0.000501718470705605,-0.07016530138191755,4.8141219425833394e-11,1.87132899176819e-09,0.547829917913964
SNA,l2,negative,12,30321.157894736843,-0.09245944618460424,-0.1618050615300471,0.07663598077901516,0.06835598471923363,0.0015424204044212045,0.0012720418456501213,0.0005949462506219669,0.000638661093548593,-0.004723069996411019,-0.0771623592678257,-1.5059110258813668e-10,2.44169842940714e-09,0.547829917913964
SNA,l2,negative,13,30321.157894736843,-0.10085085485736682,-0.1733299676576421,0.07771226864832058,0.06979309090380245,0.0017557104162621241,0.0014551968770622212,0.0006157762906583957,0.0006611627555804092,-0.010225308968906615,-0.08448658954850158,-2.8946378420638783e-10,3.1411310922542078e-09,0.547829917913964
SNA,l2,negative,14,30321.157894736843,-0.10871845046209572,-0.18326364647261906,0.07802752594503429,0.0708017850995742,0.001977486825046271,0.0016439823240685693,0.0006343298832976569,0.00068120323474084,-0.016218758140970724,-0.09200033648788176,-1.532021923700759e-10,4.071604950082297e-09,0.547829917913964
