task,seed,intervention,n_removed,baseline_mse,removed_mse,mean_preserved_mse,constant_optimal_mse
20,0,remove_grown,20,0.9886459974129886,6.212830266638659,5.893467612799096,2.9990234375
20,1,remove_grown,18,1.6447867403207432,2.25132793459236,1.9734791818615984,2.05859375
20,2,remove_grown,29,0.25214262208434685,0.9829296513041907,0.9901273014605709,1.15234375
20,3,remove_grown,21,0.7042135322287542,2.297989650008924,2.2391659674126774,1.5537109375
20,4,remove_grown,20,1.3662157726369442,3.471520711400442,2.1635010088022173,2.1083984375
20,5,remove_grown,23,0.4213455314735136,1.3227245046087894,1.2210806986053784,1.40234375
20,6,remove_grown,21,0.8172759124103322,2.9056930304729676,2.4767460505158723,2.171875
20,7,remove_grown,17,0.20246247696661737,0.9822071335523931,0.7962428434689034,0.4677734375
20,8,remove_grown,19,0.4162003070935484,4.498605629970113,2.6609915314564416,1.12109375
20,9,remove_grown,19,0.9277082314566822,3.7797984477499083,2.3243393298844612,1.6396484375
20,0,remove_shrunk,80,0.9886459974129886,6.040243003468211,3.053993135685376,2.9990234375
20,1,remove_shrunk,82,1.6447867403207432,2.2021615874342086,1.8876325475002014,2.05859375
20,2,remove_shrunk,71,0.25214262208434685,0.9794283395593607,0.4659583703669709,1.15234375
20,3,remove_shrunk,79,0.7042135322287542,2.232515033320304,1.6976901153384623,1.5537109375
20,4,remove_shrunk,80,1.3662157726369442,1.6905471379683124,1.7051982340853094,2.1083984375
20,5,remove_shrunk,77,0.4213455314735136,2.93580300758471,1.4703209484070707,1.40234375
20,6,remove_shrunk,79,0.8172759124103322,0.9774725669547738,1.124973006852329,2.171875
20,7,remove_shrunk,83,0.20246247696661737,0.5583353318131097,0.5462729262155612,0.4677734375
20,8,remove_shrunk,81,0.4162003070935484,2.7285107136512754,2.6554326219426203,1.12109375
20,9,remove_shrunk,81,0.9277082314566822,0.8770136809385103,1.04167546739557,1.6396484375
100,0,remove_grown,20,0.25094691000246205,11.001794922832737,5.288672530270888,2.2724609375
100,1,remove_grown,18,0.6005083053900658,9.495651982694408,7.569325960409591,1.93359375
100,2,remove_grown,29,0.547144872521997,1.2436048878969808,1.1177485638203013,1.3037109375
100,3,remove_grown,21,0.35820958059695845,5.440155502736027,4.917203947656166,2.24609375
100,4,remove_grown,20,0.29968909749136957,2.4523645886454837,2.1475047352769026,0.99609375
100,5,remove_grown,23,0.3783761265667918,1.5303973686503345,1.3501390074128632,1.4365234375
100,6,remove_grown,21,0.2142626514954566,1.4971302145678655,1.060723590163683,1.08984375
100,7,remove_grown,17,0.2859714634716445,4.584865591989079,4.5896178666726035,2.6318359375
100,8,remove_grown,19,0.28769676106023245,3.3517233382563383,3.0753728760907504,1.46484375
100,9,remove_grown,19,0.7036864656806883,4.942872267234684,4.894354183630042,5.546875
100,0,remove_shrunk,80,0.25094691000246205,3.3008323495877425,3.005873032230687,2.2724609375
100,1,remove_shrunk,82,0.6005083053900658,2.8125336990703236,2.7850411007706826,1.93359375
100,2,remove_shrunk,71,0.547144872521997,0.9177551028824079,0.834065122167478,1.3037109375
100,3,remove_shrunk,79,0.35820958059695845,2.98506855368757,2.5952789991631953,2.24609375
100,4,remove_shrunk,80,0.29968909749136957,2.5580435860259394,1.1495692779009565,0.99609375
100,5,remove_shrunk,77,0.3783761265667918,1.4071129032739784,1.262798537489381,1.4365234375
100,6,remove_shrunk,79,0.2142626514954566,0.3114413933729127,0.2839862492184011,1.08984375
100,7,remove_shrunk,83,0.2859714634716445,3.8422977711371367,3.771994248709225,2.6318359375
100,8,remove_shrunk,81,0.28769676106023245,1.9150057507399656,1.81044491395553,1.46484375
100,9,remove_shrunk,81,0.7036864656806883,0.8987420283235341,0.9124205575343002,5.546875
500,0,remove_grown,20,0.9372808228876444,2.6104750911810255,2.5325921949824486,2.15234375
500,1,remove_grown,18,0.15372028930352966,2.9236667195217487,1.815268780643611,1.8125
500,2,remove_grown,29,0.15162361316305484,1.223345102996536,0.9897885431336573,0.9443359375
500,3,remove_grown,21,0.556662915970317,0.9132830334103069,0.9479205718766741,0.9130859375
500,4,remove_grown,20,0.7670872375226805,3.879077203773653,2.386022089883878,2.234375
500,5,remove_grown,23,0.15815348593382642,1.8135656765179218,0.5860831894797133,0.5
500,6,remove_grown,21,0.3179104745070156,1.8294296139137687,0.8142138789970097,0.796875
500,7,remove_grown,17,0.6249940800919727,1.3575644428063658,1.5328920677311615,1.3349609375
500,8,remove_grown,19,0.43504049444101184,1.8916531283976021,2.005138104484365,1.83984375
500,9,remove_grown,19,0.39706515133123754,1.7684040842061344,1.4739145821905228,1.296875
500,0,remove_shrunk,80,0.9372808228876444,0.9297906473895461,0.9384746365317347,2.15234375
500,1,remove_shrunk,82,0.15372028930352966,0.15345789945401955,0.1535658056339589,1.8125
500,2,remove_shrunk,71,0.15162361316305484,0.15128366534006515,0.15161323611134486,0.9443359375
500,3,remove_shrunk,79,0.556662915970317,0.5577797270291271,0.5556268682088834,0.9130859375
500,4,remove_shrunk,80,0.7670872375226805,0.7669228802192711,0.7670885668297929,2.234375
500,5,remove_shrunk,77,0.15815348593382642,0.1497521375027628,0.1586927718237797,0.5
500,6,remove_shrunk,79,0.3179104745070156,0.31846536056628216,0.3177280284962601,0.796875
500,7,remove_shrunk,83,0.6249940800919727,0.6254108812347463,0.6248504148622094,1.3349609375
500,8,remove_shrunk,81,0.43504049444101184,0.4427117635412253,0.43449614703376094,1.83984375
500,9,remove_shrunk,81,0.39706515133123754,0.39246302078606377,0.3970858194452332,1.296875
