task,seed,intervention,n_removed,baseline_mse,removed_mse,mean_preserved_mse,constant_optimal_mse
20,0,remove_grown,72,3.466688095303317e-09,3.7443596405952984,2.9479697713226596,2.9990234375
20,1,remove_grown,73,6.67270888430732e-09,13.508967844976768,2.022654199549508,2.05859375
20,2,remove_grown,69,1.1920638896718831e-08,2.352834416496918,1.2300865510021386,1.15234375
20,3,remove_grown,73,8.192737525728696e-10,1.9224071707311512,1.4099361915124495,1.5537109375
20,4,remove_grown,82,1.550668292031629e-10,4.997142723114873,2.032106574271193,2.1083984375
20,5,remove_grown,69,1.2841425862760224e-08,2.062340306467838,1.4265957736778971,1.40234375
20,6,remove_grown,65,2.268493348018392e-12,4.467118258922537,2.2704760439687917,2.171875
20,7,remove_grown,76,1.5684260007684396e-08,0.8496146535117626,0.39432793170338337,0.4677734375
20,8,remove_grown,75,1.1908660678766841e-09,2.6768195961790555,1.095472733991554,1.12109375
20,9,remove_grown,75,1.3253128536987325e-06,2.9003379476193607,1.146939761558177,1.6396484375
20,0,remove_shrunk,28,3.466688095303317e-09,0.08129405547199428,0.08091851149525209,2.9990234375
20,1,remove_shrunk,27,6.67270888430732e-09,0.026865679622357707,0.023991332223518846,2.05859375
20,2,remove_shrunk,31,1.1920638896718831e-08,0.020285124367350277,0.006897823018033305,1.15234375
20,3,remove_shrunk,27,8.192737525728696e-10,0.0711458024289425,0.022786324367512156,1.5537109375
20,4,remove_shrunk,18,1.550668292031629e-10,0.023116501780199437,0.0035038477484729586,2.1083984375
20,5,remove_shrunk,31,1.2841425862760224e-08,0.18869070506296015,0.016283898455623644,1.40234375
20,6,remove_shrunk,35,2.268493348018392e-12,0.07519484440685988,0.044627827340980225,2.171875
20,7,remove_shrunk,24,1.5684260007684396e-08,0.08692388182787161,0.013506599494853739,0.4677734375
20,8,remove_shrunk,25,1.1908660678766841e-09,0.03339700408079195,0.004141898407465517,1.12109375
20,9,remove_shrunk,25,1.3253128536987325e-06,0.7710955200514512,0.47717565366697534,1.6396484375
100,0,remove_grown,72,1.560812864630187e-12,7.972539667471758,2.200614929068552,2.2724609375
100,1,remove_grown,73,1.5789344509538636e-13,1.8805016432477764,1.8175211105832323,1.93359375
100,2,remove_grown,69,8.404065218047406e-12,1.749934524124015,1.242491825067248,1.3037109375
100,3,remove_grown,73,1.4205198809553353e-12,5.130500196397966,2.117244382066767,2.24609375
100,4,remove_grown,82,3.539537982130789e-11,5.758640874711554,0.9875321906725718,0.99609375
100,5,remove_grown,69,6.216710697214418e-11,2.058743490423013,1.3097190898131195,1.4365234375
100,6,remove_grown,65,5.581892616232654e-12,4.600637596307624,1.0933902496467744,1.08984375
100,7,remove_grown,76,1.3587096334529497e-11,5.7888548545566785,2.6117852846724237,2.6318359375
100,8,remove_grown,75,1.62791629774088e-13,1.5943382928616097,1.5372653115231283,1.46484375
100,9,remove_grown,75,1.7938607724175328e-11,7.131405159612656,5.196002757949533,5.546875
100,0,remove_shrunk,28,1.560812864630187e-12,0.05824426307084726,0.009493820964242687,2.2724609375
100,1,remove_shrunk,27,1.5789344509538636e-13,0.09347328884417683,0.007770405966102271,1.93359375
100,2,remove_shrunk,31,8.404065218047406e-12,0.08759627465237774,0.012161209360418538,1.3037109375
100,3,remove_shrunk,27,1.4205198809553353e-12,0.4511962547455563,0.01228208983300616,2.24609375
100,4,remove_shrunk,18,3.539537982130789e-11,0.006631646593120958,0.0018118018220694785,0.99609375
100,5,remove_shrunk,31,6.216710697214418e-11,0.08075472196590289,0.014320838580592299,1.4365234375
100,6,remove_shrunk,35,5.581892616232654e-12,0.04942147112809446,0.02183342842972476,1.08984375
100,7,remove_shrunk,24,1.3587096334529497e-11,0.016284337089557063,0.0037899037637012774,2.6318359375
100,8,remove_shrunk,25,1.62791629774088e-13,0.014539171392054474,0.014383217912573996,1.46484375
100,9,remove_shrunk,25,1.7938607724175328e-11,0.18008249905972537,0.012547575907302011,5.546875
500,0,remove_grown,72,3.1428048838623404e-13,2.2685927514206647,2.2525420267601604,2.15234375
500,1,remove_grown,73,1.1681981410235666e-12,1.7705090126496343,1.7626774662722344,1.8125
500,2,remove_grown,69,7.910488980978458e-11,1.6198005544356566,0.9727990679748719,0.9443359375
500,3,remove_grown,73,6.842163617536707e-13,0.9389356233203634,0.8887817909522355,0.9130859375
500,4,remove_grown,82,6.999284120946528e-13,14.932204921307019,2.1411990235747247,2.234375
500,5,remove_grown,69,2.8140665852213912e-12,0.5928280192038072,0.47292884069977315,0.5
500,6,remove_grown,65,1.878809434688121e-13,1.2535856990371979,0.817778368002638,0.796875
500,7,remove_grown,76,8.039804780665427e-13,3.8825203160245025,1.3096053856968686,1.3349609375
500,8,remove_grown,75,2.7236032959820287e-13,3.6625217623598294,1.8944581624327017,1.83984375
500,9,remove_grown,75,9.119750327856966e-12,6.047016018643671,1.2386493959715932,1.296875
500,0,remove_shrunk,28,3.1428048838623404e-13,0.053235071610498855,0.012028624385364927,2.15234375
500,1,remove_shrunk,27,1.1681981410235666e-12,0.019251410041384937,0.006437353690026253,1.8125
500,2,remove_shrunk,31,7.910488980978458e-11,0.0332705589463861,0.001868820433634664,0.9443359375
500,3,remove_shrunk,27,6.842163617536707e-13,0.13703831346580367,0.0017090564893775656,0.9130859375
500,4,remove_shrunk,18,6.999284120946528e-13,0.12293280195018075,0.004754170495719891,2.234375
500,5,remove_shrunk,31,2.8140665852213912e-12,0.03038052970796911,0.001882042275399868,0.5
500,6,remove_shrunk,35,1.878809434688121e-13,0.0060301012442298355,0.0033032195086699595,0.796875
500,7,remove_shrunk,24,8.039804780665427e-13,0.0019746243982253922,0.0012520514135512706,1.3349609375
500,8,remove_shrunk,25,2.7236032959820287e-13,0.004390414017864866,0.0029974718704565417,1.83984375
500,9,remove_shrunk,25,9.119750327856966e-12,0.12742966607753237,0.0030528341808391613,1.296875
