arm,seed,window,Q,R,G,c_effective,undefined_count
SN_normal_qm05,6,late,0.214955419462858,-0.18218121436313595,0.03277420509972204,0.027421692127371035,0
SN_normal_qm05,7,early,0.23417777131004466,0.19844374622913336,0.4326215175391781,-0.0630938785207174,0
SN_normal_qm05,7,middle,0.5089350944737404,-0.16586555291894894,0.34306954155479147,0.013924238161010476,0
SN_normal_qm05,7,late,0.24424610673074518,-0.2429474559076011,0.0012986508231440444,0.0330373689233908,0
SN_normal_qm05,8,early,0.2521644978090941,0.23875662484355434,0.4909211226526485,-0.07217971529263562,0
SN_normal_qm05,8,middle,0.5949638749627084,-0.2603632079398861,0.3346006670228225,0.019683247054570127,0
SN_normal_qm05,8,late,0.20674983917465994,-0.25104314070598255,-0.044293301531322646,0.037460757271270254,0
SN_normal_qm05,9,early,0.25165069638446935,0.2096594078203179,0.4613101042047873,-0.05948903445700294,0
SN_normal_qm05,9,middle,0.5773842858711843,-0.11971938081914486,0.4576649050520394,0.00891256254271459,0
SN_normal_qm05,9,late,0.21886051730907685,-0.18874601920710385,0.030114498101972954,0.027901380452489702,0
SN_normal_q0,0,early,0.18092272384839408,0.2531902652342934,0.4341129890826875,-0.0882158828857725,0
SN_normal_q0,0,middle,0.5388777011532125,-0.11752458359937595,0.4213531175538366,0.00930296052832767,0
SN_normal_q0,0,late,0.22636773607356872,-0.23653094013868328,-0.010163204065114608,0.03353527693605576,0
SN_normal_q0,1,early,0.2304571946769583,0.26183146629584136,0.49228866097279966,-0.07647070122542012,0
SN_normal_q0,1,middle,0.592051191357911,-0.20136620877048717,0.3906849825874239,0.015048870557081663,0
SN_normal_q0,1,late,0.29189682398684547,-0.22475093904589782,0.06714588494094767,0.028370352810486513,0
SN_normal_q0,2,early,0.2134853071277289,0.21349785038970195,0.4269831575174308,-0.07607771087820132,0
SN_normal_q0,2,middle,0.48599717098419515,0.07724180807684028,0.5632389790610355,-0.006611706565765047,0
SN_normal_q0,2,late,0.17254488391135187,-0.2535584938313338,-0.0810136099199819,0.04213495091767801,0
SN_normal_q0,3,early,0.25413785352290874,0.35234982684776234,0.6064876803706711,-0.10527226984424483,0
SN_normal_q0,3,middle,0.5108495616270798,-0.1961330585623142,0.3147165030647656,0.015566571434014314,0
SN_normal_q0,3,late,0.24034638864667432,-0.11284450538702462,0.12750188325964973,0.01589481072687884,0
SN_normal_q0,4,early,0.27064842801104155,0.24124747951695924,0.5118959075280008,-0.06762511414279047,0
SN_normal_q0,4,middle,0.6379945897919234,-0.31644891374733997,0.3215456760445834,0.0222886988690202,0
SN_normal_q0,4,late,0.29588463979513974,-0.19742735745877207,0.0984572823363676,0.023155605838383792,0
SN_normal_q0,5,early,0.22692272669040714,0.2729392330450434,0.49986195973545045,-0.08528467565394428,0
SN_normal_q0,5,middle,0.5092415515881903,-0.1924912326660706,0.3167503189221197,0.015464745798527003,0
SN_normal_q0,5,late,0.21224711482858588,-0.17516076540419387,0.03708634942439199,0.026185863585319154,0
SN_normal_q0,6,early,0.27516831072888753,0.20718983816204772,0.48235814889093526,-0.05805287712538245,0
SN_normal_q0,6,middle,0.4765673686216575,-0.09916171265224383,0.3774056559694137,0.008247591118195419,0
SN_normal_q0,6,late,0.21348145119493261,-0.2663641705378514,-0.052882719342918785,0.03882224250527117,0
SN_normal_q0,7,early,0.22086931648280564,0.20977655898335096,0.4306458754661566,-0.06791235497423931,0
SN_normal_q0,7,middle,0.5344608164869002,-0.15622572708302565,0.3782350894038746,0.012454561957404285,0
SN_normal_q0,7,late,0.260038147074755,-0.19681922420919618,0.0632189228655588,0.025840436586235367,0
SN_normal_q0,8,early,0.25036429152671796,0.22296767248379354,0.4733319640105115,-0.06660678866318936,0
SN_normal_q0,8,middle,0.6704773937327599,-0.20646544014094853,0.4640119535918115,0.01468964046439169,0
SN_normal_q0,8,late,0.23575220155627558,-0.3030671294900462,-0.06731492793377057,0.04171451500882916,0
SN_normal_q0,9,early,0.2716649902029212,0.18406904779212444,0.4557340379950455,-0.050894125828799035,0
SN_normal_q0,9,middle,0.6688882064345023,-0.21626924960664706,0.45261895682785536,0.015017101594902679,0
SN_normal_q0,9,late,0.27017450899171563,-0.22670761135811512,0.04346689763360048,0.029815738082903727,0
SN_normal_qp05,0,early,0.16690844702282537,0.2941816182764856,0.46109006529931085,-0.10746562706784236,0
SN_normal_qp05,0,middle,0.5280202315147355,-0.04873253703841271,0.47928769447632286,0.003806426859457892,0
SN_normal_qp05,0,late,0.21938731505666242,-0.28324170834728213,-0.0638543932906197,0.04140427864996557,0
SN_normal_qp05,1,early,0.220338080116597,0.27441485240985697,0.49475293252645397,-0.08129714659201005,0
SN_normal_qp05,1,middle,0.586282452556342,-0.1475117513760124,0.4387707011803297,0.010813404445473263,0
SN_normal_qp05,1,late,0.268515818770374,-0.197151426483149,0.07136439228722491,0.02598083236203138,0
SN_normal_qp05,2,early,0.22143954181470535,0.2142441914722496,0.435683733286955,-0.07754941512770576,0
SN_normal_qp05,2,middle,0.48799496236883066,-0.018212968108445422,0.46978199426038514,0.0015671891088427847,0
SN_normal_qp05,2,late,0.1636284197025589,-0.09840289039600825,0.06522552930655068,0.016728096798993796,0
SN_normal_qp05,3,early,0.24472233400932836,0.32037796131718,0.5651002953265082,-0.10004118416576331,0
SN_normal_qp05,3,middle,0.49361299928761315,-0.16269017205007727,0.33092282723753585,0.013367095350005652,0
SN_normal_qp05,3,late,0.21750132985353593,-0.23656069541844346,-0.019059365564907498,0.03409047575210057,0
SN_normal_qp05,4,early,0.28629132264405566,0.22551952179171328,0.5118108444357689,-0.06165389323779872,0
SN_normal_qp05,4,middle,0.6201272686094906,-0.1796150613840471,0.4405122072254436,0.01267134773637239,0
SN_normal_qp05,4,late,0.3018688353018091,-0.3853493647977213,-0.08348052949591225,0.04636669104542188,0
SN_normal_qp05,5,early,0.250623643342227,0.2332888306633841,0.483912474005611,-0.06846615216896546,0
SN_normal_qp05,5,middle,0.4744891295807128,-0.13014238088538063,0.3443467486953321,0.010862726434398411,0
SN_normal_qp05,5,late,0.23181570363969564,-0.23549774541663207,-0.0036820417769364306,0.03346000203813417,0
SN_normal_qp05,6,early,0.2989921100861907,0.21515200199747164,0.5141441120836624,-0.05629886485029,0
SN_normal_qp05,6,middle,0.4803528568681988,-0.19775146665349566,0.2826013902147031,0.0166079046140262,0
SN_normal_qp05,6,late,0.2301308306528252,-0.2231562935759071,0.006974537076918089,0.031212016752784167,0
SN_normal_qp05,7,early,0.2432633437508093,0.27839703468234606,0.5216603784331553,-0.08556868013846465,0
SN_normal_qp05,7,middle,0.5206437034724342,-0.1263808495718194,0.3942628539006148,0.010150874634692022,0
SN_normal_qp05,7,late,0.28388545084332106,-0.2357295630869788,0.04815588775634231,0.030048726464156367,0
SN_normal_qp05,8,early,0.24670175394666224,0.22557963241039541,0.4722813863570577,-0.06583456211275131,0
SN_normal_qp05,8,middle,0.6490469005004245,-0.2798840577687958,0.3691628427316287,0.020141016964908238,0
SN_normal_qp05,8,late,0.23665748015570207,-0.2072540296437587,0.029403450511943385,0.028098382730872673,0
SN_normal_qp05,9,early,0.27281116257671423,0.14862529168044714,0.4214364542571613,-0.04149307876070077,0
SN_normal_qp05,9,middle,0.6811934166870373,-0.2778352100230455,0.4033582066639919,0.01919018133432341,0
SN_normal_qp05,9,late,0.23868325156171755,-0.2452183699896336,-0.006535118427916016,0.034539418747064156,0
SN_peak_qm05,0,early,0.20899020397207718,0.16406816423114917,0.37305836820322635,-0.05498972370734177,0
SN_peak_qm05,0,middle,0.4776660561437377,-0.12332598365078291,0.3543400724929548,0.010567044195055279,0
SN_peak_qm05,0,late,0.20358785715093383,-0.22604717048219083,-0.022459313331256996,0.03435241381607041,0
SN_peak_qm05,1,early,0.2907710937651684,0.1341585604761325,0.4249296542413009,-0.03617099133161121,0
SN_peak_qm05,1,middle,0.6135142083373835,-0.22532601459236085,0.38818819374502267,0.01657494001577476,0
SN_peak_qm05,1,late,0.24581448591579938,-0.3265291454957572,-0.08071465957995791,0.04408121270963903,0
SN_peak_qm05,2,early,0.23296918426086627,0.22422955676581552,0.45719874102668184,-0.07779721510444976,0
SN_peak_qm05,2,middle,0.5170870122679743,-0.11564621379474703,0.40144079847322744,0.009628540587789919,0
SN_peak_qm05,2,late,0.15736760861894278,-0.14036763023079848,0.016999978388144217,0.025445669682533055,0
SN_peak_qm05,3,early,0.24385930777963033,0.3285394412004355,0.5723987489800658,-0.10038438526120906,0
SN_peak_qm05,3,middle,0.49480447747820755,-0.2540793038543656,0.24072517362384188,0.021434206089258813,0
SN_peak_qm05,3,late,0.22532671910368868,-0.23011556330320984,-0.004788844199521162,0.033235541494449704,0
SN_peak_qm05,4,early,0.3335155000644001,0.14786135583217003,0.48137685589657014,-0.03749300682387319,0
SN_peak_qm05,4,middle,0.6091259097708204,-0.23984157655977892,0.3692843332110415,0.017278674506192294,0
SN_peak_qm05,4,late,0.2719662183466661,-0.3166556908953322,-0.044689472548666086,0.041314664283757054,0
SN_peak_qm05,5,early,0.25903115377399466,0.20623097839697385,0.4652621321709685,-0.06100927321265911,0
SN_peak_qm05,5,middle,0.5063655183954285,-0.21857704509071757,0.2877884733047109,0.018666396435819126,0
SN_peak_qm05,5,late,0.2125533748229842,-0.2182556392835186,-0.005702264460534425,0.03375291026519854,0
SN_peak_qm05,6,early,0.2695636976087338,0.21441912154962597,0.48398281915835983,-0.05645886522494397,0
SN_peak_qm05,6,middle,0.4675529393547745,-0.18858976333261512,0.2789631760221593,0.01604373304113134,0
SN_peak_qm05,6,late,0.2130639780475195,-0.2282646505766828,-0.015200672529163264,0.03441669482500921,0
SN_peak_qm05,7,early,0.19860842003097243,0.16172109107757174,0.3603295111085442,-0.05671337017682473,0
SN_peak_qm05,7,middle,0.5320448299507388,-0.20851034595089715,0.3235344839998416,0.017679717390018054,0
SN_peak_qm05,7,late,0.25517929892214236,-0.25541653251201124,-0.00023723358986888887,0.03520199338840277,0
SN_peak_qm05,8,early,0.22681205830047277,0.12849342386609636,0.35530548216656915,-0.04000072673459746,0
SN_peak_qm05,8,middle,0.5810427256721783,-0.25909233457397335,0.3219503910982049,0.02025339475010345,0
SN_peak_qm05,8,late,0.20884960834380653,-0.20895322941880828,-0.00010362107500171656,0.03050865744306921,0
SN_peak_qm05,9,early,0.27921082472463593,0.3545249261538868,0.6337357508785226,-0.102433253604311,0
SN_peak_qm05,9,middle,0.6533670313049896,-0.4521656399028554,0.20120139140213414,0.03217858260483054,0
SN_peak_qm05,9,late,0.2378427390426627,-0.19510077144289972,0.04274196759976295,0.027948526894531714,0
SN_peak_q0,0,early,0.20750783682514026,0.16761294186826906,0.37512077869340943,-0.058016429967736115,0
SN_peak_q0,0,middle,0.614826687989372,-0.34619840430908605,0.26862828368028596,0.027356218348251436,0
SN_peak_q0,0,late,0.29546896486657226,-0.22953982265060735,0.0659291422159649,0.030624263645220536,0
SN_peak_q0,1,early,0.2972672945204918,0.020799025373876623,0.31806631989436845,-0.0057716867307741814,0
SN_peak_q0,1,middle,0.8013824939443994,-0.5486036049808283,0.25277888896357126,0.038140105964784454,0
SN_peak_q0,1,late,0.3983751630975722,-0.39984126403994685,-0.0014661009423746658,0.045952978173745454,0
SN_peak_q0,2,early,0.2596654070242233,0.13598873904666609,0.3956541460708894,-0.04549637709212529,0
SN_peak_q0,2,middle,0.5461912460217951,-0.22042575468014824,0.3257654913416469,0.0184792902955264,0
SN_peak_q0,2,late,0.20639728655448367,-0.20714257307198367,-0.0007452865175000358,0.03394422524431962,0
SN_peak_q0,3,early,0.27441122284800995,0.21970245683831388,0.49411367968632375,-0.06615564576106878,0
SN_peak_q0,3,middle,0.5900555329805894,-0.5097222535699284,0.08033327941066118,0.041220536235435444,0
SN_peak_q0,3,late,0.30352566702833966,-0.283699701923804,0.019825965104535704,0.038214035684658906,0
SN_peak_q0,4,early,0.3110184013635008,0.12304031042835671,0.4340587117918574,-0.03324425335971782,0
SN_peak_q0,4,middle,0.7665612873826682,-0.4543699684029752,0.3121913189796929,0.02992196186321442,0
SN_peak_q0,4,late,0.379012627746094,-0.23068740867749876,0.14832521906859517,0.02677615973491944,0
SN_peak_q0,5,early,0.3104371222117388,0.049374150004725004,0.3598112722164638,-0.014030774530489227,0
SN_peak_q0,5,middle,0.63295391288491,-0.4042902827677328,0.22866363011717716,0.031911978626356315,0
SN_peak_q0,5,late,0.31254890951506514,-0.27225929410601535,0.04028961540904981,0.037165553233878455,0
SN_peak_q0,6,early,0.3158463356694839,0.12062013899877126,0.43646647466825533,-0.0306270983911764,0
SN_peak_q0,6,middle,0.5127157213441678,-0.31416112913943245,0.19855459220473534,0.0266327811176129,0
SN_peak_q0,6,late,0.2820752807513177,-0.28487681339257837,-0.0028015326412606373,0.03870352831188577,0
SN_peak_q0,7,early,0.24520872645384836,0.15261409681992041,0.3978228232737688,-0.047905843530999526,0
SN_peak_q0,7,middle,0.5686848484416775,-0.4841826707458884,0.08450217769578913,0.04045845559241297,0
SN_peak_q0,7,late,0.34421274980880506,-0.37802665731541335,-0.0338139075066083,0.045452977768834474,0
SN_peak_q0,8,early,0.2682718108977271,0.05973221274159556,0.3280040236393228,-0.017546446317548803,0
SN_peak_q0,8,middle,0.7034811673853032,-0.5094123227069547,0.19406884467834842,0.03704296026545818,0
SN_peak_q0,8,late,0.27772663231433947,-0.30904008601551414,-0.03131345370117462,0.04242677040111597,0
SN_peak_q0,9,early,0.33281655142862165,0.07325052864579909,0.4060670800744207,-0.020252525495003868,0
SN_peak_q0,9,middle,0.8443222210780404,-0.5471089899158796,0.2972132311621608,0.036086642449304006,0
SN_peak_q0,9,late,0.38013578130690445,-0.4542137056957645,-0.07407792438886,0.052676608531873545,0
SN_peak_qp05,0,early,0.18130714485250643,0.16946702821062928,0.3507741730631357,-0.06106306925448069,0
SN_peak_qp05,0,middle,0.518004416684194,-0.1095581989500245,0.40844621773416945,0.009030004159094801,0
SN_peak_qp05,0,late,0.2187739308529544,-0.3077884257175971,-0.08901449486464265,0.04629141589782887,0
SN_peak_qp05,1,early,0.23833210977315733,0.2721805352299154,0.5105126450030726,-0.07953052388625652,0
SN_peak_qp05,1,middle,0.6104659155860479,-0.3199699076188159,0.290496007967232,0.023698144317199583,0
SN_peak_qp05,1,late,0.24952318337818064,-0.2334251415428396,0.01609804183534106,0.03174374246500476,0
SN_peak_qp05,2,early,0.21758679831358727,0.21347608285162234,0.43106288116520963,-0.0784387918131795,0
SN_peak_qp05,2,middle,0.4717810566935937,0.040030023115680165,0.5118110798092739,-0.0035369790075111544,0
SN_peak_qp05,2,late,0.16241080790324688,-0.14399610651665667,0.018414701386590293,0.025640866017616885,0
SN_peak_qp05,3,early,0.25661143641249184,0.29462917176533504,0.5512406081778268,-0.0901423500115308,0
SN_peak_qp05,3,middle,0.5567421279254514,-0.33742793625631146,0.21931419166914004,0.026757661612109004,0
SN_peak_qp05,3,late,0.2107137836993136,-0.21804179578710217,-0.007328012087788572,0.032719917916616215,0
SN_peak_qp05,4,early,0.3172743916800355,0.21800608643406538,0.535280478114101,-0.055011537985723724,0
SN_peak_qp05,4,middle,0.6139760804527187,-0.39100405413868966,0.22297202631402893,0.028363845439001924,0
SN_peak_qp05,4,late,0.30257647439122654,-0.38450419501467265,-0.08192772062344612,0.04690690378565418,0
SN_peak_qp05,5,early,0.26325399842946157,0.13853961364221576,0.4017936120716773,-0.04088617235392396,0
SN_peak_qp05,5,middle,0.5146575792394998,-0.16367899919126896,0.3509785800482308,0.013991338574721908,0
SN_peak_qp05,5,late,0.2221376071358074,-0.20317086267797044,0.018966744457837,0.030595518724789904,0
SN_peak_qp05,6,early,0.3170615636465472,0.20134207387688763,0.5184036375234348,-0.05238052785137113,0
SN_peak_qp05,6,middle,0.4271407614931959,-0.24121473085883566,0.1859260306343603,0.021357583685622267,0
SN_peak_qp05,6,late,0.21384055639198854,-0.24743915614462517,-0.03359859975263667,0.03748122447817184,0
SN_peak_qp05,7,early,0.24416621071488287,0.1918008249204285,0.43596703563531136,-0.06017991820719002,0
SN_peak_qp05,7,middle,0.533259895796803,-0.2858841375137626,0.24737575828304048,0.023769458303078177,0
SN_peak_qp05,7,late,0.25663330099129,-0.21046005837614123,0.04617324261514875,0.02817773828013838,0
SN_peak_qp05,8,early,0.26626099915300855,0.12001368954286176,0.3862746886958703,-0.03562178712329184,0
SN_peak_qp05,8,middle,0.6234573323316328,-0.2396676789507646,0.38378965338086823,0.017825251104396884,0
SN_peak_qp05,8,late,0.22193303892740152,-0.22986292239413245,-0.007929883466730923,0.03394100126638118,0
SN_peak_qp05,9,early,0.2877866480671998,0.2712837294395735,0.5590703775067732,-0.0701695058426389,0
SN_peak_qp05,9,middle,0.6113421713569949,-0.25172117675190164,0.3596209946050933,0.017945886220931177,0
SN_peak_qp05,9,late,0.2521176035838296,-0.19710290767887748,0.05501469590495214,0.027225044785145383,0
SN_valley_qm05,0,early,0.16249309698415362,0.30496870140100135,0.467461798385155,-0.11250714429218252,0
SN_valley_qm05,0,middle,0.5338460663740928,-0.15108455210189875,0.38276151427219407,0.012033837468717072,0
SN_valley_qm05,0,late,0.20489883220042168,-0.13269389427800546,0.07220493792241624,0.019050559188220538,0
SN_valley_qm05,1,early,0.23047207110239107,0.18261449887059636,0.4130865699729874,-0.055735493675754644,0
SN_valley_qm05,1,middle,0.6182788274074724,-0.15725912150842014,0.4610197058990524,0.011450674722388927,0
SN_valley_qm05,1,late,0.2592836302003798,-0.18097506639224226,0.07830856380813761,0.024391293001092634,0
SN_valley_qm05,2,early,0.22435523347106567,0.20666390447419047,0.43101913794525615,-0.07271266411176112,0
SN_valley_qm05,2,middle,0.4735305751333294,0.15706284875572166,0.6305934238890509,-0.013486536102006718,0
SN_valley_qm05,2,late,0.15972246390388697,-0.10117650001951431,0.05854596388437272,0.01725611558901254,0
SN_valley_qm05,3,early,0.2643207814224688,0.37356981610581663,0.6378905975282855,-0.10952778654246945,0
SN_valley_qm05,3,middle,0.5470267718890358,-0.30293777399616484,0.24408899789287103,0.02421345501735505,0
SN_valley_qm05,3,late,0.23298377891191144,-0.2495798704157111,-0.016596091503799697,0.03490339257330489,0
SN_valley_qm05,4,early,0.32055370503501995,0.19370518814306084,0.5142588931780807,-0.04985871383794509,0
SN_valley_qm05,4,middle,0.58478853165683,-0.09061552954269894,0.4941730021141311,0.006639167644960954,0
SN_valley_qm05,4,late,0.2797205548434144,-0.16429641695451416,0.11542413788890021,0.020558073150258517,0
SN_valley_qm05,5,early,0.24094993983412716,0.15669391439522928,0.3976438542293564,-0.04806591423944457,0
SN_valley_qm05,5,middle,0.5533527317278437,-0.2267978581142806,0.32655487361356306,0.018389319254748737,0
SN_valley_qm05,5,late,0.21544080601983576,-0.15525020487020527,0.060190601149630464,0.023161303874151096,0
SN_valley_qm05,6,early,0.2702617948006423,0.25582443956117396,0.5260862343618162,-0.07001090938813222,0
SN_valley_qm05,6,middle,0.4423686594194203,-0.15231342755138044,0.29005523186803983,0.013271515047255324,0
SN_valley_qm05,6,late,0.22452886436103123,-0.2053999627460339,0.01912890161499734,0.029574143939663008,0
SN_valley_qm05,7,early,0.2041952564033436,0.228916148295292,0.4331114046986356,-0.07792395732644793,0
SN_valley_qm05,7,middle,0.533937935216851,-0.11869086723208294,0.4152470679847679,0.009557567417290535,0
SN_valley_qm05,7,late,0.2539862708075478,-0.3152825239602833,-0.06129625315273547,0.04156922810392249,0
SN_valley_qm05,8,early,0.24988846839094425,0.14801688099539417,0.3979053493863384,-0.043458808435921564,0
SN_valley_qm05,8,middle,0.6269375311725051,-0.1856622951025806,0.44127523606992447,0.013705586798766154,0
SN_valley_qm05,8,late,0.21973844273938214,-0.31233443269147343,-0.09259598995209123,0.04269839112942114,0
SN_valley_qm05,9,early,0.23727239003955333,0.23362275547891279,0.4708951455184661,-0.06543009471838286,0
SN_valley_qm05,9,middle,0.6268316742280562,-0.18576756610300957,0.44106410812504665,0.013220030080443788,0
SN_valley_qm05,9,late,0.24993774453502857,-0.19796403892636022,0.05197370560866836,0.026585113444813062,0
SN_valley_q0,0,early,0.17739109077321896,0.2173696633349009,0.3947607541081199,-0.08061086483922414,0
SN_valley_q0,0,middle,0.5396515901845693,-0.06364339844687603,0.4760081917376934,0.005083079494137746,0
SN_valley_q0,0,late,0.21826203269319555,-0.30209059549088146,-0.08382856279768593,0.04422637298193583,0
SN_valley_q0,1,early,0.2577398687090808,0.15643049861863748,0.41417036732771834,-0.045542345410180755,0
SN_valley_q0,1,middle,0.6120165001214188,-0.1544756737535917,0.45754082636782717,0.011345206474726083,0
SN_valley_q0,1,late,0.2848864153943221,-0.2065260316844895,0.07836038370983262,0.02651945125311771,0
SN_valley_q0,2,early,0.2303617261722673,0.2161587765511046,0.4465205027233719,-0.07530949701133514,0
SN_valley_q0,2,middle,0.4668522183861495,-0.05001413940751451,0.41683807897863495,0.004415240056252641,0
SN_valley_q0,2,late,0.1662613851816232,-0.182967341100429,-0.01670595591880576,0.031187262571322535,0
SN_valley_q0,3,early,0.2471590371834671,0.2956840313985369,0.542843068582004,-0.09243891623630697,0
SN_valley_q0,3,middle,0.4996316920554754,-0.08306074973152264,0.4165709423239528,0.006742168644955016,0
SN_valley_q0,3,late,0.23710973740361857,-0.1597008787561375,0.07740885864748105,0.0219943386324026,0
SN_valley_q0,4,early,0.330014229763803,0.2176895950437088,0.5477038248075118,-0.05436039981770277,0
SN_valley_q0,4,middle,0.6059662764215099,-0.07863241207258635,0.5273338643489234,0.005536431246224908,0
SN_valley_q0,4,late,0.3054947292413471,-0.336853369579953,-0.03135864033860585,0.04046986610768083,0
SN_valley_q0,5,early,0.22879267877652099,0.13481054637303977,0.3636032251495607,-0.042462655630366775,0
SN_valley_q0,5,middle,0.5497870428546499,-0.15453778764438195,0.39524925521026805,0.012361587249786974,0
SN_valley_q0,5,late,0.2466725474150763,-0.10388126649508742,0.1427912809199889,0.014167564754889696,0
SN_valley_q0,6,early,0.27486626064634995,0.20838997558994996,0.4832562362362998,-0.05645944923288529,0
SN_valley_q0,6,middle,0.5439659971827362,-0.18181285448774814,0.36215314269498805,0.014287087672218944,0
SN_valley_q0,6,late,0.22523947333358335,-0.3097266997632009,-0.08448722642961755,0.043524573907392936,0
SN_valley_q0,7,early,0.2286725167417102,0.2056719593358406,0.4343444760775507,-0.06743462378092781,0
SN_valley_q0,7,middle,0.4848297992210532,-0.01821557736643868,0.4666142218546146,0.0015025987807973133,0
SN_valley_q0,7,late,0.2754613058486205,-0.32064898737760716,-0.04518768152898672,0.041912238775686034,0
SN_valley_q0,8,early,0.25423331109597896,0.09542157093895573,0.34965488203493467,-0.027765662890836897,0
SN_valley_q0,8,middle,0.6602872151387706,-0.11904670793630355,0.5412405072024671,0.008493378368256163,0
SN_valley_q0,8,late,0.2241667198733315,-0.1860555598103512,0.038111160062980244,0.025654090142052832,0
SN_valley_q0,9,early,0.2551495501200038,0.05510913070341956,0.31025868082342334,-0.01568702651127576,0
SN_valley_q0,9,middle,0.6026215519681103,-0.03746985542622544,0.5651516965418849,0.0027841905450968893,0
SN_valley_q0,9,late,0.2481519676767752,-0.24401677912578637,0.004135188550988874,0.03286717691609739,0
SN_valley_qp05,0,early,0.17931266659893227,0.2539317318165408,0.43324439841547296,-0.09099054311083708,0
SN_valley_qp05,0,middle,0.5414369816058379,-0.16609291237580473,0.37534406923003316,0.013261334083884573,0
SN_valley_qp05,0,late,0.20549720706978117,-0.18486863961080868,0.02062856745897248,0.027934393960313785,0
SN_valley_qp05,1,early,0.23431900953869703,0.24283025892475238,0.47714926846344946,-0.07130600597048606,0
SN_valley_qp05,1,middle,0.6165590487858087,-0.259008637193046,0.3575504115927627,0.01909417715678467,0
SN_valley_qp05,1,late,0.26047712634735104,-0.27525767012499236,-0.0147805437776414,0.036489358157454396,0
SN_valley_qp05,2,early,0.25853964169445526,0.18320269131864242,0.4417423330130977,-0.06044376585387086,0
SN_valley_qp05,2,middle,0.49840564481757854,0.01619449097952616,0.5146001357971047,-0.0013925163208914496,0
SN_valley_qp05,2,late,0.15418474634029686,-0.030440859602657702,0.12374388673763914,0.005248489108332936,0
SN_valley_qp05,3,early,0.23461589279355344,0.3243124767888785,0.558928369582432,-0.10523295859690676,0
SN_valley_qp05,3,middle,0.5228992018289165,-0.2511745598751673,0.27172464195374924,0.02063140906525238,0
SN_valley_qp05,3,late,0.22227885749399168,-0.2646800679322797,-0.04240121043828801,0.038095052770302736,0
SN_valley_qp05,4,early,0.30322935330159856,0.1905421630211922,0.49377151632279065,-0.05198488727837123,0
SN_valley_qp05,4,middle,0.6110659390868025,-0.15723570315340374,0.4538302359333986,0.011512410932451696,0
SN_valley_qp05,4,late,0.27207007007920075,-0.34767491131454126,-0.07560484123534048,0.04362602159662398,0
SN_valley_qp05,5,early,0.265604470080195,0.14945348950894427,0.4150579595891393,-0.042713916740447576,0
SN_valley_qp05,5,middle,0.5361138427502234,-0.05967197400045143,0.4764418687497719,0.00484987921695318,0
SN_valley_qp05,5,late,0.22236857201898685,-0.10001947984532916,0.12234909217365772,0.014611076023004292,0
SN_valley_qp05,6,early,0.2626720524001427,0.23365937088297065,0.4963314232831134,-0.06445768841645635,0
SN_valley_qp05,6,middle,0.48070392596796924,-0.12493882587710822,0.355765100090861,0.010484847308761357,0
SN_valley_qp05,6,late,0.2138642973769787,-0.2632744857390651,-0.04941018836208641,0.03830387425563713,0
SN_valley_qp05,7,early,0.23243100806311112,0.24178771572184135,0.47421872378495245,-0.07816909455220976,0
