primary,log_difference,ci_low,ci_high,peak_geometric_F,population_shrinkage
DIRECTIONAL_PHASE_SUPPRESSION,-0.09877247078718292,-0.11185858695357263,-0.08658424842767834,1.6545914760220721,NOT_ESTABLISHED
