seed,comparison,quantity,early_mean,late_mean,ratio,early_negative_c_fraction,late_negative_c_fraction
200,late150_halves,D,45.72919411073928,47.72133797313755,1.0435639398668175,1.0,1.0
200,late150_halves,abs_c,0.18741234219136205,0.19268868941888642,1.0281536806265237,1.0,1.0
200,late150_halves,Rstar,122.9115557754819,124.4198305291207,1.0122712200990598,1.0,1.0
200,late150_halves,R,114.36491886437297,120.16522653898774,1.0507175428637643,1.0,1.0
200,late50_to_late150,D,33.06980795972047,46.72526604193842,1.412928254643949,1.0,1.0
200,late50_to_late150,abs_c,0.2224037241465445,0.19005051580512422,0.8545293768547583,1.0,1.0
200,late50_to_late150,Rstar,75.09807880207026,123.6656931523013,1.6467224611462652,1.0,1.0
200,late50_to_late150,R,69.77996659998499,117.26507270168037,1.6804976903171174,1.0,1.0
201,late150_halves,D,47.94075036407846,49.733116411356285,1.0373871087470676,1.0,1.0
201,late150_halves,abs_c,0.18601539948655452,0.1891409002580046,1.01680237647032,1.0,1.0
201,late150_halves,Rstar,130.18762039933776,132.85731192062195,1.0205064929606606,1.0,1.0
201,late150_halves,R,119.17800922863195,128.14617381585668,1.075250162721045,1.0,1.0
201,late50_to_late150,D,34.29122819120595,48.83693338771738,1.4241815170750198,1.0,1.0
201,late50_to_late150,abs_c,0.2131685626992073,0.18757814987227955,0.879952219488212,1.0,1.0
201,late50_to_late150,Rstar,81.05170186014206,131.52246615997984,1.6226983905523304,1.0,1.0
201,late50_to_late150,R,73.13447663525196,123.6620915222443,1.6908863946479278,1.0,1.0
202,late150_halves,D,47.58210677603335,48.75597605185895,1.0246703930397816,1.0,1.0
202,late150_halves,abs_c,0.19185001709419322,0.18579472002943095,0.9684373389355014,1.0,1.0
202,late150_halves,Rstar,125.08673956625552,132.42935555927323,1.058700194908578,1.0,1.0
202,late150_halves,R,119.90576844174292,125.57576801249341,1.0472871292552144,1.0,1.0
202,late50_to_late150,D,33.76998886733661,48.169041413946154,1.426386061398343,1.0,1.0
202,late50_to_late150,abs_c,0.21850994939718976,0.18882236856181212,0.8641362513822474,1.0,1.0
202,late50_to_late150,Rstar,77.95074787852943,128.75804756276438,1.6517871998278697,1.0,1.0
202,late50_to_late150,R,72.71538101872548,122.74076822711817,1.6879615633934486,1.0,1.0
203,late150_halves,D,46.35668242868609,48.398673242289924,1.0440495459688077,1.0,1.0
203,late150_halves,abs_c,0.18974433698636653,0.18433397155713305,0.9714860242199364,1.0,1.0
203,late150_halves,Rstar,122.91865306275872,132.53276734894132,1.0782152590077105,1.0,1.0
203,late150_halves,R,115.3020837265756,123.2744448098556,1.069143252451408,1.0,1.0
203,late50_to_late150,D,33.7811580123731,47.377677835488015,1.4024882692930447,1.0,1.0
203,late50_to_late150,abs_c,0.21188551018406607,0.18703915427174983,0.8827368804467466,1.0,1.0
203,late50_to_late150,Rstar,80.70959930867643,127.72571020585,1.5825343119020943,1.0,1.0
203,late50_to_late150,R,72.94618755985316,119.28826426821557,1.635291277838725,1.0,1.0
204,late150_halves,D,45.875718234755716,49.11817337314746,1.0706791144238748,1.0,1.0
204,late150_halves,abs_c,0.1904236392600229,0.18967030456659503,0.9960439013960909,1.0,1.0
204,late150_halves,Rstar,121.37760845143858,130.55021620061225,1.075570839351671,1.0,1.0
204,late150_halves,R,113.5098499494083,121.5225273942337,1.0705901509727718,1.0,1.0
204,late50_to_late150,D,32.9255439870246,47.496945803951576,1.4425561449393007,1.0,1.0
204,late50_to_late150,abs_c,0.21772362299346915,0.19004697191330894,0.8728817263848746,1.0,1.0
204,late50_to_late150,Rstar,76.03334908849172,125.96391232602542,1.656692935877674,1.0,1.0
204,late50_to_late150,R,69.87016304540892,117.516188671821,1.681922347818864,1.0,1.0
