task,seed,intervention,n_removed,baseline_mse,removed_mse,mean_preserved_mse,constant_optimal_mse
100,4,remove_shrunk,70,2.7917351678924923e-10,0.008576521819085036,0.003430390875606156,0.99609375
100,5,remove_shrunk,72,2.2499445579917008e-11,0.03178800637994875,0.026536351082360445,1.4365234375
100,6,remove_shrunk,68,1.3490657185245897e-09,0.030849911019243025,0.030746927302766534,1.08984375
100,7,remove_shrunk,70,1.9465827827733357e-12,0.01295133764710152,0.011106925496434921,2.6318359375
100,8,remove_shrunk,70,1.923184738241576e-12,0.03004471805686454,0.020000331559395595,1.46484375
100,9,remove_shrunk,74,2.0121355848125316e-10,0.005156131193095433,0.004635970095637143,5.546875
500,0,remove_grown,29,9.798559341038896e-11,2.207318996520365,2.149928860645921,2.15234375
500,1,remove_grown,26,2.7388233477846013e-12,3.536765085440548,1.8121307748241957,1.8125
500,2,remove_grown,32,1.1704714998590743e-11,3.422900350044794,0.9435631933064952,0.9443359375
500,3,remove_grown,29,1.4873918409098389e-12,1.1672571592401144,0.9130385821106317,0.9130859375
500,4,remove_grown,30,2.1541990853685135e-10,8.237120410165037,2.2337718132664217,2.234375
500,5,remove_grown,28,8.065376170130672e-09,2.4845619075635446,0.4985435301860315,0.5
500,6,remove_grown,32,5.675713907496627e-12,1.2458008963364364,0.796550860161522,0.796875
500,7,remove_grown,30,2.653872392513244e-13,2.2273684000677414,1.3327726628676415,1.3349609375
500,8,remove_grown,30,3.541571497168909e-12,2.438607013987156,1.8408870446824708,1.83984375
500,9,remove_grown,26,5.266316021945307e-10,5.436545388124197,1.2924079169042657,1.296875
500,0,remove_shrunk,71,9.798559341038896e-11,2.288406210929202e-05,1.6457254372846814e-06,2.15234375
500,1,remove_shrunk,74,2.7388233477846013e-12,7.115431988397372e-05,1.4204581114959378e-07,1.8125
500,2,remove_shrunk,68,1.1704714998590743e-11,0.0008985258413337909,2.0215371232614658e-05,0.9443359375
500,3,remove_shrunk,71,1.4873918409098389e-12,0.0040529207789920295,1.5410494959604467e-05,0.9130859375
500,4,remove_shrunk,70,2.1541990853685135e-10,0.00021300327945624378,4.0635744194197785e-06,2.234375
500,5,remove_shrunk,72,8.065376170130672e-09,0.0006233386364909696,0.00010447624022942527,0.5
500,6,remove_shrunk,68,5.675713907496627e-12,8.619078082078502e-05,2.113927386505118e-06,0.796875
500,7,remove_shrunk,70,2.653872392513244e-13,0.0007489608976318263,6.734846807313076e-06,1.3349609375
500,8,remove_shrunk,70,3.541571497168909e-12,0.00024382032615295345,4.528390652844891e-06,1.83984375
500,9,remove_shrunk,74,5.266316021945307e-10,0.004021206875875602,2.9596614812432436e-05,1.296875
