geometry,optimizer,seed,task,series_status,R0_actual,R_posttask,R_posttask_over_R0
dup64,adam,302,38,COMPLETE,1.4671841977722782,668.7279687608229,455.79005674692814
dup64,adam,302,39,COMPLETE,1.4671841977722782,644.0545269583068,438.97318955330695
dup64,adam,302,40,COMPLETE,1.4671841977722782,669.9341626344128,456.61217156756305
dup64,adam,302,41,COMPLETE,1.4671841977722782,671.7752888245847,457.8670420827767
dup64,adam,302,42,COMPLETE,1.4671841977722782,676.2277119781418,460.90171432114835
dup64,adam,302,43,COMPLETE,1.4671841977722782,663.1924806992115,452.01719164245367
dup64,adam,302,44,COMPLETE,1.4671841977722782,668.2954539866772,455.4952643310867
dup64,adam,302,45,COMPLETE,1.4671841977722782,669.0423438680047,456.0043278027772
dup64,adam,302,46,COMPLETE,1.4671841977722782,678.5765765266776,462.50264796813167
dup64,adam,302,47,COMPLETE,1.4671841977722782,686.8391935206593,468.13426328032443
dup64,adam,302,48,COMPLETE,1.4671841977722782,690.9709578658524,470.95038163238047
dup64,adam,302,49,COMPLETE,1.4671841977722782,692.2888382288234,471.8486194712094
dup64,adam,302,50,COMPLETE,1.4671841977722782,689.7294567725403,470.1042021988798
dup64,adam,303,1,COMPLETE,1.374406397177089,348.42317631178264,253.50811596003444
dup64,adam,303,2,COMPLETE,1.374406397177089,469.25236770199257,341.42184485301874
dup64,adam,303,3,COMPLETE,1.374406397177089,487.23572308378766,354.50629747105904
dup64,adam,303,4,COMPLETE,1.374406397177089,499.8940123994026,363.7163021258787
dup64,adam,303,5,COMPLETE,1.374406397177089,497.32259983333023,361.8453761964347
dup64,adam,303,6,COMPLETE,1.374406397177089,506.9216835330109,368.82954312071297
dup64,adam,303,7,COMPLETE,1.374406397177089,508.06340052423735,369.6602413723883
dup64,adam,303,8,COMPLETE,1.374406397177089,508.8664482862952,370.2445283516306
dup64,adam,303,9,COMPLETE,1.374406397177089,510.5859446644006,371.4956112785124
dup64,adam,303,10,COMPLETE,1.374406397177089,527.6224899474893,383.8911773338511
dup64,adam,303,11,COMPLETE,1.374406397177089,553.0379866951855,402.38315816273655
dup64,adam,303,12,COMPLETE,1.374406397177089,544.9626303712064,396.5076352165649
dup64,adam,303,13,COMPLETE,1.374406397177089,561.0748541705425,408.23067712937114
dup64,adam,303,14,COMPLETE,1.374406397177089,557.7211661506287,405.79057787866776
dup64,adam,303,15,COMPLETE,1.374406397177089,571.4669684473679,415.79184266102897
dup64,adam,303,16,COMPLETE,1.374406397177089,574.375976803006,417.9083988423833
dup64,adam,303,17,COMPLETE,1.374406397177089,593.5195788895354,431.83703168769654
dup64,adam,303,18,COMPLETE,1.374406397177089,579.4893330532191,421.628809530747
dup64,adam,303,19,COMPLETE,1.374406397177089,580.7870615506887,422.57301970041374
dup64,adam,303,20,COMPLETE,1.374406397177089,588.4631765505648,428.1580599153328
dup64,adam,303,21,COMPLETE,1.374406397177089,589.8622494851202,429.1760069631849
dup64,adam,303,22,COMPLETE,1.374406397177089,602.2869248114678,438.2160371550312
dup64,adam,303,23,COMPLETE,1.374406397177089,603.0358239738723,438.7609263260527
dup64,adam,303,24,COMPLETE,1.374406397177089,594.8532221089354,432.8073729362087
dup64,adam,303,25,COMPLETE,1.374406397177089,613.3006684311292,446.22949201254835
dup64,adam,303,26,COMPLETE,1.374406397177089,621.578329564272,452.25220927444735
dup64,adam,303,27,COMPLETE,1.374406397177089,610.5700440991242,444.24272569829554
dup64,adam,303,28,COMPLETE,1.374406397177089,620.3105710824117,451.3298048935712
dup64,adam,303,29,COMPLETE,1.374406397177089,625.5701699768961,455.15661980456633
dup64,adam,303,30,COMPLETE,1.374406397177089,616.1447245214365,448.2987897807694
dup64,adam,303,31,COMPLETE,1.374406397177089,629.2185972506795,457.81116745603026
dup64,adam,303,32,COMPLETE,1.374406397177089,613.2052120570866,446.16003921151463
dup64,adam,303,33,COMPLETE,1.374406397177089,628.2042107719004,457.0731132088567
dup64,adam,303,34,COMPLETE,1.374406397177089,637.506466042039,463.84131167566
dup64,adam,303,35,COMPLETE,1.374406397177089,649.1553594742697,472.31689317481226
dup64,adam,303,36,COMPLETE,1.374406397177089,653.6776299241325,475.60723761671176
dup64,adam,303,37,COMPLETE,1.374406397177089,656.4976497511365,477.65904691619994
dup64,adam,303,38,COMPLETE,1.374406397177089,653.980393867168,475.82752467566127
dup64,adam,303,39,COMPLETE,1.374406397177089,671.7771964729084,488.7762439498828
dup64,adam,303,40,COMPLETE,1.374406397177089,660.5586997739225,480.6138134475018
dup64,adam,303,41,COMPLETE,1.374406397177089,668.4401227779439,486.34823306327854
dup64,adam,303,42,COMPLETE,1.374406397177089,677.2066629560289,492.7266522819978
dup64,adam,303,43,COMPLETE,1.374406397177089,679.4582553197064,494.3648812427346
dup64,adam,303,44,COMPLETE,1.374406397177089,669.9386783025323,487.4385623339123
dup64,adam,303,45,COMPLETE,1.374406397177089,691.629983878512,503.2208706966584
dup64,adam,303,46,COMPLETE,1.374406397177089,690.2800277446514,502.2386603863504
dup64,adam,303,47,COMPLETE,1.374406397177089,695.7106262960589,506.18989239644685
dup64,adam,303,48,COMPLETE,1.374406397177089,691.8724040041843,503.39725238854385
dup64,adam,303,49,COMPLETE,1.374406397177089,710.7392300479404,517.1245066289977
dup64,adam,303,50,COMPLETE,1.374406397177089,698.8750407534048,508.49227869488476
dup64,adam,304,1,COMPLETE,1.4361287366797155,350.6358402812715,244.15348800270547
dup64,adam,304,2,COMPLETE,1.4361287366797155,468.958943010624,326.5438056025829
dup64,adam,304,3,COMPLETE,1.4361287366797155,470.10159790551705,327.3394549519127
dup64,adam,304,4,COMPLETE,1.4361287366797155,475.7039712202665,331.2404794016441
dup64,adam,304,5,COMPLETE,1.4361287366797155,464.2232782828584,323.2462845609009
dup64,adam,304,6,COMPLETE,1.4361287366797155,473.0195699448378,329.37128675416955
dup64,adam,304,7,COMPLETE,1.4361287366797155,500.7409226477243,348.67411942847235
dup64,adam,304,8,COMPLETE,1.4361287366797155,513.0340666343802,357.2340372636083
dup64,adam,304,9,COMPLETE,1.4361287366797155,521.4386976882464,363.0863197499942
dup64,adam,304,10,COMPLETE,1.4361287366797155,533.915847435043,371.7743638146533
dup64,adam,304,11,COMPLETE,1.4361287366797155,526.5168646850218,366.6223307405659
dup64,adam,304,12,COMPLETE,1.4361287366797155,524.3287055186023,365.09867961477727
dup64,adam,304,13,COMPLETE,1.4361287366797155,539.6307457451444,375.75374126469586
dup64,adam,304,14,COMPLETE,1.4361287366797155,563.0610945627968,392.06867753692916
dup64,adam,304,15,COMPLETE,1.4361287366797155,553.531993779309,385.4334083301317
dup64,adam,304,16,COMPLETE,1.4361287366797155,563.6691151102076,392.49205221907397
dup64,adam,304,17,COMPLETE,1.4361287366797155,564.3503495045845,392.9664069039833
dup64,adam,304,18,COMPLETE,1.4361287366797155,558.6792682362709,389.0175399789853
dup64,adam,304,19,COMPLETE,1.4361287366797155,565.9797345749867,394.10097445965323
dup64,adam,304,20,COMPLETE,1.4361287366797155,585.5299707362656,407.7141246334172
dup64,adam,304,21,COMPLETE,1.4361287366797155,578.8942224312865,403.0935442247829
dup64,adam,304,22,COMPLETE,1.4361287366797155,580.4391691285729,404.16931595598453
dup64,adam,304,23,COMPLETE,1.4361287366797155,604.2241525374295,420.73119011209036
dup64,adam,304,24,COMPLETE,1.4361287366797155,615.2078928498925,428.37934868724494
dup64,adam,304,25,COMPLETE,1.4361287366797155,609.1850858496609,424.1855693648173
dup64,adam,304,26,COMPLETE,1.4361287366797155,613.1888450206832,426.9734525599401
dup64,adam,304,27,COMPLETE,1.4361287366797155,611.8343640445761,426.0303052351128
dup64,adam,304,28,COMPLETE,1.4361287366797155,610.2655395287068,424.9379069871003
dup64,adam,304,29,COMPLETE,1.4361287366797155,620.1123719827802,431.7944179687265
dup64,adam,304,30,COMPLETE,1.4361287366797155,629.9227761863705,438.6255633619115
dup64,adam,304,31,COMPLETE,1.4361287366797155,638.8057329579873,444.8109118928196
dup64,adam,304,32,COMPLETE,1.4361287366797155,637.1542610093352,443.66096488147423
dup64,adam,304,33,COMPLETE,1.4361287366797155,637.4210828184821,443.84675728457296
dup64,adam,304,34,COMPLETE,1.4361287366797155,629.4492433832239,438.29583470245905
dup64,adam,304,35,COMPLETE,1.4361287366797155,640.4604960961365,445.963150613406
dup64,adam,304,36,COMPLETE,1.4361287366797155,640.6573490992096,446.10022258895066
dup64,adam,304,37,COMPLETE,1.4361287366797155,641.7409582479883,446.85475741657615
dup64,adam,304,38,COMPLETE,1.4361287366797155,662.3088033363372,461.17648538081227
dup64,adam,304,39,COMPLETE,1.4361287366797155,632.8567180438833,440.668515210571
dup64,adam,304,40,COMPLETE,1.4361287366797155,654.1614471883634,455.5033476321657
dup64,adam,304,41,COMPLETE,1.4361287366797155,653.5241348120567,455.05957656900864
dup64,adam,304,42,COMPLETE,1.4361287366797155,653.7231671555072,455.19816605501165
dup64,adam,304,43,COMPLETE,1.4361287366797155,672.2859186718251,468.12371447014493
dup64,adam,304,44,COMPLETE,1.4361287366797155,669.752561670796,466.3596964289169
dup64,adam,304,45,COMPLETE,1.4361287366797155,677.0843752394914,471.4649585000918
dup64,adam,304,46,COMPLETE,1.4361287366797155,686.2748887610734,477.86446384167436
dup64,adam,304,47,COMPLETE,1.4361287366797155,686.3957482296921,477.94862027245375
dup64,adam,304,48,COMPLETE,1.4361287366797155,696.5575601376136,485.0244566152424
dup64,adam,304,49,COMPLETE,1.4361287366797155,677.2896761979684,471.6079129255786
dup64,adam,304,50,COMPLETE,1.4361287366797155,682.875246574581,475.49723721382185
dup64,sgd,300,1,COMPLETE,1.4539855600099385,31.422720497530783,21.611439179159383
dup64,sgd,300,2,COMPLETE,1.4539855600099385,48.2960736041201,33.216336483967545
dup64,sgd,300,3,COMPLETE,1.4539855600099385,60.43621314976709,41.565896396766135
dup64,sgd,300,4,COMPLETE,1.4539855600099385,66.91858954397928,46.024246309242486
dup64,sgd,300,5,COMPLETE,1.4539855600099385,68.98162589820417,47.44312997010277
dup64,sgd,300,6,COMPLETE,1.4539855600099385,66.2187814164516,45.54294295467348
dup64,sgd,300,7,COMPLETE,1.4539855600099385,66.6495451222318,45.83920704259004
dup64,sgd,300,8,COMPLETE,1.4539855600099385,66.03637940787786,45.41749328475207
dup64,sgd,300,9,COMPLETE,1.4539855600099385,65.2211911594289,44.856835551367574
dup64,sgd,300,10,COMPLETE,1.4539855600099385,66.60417240661441,45.80800128865045
dup64,sgd,300,11,COMPLETE,1.4539855600099385,66.21627602799443,45.54121983683374
dup64,sgd,300,12,COMPLETE,1.4539855600099385,65.69576099029798,45.1832279474969
dup64,sgd,300,13,COMPLETE,1.4539855600099385,65.6740278962528,45.16828069173114
dup64,sgd,300,14,COMPLETE,1.4539855600099385,66.68708814836214,45.86502781217876
dup64,sgd,300,15,COMPLETE,1.4539855600099385,66.50361415001075,45.73884086548712
dup64,sgd,300,16,COMPLETE,1.4539855600099385,66.02600528884533,45.410358331477525
dup64,sgd,300,17,COMPLETE,1.4539855600099385,66.31028541535018,45.605876178644394
dup64,sgd,300,18,COMPLETE,1.4539855600099385,67.53424630031951,46.44767331792338
dup64,sgd,300,19,COMPLETE,1.4539855600099385,68.41301702701965,47.052060837902694
dup64,sgd,300,20,COMPLETE,1.4539855600099385,69.03063531358792,47.47683691791002
dup64,sgd,300,21,COMPLETE,1.4539855600099385,69.89725390909585,48.07286663054486
dup64,sgd,300,22,COMPLETE,1.4539855600099385,70.41875396947388,48.43153598374976
dup64,sgd,300,23,COMPLETE,1.4539855600099385,70.09801957770286,48.21094617832636
dup64,sgd,300,24,COMPLETE,1.4539855600099385,70.88245119835547,48.750450587604846
dup64,sgd,300,25,COMPLETE,1.4539855600099385,69.82156960303904,48.020813633501135
dup64,sgd,300,26,COMPLETE,1.4539855600099385,70.24672439328673,48.31322010708728
dup64,sgd,300,27,COMPLETE,1.4539855600099385,70.3415999804876,48.37847219060882
dup64,sgd,300,28,COMPLETE,1.4539855600099385,70.55767776530264,48.52708287200621
dup64,sgd,300,29,COMPLETE,1.4539855600099385,71.48212514143279,49.162885180884594
dup64,sgd,300,30,COMPLETE,1.4539855600099385,71.0597881977144,48.87241672278277
dup64,sgd,300,31,COMPLETE,1.4539855600099385,70.2904223187051,48.343273999381836
dup64,sgd,300,32,COMPLETE,1.4539855600099385,71.53589358308167,49.199865219151626
dup64,sgd,300,33,COMPLETE,1.4539855600099385,72.71387210676232,50.01003731169469
dup64,sgd,300,34,COMPLETE,1.4539855600099385,72.03722282740425,49.5446617963055
dup64,sgd,300,35,COMPLETE,1.4539855600099385,72.06136683451712,49.56126719306934
dup64,sgd,300,36,COMPLETE,1.4539855600099385,73.29816384373612,50.41189256599983
dup64,sgd,300,37,COMPLETE,1.4539855600099385,72.29765731423352,49.72377945331131
dup64,sgd,300,38,COMPLETE,1.4539855600099385,71.50594100802255,49.17926489416702
dup64,sgd,300,39,COMPLETE,1.4539855600099385,70.50421513222932,48.4903131580945
dup64,sgd,300,40,COMPLETE,1.4539855600099385,71.39040474151263,49.099803123921426
dup64,sgd,300,41,COMPLETE,1.4539855600099385,72.92131621605355,50.152710055494026
dup64,sgd,300,42,COMPLETE,1.4539855600099385,73.2505520817578,50.37914687492296
dup64,sgd,300,43,COMPLETE,1.4539855600099385,73.37885865238965,50.467391610057035
dup64,sgd,300,44,COMPLETE,1.4539855600099385,74.39951458799547,51.16936277378637
dup64,sgd,300,45,COMPLETE,1.4539855600099385,74.1809662337244,51.0190529218305
dup64,sgd,300,46,COMPLETE,1.4539855600099385,74.41867643532763,51.1825416167262
dup64,sgd,300,47,COMPLETE,1.4539855600099385,73.05013789611655,50.24130906473186
dup64,sgd,300,48,COMPLETE,1.4539855600099385,74.23936582381177,51.05921810069717
dup64,sgd,300,49,COMPLETE,1.4539855600099385,74.40961401345187,51.17630880250506
dup64,sgd,300,50,COMPLETE,1.4539855600099385,73.67841027334696,50.67341265262864
dup64,sgd,301,1,COMPLETE,1.4595344294411063,30.744584087209844,21.064651485462214
dup64,sgd,301,2,COMPLETE,1.4595344294411063,48.27450512520911,33.07527671251625
dup64,sgd,301,3,COMPLETE,1.4595344294411063,58.40696999792006,40.017534920560664
dup64,sgd,301,4,COMPLETE,1.4595344294411063,64.0484613438619,43.88280266083735
dup64,sgd,301,5,COMPLETE,1.4595344294411063,66.16936313779216,45.33593850412294
dup64,sgd,301,6,COMPLETE,1.4595344294411063,64.04097585905996,43.87767398099879
dup64,sgd,301,7,COMPLETE,1.4595344294411063,65.36169432466738,44.78256422474122
dup64,sgd,301,8,COMPLETE,1.4595344294411063,65.03397523179993,44.55802749148105
dup64,sgd,301,9,COMPLETE,1.4595344294411063,64.6605262175348,44.30215890302429
dup64,sgd,301,10,COMPLETE,1.4595344294411063,65.83649070080997,45.107870957193164
dup64,sgd,301,11,COMPLETE,1.4595344294411063,64.49235629756765,44.186937284010114
dup64,sgd,301,12,COMPLETE,1.4595344294411063,64.67418908205168,44.31152001451388
dup64,sgd,301,13,COMPLETE,1.4595344294411063,65.11057065345798,44.61050684387796
dup64,sgd,301,14,COMPLETE,1.4595344294411063,65.23996498092421,44.69916136607088
dup64,sgd,301,15,COMPLETE,1.4595344294411063,67.48636313927057,46.23828104220388
dup64,sgd,301,16,COMPLETE,1.4595344294411063,66.2712501430045,45.405746384743715
dup64,sgd,301,17,COMPLETE,1.4595344294411063,64.81048508686106,44.4049032208707
dup64,sgd,301,18,COMPLETE,1.4595344294411063,64.66160437476614,44.302897602440765
dup64,sgd,301,19,COMPLETE,1.4595344294411063,66.74160201048727,45.728007962131024
dup64,sgd,301,20,COMPLETE,1.4595344294411063,66.8165471403379,45.77935661711228
dup64,sgd,301,21,COMPLETE,1.4595344294411063,68.01275249148202,46.5989367017028
dup64,sgd,301,22,COMPLETE,1.4595344294411063,69.20403819235946,47.41514608796141
dup64,sgd,301,23,COMPLETE,1.4595344294411063,67.64840794309215,46.34930603795108
dup64,sgd,301,24,COMPLETE,1.4595344294411063,68.75611762409069,47.108253315010316
dup64,sgd,301,25,COMPLETE,1.4595344294411063,68.97104722942925,47.25551233199757
dup64,sgd,301,26,COMPLETE,1.4595344294411063,69.07046234009142,47.323626594091586
dup64,sgd,301,27,COMPLETE,1.4595344294411063,70.37637473661442,48.2183724597462
dup64,sgd,301,28,COMPLETE,1.4595344294411063,69.77767938876147,47.8081763480435
dup64,sgd,301,29,COMPLETE,1.4595344294411063,69.95312685096518,47.92838417504961
dup64,sgd,301,30,COMPLETE,1.4595344294411063,70.85119973927645,48.54369880565765
dup64,sgd,301,31,COMPLETE,1.4595344294411063,70.78656572456424,48.49941481111224
dup64,sgd,301,32,COMPLETE,1.4595344294411063,70.4016187426398,48.23566839022661
dup64,sgd,301,33,COMPLETE,1.4595344294411063,69.8258861303462,47.84120519656693
dup64,sgd,301,34,COMPLETE,1.4595344294411063,70.42122886442601,48.24910426497588
dup64,sgd,301,35,COMPLETE,1.4595344294411063,71.31031573267883,48.8582621240291
dup64,sgd,301,36,COMPLETE,1.4595344294411063,71.30478634686487,48.854473665392966
dup64,sgd,301,37,COMPLETE,1.4595344294411063,71.82097798338033,49.2081423600829
dup64,sgd,301,38,COMPLETE,1.4595344294411063,72.44845321719454,49.63805701036935
dup64,sgd,301,39,COMPLETE,1.4595344294411063,72.8183944458996,49.89152223958407
dup64,sgd,301,40,COMPLETE,1.4595344294411063,72.27489424500568,49.51914308227838
dup64,sgd,301,41,COMPLETE,1.4595344294411063,71.80739675402842,49.19883718092579
dup64,sgd,301,42,COMPLETE,1.4595344294411063,71.95800138459094,49.30202394207688
dup64,sgd,301,43,COMPLETE,1.4595344294411063,71.85991055010945,49.234817007795066
dup64,sgd,301,44,COMPLETE,1.4595344294411063,73.08130815100033,50.07165756205221
dup64,sgd,301,45,COMPLETE,1.4595344294411063,72.36224867753347,49.57899397086704
dup64,sgd,301,46,COMPLETE,1.4595344294411063,72.56066649029502,49.71493993333229
dup64,sgd,301,47,COMPLETE,1.4595344294411063,72.80907235305109,49.88513520776045
dup64,sgd,301,48,COMPLETE,1.4595344294411063,72.94058168610185,49.97523882600885
dup64,sgd,301,49,COMPLETE,1.4595344294411063,75.1045383438808,51.45787370883761
dup64,sgd,301,50,COMPLETE,1.4595344294411063,73.83381358401958,50.58723665209629
dup64,sgd,302,1,COMPLETE,1.4671841977722782,32.05988011065779,21.851298670839288
dup64,sgd,302,2,COMPLETE,1.4671841977722782,49.10831793978112,33.4711333548613
dup64,sgd,302,3,COMPLETE,1.4671841977722782,58.30960422650524,39.742524704832924
dup64,sgd,302,4,COMPLETE,1.4671841977722782,65.54428045774556,44.67351853793527
dup64,sgd,302,5,COMPLETE,1.4671841977722782,68.81013261053083,46.89945046778023
dup64,sgd,302,6,COMPLETE,1.4671841977722782,66.69612298475221,45.45858869392221
dup64,sgd,302,7,COMPLETE,1.4671841977722782,68.03381864794643,46.37033219908355
dup64,sgd,302,8,COMPLETE,1.4671841977722782,66.43233018732731,45.27879341134935
dup64,sgd,302,9,COMPLETE,1.4671841977722782,65.50970451805661,44.64995234921715
dup64,sgd,302,10,COMPLETE,1.4671841977722782,67.41634328033862,45.94947477126681
dup64,sgd,302,11,COMPLETE,1.4671841977722782,66.18434368406564,45.10977134606388
dup64,sgd,302,12,COMPLETE,1.4671841977722782,67.19490366194816,45.79854647015323
dup64,sgd,302,13,COMPLETE,1.4671841977722782,67.84493452030252,46.24159299378764
dup64,sgd,302,14,COMPLETE,1.4671841977722782,69.2964360314778,47.23090402465833
dup64,sgd,302,15,COMPLETE,1.4671841977722782,67.8309313522467,46.232048747007255
dup64,sgd,302,16,COMPLETE,1.4671841977722782,67.6202042273313,46.08842184233137
dup64,sgd,302,17,COMPLETE,1.4671841977722782,67.04155561379672,45.69402786343412
dup64,sgd,302,18,COMPLETE,1.4671841977722782,67.6214449974869,46.08926752357405
dup64,sgd,302,19,COMPLETE,1.4671841977722782,68.42928714364471,46.63987469844985
dup64,sgd,302,20,COMPLETE,1.4671841977722782,69.29424567721158,47.229411128081644
dup64,sgd,302,21,COMPLETE,1.4671841977722782,68.75401700999996,46.861203327021705
dup64,sgd,302,22,COMPLETE,1.4671841977722782,68.69475661522242,46.8208127647
dup64,sgd,302,23,COMPLETE,1.4671841977722782,69.64628111018399,47.46935062136881
dup64,sgd,302,24,COMPLETE,1.4671841977722782,69.60863219788169,47.443689963109634
dup64,sgd,302,25,COMPLETE,1.4671841977722782,67.83953976808992,46.23791605109647
dup64,sgd,302,26,COMPLETE,1.4671841977722782,67.13136610530205,45.75524068977297
dup64,sgd,302,27,COMPLETE,1.4671841977722782,68.50613832272134,46.69225474670372
dup64,sgd,302,28,COMPLETE,1.4671841977722782,68.90419960740424,46.96356443316797
dup64,sgd,302,29,COMPLETE,1.4671841977722782,69.84650754791475,47.605820492046796
dup64,sgd,302,30,COMPLETE,1.4671841977722782,69.3586648141901,47.273317773938615
dup64,sgd,302,31,COMPLETE,1.4671841977722782,71.06882498124692,48.438924771106024
dup64,sgd,302,32,COMPLETE,1.4671841977722782,69.26190173360052,47.20736621806955
dup64,sgd,302,33,COMPLETE,1.4671841977722782,69.40434938730242,47.30445535924091
dup64,sgd,302,34,COMPLETE,1.4671841977722782,69.74977585034586,47.539890326144125
dup64,sgd,302,35,COMPLETE,1.4671841977722782,69.92057923151819,47.6563060982276
dup64,sgd,302,36,COMPLETE,1.4671841977722782,69.25478094597703,47.20251284816937
dup64,sgd,302,37,COMPLETE,1.4671841977722782,69.9744253818326,47.69300643237526
dup64,sgd,302,38,COMPLETE,1.4671841977722782,70.43096802151943,48.004175705040566
dup64,sgd,302,39,COMPLETE,1.4671841977722782,70.87231887625717,48.3049905961823
dup64,sgd,302,40,COMPLETE,1.4671841977722782,71.68693766978048,48.86021658264003
dup64,sgd,302,41,COMPLETE,1.4671841977722782,72.04009459813672,49.100920462147776
dup64,sgd,302,42,COMPLETE,1.4671841977722782,71.6810575998324,48.8562088582132
dup64,sgd,302,43,COMPLETE,1.4671841977722782,71.3368040944852,48.62157335309401
dup64,sgd,302,44,COMPLETE,1.4671841977722782,71.78141693419396,48.92461154038081
dup64,sgd,302,45,COMPLETE,1.4671841977722782,70.92841521693222,48.343224609852996
dup64,sgd,302,46,COMPLETE,1.4671841977722782,70.87502476156315,48.30683486720846
dup64,sgd,302,47,COMPLETE,1.4671841977722782,73.18867556521212,49.88376761168726
dup64,sgd,302,48,COMPLETE,1.4671841977722782,73.79252581252771,50.29533846164083
dup64,sgd,302,49,COMPLETE,1.4671841977722782,73.02362500736082,49.77127283556991
dup64,sgd,302,50,COMPLETE,1.4671841977722782,72.02246701430082,49.088905894472724
dup64,sgd,303,1,COMPLETE,1.374406397177089,31.148229296403446,22.663041557707526
dup64,sgd,303,2,COMPLETE,1.374406397177089,48.72674942787424,35.45294137742282
dup64,sgd,303,3,COMPLETE,1.374406397177089,60.403231833588215,43.94859625046216
dup64,sgd,303,4,COMPLETE,1.374406397177089,67.05507167930548,48.78838734818956
dup64,sgd,303,5,COMPLETE,1.374406397177089,70.05021808788646,50.967616442824706
dup64,sgd,303,6,COMPLETE,1.374406397177089,69.87977539560252,50.84360458386216
dup64,sgd,303,7,COMPLETE,1.374406397177089,67.40660479397948,49.04415821435841
dup64,sgd,303,8,COMPLETE,1.374406397177089,65.72871457903962,47.82334738403479
dup64,sgd,303,9,COMPLETE,1.374406397177089,65.75995979301624,47.84608099036898
dup64,sgd,303,10,COMPLETE,1.374406397177089,65.85828007852037,47.91761753567761
dup64,sgd,303,11,COMPLETE,1.374406397177089,65.28164911451721,47.49806843783617
dup64,sgd,303,12,COMPLETE,1.374406397177089,66.15104180973329,48.13062711698793
dup64,sgd,303,13,COMPLETE,1.374406397177089,66.70615564693028,48.53452063664642
dup64,sgd,303,14,COMPLETE,1.374406397177089,67.16486014515782,48.86826799053656
dup64,sgd,303,15,COMPLETE,1.374406397177089,68.95767402202253,50.17269576426273
dup64,sgd,303,16,COMPLETE,1.374406397177089,68.90818680694437,50.13668951808998
dup64,sgd,303,17,COMPLETE,1.374406397177089,67.13626989739961,48.847466102669244
dup64,sgd,303,18,COMPLETE,1.374406397177089,66.67558932864743,48.51228098588109
dup64,sgd,303,19,COMPLETE,1.374406397177089,65.89617156783152,47.945186884444446
dup64,sgd,303,20,COMPLETE,1.374406397177089,67.99598254956342,49.47298170993765
dup64,sgd,303,21,COMPLETE,1.374406397177089,68.3417968583439,49.72459164822864
dup64,sgd,303,22,COMPLETE,1.374406397177089,68.23043947518966,49.643569482308166
dup64,sgd,303,23,COMPLETE,1.374406397177089,69.39136024643668,50.488240151501394
dup64,sgd,303,24,COMPLETE,1.374406397177089,70.1105225912564,51.01149320554481
dup64,sgd,303,25,COMPLETE,1.374406397177089,69.53881604423664,50.59552704866866
dup64,sgd,303,26,COMPLETE,1.374406397177089,70.06820042775479,50.98070015656852
dup64,sgd,303,27,COMPLETE,1.374406397177089,69.09317601535541,50.27128523067615
dup64,sgd,303,28,COMPLETE,1.374406397177089,70.67606216756214,51.42297235571998
dup64,sgd,303,29,COMPLETE,1.374406397177089,70.85623161124053,51.55406127094072
dup64,sgd,303,30,COMPLETE,1.374406397177089,69.20371445465165,50.35171154382724
dup64,sgd,303,31,COMPLETE,1.374406397177089,71.10692662513294,51.736463662553064
dup64,sgd,303,32,COMPLETE,1.374406397177089,70.4862863836348,51.28489399380525
dup64,sgd,303,33,COMPLETE,1.374406397177089,70.29962211733972,51.14907953115543
dup64,sgd,303,34,COMPLETE,1.374406397177089,71.26982544853067,51.85498670183192
dup64,sgd,303,35,COMPLETE,1.374406397177089,72.00162745635653,52.387436208272604
dup64,sgd,303,36,COMPLETE,1.374406397177089,73.39329672376277,53.399996445379045
dup64,sgd,303,37,COMPLETE,1.374406397177089,71.99780780477741,52.38465708007081
dup64,sgd,303,38,COMPLETE,1.374406397177089,71.68598651528985,52.15778001508624
dup64,sgd,303,39,COMPLETE,1.374406397177089,71.63987038459193,52.124226525526936
dup64,sgd,303,40,COMPLETE,1.374406397177089,72.50152493767658,52.751155034339476
dup64,sgd,303,41,COMPLETE,1.374406397177089,73.61849638924357,53.56384875714312
dup64,sgd,303,42,COMPLETE,1.374406397177089,72.06637109287281,52.43454282582711
dup64,sgd,303,43,COMPLETE,1.374406397177089,71.73047058699699,52.190146040010525
dup64,sgd,303,44,COMPLETE,1.374406397177089,72.17716356248503,52.51515396809171
dup64,sgd,303,45,COMPLETE,1.374406397177089,72.78610086703678,52.95820873399097
dup64,sgd,303,46,COMPLETE,1.374406397177089,72.71916138319637,52.9095044468326
dup64,sgd,303,47,COMPLETE,1.374406397177089,73.25285189355742,53.297810635931555
dup64,sgd,303,48,COMPLETE,1.374406397177089,73.54185327610958,53.50808423706273
dup64,sgd,303,49,COMPLETE,1.374406397177089,73.82238184818311,53.712193132837456
dup64,sgd,303,50,COMPLETE,1.374406397177089,75.08745241422264,54.63264182154982
dup64,sgd,304,1,COMPLETE,1.4361287366797155,32.53345729384061,22.653580046770003
dup64,sgd,304,2,COMPLETE,1.4361287366797155,49.33051468373896,34.349646674287406
dup64,sgd,304,3,COMPLETE,1.4361287366797155,57.59764976379586,40.10618845839671
dup64,sgd,304,4,COMPLETE,1.4361287366797155,62.33310319580573,43.40356237137758
dup64,sgd,304,5,COMPLETE,1.4361287366797155,62.71708190345621,43.67093304494146
dup64,sgd,304,6,COMPLETE,1.4361287366797155,63.494977384352005,44.212594430183465
dup64,sgd,304,7,COMPLETE,1.4361287366797155,62.52260636542033,43.53551653730614
dup64,sgd,304,8,COMPLETE,1.4361287366797155,62.51033961888729,43.526975000451024
dup64,sgd,304,9,COMPLETE,1.4361287366797155,64.47547727171306,44.895332587507674
