geometry,optimizer,seed,series_status,R0_actual,early_POSTtask_window_available,R_POSTtask_6_15_median,R_POSTtask_over_R0_6_15_median,late_POSTtask_window_available,R_POSTtask_41_50_median,R_POSTtask_over_R0_41_50_median,R50_POSTtask,R50_POSTtask_over_R0
rgb32,adam,300,COMPLETE,1.4539855600099385,True,145.30791632376133,99.93766122599465,True,183.4684515087676,126.18313176886952,191.33344035031476,131.59239377109557
rgb32,adam,301,COMPLETE,1.4595344294411063,True,144.95132705824273,99.31340031063766,True,181.985421801977,124.68730996065914,184.6282008533708,126.4980100017714
rgb32,adam,302,COMPLETE,1.4671841977722784,True,146.24562487829013,99.67775355019799,True,184.2184084349346,125.55915522716603,189.16083570131207,128.9278033313931
rgb32,adam,303,COMPLETE,1.374406397177089,True,149.71421383828834,108.93009094383457,True,182.4077934013137,132.71750901040875,186.87372462029327,135.96686176964516
rgb32,adam,304,COMPLETE,1.4361287366797153,True,145.5617134397093,101.35700910507747,True,184.60524381431065,128.54365984007268,185.45221784366447,129.1334217518857
rgb32,sgd,300,COMPLETE,1.4539855600099385,True,39.16964547396763,26.93950101794676,True,41.246667592574696,28.368003594404854,42.34435811919332,29.122956433559
rgb32,sgd,301,COMPLETE,1.4595344294411063,True,40.241307277526445,27.571331286056672,True,41.07355281329742,28.141544306718103,40.99183687539266,28.085556632665046
rgb32,sgd,302,COMPLETE,1.4671841977722784,True,38.14851452137934,26.001175980018544,True,41.25316408735133,28.117235824914623,41.16066928725593,28.054193433757575
rgb32,sgd,303,COMPLETE,1.374406397177089,True,40.27299038283944,29.30209759322763,True,41.04033039165513,29.860404081317142,42.0082760501724,30.564668599079383
rgb32,sgd,304,COMPLETE,1.4361287366797153,True,39.81125653848266,27.721231057965625,True,41.35083205556406,28.79326274827276,41.547374818486205,28.930118698510576
dup64,adam,300,COMPLETE,1.4539855600099385,True,529.3192059745313,364.04708583963736,True,685.1403944513484,471.21540494987113,697.1068580171599,479.4455166476309
dup64,adam,301,COMPLETE,1.4595344294411063,True,533.3607243263269,365.43209503496576,True,678.5833402739954,464.93136892552957,690.6213008703028,473.17917750988556
dup64,adam,302,COMPLETE,1.4671841977722782,True,529.9635543620954,361.2113292705672,True,677.4021442524097,461.70218114464,689.7294567725403,470.1042021988798
dup64,adam,303,COMPLETE,1.374406397177089,True,536.2925601593479,390.199406275208,True,690.9550058115817,502.7297655415044,698.8750407534048,508.49227869488476
dup64,adam,304,COMPLETE,1.4361287366797155,True,525.422785101812,365.8605051776716,True,677.18702571873,471.5364357128352,682.875246574581,475.49723721382185
dup64,sgd,300,COMPLETE,1.4539855600099385,True,66.21752872222302,45.54208139575361,True,73.92968825353569,50.84623278722957,73.67841027334696,50.67341265262864
dup64,sgd,301,COMPLETE,1.4595344294411063,True,65.07227294262896,44.5842671676795,True,72.68486942167306,49.800037570546365,73.83381358401958,50.58723665209629
dup64,sgd,302,COMPLETE,1.4671841977722782,True,67.30562347114339,45.87401062071002,True,71.90194197424739,49.00675871742676,72.02246701430082,49.088905894472724
dup64,sgd,303,COMPLETE,1.374406397177089,True,66.42859872833179,48.33257387681718,True,73.0194763802971,53.12800968496126,75.08745241422264,54.63264182154982
dup64,sgd,304,COMPLETE,1.4361287366797155,True,64.81957333147635,45.13493231904624,True,72.81122844481845,50.69965288289943,75.6550259176055,52.67983571759558
dup64_half,adam,300,COMPLETE,1.4539855600099385,True,280.4458465702461,192.880764626252,True,357.94935641698294,246.184945890753,365.488102314477,251.36982949953006
dup64_half,adam,301,COMPLETE,1.4595344294411063,True,277.82560946571925,190.3522135973907,True,350.87804903714584,240.4040918524314,349.6621451242936,239.57101529848003
dup64_half,adam,302,COMPLETE,1.4671841977722782,True,275.20429862102765,187.57310707059708,True,346.4184105992092,236.11105621584454,369.8238505792017,252.06368167046065
dup64_half,adam,303,COMPLETE,1.374406397177089,True,284.1495531323953,206.74347392155167,True,354.02398184684347,257.58318833059707,359.1708561307297,261.3279862989836
dup64_half,adam,304,COMPLETE,1.4361287366797155,True,276.2578235611363,192.3628547394962,True,350.65954413806674,244.1699933870696,359.99087222885254,250.66755022334564
dup64_half,sgd,300,COMPLETE,1.4539855600099385,True,39.91319948989353,27.450891252056664,True,41.55463616802963,28.579813521494387,40.94920572269996,28.163419808942294
dup64_half,sgd,301,COMPLETE,1.4595344294411063,True,40.05416890110078,27.44311342928619,True,41.970313565827894,28.755959927508812,43.2858786395472,29.6573193248497
dup64_half,sgd,302,COMPLETE,1.4671841977722782,True,38.959473924767266,26.553907807841707,True,41.84795112419343,28.522629392910524,42.12925077231329,28.71435695414447
dup64_half,sgd,303,COMPLETE,1.374406397177089,True,40.17519960762896,29.230946312637457,True,41.811028100990626,30.421153588099443,42.0641160547066,30.605297051223445
dup64_half,sgd,304,COMPLETE,1.4361287366797155,True,39.35672385456377,27.404732493241013,True,40.88343836874495,28.46780885623539,40.85088609450103,28.445142173637574
gray32,adam,300,COMPLETE,1.3521451274066327,True,58.179445530652245,43.02751557611157,True,69.74202853038608,51.57880401798944,71.55601360002629,52.92036494430759
gray32,adam,301,COMPLETE,1.3177870514692156,True,56.30586809973474,42.727592471756864,True,68.4285047992258,51.926830456357955,70.97906489731412,53.86231775322027
gray32,adam,302,COMPLETE,1.3334282783826596,True,56.36071575399428,42.267526996169046,True,69.34842847308342,52.00761795542347,71.2354989831006,53.42282006311092
gray32,adam,303,COMPLETE,1.3949079927208587,True,58.11827065670029,41.66459075435995,True,68.2323986614982,48.91533994898578,70.8911687479949,50.82139404027434
gray32,adam,304,COMPLETE,1.3959742269356723,True,56.69192204835076,40.61100911067406,True,68.44542491920095,49.03057921738763,69.70007549381113,49.929342640380256
gray32,sgd,300,COMPLETE,1.3521451274066327,True,25.551628073244043,18.8971047229606,True,28.27645816718269,20.912295281066427,28.0913644555672,20.775406342250744
gray32,sgd,301,COMPLETE,1.3177870514692156,True,27.745200378881915,21.054388376292266,True,28.36333702431635,21.523460101306767,28.6030628328608,21.705375539220032
gray32,sgd,302,COMPLETE,1.3334282783826596,True,26.52664063147602,19.893563877054326,True,27.640529990973846,20.728921411880936,27.348565220325177,20.50996342562704
gray32,sgd,303,COMPLETE,1.3949079927208587,True,27.797737126060085,19.928007632846658,True,28.444559256233816,20.391709994256217,28.69422565526246,20.570694128214512
gray32,sgd,304,COMPLETE,1.3959742269356723,True,26.969806054920852,19.31970199344063,True,27.481600900077083,19.686323980638548,28.024687547431125,20.075361712765005
avg16,adam,300,COMPLETE,1.378352190571416,True,49.24992461730397,35.73101632093514,True,61.45928639985762,44.58895688654057,62.344375919374414,45.231092855541256
avg16,adam,301,COMPLETE,1.3741934585067237,True,49.97802917148276,36.368990742971306,True,61.09948954787733,44.46207276686609,63.2886989621623,46.0551595340407
avg16,adam,302,COMPLETE,1.373745813755687,True,49.39458204179796,35.95612925418713,True,61.921420066875555,45.074874439535826,61.967003537771184,45.108056321103135
avg16,adam,303,COMPLETE,1.337461133189891,True,50.375119232303504,37.66473505824959,True,61.05942273208265,45.6532314972427,64.38239568020961,48.13776945177867
avg16,adam,304,COMPLETE,1.4127981735665631,True,49.38405884723544,34.95478672835978,True,61.19277729147761,43.313176953646845,61.58684320969112,43.59210279428457
avg16,sgd,300,COMPLETE,1.378352190571416,True,26.080943377667573,18.92182822073605,True,27.36493295981075,19.85336777276511,27.60349943363491,20.026448699001577
avg16,sgd,301,COMPLETE,1.3741934585067237,True,24.580281092047667,17.88706018056438,True,27.67594964176751,20.13977687817097,27.128259960321056,19.741223328045933
avg16,sgd,302,COMPLETE,1.373745813755687,True,26.02356505583498,18.943508176879604,True,26.866604474930085,19.557187513081047,27.2970551515022,19.870528359882467
avg16,sgd,303,COMPLETE,1.337461133189891,True,26.952243528376965,20.151795711696636,True,27.085685849413625,20.25156857067938,27.12086024696161,20.277867949910007
