geometry,reference_geometry,optimizer,seed,window,metric,geometry_series_status,reference_series_status,window_pair_available,geometry_value,reference_value,paired_ratio
dup64,rgb32,adam,301,early,A_displacement,COMPLETE,COMPLETE,True,7.013223760208154,3.1041752963169174,2.2592872794681718
dup64,rgb32,adam,301,late,R,COMPLETE,COMPLETE,True,674.9531367182597,180.65075383258826,3.7362320521715
dup64,rgb32,adam,301,late,R_div_sqrt_d,COMPLETE,COMPLETE,True,6.0888183621042105,3.2593362923298015,1.86811602608575
dup64,rgb32,adam,301,late,R_div_sqrt_trace,COMPLETE,COMPLETE,True,24.485854991452733,13.107245293943425,1.8681160260857494
dup64,rgb32,adam,301,late,raw_W_RMS,COMPLETE,COMPLETE,True,0.7349384235929893,0.7672605560022732,0.9578733297881299
dup64,rgb32,adam,301,late,A_width,COMPLETE,COMPLETE,True,3.3005930179909706,1.707497578464816,1.9330001164385142
dup64,rgb32,adam,301,late,D_eff,COMPLETE,COMPLETE,True,374.26132488281553,100.9957281351258,3.705714407861666
dup64,rgb32,adam,301,late,D_div_sqrt_d,COMPLETE,COMPLETE,True,3.3762480729431177,1.8221847133067857,1.852857203930833
dup64,rgb32,adam,301,late,D_div_sqrt_trace,COMPLETE,COMPLETE,True,13.577399720737802,7.327817649375987,1.852857203930833
dup64,rgb32,adam,301,late,delta_W_RMS,COMPLETE,COMPLETE,True,0.17664662805523618,0.2160785305205886,0.8175112429247328
dup64,rgb32,adam,301,late,A_displacement,COMPLETE,COMPLETE,True,7.673097606243495,3.3887328273646196,2.264297009277884
dup64,rgb32,adam,302,early,R,COMPLETE,COMPLETE,True,522.0776879652879,145.81924942356164,3.580307058424139
dup64,rgb32,adam,302,early,R_div_sqrt_d,COMPLETE,COMPLETE,True,4.709713963822756,2.630899465866328,1.7901535292120694
dup64,rgb32,adam,302,early,R_div_sqrt_trace,COMPLETE,COMPLETE,True,18.875897022380265,10.544289478170306,1.7901535292120696
dup64,rgb32,adam,302,early,raw_W_RMS,COMPLETE,COMPLETE,True,0.3878224658336571,0.40051770978427015,0.9683029148512532
dup64,rgb32,adam,302,early,A_width,COMPLETE,COMPLETE,True,4.941417864851604,2.604990686708761,1.8969042346538174
dup64,rgb32,adam,302,early,D_eff,COMPLETE,COMPLETE,True,330.293111041883,89.65324243978779,3.6841178528898366
dup64,rgb32,adam,302,early,D_div_sqrt_d,COMPLETE,COMPLETE,True,2.9796065089298454,1.617541364260446,1.842058926444918
dup64,rgb32,adam,302,early,D_div_sqrt_trace,COMPLETE,COMPLETE,True,11.941860177029287,6.482887168043251,1.8420589264449183
dup64,rgb32,adam,302,early,delta_W_RMS,COMPLETE,COMPLETE,True,0.1710944261841994,0.20549689391663767,0.8325888675164401
dup64,rgb32,adam,302,early,A_displacement,COMPLETE,COMPLETE,True,7.00820116492088,3.134718156497847,2.2356718578969614
dup64,rgb32,adam,302,late,R,COMPLETE,COMPLETE,True,674.0015004013633,183.22158126926286,3.678614144317689
dup64,rgb32,adam,302,late,R_div_sqrt_d,COMPLETE,COMPLETE,True,6.080233557670917,3.3057196645986817,1.839307072158844
dup64,rgb32,adam,302,late,R_div_sqrt_trace,COMPLETE,COMPLETE,True,24.368754321007902,13.248877628902736,1.8393070721588443
dup64,rgb32,adam,302,late,raw_W_RMS,COMPLETE,COMPLETE,True,0.7361093605362861,0.7684146113861634,0.9579585677169763
dup64,rgb32,adam,302,late,A_width,COMPLETE,COMPLETE,True,3.29756738241074,1.7197409306989315,1.9174791525550032
dup64,rgb32,adam,302,late,D_eff,COMPLETE,COMPLETE,True,374.9113061418448,101.09748315072632,3.7084138443178576
dup64,rgb32,adam,302,late,D_div_sqrt_d,COMPLETE,COMPLETE,True,3.382111617550442,1.8240205972332968,1.8542069221589286
dup64,rgb32,adam,302,late,D_div_sqrt_trace,COMPLETE,COMPLETE,True,13.555046251526592,7.310428026956074,1.8542069221589288
dup64,rgb32,adam,302,late,delta_W_RMS,COMPLETE,COMPLETE,True,0.17637773517984429,0.21587010015943914,0.8170549559645998
dup64,rgb32,adam,302,late,A_displacement,COMPLETE,COMPLETE,True,7.64656966204992,3.3727094095386465,2.267188996604334
dup64,rgb32,adam,303,early,R,COMPLETE,COMPLETE,True,519.104217305945,147.72187512224735,3.5140646358324377
dup64,rgb32,adam,303,early,R_div_sqrt_d,COMPLETE,COMPLETE,True,4.682889993735271,2.6652270114695567,1.7570323179162186
dup64,rgb32,adam,303,early,R_div_sqrt_trace,COMPLETE,COMPLETE,True,18.715404411989432,10.651713244629033,1.7570323179162184
dup64,rgb32,adam,303,early,raw_W_RMS,COMPLETE,COMPLETE,True,0.3892744733079053,0.39422578033049427,0.9874404281261411
dup64,rgb32,adam,303,early,A_width,COMPLETE,COMPLETE,True,4.823776403877653,2.70323226555203,1.7844476278817218
dup64,rgb32,adam,303,early,D_eff,COMPLETE,COMPLETE,True,338.8326129259925,90.01764359861684,3.7640689022790506
dup64,rgb32,adam,303,early,D_div_sqrt_d,COMPLETE,COMPLETE,True,3.0566421919225952,1.6241159613586633,1.8820344511395257
dup64,rgb32,adam,303,early,D_div_sqrt_trace,COMPLETE,COMPLETE,True,12.21602361813138,6.490860786706046,1.8820344511395253
dup64,rgb32,adam,303,early,delta_W_RMS,COMPLETE,COMPLETE,True,0.1723244409196648,0.20210165924172224,0.8526621778674137
dup64,rgb32,adam,303,early,A_displacement,COMPLETE,COMPLETE,True,7.058732944018623,3.2086894039615723,2.1998804045363936
dup64,rgb32,adam,303,late,R,COMPLETE,COMPLETE,True,684.8691415321789,182.08289633552886,3.76130408355408
dup64,rgb32,adam,303,late,R_div_sqrt_d,COMPLETE,COMPLETE,True,6.178271612863616,3.2851752879420095,1.8806520417770403
dup64,rgb32,adam,303,late,R_div_sqrt_trace,COMPLETE,COMPLETE,True,24.691771952051845,13.12936758291578,1.8806520417770403
dup64,rgb32,adam,303,late,raw_W_RMS,COMPLETE,COMPLETE,True,0.7363122135816755,0.7666726250541307,0.9603997710622424
dup64,rgb32,adam,303,late,A_width,COMPLETE,COMPLETE,True,3.3609808126879317,1.7029870870426205,1.9735797401285973
dup64,rgb32,adam,303,late,D_eff,COMPLETE,COMPLETE,True,381.39685143653486,98.01916744405872,3.8910435722095356
dup64,rgb32,adam,303,late,D_div_sqrt_d,COMPLETE,COMPLETE,True,3.4406183569524864,1.7684810221740723,1.9455217861047676
dup64,rgb32,adam,303,late,D_div_sqrt_trace,COMPLETE,COMPLETE,True,13.750603593896976,7.067822983071183,1.9455217861047678
dup64,rgb32,adam,303,late,delta_W_RMS,COMPLETE,COMPLETE,True,0.1746114126995016,0.21791249613734248,0.8012914164842122
dup64,rgb32,adam,303,late,A_displacement,COMPLETE,COMPLETE,True,7.897934495736228,3.261183065983633,2.4218004128983375
dup64,rgb32,adam,304,early,R,COMPLETE,COMPLETE,True,522.8837016034244,143.64420746431898,3.640130784482263
dup64,rgb32,adam,304,early,R_div_sqrt_d,COMPLETE,COMPLETE,True,4.716985091806329,2.5916569327204693,1.8200653922411316
dup64,rgb32,adam,304,early,R_div_sqrt_trace,COMPLETE,COMPLETE,True,18.95416524896535,10.414002337369979,1.8200653922411314
dup64,rgb32,adam,304,early,raw_W_RMS,COMPLETE,COMPLETE,True,0.3880307908170325,0.3951368822177019,0.9820161272701589
dup64,rgb32,adam,304,early,A_width,COMPLETE,COMPLETE,True,4.930829998757947,2.6413618229332942,1.8667756745579613
dup64,rgb32,adam,304,early,D_eff,COMPLETE,COMPLETE,True,328.11570057271626,89.73948183042798,3.65631374151151
dup64,rgb32,adam,304,early,D_div_sqrt_d,COMPLETE,COMPLETE,True,2.9599638757968814,1.6190973122417227,1.828156870755755
dup64,rgb32,adam,304,early,D_div_sqrt_trace,COMPLETE,COMPLETE,True,11.893962635217411,6.505985796667701,1.828156870755755
dup64,rgb32,adam,304,early,delta_W_RMS,COMPLETE,COMPLETE,True,0.17138962783292655,0.20376845490256512,0.8410999038829589
dup64,rgb32,adam,304,early,A_displacement,COMPLETE,COMPLETE,True,6.9409865095234,3.1698022232658203,2.1897222667640635
dup64,rgb32,adam,304,late,R,COMPLETE,COMPLETE,True,674.6851469556582,183.5863674766714,3.6750285777150173
dup64,rgb32,adam,304,late,R_div_sqrt_d,COMPLETE,COMPLETE,True,6.086400800204554,3.3123012088188064,1.8375142888575084
dup64,rgb32,adam,304,late,R_div_sqrt_trace,COMPLETE,COMPLETE,True,24.45686053553647,13.309752573811412,1.8375142888575084
dup64,rgb32,adam,304,late,raw_W_RMS,COMPLETE,COMPLETE,True,0.7376288364589288,0.7638831093016425,0.9656305100570742
dup64,rgb32,adam,304,late,A_width,COMPLETE,COMPLETE,True,3.316024312543112,1.7462649550051177,1.8989239307808212
dup64,rgb32,adam,304,late,D_eff,COMPLETE,COMPLETE,True,377.65115406914015,101.35250334269948,3.726115701278756
dup64,rgb32,adam,304,late,D_div_sqrt_d,COMPLETE,COMPLETE,True,3.4068280540873577,1.8286217214984373,1.863057850639378
dup64,rgb32,adam,304,late,D_div_sqrt_trace,COMPLETE,COMPLETE,True,13.689587873438656,7.347913468570266,1.8630578506393778
dup64,rgb32,adam,304,late,delta_W_RMS,COMPLETE,COMPLETE,True,0.1760731767498347,0.21702330114982726,0.8113100105701476
dup64,rgb32,adam,304,late,A_displacement,COMPLETE,COMPLETE,True,7.759485298295877,3.3738458040789876,2.2998932817008533
dup64,rgb32,sgd,300,early,R,COMPLETE,COMPLETE,True,66.21752872222302,39.11684610347156,1.6928135910309579
dup64,rgb32,sgd,300,early,R_div_sqrt_d,COMPLETE,COMPLETE,True,0.597354813013238,0.7057538008652646,0.8464067955154788
dup64,rgb32,sgd,300,early,R_div_sqrt_trace,COMPLETE,COMPLETE,True,2.378866024440389,2.8105469344579297,0.8464067955154789
dup64,rgb32,sgd,300,early,raw_W_RMS,COMPLETE,COMPLETE,True,0.03223982264816577,0.06430511731894557,0.5013570302385137
dup64,rgb32,sgd,300,early,A_width,COMPLETE,COMPLETE,True,7.345317013379525,4.3398518000629736,1.6925271534094644
dup64,rgb32,sgd,300,early,D_eff,COMPLETE,COMPLETE,True,33.07216236742407,16.63674183969393,1.9878989940516207
dup64,rgb32,sgd,300,early,D_div_sqrt_d,COMPLETE,COMPLETE,True,0.29834721633617656,0.30016335561205,0.9939494970258105
dup64,rgb32,sgd,300,early,D_div_sqrt_trace,COMPLETE,COMPLETE,True,1.1881180848755775,1.1953505569757583,0.9939494970258106
dup64,rgb32,sgd,300,early,delta_W_RMS,COMPLETE,COMPLETE,True,0.01681488094680702,0.03221214294409802,0.5220044185196899
dup64,rgb32,sgd,300,early,A_displacement,COMPLETE,COMPLETE,True,6.986032113058566,3.722473640138153,1.876717685178636
dup64,rgb32,sgd,300,late,R,COMPLETE,COMPLETE,True,73.77991244305703,41.09861633562548,1.7951921261909358
dup64,rgb32,sgd,300,late,R_div_sqrt_d,COMPLETE,COMPLETE,True,0.6655758173404063,0.7415092876467038,0.897596063095468
dup64,rgb32,sgd,300,late,R_div_sqrt_trace,COMPLETE,COMPLETE,True,2.6505448086598857,2.9529372037564015,0.897596063095468
dup64,rgb32,sgd,300,late,raw_W_RMS,COMPLETE,COMPLETE,True,0.05308799143094821,0.09511167315310248,0.5581648358292656
dup64,rgb32,sgd,300,late,A_width,COMPLETE,COMPLETE,True,4.999461661288638,3.104753833611496,1.6102602425884405
dup64,rgb32,sgd,300,late,D_eff,COMPLETE,COMPLETE,True,31.965439100165952,16.41270603862311,1.9476032181983556
dup64,rgb32,sgd,300,late,D_div_sqrt_d,COMPLETE,COMPLETE,True,0.2883633573319594,0.2961212577977891,0.9738016090991776
dup64,rgb32,sgd,300,late,D_div_sqrt_trace,COMPLETE,COMPLETE,True,1.148359029686699,1.1792535758376872,0.9738016090991777
dup64,rgb32,sgd,300,late,delta_W_RMS,COMPLETE,COMPLETE,True,0.016273508933384716,0.03240637514191664,0.502169985446334
dup64,rgb32,sgd,300,late,A_displacement,COMPLETE,COMPLETE,True,7.124293951634291,3.6231988209866874,1.9662994783416738
dup64,rgb32,sgd,301,early,R,COMPLETE,COMPLETE,True,65.07227294262896,40.20285237185673,1.6185984103998952
dup64,rgb32,sgd,301,early,R_div_sqrt_d,COMPLETE,COMPLETE,True,0.5870233484407442,0.725347738721321,0.8092992051999475
dup64,rgb32,sgd,301,early,R_div_sqrt_trace,COMPLETE,COMPLETE,True,2.360682768265355,2.916946851173688,0.8092992051999475
dup64,rgb32,sgd,301,early,raw_W_RMS,COMPLETE,COMPLETE,True,0.03139297221185755,0.06503537008404875,0.4827061362345859
dup64,rgb32,sgd,301,early,A_width,COMPLETE,COMPLETE,True,7.541351203467892,4.47893278813529,1.683738417206206
dup64,rgb32,sgd,301,early,D_eff,COMPLETE,COMPLETE,True,31.907851716705615,16.001424418441726,1.9940632085185896
dup64,rgb32,sgd,301,early,D_div_sqrt_d,COMPLETE,COMPLETE,True,0.28784385590472894,0.2887008342313995,0.9970316042592948
dup64,rgb32,sgd,301,early,D_div_sqrt_trace,COMPLETE,COMPLETE,True,1.1575485581455385,1.1609948503141916,0.9970316042592949
dup64,rgb32,sgd,301,early,delta_W_RMS,COMPLETE,COMPLETE,True,0.016807413276225407,0.03211876286956619,0.5232895595786194
dup64,rgb32,sgd,301,early,A_displacement,COMPLETE,COMPLETE,True,6.957691938989884,3.666761975701133,1.897503024493288
dup64,rgb32,sgd,301,late,R,COMPLETE,COMPLETE,True,72.46145758391424,41.07355281329742,1.7641877222867144
dup64,rgb32,sgd,301,late,R_div_sqrt_d,COMPLETE,COMPLETE,True,0.6536819069053992,0.7410570866666117,0.8820938611433574
dup64,rgb32,sgd,301,late,R_div_sqrt_trace,COMPLETE,COMPLETE,True,2.6287465697187375,2.9801211475515705,0.8820938611433573
dup64,rgb32,sgd,301,late,raw_W_RMS,COMPLETE,COMPLETE,True,0.05238630568454174,0.09467758722467132,0.5533126394552943
dup64,rgb32,sgd,301,late,A_width,COMPLETE,COMPLETE,True,5.029745663806846,3.1607602557660393,1.591308817121228
dup64,rgb32,sgd,301,late,D_eff,COMPLETE,COMPLETE,True,32.048682005606,15.726561983780595,2.037869563523104
dup64,rgb32,sgd,301,late,D_div_sqrt_d,COMPLETE,COMPLETE,True,0.2891142997360834,0.2837417123363457,1.0189347817615517
dup64,rgb32,sgd,301,late,D_div_sqrt_trace,COMPLETE,COMPLETE,True,1.162657579564693,1.1410520087994942,1.018934781761552
dup64,rgb32,sgd,301,late,delta_W_RMS,COMPLETE,COMPLETE,True,0.016475951680233306,0.03204020680121483,0.5142273825651027
dup64,rgb32,sgd,301,late,A_displacement,COMPLETE,COMPLETE,True,7.046222959597117,3.5503578039464925,1.984651505198914
dup64,rgb32,sgd,302,early,R,COMPLETE,COMPLETE,True,67.30562347114339,38.07547584494324,1.7676896211418502
dup64,rgb32,sgd,302,early,R_div_sqrt_d,COMPLETE,COMPLETE,True,0.6071706223287536,0.6869651946437836,0.8838448105709251
dup64,rgb32,sgd,302,early,R_div_sqrt_trace,COMPLETE,COMPLETE,True,2.433457791731704,2.7532636528801886,0.8838448105709252
dup64,rgb32,sgd,302,early,raw_W_RMS,COMPLETE,COMPLETE,True,0.03199879316717619,0.06448883019679089,0.49619124846163704
dup64,rgb32,sgd,302,early,A_width,COMPLETE,COMPLETE,True,7.510338781864332,4.395288902515106,1.7087247160401011
dup64,rgb32,sgd,302,early,D_eff,COMPLETE,COMPLETE,True,32.28442526342187,16.162232179089408,1.9975226754378184
dup64,rgb32,sgd,302,early,D_div_sqrt_d,COMPLETE,COMPLETE,True,0.2912409627573277,0.29160215935320316,0.9987613377189091
dup64,rgb32,sgd,302,early,D_div_sqrt_trace,COMPLETE,COMPLETE,True,1.1672544158592755,1.1687020429977706,0.9987613377189092
dup64,rgb32,sgd,302,early,delta_W_RMS,COMPLETE,COMPLETE,True,0.016858721766596176,0.0325377208012501,0.518128539782309
dup64,rgb32,sgd,302,early,A_displacement,COMPLETE,COMPLETE,True,6.9856433841015715,3.5221681209724776,1.9833361566434318
dup64,rgb32,sgd,302,late,R,COMPLETE,COMPLETE,True,71.73417730198722,41.168243855052374,1.7424638649769277
dup64,rgb32,sgd,302,late,R_div_sqrt_d,COMPLETE,COMPLETE,True,0.6471210402406041,0.7427655209930827,0.8712319324884639
dup64,rgb32,sgd,302,late,R_div_sqrt_trace,COMPLETE,COMPLETE,True,2.5935736671962646,2.9769038191567962,0.871231932488464
dup64,rgb32,sgd,302,late,raw_W_RMS,COMPLETE,COMPLETE,True,0.05287361032045515,0.09617133128220305,0.5497855713913743
dup64,rgb32,sgd,302,late,A_width,COMPLETE,COMPLETE,True,4.924247604926904,3.1247852557590123,1.5758675242887377
dup64,rgb32,sgd,302,late,D_eff,COMPLETE,COMPLETE,True,32.25883307599507,16.249658139179694,1.9852007223595378
dup64,rgb32,sgd,302,late,D_div_sqrt_d,COMPLETE,COMPLETE,True,0.2910100931276399,0.2931795156529622,0.9926003611797687
dup64,rgb32,sgd,302,late,D_div_sqrt_trace,COMPLETE,COMPLETE,True,1.16632912158683,1.1750238738585321,0.9926003611797688
dup64,rgb32,sgd,302,late,delta_W_RMS,COMPLETE,COMPLETE,True,0.016520806618899198,0.033147119804182855,0.49840851079961485
dup64,rgb32,sgd,302,late,A_displacement,COMPLETE,COMPLETE,True,6.981894410530372,3.4948425049288385,1.997770829639299
dup64,rgb32,sgd,303,early,R,COMPLETE,COMPLETE,True,66.42859872833179,40.07030200108075,1.6578012994895852
dup64,rgb32,sgd,303,early,R_div_sqrt_d,COMPLETE,COMPLETE,True,0.5992588962139374,0.7229562389635491,0.8289006497447925
dup64,rgb32,sgd,303,early,R_div_sqrt_trace,COMPLETE,COMPLETE,True,2.394968193814091,2.8893308197447665,0.8289006497447925
dup64,rgb32,sgd,303,early,raw_W_RMS,COMPLETE,COMPLETE,True,0.031928624899419535,0.0643536308238975,0.49614333318335396
dup64,rgb32,sgd,303,early,A_width,COMPLETE,COMPLETE,True,7.432730409615765,4.503674041732787,1.6503704177392073
dup64,rgb32,sgd,303,early,D_eff,COMPLETE,COMPLETE,True,31.957588502151868,16.320793212840435,1.9580903994916825
dup64,rgb32,sgd,303,early,D_div_sqrt_d,COMPLETE,COMPLETE,True,0.28829253631826046,0.29446294858817634,0.9790451997458411
dup64,rgb32,sgd,303,early,D_div_sqrt_trace,COMPLETE,COMPLETE,True,1.1521755611112932,1.1768359228056031,0.9790451997458413
dup64,rgb32,sgd,303,early,delta_W_RMS,COMPLETE,COMPLETE,True,0.016715190212236754,0.03275348996253068,0.5103331043915805
dup64,rgb32,sgd,303,early,A_displacement,COMPLETE,COMPLETE,True,6.897297900794737,3.578941774195724,1.927189190537957
dup64,rgb32,sgd,303,late,R,COMPLETE,COMPLETE,True,72.75263112511658,41.04033039165513,1.7727106587794337
dup64,rgb32,sgd,303,late,R_div_sqrt_d,COMPLETE,COMPLETE,True,0.6563086119428063,0.7404576812266648,0.8863553293897167
dup64,rgb32,sgd,303,late,R_div_sqrt_trace,COMPLETE,COMPLETE,True,2.6229702401750323,2.959276210344478,0.8863553293897167
dup64,rgb32,sgd,303,late,raw_W_RMS,COMPLETE,COMPLETE,True,0.05305845614118108,0.09504344786029882,0.5582547491245259
dup64,rgb32,sgd,303,late,A_width,COMPLETE,COMPLETE,True,4.92512524772803,3.08676018887446,1.595564587582653
dup64,rgb32,sgd,303,late,D_eff,COMPLETE,COMPLETE,True,32.292506779038945,15.977796342877436,2.0210863930202905
dup64,rgb32,sgd,303,late,D_div_sqrt_d,COMPLETE,COMPLETE,True,0.291313866901343,0.2882745318630408,1.0105431965101452
dup64,rgb32,sgd,303,late,D_div_sqrt_trace,COMPLETE,COMPLETE,True,1.164250460116042,1.1521036054042182,1.0105431965101455
dup64,rgb32,sgd,303,late,delta_W_RMS,COMPLETE,COMPLETE,True,0.016446989262370367,0.032292334476518636,0.5093155861596129
dup64,rgb32,sgd,303,late,A_displacement,COMPLETE,COMPLETE,True,7.069284086344339,3.567659757854838,1.9814905473483149
dup64,rgb32,sgd,304,early,R,COMPLETE,COMPLETE,True,64.5373164229452,39.81125653848266,1.621082126874384
dup64,rgb32,sgd,304,early,R_div_sqrt_d,COMPLETE,COMPLETE,True,0.5821974532744291,0.7182824899771941,0.8105410634371919
dup64,rgb32,sgd,304,early,R_div_sqrt_trace,COMPLETE,COMPLETE,True,2.339432184354123,2.8862599193105574,0.810541063437192
dup64,rgb32,sgd,304,early,raw_W_RMS,COMPLETE,COMPLETE,True,0.03235698859639362,0.06521364324279516,0.4961690067816973
dup64,rgb32,sgd,304,early,A_width,COMPLETE,COMPLETE,True,7.255569981468595,4.446598777578524,1.6317123141521095
dup64,rgb32,sgd,304,early,D_eff,COMPLETE,COMPLETE,True,32.031563051099006,16.262649757165065,1.9696398514016087
dup64,rgb32,sgd,304,early,D_div_sqrt_d,COMPLETE,COMPLETE,True,0.28895986797057005,0.2934139129698704,0.9848199257008043
dup64,rgb32,sgd,304,early,D_div_sqrt_trace,COMPLETE,COMPLETE,True,1.1611215599021594,1.179019158325719,0.9848199257008042
dup64,rgb32,sgd,304,early,delta_W_RMS,COMPLETE,COMPLETE,True,0.01701289584862325,0.03320692271191025,0.512329793284979
dup64,rgb32,sgd,304,early,A_displacement,COMPLETE,COMPLETE,True,6.8369762453292315,3.560095892004198,1.920447216235031
dup64,rgb32,sgd,304,late,R,COMPLETE,COMPLETE,True,72.48085062896948,41.138950849048506,1.7618546203310839
dup64,rgb32,sgd,304,late,R_div_sqrt_d,COMPLETE,COMPLETE,True,0.6538568534645091,0.7422370108399043,0.8809273101655418
dup64,rgb32,sgd,304,late,R_div_sqrt_trace,COMPLETE,COMPLETE,True,2.6273796945558963,2.9825158832482614,0.8809273101655418
dup64,rgb32,sgd,304,late,raw_W_RMS,COMPLETE,COMPLETE,True,0.053488881246180384,0.09533854761531904,0.5610414945904396
dup64,rgb32,sgd,304,late,A_width,COMPLETE,COMPLETE,True,4.935598136232297,3.1349389131029053,1.5743841500717257
dup64,rgb32,sgd,304,late,D_eff,COMPLETE,COMPLETE,True,33.85259185394681,15.985254278166716,2.1177387149971088
dup64,rgb32,sgd,304,late,D_div_sqrt_d,COMPLETE,COMPLETE,True,0.3053875471819176,0.2884090893926303,1.0588693574985542
dup64,rgb32,sgd,304,late,D_div_sqrt_trace,COMPLETE,COMPLETE,True,1.2271325691312847,1.1589083775454898,1.0588693574985542
dup64,rgb32,sgd,304,late,delta_W_RMS,COMPLETE,COMPLETE,True,0.01654647798602641,0.03259469319233356,0.5076433113939611
dup64,rgb32,sgd,304,late,A_displacement,COMPLETE,COMPLETE,True,7.371456116577388,3.5707389128004694,2.0644063586256665
dup64_half,rgb32,adam,300,early,R,COMPLETE,COMPLETE,True,276.9534677636771,145.30791632376133,1.9059764586163057
dup64_half,rgb32,adam,300,early,R_div_sqrt_d,COMPLETE,COMPLETE,True,2.4984243619743642,2.621673893903351,0.9529882293081527
dup64_half,rgb32,adam,300,early,R_div_sqrt_trace,COMPLETE,COMPLETE,True,19.899117575882862,10.440379515667868,1.9059764586163055
dup64_half,rgb32,adam,300,early,raw_W_RMS,COMPLETE,COMPLETE,True,0.39580243642312785,0.3998686605263079,0.9898311007973767
dup64_half,rgb32,adam,300,early,A_width,COMPLETE,COMPLETE,True,5.031227354120503,2.622918030402325,1.9181794077448815
dup64_half,rgb32,adam,300,early,D_eff,COMPLETE,COMPLETE,True,176.53396310047438,90.4268498817996,1.9522294908119513
dup64_half,rgb32,adam,300,early,D_div_sqrt_d,COMPLETE,COMPLETE,True,1.5925301737057866,1.6314989412883398,0.9761147454059756
dup64_half,rgb32,adam,300,early,D_div_sqrt_trace,COMPLETE,COMPLETE,True,12.68397220745551,6.497172728489067,1.9522294908119515
