geometry,optimizer,seed,window,first_task,last_task,series_status,has_all_tasks,R,n_finite_R,R_div_sqrt_d,n_finite_R_div_sqrt_d,R_div_sqrt_trace,n_finite_R_div_sqrt_trace,raw_W_RMS,n_finite_raw_W_RMS,A_width,n_finite_A_width,D_eff,n_finite_D_eff,D_div_sqrt_d,n_finite_D_div_sqrt_d,D_div_sqrt_trace,n_finite_D_div_sqrt_trace,delta_W_RMS,n_finite_delta_W_RMS,A_displacement,n_finite_A_displacement
rgb32,sgd,302,early,6,15,COMPLETE,True,38.07547584494324,10,0.6869651946437836,10,2.7532636528801886,10,0.06448883019679089,10,4.395288902515106,10,16.162232179089408,10,0.29160215935320316,10,1.1687020429977706,10,0.0325377208012501,10,3.5221681209724776,10
rgb32,sgd,302,late,41,50,COMPLETE,True,41.168243855052374,10,0.7427655209930827,10,2.9769038191567962,10,0.09617133128220305,10,3.1247852557590123,10,16.249658139179694,10,0.2931795156529622,10,1.1750238738585321,10,0.033147119804182855,10,3.4948425049288385,10
rgb32,sgd,303,early,6,15,COMPLETE,True,40.07030200108075,10,0.7229562389635491,10,2.8893308197447665,10,0.0643536308238975,10,4.503674041732787,10,16.320793212840435,10,0.29446294858817634,10,1.1768359228056031,10,0.03275348996253068,10,3.578941774195724,10
rgb32,sgd,303,late,41,50,COMPLETE,True,41.04033039165513,10,0.7404576812266648,10,2.959276210344478,10,0.09504344786029882,10,3.08676018887446,10,15.977796342877436,10,0.2882745318630408,10,1.1521036054042182,10,0.032292334476518636,10,3.567659757854838,10
rgb32,sgd,304,early,6,15,COMPLETE,True,39.81125653848266,10,0.7182824899771941,10,2.8862599193105574,10,0.06521364324279516,10,4.446598777578524,10,16.262649757165065,10,0.2934139129698704,10,1.179019158325719,10,0.03320692271191025,10,3.560095892004198,10
rgb32,sgd,304,late,41,50,COMPLETE,True,41.138950849048506,10,0.7422370108399043,10,2.9825158832482614,10,0.09533854761531904,10,3.1349389131029053,10,15.985254278166716,10,0.2884090893926303,10,1.1589083775454898,10,0.03259469319233356,10,3.5707389128004694,10
dup64,adam,300,early,6,15,COMPLETE,True,527.7786212445139,10,4.761142641375776,10,18.960457370303647,10,0.3902909879254121,10,4.874268771743578,10,330.47557938995953,10,2.9812525737717297,10,11.872341702993637,10,0.17125146190713736,10,6.956478470770019,10
dup64,adam,300,late,41,50,COMPLETE,True,682.4962319310158,10,6.156865362910582,10,24.518690583576582,10,0.7374565484088229,10,3.323409629183417,10,386.4018297586631,10,3.485768756664502,10,13.881493349750976,10,0.17711655496605655,10,7.911515245452521,10
dup64,adam,301,early,6,15,COMPLETE,True,528.4953309872274,10,4.767608150170876,10,19.172679307978065,10,0.3867013314324099,10,4.898262473764792,10,336.418565302484,10,3.0348648318402636,10,12.204545409598873,10,0.1736147308264287,10,7.013223760208154,10
dup64,adam,301,late,41,50,COMPLETE,True,674.9531367182597,10,6.0888183621042105,10,24.485854991452733,10,0.7349384235929893,10,3.3005930179909706,10,374.26132488281553,10,3.3762480729431177,10,13.577399720737802,10,0.17664662805523618,10,7.673097606243495,10
dup64,adam,302,early,6,15,COMPLETE,True,522.0776879652879,10,4.709713963822756,10,18.875897022380265,10,0.3878224658336571,10,4.941417864851604,10,330.293111041883,10,2.9796065089298454,10,11.941860177029287,10,0.1710944261841994,10,7.00820116492088,10
dup64,adam,302,late,41,50,COMPLETE,True,674.0015004013633,10,6.080233557670917,10,24.368754321007902,10,0.7361093605362861,10,3.29756738241074,10,374.9113061418448,10,3.382111617550442,10,13.555046251526592,10,0.17637773517984429,10,7.64656966204992,10
dup64,adam,303,early,6,15,COMPLETE,True,519.104217305945,10,4.682889993735271,10,18.715404411989432,10,0.3892744733079053,10,4.823776403877653,10,338.8326129259925,10,3.0566421919225952,10,12.21602361813138,10,0.1723244409196648,10,7.058732944018623,10
dup64,adam,303,late,41,50,COMPLETE,True,684.8691415321789,10,6.178271612863616,10,24.691771952051845,10,0.7363122135816755,10,3.3609808126879317,10,381.39685143653486,10,3.4406183569524864,10,13.750603593896976,10,0.1746114126995016,10,7.897934495736228,10
dup64,adam,304,early,6,15,COMPLETE,True,522.8837016034244,10,4.716985091806329,10,18.95416524896535,10,0.3880307908170325,10,4.930829998757947,10,328.11570057271626,10,2.9599638757968814,10,11.893962635217411,10,0.17138962783292655,10,6.9409865095234,10
dup64,adam,304,late,41,50,COMPLETE,True,674.6851469556582,10,6.086400800204554,10,24.45686053553647,10,0.7376288364589288,10,3.316024312543112,10,377.65115406914015,10,3.4068280540873577,10,13.689587873438656,10,0.1760731767498347,10,7.759485298295877,10
dup64,sgd,300,early,6,15,COMPLETE,True,66.21752872222302,10,0.597354813013238,10,2.378866024440389,10,0.03223982264816577,10,7.345317013379525,10,33.07216236742407,10,0.29834721633617656,10,1.1881180848755775,10,0.01681488094680702,10,6.986032113058566,10
dup64,sgd,300,late,41,50,COMPLETE,True,73.77991244305703,10,0.6655758173404063,10,2.6505448086598857,10,0.05308799143094821,10,4.999461661288638,10,31.965439100165952,10,0.2883633573319594,10,1.148359029686699,10,0.016273508933384716,10,7.124293951634291,10
dup64,sgd,301,early,6,15,COMPLETE,True,65.07227294262896,10,0.5870233484407442,10,2.360682768265355,10,0.03139297221185755,10,7.541351203467892,10,31.907851716705615,10,0.28784385590472894,10,1.1575485581455385,10,0.016807413276225407,10,6.957691938989884,10
dup64,sgd,301,late,41,50,COMPLETE,True,72.46145758391424,10,0.6536819069053992,10,2.6287465697187375,10,0.05238630568454174,10,5.029745663806846,10,32.048682005606,10,0.2891142997360834,10,1.162657579564693,10,0.016475951680233306,10,7.046222959597117,10
dup64,sgd,302,early,6,15,COMPLETE,True,67.30562347114339,10,0.6071706223287536,10,2.433457791731704,10,0.03199879316717619,10,7.510338781864332,10,32.28442526342187,10,0.2912409627573277,10,1.1672544158592755,10,0.016858721766596176,10,6.9856433841015715,10
dup64,sgd,302,late,41,50,COMPLETE,True,71.73417730198722,10,0.6471210402406041,10,2.5935736671962646,10,0.05287361032045515,10,4.924247604926904,10,32.25883307599507,10,0.2910100931276399,10,1.16632912158683,10,0.016520806618899198,10,6.981894410530372,10
dup64,sgd,303,early,6,15,COMPLETE,True,66.42859872833179,10,0.5992588962139374,10,2.394968193814091,10,0.031928624899419535,10,7.432730409615765,10,31.957588502151868,10,0.28829253631826046,10,1.1521755611112932,10,0.016715190212236754,10,6.897297900794737,10
dup64,sgd,303,late,41,50,COMPLETE,True,72.75263112511658,10,0.6563086119428063,10,2.6229702401750323,10,0.05305845614118108,10,4.92512524772803,10,32.292506779038945,10,0.291313866901343,10,1.164250460116042,10,0.016446989262370367,10,7.069284086344339,10
dup64,sgd,304,early,6,15,COMPLETE,True,64.5373164229452,10,0.5821974532744291,10,2.339432184354123,10,0.03235698859639362,10,7.255569981468595,10,32.031563051099006,10,0.28895986797057005,10,1.1611215599021594,10,0.01701289584862325,10,6.8369762453292315,10
dup64,sgd,304,late,41,50,COMPLETE,True,72.48085062896948,10,0.6538568534645091,10,2.6273796945558963,10,0.053488881246180384,10,4.935598136232297,10,33.85259185394681,10,0.3053875471819176,10,1.2271325691312847,10,0.01654647798602641,10,7.371456116577388,10
dup64_half,adam,300,early,6,15,COMPLETE,True,276.9534677636771,10,2.4984243619743642,10,19.899117575882862,10,0.39580243642312785,10,5.031227354120503,10,176.53396310047438,10,1.5925301737057866,10,12.68397220745551,10,0.18807900238798822,10,6.722878434053273,10
dup64_half,adam,300,late,41,50,COMPLETE,True,357.17872238769684,10,3.2221442424897404,10,25.66330528296988,10,0.7614290404455795,10,3.396630397052939,10,199.32349683121424,10,1.7981167898643604,10,14.32140110433613,10,0.19428481693651956,10,7.368463714004093,10
dup64_half,adam,301,early,6,15,COMPLETE,True,273.5694826175426,10,2.4678971004891386,10,19.849030449816347,10,0.39050299494775453,10,5.084915248347125,10,175.21450392796334,10,1.580627203261506,10,12.712814274601385,10,0.18832559603988278,10,6.795485334740543,10
dup64_half,adam,301,late,41,50,COMPLETE,True,350.0050523270727,10,3.1574298621681947,10,25.394868151072558,10,0.7563900018387382,10,3.3881667044031714,10,193.42774720017252,10,1.7449306549181638,10,14.034289231679843,10,0.19700214720020123,10,7.105500626144227,10
dup64_half,adam,302,early,6,15,COMPLETE,True,273.28536484126437,10,2.465334046198267,10,19.761451306497158,10,0.3956697655810002,10,4.9670444566783445,10,174.48715399532944,10,1.5740657082708616,10,12.617285229638206,10,0.18795247532498874,10,6.693099700480699,10
dup64_half,adam,302,late,41,50,COMPLETE,True,346.32959296295996,10,3.1242731832109136,10,25.04332931004843,10,0.7592780607204458,10,3.3126290516762644,10,192.88898095817183,10,1.7400703918736427,10,13.947933900444339,10,0.1966233777119411,10,7.116517171537128,10
dup64_half,adam,303,early,6,15,COMPLETE,True,280.6445428865634,10,2.531721912221201,10,20.236306857219574,10,0.39512544899603397,10,5.123346080193107,10,174.474139729743,10,1.57394830530618,10,12.580726473087342,10,0.18900657816491997,10,6.6247847584140285,10
dup64_half,adam,303,late,41,50,COMPLETE,True,351.6313292603858,10,3.1721006656873394,10,25.354918383007202,10,0.7576773666938026,10,3.353376915078602,10,193.48002474769237,10,1.7454022557952444,10,13.951175074582917,10,0.19588988167923282,10,7.106013864833379,10
dup64_half,adam,304,early,6,15,COMPLETE,True,269.2911076115357,10,2.429301460467072,10,19.52322529118407,10,0.39372056054484195,10,4.9520219794926374,10,170.43762776842823,10,1.537534535502239,10,12.356487499832518,10,0.18707210195848284,10,6.622291777577999,10
dup64_half,adam,304,late,41,50,COMPLETE,True,346.3021199701294,10,3.1240253466514423,10,25.106415012947384,10,0.7611794086787449,10,3.314250963481352,10,195.60638518050143,10,1.7645843615495647,10,14.181186895268532,10,0.19547000911977772,10,7.230795336769043,10
dup64_half,sgd,300,early,6,15,COMPLETE,True,39.68335234400434,10,0.35798740872121365,10,2.85125043017098,10,0.03304183768762399,10,8.630054597511542,10,17.11199332886909,10,0.1543689680436508,10,1.2294973952066472,10,0.01588626786325141,10,7.707754570472234,10
dup64_half,sgd,300,late,41,50,COMPLETE,True,41.78370365204253,10,0.37693488361322347,10,3.0021607544460127,10,0.04826339470887181,10,6.21220667978098,10,16.306180530665905,10,0.14709965185679053,10,1.1715997138918968,10,0.01620941988655121,10,7.2238569373607575,10
dup64_half,sgd,301,early,6,15,COMPLETE,True,39.894362436034605,10,0.3598909514311418,10,2.8945641421412054,10,0.033228596058936105,10,8.796766667432436,10,16.43776339698403,10,0.1482866737831892,10,1.192653738537613,10,0.01631508410400905,10,7.313214253931725,10
dup64_half,sgd,301,late,41,50,COMPLETE,True,41.87634198049473,10,0.37777058304867905,10,3.038368092612907,10,0.047834832395334315,10,6.400687358895954,10,16.441641785424167,10,0.14832166110521938,10,1.1929351377986266,10,0.016131912754684136,10,7.388708778194637,10
dup64_half,sgd,302,early,6,15,COMPLETE,True,38.614621443393375,10,0.34834628257810407,10,2.7922496391845524,10,0.033339708930172574,10,8.489884305931332,10,15.807907611458763,10,0.14260468304375704,10,1.1430805916112476,10,0.01633981153627175,10,7.031494512301643,10
dup64_half,sgd,302,late,41,50,COMPLETE,True,41.50599028943416,10,0.3744296041654188,10,3.0013264944100264,10,0.04887163546496513,10,6.155028097493776,10,15.842454516049113,10,0.14291633405414622,10,1.145578701867715,10,0.016507162309440354,10,6.964927597883958,10
dup64_half,sgd,303,early,6,15,COMPLETE,True,40.12134051784015,10,0.3619385429409946,10,2.893011030576795,10,0.032582378265466824,10,8.825752541409624,10,16.256317450340454,10,0.1466498321247824,10,1.172186798680891,10,0.01643729115567474,10,7.1955863008075625,10
dup64_half,sgd,303,late,41,50,COMPLETE,True,41.789384436858015,10,0.37698613052951147,10,3.01328790554959,10,0.04803180200897428,10,6.255581128578525,10,16.11157187171394,10,0.14534406808128197,10,1.1617496958775204,10,0.016255656502674267,10,7.165847254992303,10
dup64_half,sgd,304,early,6,15,COMPLETE,True,39.2490182079149,10,0.354069237933878,10,2.8454984337480713,10,0.03266910157710747,10,8.962922561821642,10,16.588272261992422,10,0.1496444289976895,10,1.202626330422893,10,0.016534171307677595,10,7.293425596529218,10
dup64_half,sgd,304,late,41,50,COMPLETE,True,40.83189678037057,10,0.3683485405885932,10,2.9602548965690367,10,0.04742701417574406,10,6.279223477248102,10,15.79730166001071,10,0.14250900571682665,10,1.1452820779588695,10,0.016256437911764725,10,7.0274569078481335,10
gray32,adam,300,early,6,15,COMPLETE,True,58.179445530652245,10,1.8181076728328827,10,7.5985861870066085,10,0.4293285669696405,10,1.7703557463039599,10,33.79645867495289,10,1.0561393335922777,10,4.414021167010555,10,0.2255191118680825,10,1.965504089595612,10
gray32,adam,300,late,41,50,COMPLETE,True,69.49917246374383,10,2.1718491394919948,10,9.07701073935404,10,0.7825620523794565,10,1.1547771108694396,10,36.868367656932094,10,1.152136489279128,10,4.815230991980625,10,0.2388471935619027,10,2.0222074869790108,10
gray32,adam,301,early,6,15,COMPLETE,True,56.09960536112108,10,1.7531126675350337,10,7.393095528323015,10,0.424798520867839,10,1.7286698751091407,10,32.618471767783824,10,1.0193272427432445,10,4.298630555684074,10,0.2255211625801234,10,1.8947126484124674,10
gray32,adam,301,late,41,50,COMPLETE,True,67.77835724448357,10,2.1180736638901116,10,8.932181726336081,10,0.774681508556059,10,1.1606188181268433,10,36.99112370761023,10,1.1559726158628196,10,4.874881195865004,10,0.24256082296271642,10,2.020071483380357,10
gray32,adam,302,early,6,15,COMPLETE,True,56.36071575399428,10,1.7612723673123212,10,7.407629398754207,10,0.4293795844549916,10,1.7195171982195796,10,32.949055719734815,10,1.029657991241713,10,4.3305765468991675,10,0.22467947577867237,10,1.9259629075861526,10
gray32,adam,302,late,41,50,COMPLETE,True,69.01172166045058,10,2.1566163018890805,10,9.070382648473846,10,0.7819198651824057,10,1.1653632260913636,10,36.77430141834293,10,1.1491969193232165,10,4.833338126758263,10,0.24083935986329516,10,2.0110258957869003,10
gray32,adam,303,early,6,15,COMPLETE,True,57.89929934387809,10,1.8093531044961904,10,7.5453684370326926,10,0.4285435475522589,10,1.7421404970471235,10,32.80207260809004,10,1.0250647690028138,10,4.274727434201788,10,0.2273944289040145,10,1.8836499483141846,10
gray32,adam,303,late,41,50,COMPLETE,True,68.11603636453587,10,2.128626136391746,10,8.876801561763338,10,0.7817792846892859,10,1.1386541543906992,10,36.001123335499436,10,1.1250351042343574,10,4.6916239538591284,10,0.2399584265344945,10,1.9649580863631457,10
gray32,adam,304,early,6,15,COMPLETE,True,56.69192204835076,10,1.7716225640109613,10,7.444483090996165,10,0.42455946615649853,10,1.7343861589840612,10,32.63673841320488,10,1.0198980754126525,10,4.285683717958136,10,0.22455523289437102,10,1.9020742089362646,10
gray32,adam,304,late,41,50,COMPLETE,True,68.23161748211218,10,2.1322380463160058,10,8.959814807190494,10,0.7802667417872209,10,1.1453671309118136,10,36.51059562677502,10,1.1409561133367194,10,4.794378140044596,10,0.24166567427588076,10,1.9864528068205352,10
gray32,sgd,300,early,6,15,COMPLETE,True,25.19124493553919,10,0.7872264042355996,10,3.290128395944207,10,0.10982410553207514,10,3.0203961343443066,10,9.267677861719191,10,0.2896149331787247,10,1.2104145775776507,10,0.042850159340878255,10,2.7871052263142904,10
gray32,sgd,300,late,41,50,COMPLETE,True,28.40413881754239,10,0.8876293380481997,10,3.709751698459958,10,0.1439757244821722,10,2.5677914955539385,10,9.26487697559199,10,0.2895274054872497,10,1.2100487649707514,10,0.04547634929632605,10,2.666922571794731,10
gray32,sgd,301,early,6,15,COMPLETE,True,27.595681068167835,10,0.8623650333802448,10,3.636701274328228,10,0.10915056887976018,10,3.317942317685943,10,9.15469580404667,10,0.2860842438764584,10,1.2064530610577253,10,0.04296640548642512,10,2.8048667620060987,10
gray32,sgd,301,late,41,50,COMPLETE,True,28.36333702431635,10,0.886354282009886,10,3.7378669381534735,10,0.14141718246949803,10,2.6314650092399483,10,9.533146466597433,10,0.2979108270811698,10,1.2563272425779752,10,0.04569438382822229,10,2.7548410797808804,10
gray32,sgd,302,early,6,15,COMPLETE,True,26.13017232021399,10,0.8165678850066872,10,3.4343536998110746,10,0.11281387311465313,10,2.982720826919765,10,9.181611511948187,10,0.28692535974838085,10,1.20676209402162,10,0.04354974988960615,10,2.706733620237526,10
gray32,sgd,302,late,41,50,COMPLETE,True,27.753150033634732,10,0.8672859385510854,10,3.647665707343668,10,0.14636223651164082,10,2.495745221798707,10,9.341901293508498,10,0.29193441542214055,10,1.2278293796712332,10,0.04613873673937159,10,2.6357337646022145,10
gray32,sgd,303,early,6,15,COMPLETE,True,27.691829658306872,10,0.8653696768220898,10,3.6087665970964298,10,0.11461245710816834,10,3.098187813154865,10,9.41542429231008,10,0.29423200913469,10,1.2270069945842785,10,0.04467035008834062,10,2.7672368154499285,10
gray32,sgd,303,late,41,50,COMPLETE,True,28.285471577015915,10,0.8839209867817474,10,3.686129312139377,10,0.14528781337356145,10,2.550784521716583,10,9.167571206483187,10,0.2864866002025996,10,1.1947070726161013,10,0.04569434808820855,10,2.629137135477065,10
gray32,sgd,304,early,6,15,COMPLETE,True,26.969806054920852,10,0.8428064392162766,10,3.5415321599445595,10,0.11109162210894136,10,3.1078016641098705,10,9.097497942649607,10,0.2842968107078002,10,1.1946352700242882,10,0.042843688765014695,10,2.733379202116631,10
gray32,sgd,304,late,41,50,COMPLETE,True,27.453852540613084,10,0.8579328918941589,10,3.6050945820285847,10,0.14295463572420125,10,2.5099073607496036,10,9.401540729013533,10,0.2937981477816729,10,1.234560559205614,10,0.04586698081430629,10,2.651819677544664,10
avg16,adam,300,early,6,15,COMPLETE,True,49.3972897353607,10,1.7824711578717776,10,7.345791014302412,10,0.4281343697667279,10,1.6900975387708854,10,28.17701025803823,10,1.0167502785898264,10,4.190157595128892,10,0.22596894255658057,10,1.8670468537654688,10
avg16,adam,300,late,41,50,COMPLETE,True,60.96562809050205,10,2.199907611835373,10,9.066099889442498,10,0.771924642979237,10,1.1755204147558056,10,31.40200583459969,10,1.1331222826062706,10,4.669741468138666,10,0.24143581192559616,10,1.926715428355184,10
avg16,adam,301,early,6,15,COMPLETE,True,50.20391017214379,10,1.8115775657661883,10,7.543144577223328,10,0.4252289340097696,10,1.763862265138287,10,27.97255902303798,10,1.0093727801171046,10,4.2028809346162195,10,0.22602576444651667,10,1.8606418831413087,10
avg16,adam,301,late,41,50,COMPLETE,True,60.986407997445674,10,2.2006574421396006,10,9.163216394756322,10,0.7691410712967837,10,1.193595728975652,10,31.89315092609744,10,1.1508449545304826,10,4.791950420472281,10,0.24506551463649284,10,1.940825382218643,10
avg16,adam,302,early,6,15,COMPLETE,True,49.39458204179796,10,1.7823734523963195,10,7.4019172119235925,10,0.4290700476228203,10,1.6787029102788331,10,28.19415706520799,10,1.0173690106982765,10,4.224973829721748,10,0.2277285720816976,10,1.859054962879887,10
avg16,adam,302,late,41,50,COMPLETE,True,61.85792845220958,10,2.2321057277122383,10,9.26958476775648,10,0.774688455424501,10,1.2060559886907423,10,31.798850584426255,10,1.1474421840524491,10,4.7651473042342545,10,0.24612358548698948,10,1.9582317785723982,10
avg16,adam,303,early,6,15,COMPLETE,True,50.375119232303504,10,1.8177555405768704,10,7.52335607034799,10,0.42951437908802953,10,1.7030939513283538,10,28.014139955597503,10,1.0108732027800045,10,4.1838183830118,10,0.22610673416491467,10,1.8464194481136924,10
avg16,adam,303,late,41,50,COMPLETE,True,60.8035785998122,10,2.194060154518384,10,9.080811700877053,10,0.7708275834290121,10,1.1783687995703898,10,32.431526560402276,10,1.170271911867422,10,4.843540341685013,10,0.23944578384583615,10,2.0130548066416303,10
avg16,adam,304,early,6,15,COMPLETE,True,49.51538327507244,10,1.7867324914306606,10,7.438658456770304,10,0.4307250656786894,10,1.7049511292501034,10,27.738795769704158,10,1.0009375752896719,10,4.1671782400765895,10,0.2261656928786558,10,1.8344330310877082,10
avg16,adam,304,late,41,50,COMPLETE,True,60.835393768314205,10,2.195208185524568,10,9.139255043461233,10,0.7750065498268548,10,1.1727471781632237,10,31.317641683557873,10,1.1300780535241488,10,4.7048255460597375,10,0.24484190598438405,10,1.9490944701204922,10
avg16,sgd,300,early,6,15,COMPLETE,True,25.22292415426015,10,0.9101538781382257,10,3.750860231389626,10,0.12480004119889442,10,3.0776189604869026,10,8.441245390906543,10,0.3045972061709738,10,1.2552839411684404,10,0.0447259486054279,10,2.8066227164313386,10
avg16,sgd,300,late,41,50,COMPLETE,True,27.32278463310616,10,0.9859260664333758,10,4.063127084883692,10,0.15579277095400412,10,2.6006122675101118,10,8.424102651620137,10,0.30397862084962046,10,1.2527346721521595,10,0.04683391039771643,10,2.673037036366643,10
avg16,sgd,301,early,6,15,COMPLETE,True,24.441290176574988,10,0.8819490914242079,10,3.672307292870386,10,0.12393175527583948,10,2.9441158459107277,10,8.418414866410064,10,0.30377338057948744,10,1.2648680198541937,10,0.046109177666089726,10,2.727216836039344,10
avg16,sgd,301,late,41,50,COMPLETE,True,27.67594964176751,10,0.9986698109845624,10,4.158315333287314,10,0.15775420385792366,10,2.6432127611798,10,8.134660207083213,10,0.2935342662703519,10,1.2222338423085803,10,0.04765097507077193,10,2.6337853794490327,10
avg16,sgd,302,early,6,15,COMPLETE,True,25.0580613821465,10,0.904204905272028,10,3.755021060508131,10,0.1265124398458204,10,2.9537070262557923,10,8.574448879722429,10,0.30940377305377686,10,1.2849053098955263,10,0.04391502940662621,10,2.8778246704668584,10
avg16,sgd,302,late,41,50,COMPLETE,True,26.80124350397743,10,0.9671065719773799,10,4.0162418101883155,10,0.1572196366069587,10,2.550400391872336,10,7.925508075193718,10,0.2859871387923528,10,1.1876597029482716,10,0.047029992776651236,10,2.534627558634929,10
avg16,sgd,303,early,6,15,COMPLETE,True,26.701463717650572,10,0.9635060790714115,10,3.9877745642841864,10,0.12650713316437848,10,3.137495023761864,10,8.489198197263061,10,0.30632755402461964,10,1.267833441648924,10,0.04579181202287741,10,2.741769602515979,10
avg16,sgd,303,late,41,50,COMPLETE,True,26.997308182056347,10,0.974181446644095,10,4.031957948484273,10,0.15431091542649195,10,2.6029870459771507,10,8.155781852355119,10,0.2942964279943183,10,1.2180388223875993,10,0.04659187377849359,10,2.609043340738178,10
avg16,sgd,304,early,6,15,COMPLETE,True,27.00484449521468,10,0.9744533899210113,10,4.056917297037761,10,0.12373875863166553,10,3.198594796343495,10,8.215858969154514,10,0.296464274216585,10,1.2342622586807384,10,0.044676876258335024,10,2.804797868408233,10
avg16,sgd,304,late,41,50,COMPLETE,True,26.895672604510843,10,0.9705139886406486,10,4.040516486737772,10,0.15407024833596455,10,2.611167262337105,10,8.104901705454822,10,0.29246044883748734,10,1.2175932331503365,10,0.04762306468759388,10,2.53331832108978,10
