arm,seed,eps,metric,start_task,group,n,final_inside,final_shrunk,ever_changed,never_changed,median_final_growth,final_v_rms,final_output_variance,mean_occupancy_after_start
SN_peak_q0,8,0.05,mean,100,inside,40,35,40,40,0,0.019310714141463705,0.0035680512674485707,5.779520573929066e-09,0.5869077306733167
SN_peak_q0,8,0.05,mean,100,outside,60,27,30,60,0,0.9239943635212692,0.23721052423525296,0.07627707441770139,0.2901496259351621
SN_peak_q0,8,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,8,0.05,all_inputs,20,outside,100,41,70,70,30,0.04149789290705952,0.1837563388858109,0.04576624696242908,0.1415800415800416
SN_peak_q0,8,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_peak_q0,8,0.05,all_inputs,100,outside,100,41,70,70,30,0.04149789290705952,0.1837563388858109,0.04576624696242908,0.1698004987531172
SN_peak_q0,8,0.1,mean,20,inside,57,55,55,57,0,0.022120619411048106,0.06942574394727244,0.011100679999804033,0.7760878287194076
SN_peak_q0,8,0.1,mean,20,outside,43,18,15,43,0,2.257777473180152,0.26858383882191733,0.0917182775873041,0.30662863221002756
SN_peak_q0,8,0.1,mean,100,inside,59,58,58,59,0,0.022120619411048106,0.03382686282763083,0.002362267210437711,0.8257745466841371
SN_peak_q0,8,0.1,mean,100,outside,41,15,12,41,0,2.3125721752537194,0.28409583001012845,0.1082256324591971,0.28635727753786266
SN_peak_q0,8,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,8,0.1,all_inputs,20,outside,100,66,70,70,30,0.04149789290705952,0.1837563388858109,0.04576624696242908,0.34802494802494804
SN_peak_q0,8,0.1,all_inputs,100,inside,8,7,8,8,0,0.021459363109636618,0.0029441754933765166,2.0001847090895146e-09,0.6898379052369077
SN_peak_q0,8,0.1,all_inputs,100,outside,92,59,62,62,30,0.043855653907217296,0.1915772594382761,0.04974592043740684,0.3922259568470129
SN_peak_q0,8,0.2,mean,20,inside,74,69,69,74,0,0.025023376515220082,0.08642518111966412,0.014267819505693932,0.8973984379389784
SN_peak_q0,8,0.2,mean,20,outside,26,5,1,26,0,2.48575958359247,0.32956323807402554,0.13541561741621364,0.15720454181992644
SN_peak_q0,8,0.2,mean,100,inside,70,68,68,69,1,0.023991766655376105,0.0438972766536077,0.0034033242383968982,0.9516209476309226
SN_peak_q0,8,0.2,mean,100,outside,30,6,2,30,0,2.4427931669267466,0.3287223369978307,0.14461306665183743,0.17938487115544471
SN_peak_q0,8,0.2,all_inputs,20,inside,1,1,1,1,0,0.08331689028979154,0.006442146375775337,2.663743404527705e-08,0.8981288981288982
SN_peak_q0,8,0.2,all_inputs,20,outside,99,69,69,69,30,0.04105405352767904,0.18468093443464664,0.04622853201621689,0.531930531930532
SN_peak_q0,8,0.2,all_inputs,100,inside,39,39,39,39,0,0.024683491415405084,0.0033343857829806404,3.0075653935928157e-09,0.9266577146876399
SN_peak_q0,8,0.2,all_inputs,100,outside,61,31,31,31,30,0.08331689028979154,0.23526077617026117,0.07502663244176815,0.42537099873267653
SN_peak_q0,9,0.05,mean,20,inside,13,5,12,13,0,0.021260905568646397,0.09295067004274432,0.01099175823447428,0.4656964656964657
SN_peak_q0,9,0.05,mean,20,outside,87,33,62,87,0,0.04328045715884774,0.20076024191037736,0.06252152963205604,0.3711855091165436
SN_peak_q0,9,0.05,mean,100,inside,42,24,42,42,0,0.026334027901168774,0.006454285168929138,2.5839110261209356e-08,0.5559315995724974
SN_peak_q0,9,0.05,mean,100,outside,58,14,32,58,0,0.062409984709465266,0.2497265686084389,0.09624594568611054,0.2949522744861983
SN_peak_q0,9,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,9,0.05,all_inputs,20,outside,100,21,74,74,26,0.03994548206896302,0.1902320807191728,0.055822659350370424,0.13155925155925155
SN_peak_q0,9,0.05,all_inputs,100,inside,1,1,1,1,0,0.010178105406351395,0.0009908633073791862,1.5086856031187527e-11,0.3865336658354115
SN_peak_q0,9,0.05,all_inputs,100,outside,99,20,73,73,26,0.04041759567300897,0.1911904088626192,0.05638652459618137,0.1553691528753873
SN_peak_q0,9,0.1,mean,20,inside,34,30,33,34,0,0.024381997554174962,0.05767737545290969,0.004202761762366699,0.7777302189066895
SN_peak_q0,9,0.1,mean,20,outside,66,33,41,66,0,0.052393216763817675,0.23047110335347723,0.08241472780479658,0.4959364959364959
SN_peak_q0,9,0.1,mean,100,inside,69,57,69,69,0,0.027687355598941775,0.007202583878313286,4.547738737551433e-08,0.8091365788427483
SN_peak_q0,9,0.1,mean,100,outside,31,6,5,31,0,2.2522137961768767,0.3414978829421188,0.18007299345475206,0.17890756978521438
SN_peak_q0,9,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_peak_q0,9,0.1,all_inputs,20,outside,100,48,74,74,26,0.03994548206896302,0.1902320807191728,0.055822659350370424,0.3448024948024948
SN_peak_q0,9,0.1,all_inputs,100,inside,13,10,13,13,0,0.026801635914628565,0.004750137613560479,1.54905293783933e-08,0.6733167082294265
SN_peak_q0,9,0.1,all_inputs,100,outside,87,38,61,61,26,0.04041759567300897,0.2039419323480935,0.06416397395011678,0.36899131481640723
SN_peak_q0,9,0.2,mean,20,inside,65,60,58,65,0,0.02925228557308059,0.09877039992839495,0.016975756805023858,0.865120742043819
SN_peak_q0,9,0.2,mean,20,outside,35,19,16,35,0,1.8155822219957196,0.292023041157646,0.12796690693458546,0.4964656964656965
SN_peak_q0,9,0.2,mean,100,inside,75,74,74,74,1,0.027687355598941775,0.07629597130892814,0.012119191467115256,0.954879467996675
SN_peak_q0,9,0.2,mean,100,outside,25,5,0,25,0,2.484925513688466,0.35677689446636696,0.1869330630001359,0.11730673316708229
SN_peak_q0,9,0.2,all_inputs,20,inside,1,1,1,1,0,0.07517687810739164,0.0007337424322031438,6.628528069686669e-10,0.9438669438669439
SN_peak_q0,9,0.2,all_inputs,20,outside,99,73,73,73,26,0.039473368464917065,0.19119042057636673,0.056386524589638276,0.5648165648165648
SN_peak_q0,9,0.2,all_inputs,100,inside,50,50,50,50,0,0.026334027901168774,0.006797104377792952,3.41812320103799e-08,0.9054862842892768
SN_peak_q0,9,0.2,all_inputs,100,outside,50,24,24,24,26,1.7563726499469845,0.2689429092606257,0.11164528451950882,0.3854364089775561
SN_valley_q0,0,0.05,mean,20,inside,5,0,2,5,0,1.2200670473701785,0.1732481167318501,0.015924466710763578,0.09521829521829522
SN_valley_q0,0,0.05,mean,20,outside,95,9,31,95,0,1.334357141084045,0.19579295788597,0.033248988598035885,0.07766714082503556
SN_valley_q0,0,0.05,mean,100,inside,4,1,1,4,0,2.3093257840727017,0.15791374782243253,0.036144431629178304,0.06920199501246883
SN_valley_q0,0,0.05,mean,100,outside,96,8,32,96,0,1.266722011814327,0.19611171791479898,0.03222602629010952,0.08063175394846218
SN_valley_q0,0,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,0,0.05,all_inputs,20,outside,100,0,33,0,100,1.3022256935875531,0.19472771692136437,0.03238276250367226,0.0
SN_valley_q0,0,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,0,0.05,all_inputs,100,outside,100,0,33,0,100,1.3022256935875531,0.19472771692136437,0.03238276250367226,0.0
SN_valley_q0,0,0.1,mean,20,inside,10,1,5,10,0,1.081876708935581,0.15010259913535187,0.008457717279127353,0.17692307692307693
SN_valley_q0,0,0.1,mean,20,outside,90,14,28,90,0,1.3421285870347508,0.19906951524722377,0.035041100861955034,0.15382305382305383
SN_valley_q0,0,0.1,mean,100,inside,11,2,5,11,0,1.0312743633707842,0.10975015045398827,0.013228896062507307,0.1722965313987758
SN_valley_q0,0,0.1,mean,100,outside,89,13,28,89,0,1.3379818428545203,0.20277269952785149,0.03475009431100726,0.15752752949087953
SN_valley_q0,0,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,0,0.1,all_inputs,20,outside,100,0,33,0,100,1.3022256935875531,0.19472771692136437,0.03238276250367226,0.0
SN_valley_q0,0,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,0,0.1,all_inputs,100,outside,100,0,33,0,100,1.3022256935875531,0.19472771692136437,0.03238276250367226,0.0
SN_valley_q0,0,0.2,mean,20,inside,22,7,8,22,0,1.1733880603278237,0.15397059701924534,0.009764552216513378,0.33925533925533924
SN_valley_q0,0,0.2,mean,20,outside,78,26,25,78,0,1.3421285870347508,0.2047617624221803,0.03876225771287093,0.2955647955647956
SN_valley_q0,0,0.2,mean,100,inside,23,10,11,23,0,1.0099595141843356,0.10483517586802205,0.006533545668657501,0.3507535509053453
SN_valley_q0,0,0.2,mean,100,outside,77,23,22,77,0,1.407257322359492,0.2143885551757703,0.04010395714270265,0.2992842568902419
SN_valley_q0,0,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,0,0.2,all_inputs,20,outside,100,0,33,1,99,1.3022256935875531,0.19472771692136437,0.03238276250367226,0.00016632016632016632
SN_valley_q0,0,0.2,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,0,0.2,all_inputs,100,outside,100,0,33,1,99,1.3022256935875531,0.19472771692136437,0.03238276250367226,0.00019950124688279303
SN_valley_q0,1,0.05,mean,20,inside,5,0,2,5,0,1.1572180012326168,0.20996739227537625,0.025605276769968034,0.09272349272349273
SN_valley_q0,1,0.05,mean,20,outside,95,11,30,95,0,1.2806071887799289,0.20297467303996297,0.026494773387094387,0.0771856877120035
SN_valley_q0,1,0.05,mean,100,inside,5,1,1,5,0,1.3422689764049442,0.19009233509813198,0.0016658721412110872,0.0882793017456359
SN_valley_q0,1,0.05,mean,100,outside,95,10,31,95,0,1.267523301762844,0.20400294760174145,0.027754742051765816,0.07932799579997375
SN_valley_q0,1,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,1,0.05,all_inputs,20,outside,100,0,32,0,100,1.2740652452713865,0.20333002063601419,0.02645029855623808,0.0
SN_valley_q0,1,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,1,0.05,all_inputs,100,outside,100,0,32,0,100,1.2740652452713865,0.20333002063601419,0.02645029855623808,0.0
SN_valley_q0,1,0.1,mean,20,inside,11,1,4,11,0,1.406818507649051,0.19359831690707946,0.01361488952359844,0.16972216972216972
SN_valley_q0,1,0.1,mean,20,outside,89,22,28,89,0,1.267523301762844,0.20450066173301362,0.028036697425440724,0.1501553411665771
SN_valley_q0,1,0.1,mean,100,inside,11,6,5,11,0,1.166907662776884,0.16937105077620213,0.0032807274734596363,0.17093629562457494
SN_valley_q0,1,0.1,mean,100,outside,89,17,27,89,0,1.2873408953452694,0.2071409889486286,0.029313953409165747,0.15410910924934854
SN_valley_q0,1,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,1,0.1,all_inputs,20,outside,100,0,32,0,100,1.2740652452713865,0.20333002063601419,0.02645029855623808,0.0
SN_valley_q0,1,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,1,0.1,all_inputs,100,outside,100,0,32,0,100,1.2740652452713865,0.20333002063601419,0.02645029855623808,0.0
SN_valley_q0,1,0.2,mean,20,inside,26,6,11,26,0,1.2820182544408338,0.19337707452540415,0.03174838709325031,0.3160882776267392
SN_valley_q0,1,0.2,mean,20,outside,74,31,21,74,0,1.2740652452713865,0.20671326636751125,0.024588807989179718,0.302691464853627
SN_valley_q0,1,0.2,mean,100,inside,21,11,8,21,0,1.2093826181829765,0.20769244985797877,0.020587360674276817,0.31373946087163046
SN_valley_q0,1,0.2,mean,100,outside,79,26,24,79,0,1.2806071887799289,0.2021545498786963,0.028008801031189804,0.31004766564601155
SN_valley_q0,1,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,1,0.2,all_inputs,20,outside,100,0,32,3,97,1.2740652452713865,0.20333002063601419,0.02645029855623808,0.00037422037422037423
SN_valley_q0,1,0.2,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,1,0.2,all_inputs,100,outside,100,0,32,3,97,1.2740652452713865,0.20333002063601419,0.02645029855623808,0.0004488778054862843
SN_valley_q0,2,0.05,mean,20,inside,6,3,1,6,0,1.226276945893102,0.1638543114870458,0.00613291032158696,0.07345807345807345
SN_valley_q0,2,0.05,mean,20,outside,94,11,31,94,0,1.3781936145757585,0.17358191416010105,0.019879446491553352,0.07681249170610872
SN_valley_q0,2,0.05,mean,100,inside,6,1,2,6,0,1.4097312530259858,0.14311516003259153,0.0060938043457857615,0.08686616791354947
SN_valley_q0,2,0.05,mean,100,outside,94,13,30,94,0,1.3781936145757585,0.17474850393472757,0.019881942617668322,0.07820873348543535
SN_valley_q0,2,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,2,0.05,all_inputs,20,outside,100,0,32,0,100,1.3781936145757585,0.1730136820937848,0.01905465432135537,0.0
SN_valley_q0,2,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,2,0.05,all_inputs,100,outside,100,0,32,0,100,1.3781936145757585,0.1730136820937848,0.01905465432135537,0.0
SN_valley_q0,2,0.1,mean,20,inside,13,5,3,13,0,1.1909623207481423,0.14718951043602302,0.025090727566261288,0.14569006876699184
SN_valley_q0,2,0.1,mean,20,outside,87,16,29,87,0,1.3817348497233601,0.17654837647061836,0.018152712342231498,0.15434798193418883
SN_valley_q0,2,0.1,mean,100,inside,13,3,5,13,0,1.304982292504748,0.15937845858676927,0.009153169923585799,0.16554766928831766
SN_valley_q0,2,0.1,mean,100,outside,87,18,27,87,0,1.3839889606835263,0.174959897190444,0.020534186472746224,0.15684925616992001
SN_valley_q0,2,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,2,0.1,all_inputs,20,outside,100,0,32,0,100,1.3781936145757585,0.1730136820937848,0.01905465432135537,0.0
SN_valley_q0,2,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,2,0.1,all_inputs,100,outside,100,0,32,0,100,1.3781936145757585,0.1730136820937848,0.01905465432135537,0.0
SN_valley_q0,2,0.2,mean,20,inside,24,10,8,24,0,1.0547712009898862,0.12381233207177271,0.015072812712924962,0.3134961884961885
SN_valley_q0,2,0.2,mean,20,outside,76,27,24,76,0,1.3915626704222026,0.18586446580816346,0.020312077987175495,0.29759820549294236
SN_valley_q0,2,0.2,mean,100,inside,31,14,11,31,0,1.2075195773110101,0.14125669916333256,0.005165813438542156,0.33440592068216557
SN_valley_q0,2,0.2,mean,100,outside,69,23,21,69,0,1.4230518903463252,0.18551988495907634,0.025294568341170002,0.298276049007915
SN_valley_q0,2,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,2,0.2,all_inputs,20,outside,100,0,32,0,100,1.3781936145757585,0.1730136820937848,0.01905465432135537,0.0
SN_valley_q0,2,0.2,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,2,0.2,all_inputs,100,outside,100,0,32,0,100,1.3781936145757585,0.1730136820937848,0.01905465432135537,0.0
SN_valley_q0,3,0.05,mean,20,inside,2,1,1,2,0,1.1150677737079537,0.16447568806483756,0.0002474438074619559,0.10291060291060292
SN_valley_q0,3,0.05,mean,20,outside,98,12,34,98,0,1.379575826896306,0.18455749666728835,0.032441105605500564,0.0772625058339344
SN_valley_q0,3,0.05,mean,100,inside,9,1,3,9,0,1.4393402611409714,0.1309598541864035,0.008967897696681985,0.08506511499030202
SN_valley_q0,3,0.05,mean,100,outside,91,12,32,91,0,1.3422523295614477,0.18862644552885935,0.034055078655866385,0.07804664163766409
SN_valley_q0,3,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,3,0.05,all_inputs,20,outside,100,0,35,0,100,1.3600407133217196,0.18417732005831297,0.03179723236953979,0.0
SN_valley_q0,3,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,3,0.05,all_inputs,100,outside,100,0,35,0,100,1.3600407133217196,0.18417732005831297,0.03179723236953979,0.0
SN_valley_q0,3,0.1,mean,20,inside,11,4,4,11,0,1.2372993699867447,0.1739654677372247,0.007287907976061201,0.18616518616518615
SN_valley_q0,3,0.1,mean,20,outside,89,17,31,89,0,1.381703883288318,0.18540040782626324,0.03482647471030681,0.15237450068910743
SN_valley_q0,3,0.1,mean,100,inside,18,4,6,18,0,1.4823217837111022,0.20430679144396427,0.04224501559697522,0.15198115821557218
SN_valley_q0,3,0.1,mean,100,outside,82,17,29,82,0,1.3337205148792575,0.1794566919643278,0.029503816539127134,0.1588102913448087
SN_valley_q0,3,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,3,0.1,all_inputs,20,outside,100,0,35,0,100,1.3600407133217196,0.18417732005831297,0.03179723236953979,0.0
SN_valley_q0,3,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,3,0.1,all_inputs,100,outside,100,0,35,0,100,1.3600407133217196,0.18417732005831297,0.03179723236953979,0.0
SN_valley_q0,3,0.2,mean,20,inside,22,13,9,22,0,1.2498575536800354,0.16186593113347128,0.007722473112876826,0.33292383292383293
SN_valley_q0,3,0.2,mean,20,outside,78,30,26,78,0,1.3815132199994693,0.18999715820508734,0.038587549082957556,0.2971640279332587
SN_valley_q0,3,0.2,mean,100,inside,29,12,10,29,0,1.4573384429016594,0.19838440957472941,0.033874998257507824,0.31326855275604093
SN_valley_q0,3,0.2,mean,100,outside,71,31,25,71,0,1.3388767268265678,0.17804864335656806,0.030948567429383837,0.3075058831793755
SN_valley_q0,3,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,3,0.2,all_inputs,20,outside,100,0,35,0,100,1.3600407133217196,0.18417732005831297,0.03179723236953979,0.0
SN_valley_q0,3,0.2,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,3,0.2,all_inputs,100,outside,100,0,35,0,100,1.3600407133217196,0.18417732005831297,0.03179723236953979,0.0
SN_valley_q0,4,0.05,mean,20,inside,4,0,1,4,0,1.930540537553922,0.02642231240021254,0.0004917154477482123,0.058212058212058215
SN_valley_q0,4,0.05,mean,20,outside,96,11,25,96,0,1.3997782529013023,0.22016021268352698,0.061154791430639587,0.07950017325017325
SN_valley_q0,4,0.05,mean,100,inside,5,1,1,5,0,1.4050727352487282,0.14661170802974052,0.0029683801112782627,0.07930174563591022
SN_valley_q0,4,0.05,mean,100,outside,95,10,25,95,0,1.472697778750331,0.2188122828651721,0.061662999353431606,0.07977424858905369
SN_valley_q0,4,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,4,0.05,all_inputs,20,outside,100,0,26,0,100,1.4388852569995296,0.21577679213160197,0.058728268391323925,0.0
SN_valley_q0,4,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,4,0.05,all_inputs,100,outside,100,0,26,0,100,1.4388852569995296,0.21577679213160197,0.058728268391323925,0.0
SN_valley_q0,4,0.1,mean,20,inside,9,0,4,9,0,1.3944837705538764,0.06865071072904273,0.0003954291280595723,0.15939015939015938
SN_valley_q0,4,0.1,mean,20,outside,91,19,22,91,0,1.472697778750331,0.22516285001651756,0.06449745029648195,0.15505700121084737
SN_valley_q0,4,0.1,mean,100,inside,11,3,3,11,0,1.5503666919637564,0.20329174624087107,0.009993976711797081,0.1722965313987758
SN_valley_q0,4,0.1,mean,100,outside,89,16,23,89,0,1.3944837705538764,0.21727007806714954,0.06475160781238905,0.15612653758861275
SN_valley_q0,4,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,4,0.1,all_inputs,20,outside,100,0,26,0,100,1.4388852569995296,0.21577679213160197,0.058728268391323925,0.0
SN_valley_q0,4,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,4,0.1,all_inputs,100,outside,100,0,26,0,100,1.4388852569995296,0.21577679213160197,0.058728268391323925,0.0
SN_valley_q0,4,0.2,mean,20,inside,25,9,8,25,0,1.5775116513345946,0.22433575323708643,0.07893302617942158,0.31334719334719335
SN_valley_q0,4,0.2,mean,20,outside,75,29,18,75,0,1.4050727352487282,0.21284733645656875,0.05199334912862471,0.30345114345114343
SN_valley_q0,4,0.2,mean,100,inside,30,10,11,30,0,1.3708745785561876,0.21397303959371836,0.06231339020764876,0.3369908561928512
SN_valley_q0,4,0.2,mean,100,outside,70,28,15,70,0,1.5095034075348681,0.21654522958994066,0.05719178761289902,0.29850374064837903
SN_valley_q0,4,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,4,0.2,all_inputs,20,outside,100,1,26,4,96,1.4388852569995296,0.21577679213160197,0.058728268391323925,0.001081081081081081
SN_valley_q0,4,0.2,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,4,0.2,all_inputs,100,outside,100,1,26,4,96,1.4388852569995296,0.21577679213160197,0.058728268391323925,0.0012967581047381546
SN_valley_q0,5,0.05,mean,20,inside,7,1,1,7,0,1.27609751260828,0.11662407859605692,0.004119304461768439,0.0787050787050787
SN_valley_q0,5,0.05,mean,20,outside,93,8,32,93,0,1.2435625073842738,0.16050670520603344,0.021652135720460014,0.07873382066930454
SN_valley_q0,5,0.05,mean,100,inside,10,2,4,10,0,1.3540181926197672,0.0859077335911269,0.0005825157983997155,0.09476309226932668
SN_valley_q0,5,0.05,mean,100,outside,90,7,29,90,0,1.259830009996277,0.16388716537599177,0.022629539947235145,0.07991133277916321
SN_valley_q0,5,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,5,0.05,all_inputs,20,outside,100,0,33,0,100,1.259830009996277,0.15783255857571438,0.0204248375323516,0.0
SN_valley_q0,5,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,5,0.05,all_inputs,100,outside,100,0,33,0,100,1.259830009996277,0.15783255857571438,0.0204248375323516,0.0
SN_valley_q0,5,0.1,mean,20,inside,11,6,3,11,0,1.1563606609605124,0.12578453443643062,0.0027704914864873993,0.16745416745416744
SN_valley_q0,5,0.1,mean,20,outside,89,14,30,89,0,1.308068053847183,0.16135216611946082,0.02260683535824493,0.15657922399495433
SN_valley_q0,5,0.1,mean,100,inside,11,3,4,11,0,1.551675724279022,0.08854626422068632,0.0006432101548949072,0.18975289050102018
SN_valley_q0,5,0.1,mean,100,outside,89,17,29,89,0,1.2435625073842738,0.16438058076735657,0.02286975777001479,0.15906862058337304
SN_valley_q0,5,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,5,0.1,all_inputs,20,outside,100,0,33,0,100,1.259830009996277,0.15783255857571438,0.0204248375323516,0.0
SN_valley_q0,5,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,5,0.1,all_inputs,100,outside,100,0,33,0,100,1.259830009996277,0.15783255857571438,0.0204248375323516,0.0
SN_valley_q0,5,0.2,mean,20,inside,22,12,6,22,0,1.211945368182282,0.1341044458469064,0.011608498009627299,0.31496881496881496
SN_valley_q0,5,0.2,mean,20,outside,78,24,27,78,0,1.2965001010876018,0.1639052103310412,0.022911497397735382,0.3050002665387281
SN_valley_q0,5,0.2,mean,100,inside,22,11,8,22,0,1.1999615841723932,0.11148047831365986,0.005002319862999404,0.3520743595556563
SN_valley_q0,5,0.2,mean,100,outside,78,25,25,78,0,1.2805148304681504,0.16861798424570815,0.02477477841345094,0.304431229618262
SN_valley_q0,5,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,5,0.2,all_inputs,20,outside,100,0,33,1,99,1.259830009996277,0.15783255857571438,0.0204248375323516,0.00033264033264033264
SN_valley_q0,5,0.2,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,5,0.2,all_inputs,100,outside,100,0,33,1,99,1.259830009996277,0.15783255857571438,0.0204248375323516,0.00039900249376558606
SN_valley_q0,6,0.05,mean,20,inside,5,0,1,5,0,1.43216252131551,0.1477947372862533,0.00514415446963107,0.08232848232848233
SN_valley_q0,6,0.05,mean,20,outside,95,9,27,95,0,1.2821540705227086,0.1934276748962473,0.02249748484349122,0.07541306488674909
SN_valley_q0,6,0.05,mean,100,inside,9,0,3,9,0,1.2821540705227086,0.1844595771049487,0.0030560413483126615,0.08617345525076199
SN_valley_q0,6,0.05,mean,100,outside,91,9,25,91,0,1.3307497480685786,0.1920778120734466,0.023466785278516564,0.07632018853963991
SN_valley_q0,6,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,6,0.05,all_inputs,20,outside,100,0,28,0,100,1.3064519092956437,0.19140458814630215,0.021629818324798215,0.0
SN_valley_q0,6,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,6,0.05,all_inputs,100,outside,100,0,28,0,100,1.3064519092956437,0.19140458814630215,0.021629818324798215,0.0
SN_valley_q0,6,0.1,mean,20,inside,8,0,2,8,0,1.4918389699132477,0.21494455496430825,0.05406304600073077,0.145010395010395
SN_valley_q0,6,0.1,mean,20,outside,92,16,26,92,0,1.2795577856258595,0.1892192868270522,0.018809537657325823,0.15203832595136943
SN_valley_q0,6,0.1,mean,100,inside,14,0,3,14,0,1.382402962563204,0.22187419465569982,0.02703901892056056,0.1553259707873174
SN_valley_q0,6,0.1,mean,100,outside,86,16,25,86,0,1.274530677941247,0.1859725355063227,0.020749250785953185,0.15429449631734618
SN_valley_q0,6,0.1,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,6,0.1,all_inputs,20,outside,100,0,28,0,100,1.3064519092956437,0.19140458814630215,0.021629818324798215,0.0
SN_valley_q0,6,0.1,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,6,0.1,all_inputs,100,outside,100,0,28,0,100,1.3064519092956437,0.19140458814630215,0.021629818324798215,0.0
SN_valley_q0,6,0.2,mean,20,inside,20,6,5,20,0,1.4465729629665467,0.16839683687676366,0.02490535832492748,0.2924116424116424
SN_valley_q0,6,0.2,mean,20,outside,80,29,23,80,0,1.2578840985880237,0.19673655427193645,0.020810933324765902,0.300493762993763
SN_valley_q0,6,0.2,mean,100,inside,28,6,8,28,0,1.260480383484873,0.1894759243770611,0.015272969354798327,0.32686141788386175
SN_valley_q0,6,0.2,mean,100,outside,72,29,20,72,0,1.3309266353963451,0.19214939610981469,0.02410192625757595,0.2968273760044334
SN_valley_q0,6,0.2,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,6,0.2,all_inputs,20,outside,100,0,28,2,98,1.3064519092956437,0.19140458814630215,0.021629818324798215,0.0002079002079002079
SN_valley_q0,6,0.2,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,6,0.2,all_inputs,100,outside,100,0,28,2,98,1.3064519092956437,0.19140458814630215,0.021629818324798215,0.00024937655860349125
SN_valley_q0,7,0.05,mean,20,inside,3,0,0,3,0,1.452211539449946,0.10544610746051217,0.0014839755580733855,0.06652806652806653
SN_valley_q0,7,0.05,mean,20,outside,97,6,29,97,0,1.3274485225967114,0.20171626491930505,0.03633815114245453,0.0807595859142251
SN_valley_q0,7,0.05,mean,100,inside,10,2,3,10,0,1.2030549594206628,0.10017433317940022,0.0002534419148363567,0.10673316708229426
SN_valley_q0,7,0.05,mean,100,outside,90,4,26,90,0,1.366570788552901,0.20762906222280386,0.03918575742604385,0.08096425602660016
SN_valley_q0,7,0.05,all_inputs,20,inside,0,0,0,0,0,,,,
SN_valley_q0,7,0.05,all_inputs,20,outside,100,0,29,0,100,1.330354160520913,0.19950522407787374,0.035292525874923104,0.0
SN_valley_q0,7,0.05,all_inputs,100,inside,0,0,0,0,0,,,,
SN_valley_q0,7,0.05,all_inputs,100,outside,100,0,29,0,100,1.330354160520913,0.19950522407787374,0.035292525874923104,0.0
