arm,seed,group,task,n,median_growth,mean_abs_v,mean_abs_z,free_rms
SN_normal_q0,5,final_shrink,5,31,0.9102046711010013,0.08870245134758373,0.3442424375173305,0.6142382820959934
SN_normal_q0,5,final_shrink,20,31,0.928231265843146,0.07034783888488047,0.5076955044942517,0.6034006579134976
SN_normal_q0,5,final_shrink,100,31,0.8605293841107359,0.05978294124924428,0.6069232453742335,0.5816594146377606
SN_normal_q0,5,final_shrink,500,31,0.7741464068742391,0.04690771007294496,0.5867972769323857,0.5187025052546627
SN_normal_q0,5,final_grow,0,69,1.0,0.09331416505375419,0.7247123806534902,0.7612586516079387
SN_normal_q0,5,final_grow,1,69,1.0420431314106078,0.2022678582250829,0.4623072924821273,0.9289390272131316
SN_normal_q0,5,final_grow,5,69,1.0767614990120362,0.2316730588989204,0.5801687912080787,1.0326685483432345
SN_normal_q0,5,final_grow,20,69,1.1429179353034655,0.18999267432271785,0.6847350559521305,1.262172168389411
SN_normal_q0,5,final_grow,100,69,1.3514031486777642,0.177991997524826,0.6963140418672044,1.4365627210532674
SN_normal_q0,5,final_grow,500,69,1.6897084670554157,0.1575995742653807,0.8522356724285561,1.5089815869749381
SN_normal_q0,6,final_shrink,0,35,1.0,0.0784904028222497,0.775538898951241,0.6567303161609038
SN_normal_q0,6,final_shrink,1,35,0.9910405969174859,0.07212216719718915,0.4501105919746416,0.6521286345979576
SN_normal_q0,6,final_shrink,5,35,0.9934820181709246,0.09461106522274869,0.6141867609960693,0.6599517694683161
SN_normal_q0,6,final_shrink,20,35,0.9212333981556183,0.06440053159936464,0.6395060996924128,0.62010646129383
SN_normal_q0,6,final_shrink,100,35,0.8360940721823258,0.059183006593957546,0.7000695883163384,0.5833323669806849
SN_normal_q0,6,final_shrink,500,35,0.7361300395909095,0.0460841740044998,0.4797307953870456,0.48984844141442996
SN_normal_q0,6,final_grow,0,65,1.0,0.08385853298151723,0.7135413114375506,0.7403834423735491
SN_normal_q0,6,final_grow,1,65,1.0856634622839776,0.2237619900142398,0.44519789675967053,0.9308784003196986
SN_normal_q0,6,final_grow,5,65,1.1513988730082116,0.22264376860470153,0.5598983421491889,1.052653460484581
SN_normal_q0,6,final_grow,20,65,1.3091917824867765,0.20830251118750312,0.6820192537485407,1.276934154595755
SN_normal_q0,6,final_grow,100,65,1.530986818520088,0.17445558945428974,0.6171186317904638,1.4949965677201924
SN_normal_q0,6,final_grow,500,65,1.8197210568001363,0.2010751826735661,0.6521792003061049,1.5410079788942928
SN_normal_q0,7,final_shrink,0,24,1.0,0.07562909616778295,0.8630558584506313,0.5411893522598102
SN_normal_q0,7,final_shrink,1,24,0.9844064082496968,0.1015689712561046,0.5955511251522694,0.5536198649252769
SN_normal_q0,7,final_shrink,5,24,0.9739159980223333,0.07638600940117612,0.5658068493939936,0.5546253909518998
SN_normal_q0,7,final_shrink,20,24,0.9551014928355399,0.06437677583441352,0.5939938426017761,0.5400992165311195
SN_normal_q0,7,final_shrink,100,24,0.897453391150685,0.051024529966525733,0.6910146738712987,0.5157184866247573
SN_normal_q0,7,final_shrink,500,24,0.7360995643951307,0.03578349649130056,0.43286500219255686,0.41209399684519016
SN_normal_q0,7,final_grow,0,76,1.0,0.09055816266979826,0.7713006667235229,0.7164126660503761
SN_normal_q0,7,final_grow,1,76,1.075568409660672,0.23370884425898303,0.5133798462094857,0.8978042845041413
SN_normal_q0,7,final_grow,5,76,1.1429028521511477,0.2043905232337573,0.6653975036093279,1.0018869312695948
SN_normal_q0,7,final_grow,20,76,1.2439233774559555,0.17231559316554157,0.7942192290762538,1.1736105281905402
SN_normal_q0,7,final_grow,100,76,1.4142853035026333,0.1744217420070383,0.6956882287616425,1.3722858118428145
SN_normal_q0,7,final_grow,500,76,1.5778184648468738,0.16697128028853944,0.768576795627412,1.4702003424091168
SN_normal_q0,8,final_shrink,0,25,1.0,0.08529496807605028,0.8949358936026692,0.5800298627680464
SN_normal_q0,8,final_shrink,1,25,0.994308923841796,0.07803404497914017,0.3592066919710487,0.5657078631345616
SN_normal_q0,8,final_shrink,5,25,0.9929786710926863,0.0706433828547597,0.3947171905214782,0.5589217501403231
SN_normal_q0,8,final_shrink,20,25,0.944744303654971,0.05707128415815532,0.6014289429783821,0.5480819823836358
SN_normal_q0,8,final_shrink,100,25,0.93240923527477,0.06526744476053864,0.5599134223163128,0.5341602132660216
SN_normal_q0,8,final_shrink,500,25,0.7946240866282311,0.06134333495050669,0.5237127001304179,0.4748939966005309
SN_normal_q0,8,final_grow,0,75,1.0,0.08591983412392437,0.7151908020178477,0.7277219247371872
SN_normal_q0,8,final_grow,1,75,1.0259117647390723,0.1978968562434117,0.4001909404224716,0.9037824133350982
SN_normal_q0,8,final_grow,5,75,1.0413441401087051,0.15324502824495237,0.5551882547761003,1.0271664352483536
SN_normal_q0,8,final_grow,20,75,1.153734302817443,0.18933626309037208,0.8109750983305275,1.2060164917338658
SN_normal_q0,8,final_grow,100,75,1.6038006777482776,0.1812130331341177,0.6354130803296963,1.4415896174416405
SN_normal_q0,8,final_grow,500,75,1.6385552127352232,0.17696610949933528,0.7675348098576069,1.462687713953745
SN_normal_q0,9,final_shrink,0,25,1.0,0.08271561967208982,0.8712705156207085,0.708658621254951
SN_normal_q0,9,final_shrink,1,25,0.9854938886338224,0.10267368134693243,0.4052226595208049,0.6847953223383544
SN_normal_q0,9,final_shrink,5,25,0.9170503433185525,0.0902864977903664,0.39655435632914304,0.6646335128026598
SN_normal_q0,9,final_shrink,20,25,0.9027102765986507,0.1169483645260334,0.5543284789100289,0.7590956510406087
SN_normal_q0,9,final_shrink,100,25,0.9377396137708496,0.07919794124551117,0.4963281600177288,0.6769350029329195
SN_normal_q0,9,final_shrink,500,25,0.8443187933180857,0.06505563601851463,0.5391390936076641,0.580285425093244
SN_normal_q0,9,final_grow,0,75,1.0,0.09134465385849277,0.6136090615515908,0.7240821825930434
SN_normal_q0,9,final_grow,1,75,1.0454047347127262,0.1809682393136124,0.4248816604912281,0.8827638563853162
SN_normal_q0,9,final_grow,5,75,1.070526463366158,0.20661796380765737,0.6459768034137475,1.069696081626467
SN_normal_q0,9,final_grow,20,75,1.154638261536386,0.17868755086014668,0.7716121125159164,1.1623927414990072
SN_normal_q0,9,final_grow,100,75,1.4263410320401733,0.1963311116831998,0.7479374531718592,1.4120825864673694
SN_normal_q0,9,final_grow,500,75,1.6281342373214938,0.16155402322454998,0.7613938002909223,1.4250584773549073
SN_peak_q0,0,final_shrink,0,71,1.0,0.08091541982795322,0.8014578583164954,0.675471082366774
SN_peak_q0,0,final_shrink,1,71,0.9193521464014204,0.06078665348714296,0.2631474065063128,0.6300034685097484
SN_peak_q0,0,final_shrink,5,71,0.8659387255158277,0.035690333974600155,0.17732650954538667,0.6005486380921451
SN_peak_q0,0,final_shrink,20,71,0.7709811491657449,0.032566370632709334,0.11717792243195016,0.5292354300499829
SN_peak_q0,0,final_shrink,100,71,0.23268525277748608,0.018212821817478086,0.14010381880937747,0.22510319970723028
SN_peak_q0,0,final_shrink,500,71,0.028220881588627848,0.001085834911092706,0.02815475162326909,0.024022824190820403
SN_peak_q0,0,final_grow,0,29,1.0,0.08997888194652001,0.912045673081844,0.8260081774255843
SN_peak_q0,0,final_grow,1,29,1.025981314020214,0.22979516258206348,0.6268032767392439,1.0631529193275344
SN_peak_q0,0,final_grow,5,29,1.3562344217748705,0.28963660810580316,0.8209983521173226,1.3854056880242889
SN_peak_q0,0,final_grow,20,29,1.7835515926934173,0.33969657148780497,0.7036621849341639,1.646149299379792
SN_peak_q0,0,final_grow,100,29,2.210686253657837,0.3069351767992665,0.9436629974636538,2.0488514302228653
SN_peak_q0,0,final_grow,500,29,2.5322670711680706,0.29396482961701936,0.8849946240541237,2.194006338335419
SN_peak_q0,1,final_shrink,0,74,1.0,0.07904418303656417,0.6889867268855104,0.6628792263861608
SN_peak_q0,1,final_shrink,1,74,0.8935998226755899,0.04791462805784446,0.17789967842651783,0.6026384513850237
SN_peak_q0,1,final_shrink,5,74,0.8297463592344392,0.04152276743411061,0.12420842463049937,0.565062310373402
SN_peak_q0,1,final_shrink,20,74,0.613737505645517,0.014649721646738062,0.06750688128955222,0.44338174061062446
SN_peak_q0,1,final_shrink,100,74,0.1681862357497838,0.032647678616961676,0.13978075354542532,0.13789939352105007
SN_peak_q0,1,final_shrink,500,74,0.024396552654604935,0.001775325986445013,0.0259365826582448,0.02300868173876699
SN_peak_q0,1,final_grow,0,26,1.0,0.07581029348567916,0.9933013546979055,0.8386234910084013
SN_peak_q0,1,final_grow,1,26,1.3564855188615312,0.35321562894834924,0.6831435869770268,1.267995597401592
SN_peak_q0,1,final_grow,5,26,1.5622646429640503,0.3453590497822286,0.7945477375760674,1.5014952820439822
SN_peak_q0,1,final_grow,20,26,2.093190477926118,0.3794257593914293,0.8946398692205548,1.8180411066647633
SN_peak_q0,1,final_grow,100,26,2.631728163925332,0.32096750697550863,0.830781381433973,2.1869830137462904
SN_peak_q0,1,final_grow,500,26,2.474089964000757,0.3159434133424209,1.0321904678757374,2.2620277578923895
SN_peak_q0,2,final_shrink,0,68,1.0,0.0785554415847668,0.6112765062545591,0.6416317004372845
SN_peak_q0,2,final_shrink,1,68,0.968623615334246,0.053098149988834525,0.3192018911735538,0.6374716460877331
SN_peak_q0,2,final_shrink,5,68,0.9047373790210869,0.04270940525084905,0.16620860818554373,0.5951975182073346
SN_peak_q0,2,final_shrink,20,68,0.7575799860105908,0.030145349587120805,0.1864204615489785,0.5043188090269887
SN_peak_q0,2,final_shrink,100,68,0.2809860096111574,0.014821510208013719,0.08554923444000237,0.21757177647055448
SN_peak_q0,2,final_shrink,500,68,0.03654271372508112,0.00401510562230268,0.0510339642282548,0.02756797834904505
SN_peak_q0,2,final_grow,0,32,1.0,0.09206041679135524,0.6870862799696624,0.797097707505386
SN_peak_q0,2,final_grow,1,32,1.0711684258910794,0.1956350279506296,0.5266400608816184,0.9303603132340125
SN_peak_q0,2,final_grow,5,32,1.2582996958368478,0.2347576596075669,0.725557011202909,1.2639872603620568
SN_peak_q0,2,final_grow,20,32,1.8562594618572161,0.23016833764268085,0.7683095575775951,1.5572600539314725
SN_peak_q0,2,final_grow,100,32,2.2684424590075407,0.2632811336661689,0.8357429098978173,1.9705204897081694
SN_peak_q0,2,final_grow,500,32,2.4892973625549404,0.25266992626711726,0.8706697297748178,2.091152720389861
SN_peak_q0,3,final_shrink,0,71,1.0,0.089714462327784,0.8651226994542169,0.6451437164094703
SN_peak_q0,3,final_shrink,1,71,0.9163617550491479,0.04390317025023814,0.33881220473370083,0.6062590697906577
SN_peak_q0,3,final_shrink,5,71,0.8422111888759256,0.05182517461501665,0.2049601308306233,0.5745963089213149
SN_peak_q0,3,final_shrink,20,71,0.6946083988003617,0.027407868194695508,0.12094464175791306,0.5082613739696608
SN_peak_q0,3,final_shrink,100,71,0.21292171903965493,0.011875675725451389,0.08326752974428761,0.20524050968465063
SN_peak_q0,3,final_shrink,500,71,0.030389237261588365,0.00673345025586994,0.0459191217111804,0.02081076262860224
SN_peak_q0,3,final_grow,0,29,1.0,0.0844135743822774,0.9577700649869854,0.8245917234063795
SN_peak_q0,3,final_grow,1,29,1.1201576821209442,0.2265581026159484,0.6438815974919446,1.0569132828449468
SN_peak_q0,3,final_grow,5,29,1.4270174801614959,0.27178927960079,0.774087596556236,1.4301565215888172
SN_peak_q0,3,final_grow,20,29,2.0087517985425567,0.2912853642142025,0.9217326181202099,1.7573581643910852
SN_peak_q0,3,final_grow,100,29,2.3081038071784,0.258814736751133,0.9753358335844402,1.9734869782024282
SN_peak_q0,3,final_grow,500,29,2.3746325653549265,0.2666596092026809,1.0918014851752027,2.1477321808386907
SN_peak_q0,4,final_shrink,0,70,1.0,0.08053352879776088,0.7835521689217005,0.6431761068844456
SN_peak_q0,4,final_shrink,1,70,0.8455054927840114,0.04630775025663232,0.1309022988859007,0.5766747513029288
SN_peak_q0,4,final_shrink,5,70,0.7735969677830234,0.023940927037204216,0.08405502367531881,0.5286897119014758
SN_peak_q0,4,final_shrink,20,70,0.5652707658443888,0.030916751996015332,0.05703245985454747,0.3967521354995185
SN_peak_q0,4,final_shrink,100,70,0.14399861285581594,0.011097931463051021,0.058534135935562,0.11757980289541059
SN_peak_q0,4,final_shrink,500,70,0.02310040046497738,0.0032098401460383943,0.021500644389223972,0.023639389843974106
SN_peak_q0,4,final_grow,0,30,1.0,0.09625164915341884,0.9879147723317147,0.785450751633001
SN_peak_q0,4,final_grow,1,30,1.1854515040039866,0.2716120879165828,0.5182392054547866,1.130284852591258
SN_peak_q0,4,final_grow,5,30,1.7291760577664395,0.37649901380452017,0.8218182732273515,1.5245485431374937
SN_peak_q0,4,final_grow,20,30,2.1080284708500527,0.3101048246026039,0.7738263983279466,1.7700479507891271
SN_peak_q0,4,final_grow,100,30,2.580760200751002,0.2690504899248481,0.9128880338937354,2.1233804151946667
SN_peak_q0,4,final_grow,500,30,2.601087084087556,0.298337002719442,0.876655368010203,2.1812045179042108
SN_peak_q0,5,final_shrink,0,72,1.0,0.09457912698983112,0.6538612403544701,0.6857654551844995
SN_peak_q0,5,final_shrink,1,72,0.9004003898938473,0.055578266552604165,0.10184375956386146,0.6259949556142558
SN_peak_q0,5,final_shrink,5,72,0.7915191906874949,0.024587451996448333,0.10751184760738397,0.5618586757357031
SN_peak_q0,5,final_shrink,20,72,0.6506742143209782,0.05411596550644996,0.14742128726114365,0.4932905887412599
SN_peak_q0,5,final_shrink,100,72,0.28574987427106274,0.014667762112872474,0.10876025222144865,0.2643885600731653
SN_peak_q0,5,final_shrink,500,72,0.038699958389759995,0.004582705345228533,0.05571538774044408,0.028582989504394835
SN_peak_q0,5,final_grow,0,28,1.0,0.08211584808304906,0.9364420186196055,0.8386786488241038
SN_peak_q0,5,final_grow,1,28,1.0400348266211694,0.27703026429350885,0.5211580108360587,1.1282236720741783
SN_peak_q0,5,final_grow,5,28,1.4588780013444698,0.26838699226001544,0.6190021317119577,1.41988594223567
SN_peak_q0,5,final_grow,20,28,1.7382958611430452,0.30115880890350255,1.0084863483373607,1.714605986236226
SN_peak_q0,5,final_grow,100,28,2.452151604574536,0.3013122749647924,0.8530859686267961,2.05000083155264
SN_peak_q0,5,final_grow,500,28,2.346772399685549,0.22596283789191926,0.9991623914933631,2.1197144147614617
SN_peak_q0,6,final_shrink,0,68,1.0,0.08240178670487641,0.6840680535773144,0.6604393427387534
SN_peak_q0,6,final_shrink,1,68,0.9409895551319472,0.05820964989320868,0.08112599670558292,0.627405242657751
SN_peak_q0,6,final_shrink,5,68,0.8618623706246369,0.04098976949770825,0.11168575609404155,0.5818957298765837
SN_peak_q0,6,final_shrink,20,68,0.5882986130847643,0.03788237286019413,0.09677605753933997,0.4258137052709838
SN_peak_q0,6,final_shrink,100,68,0.24386720436369297,0.01903941497520838,0.09175999862525393,0.20073701824816353
SN_peak_q0,6,final_shrink,500,68,0.03057977138354542,0.0023895711677422537,0.027796452379548368,0.025293327692221035
SN_peak_q0,6,final_grow,0,32,1.0,0.08108272645768011,0.8439818457336514,0.8113638781628281
SN_peak_q0,6,final_grow,1,32,1.1167643196687176,0.27950840213452466,0.44128438252664637,1.1663019994933865
SN_peak_q0,6,final_grow,5,32,1.4321831140451002,0.2947704165271716,0.7172921699238941,1.4830544016735638
SN_peak_q0,6,final_grow,20,32,2.1457830822324935,0.29552839199277514,0.7453080730047077,1.7819646866761845
SN_peak_q0,6,final_grow,100,32,2.3086919736082407,0.27775464463047683,0.8062815577723086,2.023747245221426
SN_peak_q0,6,final_grow,500,32,2.3277184573384972,0.2813726383028552,0.8545142912771553,2.042912857287568
SN_peak_q0,7,final_shrink,0,70,1.0,0.08146442935269858,0.6755137201431872,0.6159212166707011
SN_peak_q0,7,final_shrink,1,70,0.9102826612380016,0.035093613909391155,0.10492479849802164,0.5750003315316937
SN_peak_q0,7,final_shrink,5,70,0.827170508039581,0.03177877337272678,0.142041012016125,0.5286808385597445
SN_peak_q0,7,final_shrink,20,70,0.6964975602427574,0.02881327858194709,0.17260001546986,0.4602625553165253
SN_peak_q0,7,final_shrink,100,70,0.26088454601888134,0.013824510099116847,0.1358198269802545,0.20286304539377337
SN_peak_q0,7,final_shrink,500,70,0.021430747518910116,0.0037330611622954685,0.037130201003414444,0.016473984581726542
SN_peak_q0,7,final_grow,0,30,1.0,0.09983362054141859,1.068207695459326,0.8058311653961243
SN_peak_q0,7,final_grow,1,30,1.2847996560430415,0.3466205870111783,0.8599525662915161,1.1954576524035418
SN_peak_q0,7,final_grow,5,30,1.5866308963357143,0.2639969262604912,0.8004032035668691,1.4267508503401627
SN_peak_q0,7,final_grow,20,30,2.0603692649867105,0.22188151789208252,0.6236944787204266,1.7413664709889636
SN_peak_q0,7,final_grow,100,30,2.210606978232011,0.2746177280321717,0.8873004809021949,1.9267339176520102
SN_peak_q0,7,final_grow,500,30,2.312756761794301,0.3387118369340897,0.8553541003415982,2.1196413052355028
SN_peak_q0,8,final_shrink,0,70,1.0,0.08339536067297948,0.6493202974354583,0.6372109866591014
SN_peak_q0,8,final_shrink,1,70,0.869642018699043,0.06247594732392047,0.10659532487957872,0.5676635787070579
SN_peak_q0,8,final_shrink,5,70,0.8190516556564034,0.051050266749890785,0.17276633980717243,0.5458298074602889
SN_peak_q0,8,final_shrink,20,70,0.6682075972332961,0.019928291676270807,0.0695104154092925,0.4607504226517906
SN_peak_q0,8,final_shrink,100,70,0.22810520154918373,0.013649946537667088,0.05963525077095255,0.20491724615612023
SN_peak_q0,8,final_shrink,500,70,0.022976362403404133,0.0032629640128496768,0.029111256408006218,0.021301634974627205
SN_peak_q0,8,final_grow,0,30,1.0,0.09128955046956738,1.0186762223641077,0.8104866257784706
SN_peak_q0,8,final_grow,1,30,1.17015178158417,0.31422350158294043,0.6176727182852725,1.2561699582743264
SN_peak_q0,8,final_grow,5,30,1.301343460641482,0.24460877651969593,0.7920678868889809,1.3409785675152595
SN_peak_q0,8,final_grow,20,30,1.763932809364542,0.2846031911438331,1.008093841529141,1.7110996498278428
SN_peak_q0,8,final_grow,100,30,2.5553940287751526,0.2878521801282962,1.0246397115290165,1.9930189496605024
SN_peak_q0,8,final_grow,500,30,2.503225346020371,0.2834736675489694,0.8990757211421927,2.1397056071943017
SN_peak_q0,9,final_shrink,0,74,1.0,0.0886415972726772,0.6794349092839135,0.6722867422631484
SN_peak_q0,9,final_shrink,1,74,0.8247539647407574,0.07533589061475485,0.0836082086772532,0.5637921764186069
SN_peak_q0,9,final_shrink,5,74,0.7393336690433636,0.030756703808996512,0.08534590962714188,0.5204303426948587
SN_peak_q0,9,final_shrink,20,74,0.582663400070938,0.03339143634720303,0.15492992642464595,0.43214957896061074
SN_peak_q0,9,final_shrink,100,74,0.17901588126381207,0.006654929759295899,0.047713381181647245,0.15994056578569393
SN_peak_q0,9,final_shrink,500,74,0.02724449575678517,0.005758500833188599,0.05880659754148911,0.024646573054603348
SN_peak_q0,9,final_grow,0,26,1.0,0.09074082050042656,0.6740099699952855,0.8419599673070551
SN_peak_q0,9,final_grow,1,26,0.9124584693965438,0.24734506548310703,0.3061010326223018,1.0662619211934483
SN_peak_q0,9,final_grow,5,26,1.369557515558712,0.3671499805982771,0.5624398855635753,1.5695792184450361
SN_peak_q0,9,final_grow,20,26,2.09906899100557,0.3187109223352029,0.8036419243480151,1.752673816868404
SN_peak_q0,9,final_grow,100,26,2.5047837986578347,0.35704019099760514,1.0229047296138911,2.161877519211204
SN_peak_q0,9,final_grow,500,26,2.5214757926401417,0.32005431775290233,0.721484312429451,2.2428364672258234
SN_valley_q0,0,final_shrink,0,33,1.0,0.07608850926220784,0.9283170691042235,0.6481370021938874
SN_valley_q0,0,final_shrink,1,33,0.9683556313893976,0.07234567357932753,0.49291252669398533,0.6219658644732674
SN_valley_q0,0,final_shrink,5,33,0.9737440200622398,0.09317520288547684,0.36216774187756307,0.622782127053978
SN_valley_q0,0,final_shrink,20,33,0.9704003155582189,0.08753337245434523,0.4134088566837211,0.611027331727891
SN_valley_q0,0,final_shrink,100,33,0.8797075031296799,0.06833335487030898,0.33818037737386697,0.5802603849806744
SN_valley_q0,0,final_shrink,500,33,0.7789291478262427,0.06145108692175144,0.3217846480212315,0.5019260447218595
SN_valley_q0,0,final_grow,0,67,1.0,0.08721584445643134,0.7868413310358996,0.7562500557581797
SN_valley_q0,0,final_grow,1,67,1.0375818499261154,0.18500792224015764,0.5121930088403065,0.903879016063606
SN_valley_q0,0,final_grow,5,67,1.0901249703154396,0.21821924782733418,0.599967759561294,1.0515211301195808
SN_valley_q0,0,final_grow,20,67,1.1870701712915113,0.21469969002038256,0.5597285482643256,1.1886275064203573
SN_valley_q0,0,final_grow,100,67,1.4412174868054979,0.21337631102408103,0.4949006677202102,1.4633345328519778
SN_valley_q0,0,final_grow,500,67,1.5676136525854858,0.18622445807889548,0.49989967667775703,1.4917481468665443
