eta,tag,n_kp1,corr_kp1,slope_kp1,intercept_kp1,R2_kp1,mean_theory_kp1,mean_measured_kp1,residual_Y_kp1,n_kp2,corr_kp2,slope_kp2,intercept_kp2,R2_kp2,mean_theory_kp2,mean_measured_kp2,residual_Y_kp2
0.000156,0156,1101,0.5339438787300012,0.5297156040054796,0.08244928295804665,0.2850960656332381,-0.07272508165233152,0.04392567240423404,0.11665075405656557,57,0.639838127212952,0.6458735261773614,0.05785924214158577,0.40939282903537744,-0.10317940372849257,-0.008781603173413316,0.09439780055507925
0.0002,02,1101,0.5179066835219587,0.5512371491003095,0.09689803723784315,0.2682273328367142,-0.07272508165233152,0.05680927055972469,0.12953435221205623,57,0.596023101958667,0.6683775278995109,0.08727409543815765,0.35524353806843145,-0.10317940372849257,0.01831130064396221,0.12149070437245477
0.0005,05,1101,0.4616283417133293,0.6011213297086452,0.14837391394201385,0.21310072587299822,-0.07272508165233152,0.10465731615599454,0.17738239780832604,57,0.48497321199891213,0.6797630133371765,0.14758975166758997,0.23519901635654183,-0.10317940372849257,0.07745220927477676,0.18063161300326935
0.001,10,1101,0.4399563147277994,0.6408422219441798,0.17393152410922394,0.1935615588688664,-0.07272508165233152,0.1273262211920719,0.2000513028444034,57,0.4364441280872725,0.6841906656139636,0.1787466877937855,0.19048347694185952,-0.10317940372849257,0.10815230287913628,0.21133170660762884
0.0025,25,1101,0.4210847225751915,0.6881810381180552,0.17715013579717587,0.17731234358622594,-0.07272508165233152,0.12710211360845403,0.19982719526078555,57,0.4018187102356166,0.7186480581786375,0.1787466877937855,0.19048347694185952,-0.10317940372849257,0.11176643113842327,0.21494583486691587
