period,arm,iv,seed,start_star,end_star,total_star,total_star_W,total_bias,start_within,end_within,start_postswitch_within,prior_end_mean,start_postswitch_mean,end_mean,start_Wnorm,end_Wnorm
early,LR,l2,0,0.17191066730751003,-0.07450184470010884,-0.24641251200761888,-0.2636868344056258,0.017274322398006917,0.7926600283268596,0.8002327127762476,0.05061269684314103,0.547158149798702,0.14498779735339626,-0.1352242730607881,7.961529200541531,10.838185618044163
early,LR,l2,1,0.2493484661776105,-0.15171483399963337,-0.4010633001772439,-0.4198635253971369,0.018800225219893035,0.794834278273142,0.83701572499565,0.062083780634146137,0.6915354044641258,0.2639353945382098,-0.2848948127868983,7.949347855583586,11.044409360818042
early,LR,l2,2,0.2288292604684566,-0.08757682981611312,-0.31640609028456973,-0.3411125079024234,0.024706417617853735,0.7778964126470609,0.8411696593067347,0.05287843079287906,0.636823384895048,0.20711997308551788,-0.20844537241503672,8.030206787172846,11.04454524763419
early,LR,none,0,0.13912541182239163,-1.7667501397879493,-1.905875551610341,-1.9264530869532317,0.020577535342890765,1.0271215661153714,2.6878657104920007,0.11951036585666092,0.5368837855985334,0.12159841165473201,-1.7325007572845357,11.676880285519031,37.73308223426743
early,LR,none,1,0.23421870160033123,-1.8271182297486468,-2.061336931348978,-2.0648136087343114,0.0034766773853334605,1.0269167811125266,2.694928577451169,0.11190381005050107,0.6707528644003935,0.2529852564932764,-2.0073835290680604,11.556001155251396,37.68745208133346
early,LR,none,2,0.16504640514451518,-1.7856207568517124,-1.9506671619962277,-1.944441953436892,-0.006225208559335441,1.0161039294592364,2.8498116491954475,0.11730986306296781,0.5601412434272192,0.14762886399112007,-1.8904627651684123,11.70833287725967,37.8284685197428
early,SNA,l2,0,0.06637168026448043,-0.15157688857648818,-0.2179485688409686,-0.23845992024800852,0.020511351407039913,0.5281242044840653,0.8072791597678082,0.0404403904168649,0.21811622566191502,0.05840907165053741,-0.23268521067162756,7.137854041792721,10.866609752284354
early,SNA,l2,1,0.09758001315073826,-0.1792775773491252,-0.27685759049986347,-0.29651372842302054,0.019656137923157076,0.5231603615462785,0.8016227399315926,0.043746875123677746,0.31703840686948204,0.11202384185849004,-0.3129516255581776,7.088499311837595,10.994487042149482
early,SNA,l2,2,0.08573024517908422,-0.15169076122082736,-0.2374210063999116,-0.2622568175050609,0.024835811105149333,0.5189482167600208,0.80546407564617,0.04041512440283034,0.26292175064335777,0.07732605301703858,-0.25575624511459866,7.210109765880884,11.02023697459474
early,SNA,none,0,0.028464017229204296,-0.6904980263534626,-0.7189620435826669,-0.7344602814786207,0.015498237895953934,0.6242446994701525,1.5840821279515416,0.08401052533553006,0.18903331029976453,0.019679850906278988,-0.606584795233594,9.941554922650793,31.381618468969357
early,SNA,none,1,0.05328372986140776,-0.8075525176473061,-0.8608362475087138,-0.8671451441274344,0.006308896618720609,0.620061922991853,1.5867156649241914,0.0775964460255806,0.287544706884824,0.06837881702480854,-0.8347311145110834,9.886018044306413,31.446351735918604
early,SNA,none,2,0.024843134358669534,-0.7206870686947981,-0.7455302030534677,-0.752076617052344,0.006546413998876232,0.6165554213654678,1.6436473266076548,0.08139209998586652,0.21851996959321274,0.020690446521795393,-0.8052729546011821,9.98657311840222,31.48856614202911
late,LR,l2,0,-0.024503642257334174,-0.035554259878319276,-0.011050617620985102,-0.006026813446714643,-0.00502380417427048,0.8705528065594982,0.788168147857875,0.1120719309580006,-0.12236792517955511,-0.028889430016248864,-0.11703054591440903,10.968614776455485,10.725413973247386
late,LR,l2,1,0.02490462954407369,0.06241351189706206,0.03750888235298837,0.036707781839789025,0.0008011005131993432,0.7878967770638261,0.8522675520803156,0.09925854152298438,-0.01611751091281151,0.02018195090928153,0.0517741560323817,10.828722751281806,10.750196072308936
late,LR,l2,2,-0.040899467758558974,-0.03531582649692553,0.005583641261633444,-0.005156609569370793,0.01074025083100423,0.8203350762891846,0.8441078581365963,0.10852337502282759,-0.16118763891657742,-0.05325975376188875,-0.1461203386796047,10.834627412015212,10.879643082272503
late,LR,none,0,-3.8510154610836214,-4.271193586854534,-0.42017812577091274,-0.3663788030379558,-0.05379932273295707,9.126640591408938,10.330196621269101,6.399756216685052,-3.916618899273827,-3.865174449568574,-4.1920926498843345,78.07443321077999,84.887881019851
