period,arm,iv,seed,task,step,mean,star,star_W,bias,within,between,W_norm,b_norm
early,SNA,l2,1,16,0,-0.0977421564955009,-0.12784462924836898,-0.15367027748632006,0.0258256482379511,0.11306284768325266,0.60999578853149,10.843320567327622,0.595709513423187
early,SNA,l2,1,16,20,-0.22060892833023021,-0.18482508349651716,-0.21035813707579173,0.025533053579274566,0.25121227105285926,0.6927675856163426,11.069584154063058,0.5986032427125642
early,SNA,l2,1,16,625,-0.2686558390622313,-0.16356795871571964,-0.19095613971352438,0.02738818099780474,0.7839794422574131,0.9040975081665005,10.901916686004283,0.6070928706620287
early,SNA,l2,1,17,0,-0.1690838285439422,-0.16356795871571964,-0.19095613971352438,0.02738818099780474,0.12459018645671453,0.5671503194149381,10.901916686004283,0.6070928706620287
early,SNA,l2,1,17,20,-0.3865878728711945,-0.23591893860970245,-0.2620380910196583,0.02611915240995586,0.25708053956581073,0.6270445939641477,11.098338107205795,0.6144167652385879
early,SNA,l2,1,17,625,-0.2664806934896368,-0.1416715655894658,-0.17007137033736208,0.02839980474789627,0.7645143700393396,0.7622965788752726,10.916595545773392,0.616577274217589
early,SNA,l2,1,18,0,-0.18458337661765245,-0.1416715655894658,-0.17007137033736208,0.02839980474789627,0.12001520174760034,0.5757234541406561,10.916595545773392,0.616577274217589
early,SNA,l2,1,18,20,-0.30853933606200273,-0.18771912548066966,-0.21544028543475932,0.02772115995408967,0.2663236052877079,0.7855951917448161,11.12377749524657,0.6144921579651096
early,SNA,l2,1,18,625,-0.2601584525229982,-0.15639867430245183,-0.18382571649197169,0.027427042189519853,0.80979692640263,0.9251539312391476,10.977310669889237,0.619807753855218
early,SNA,l2,1,19,0,-0.1065845316410237,-0.15639867430245183,-0.18382571649197169,0.027427042189519853,0.12624833308466193,0.5606946804128041,10.977310669889237,0.619807753855218
early,SNA,l2,1,19,20,-0.2890886167619843,-0.2188548924615686,-0.24528491830617052,0.026430025844601916,0.29323453164041885,0.8290857772248585,11.217403696737616,0.6156765618107252
early,SNA,l2,1,19,625,-0.27352606242199473,-0.18555401677980066,-0.21278922848652093,0.027235211706720292,0.8061371192090461,0.8662734202198104,11.032103050691093,0.6146801969312763
early,SNA,l2,1,20,0,-0.22435461646580543,-0.18555401677980066,-0.21278922848652093,0.027235211706720292,0.12289638779781754,0.6033364115250732,11.032103050691093,0.6146801969312763
early,SNA,l2,1,20,20,-0.42310703019071966,-0.2600071542827038,-0.2856389972862064,0.02563184300350258,0.24530472693725947,0.63736824176456,11.21893386122565,0.6086973147841325
early,SNA,l2,1,20,625,-0.3129516255581776,-0.1792775773491252,-0.2083495752107359,0.029071997861610726,0.8016227399315926,0.8385311859050705,10.994487042149482,0.6272246886631624
early,SNA,l2,2,2,0,0.07732605301703858,0.08573024517908422,0.0781940574754212,0.007536187703663017,0.04041512440283034,0.05457542091200555,7.210109765880884,0.28309904271041336
early,SNA,l2,2,2,20,-0.06528784766000055,0.03473484681252684,0.028114884526322735,0.0066199622862040996,0.29269929626802726,0.36297474345678354,8.066461126013879,0.2884259919964185
early,SNA,l2,2,2,625,-0.08950113960303777,0.024821391583666544,0.017196679207975386,0.007624712375691161,0.7860782742347143,0.4672890048325201,9.076831740041216,0.3713982343501241
early,SNA,l2,2,3,0,0.010850630864243187,0.024821391583666544,0.017196679207975386,0.007624712375691161,0.06828710244603944,0.17752320862074714,9.076831740041216,0.3713982343501241
early,SNA,l2,2,3,20,-0.2589501893637561,-0.08635067549463375,-0.09210471460175715,0.00575403910712339,0.26107307711119776,0.27270503460551604,9.673706532196732,0.37688604036339457
early,SNA,l2,2,3,625,-0.06856371685395814,0.006313988143749953,-0.0043876722001615475,0.010701660343911498,0.7506748864576221,0.2953533216150063,9.903188079696168,0.4661157879698976
early,SNA,l2,2,4,0,-0.03187322469521369,0.006313988143749953,-0.0043876722001615475,0.010701660343911498,0.0831692284787976,0.17239707726279138,9.903188079696168,0.4661157879698976
early,SNA,l2,2,4,20,-0.13606398830240668,-0.04915879455544637,-0.059517349283164364,0.010358554727718001,0.25928165653118157,0.21949639954724273,10.252028367605377,0.48874016376101836
early,SNA,l2,2,4,625,-0.11192879530239275,-0.044330092404028354,-0.057111750483794556,0.012781658079766202,0.7866366064201241,0.37795178043994354,10.261962607996818,0.5365289889651423
early,SNA,l2,2,5,0,-0.06905648441228587,-0.044330092404028354,-0.057111750483794556,0.012781658079766202,0.08767844163812308,0.24820634358326177,10.261962607996818,0.5365289889651423
early,SNA,l2,2,5,20,-0.30184880260691005,-0.13038606693690466,-0.14187166498347006,0.011485598046565428,0.2728047989114636,0.4497978944826868,10.566207328683,0.5417030690861441
early,SNA,l2,2,5,625,-0.19002444336410362,-0.10224913339973937,-0.1170863538124766,0.014837220412737225,0.8120749311849628,0.4398652878789886,10.486995318382487,0.5842411340662468
early,SNA,l2,2,6,0,-0.06853153250908943,-0.10224913339973937,-0.1170863538124766,0.014837220412737225,0.08805455135729867,0.2171675975096622,10.486995318382487,0.5842411340662468
early,SNA,l2,2,6,20,-0.3337700994770415,-0.20339910933830022,-0.21680184969964383,0.013402740361343604,0.2522739545886857,0.43137945364196384,10.73509241648001,0.5950480932579698
early,SNA,l2,2,6,625,-0.16591046304221393,-0.10582104336581988,-0.12281489509167595,0.016993851725856074,0.7792967801149703,0.4881761760466302,10.526346576210813,0.6096364040473838
early,SNA,l2,2,7,0,-0.12331724587471708,-0.10582104336581988,-0.12281489509167595,0.016993851725856074,0.10880132690566643,0.3405669313257975,10.526346576210813,0.6096364040473838
early,SNA,l2,2,7,20,-0.3388675324439701,-0.19030041404096504,-0.20575003942342687,0.015449625382461817,0.2510841891495314,0.3457254289541878,10.736892986644518,0.6225638953727858
early,SNA,l2,2,7,625,-0.1563229685474787,-0.10122188531369153,-0.11971407835412955,0.018492193040437997,0.7643779411009607,0.4291912330960732,10.504925381304792,0.63389912107063
early,SNA,l2,2,8,0,-0.07328893525066203,-0.10122188531369153,-0.11971407835412955,0.018492193040437997,0.10954680672833673,0.27786956906827137,10.504925381304792,0.63389912107063
early,SNA,l2,2,8,20,-0.4827359750364758,-0.26111995666187604,-0.2766729437753546,0.015552987113478594,0.2473670298367553,0.4902926686594414,10.716303505555512,0.628021377543476
early,SNA,l2,2,8,625,-0.191887789305742,-0.12425384090182966,-0.14251675165857783,0.01826291075674817,0.742268487597772,0.520604219205859,10.571618581112249,0.6374484284126327
early,SNA,l2,2,9,0,-0.12735872978963908,-0.12425384090182966,-0.14251675165857783,0.01826291075674817,0.10376522215037705,0.29968144406158176,10.571618581112249,0.6374484284126327
early,SNA,l2,2,9,20,-0.40999186249696834,-0.2381751394010382,-0.25394103108269633,0.015765891681658106,0.25317188467330803,0.4615260768539759,10.783991090970106,0.6374015044273479
early,SNA,l2,2,9,625,-0.2663413993946854,-0.1764256206666618,-0.19493175911727342,0.018506138450611616,0.7973025110096194,0.5159070216056039,10.71520661522649,0.6365865756717246
early,SNA,l2,2,10,0,-0.17065548880913212,-0.1764256206666618,-0.19493175911727342,0.018506138450611616,0.1008301225202912,0.30412534986109696,10.71520661522649,0.6365865756717246
early,SNA,l2,2,10,20,-0.28646363507582756,-0.22122129421457626,-0.23973798331522825,0.018516689100652003,0.2649944921097081,0.424594700623144,10.944210953702916,0.6308419328222449
early,SNA,l2,2,10,625,-0.2480173449203388,-0.190019723580691,-0.2098799353474816,0.0198602117667906,0.785231491838631,0.5697088319868251,10.791051619725641,0.60913199230046
early,SNA,l2,2,11,0,-0.22427894815998983,-0.190019723580691,-0.2098799353474816,0.0198602117667906,0.11380288513166034,0.3379484337757815,10.791051619725641,0.60913199230046
early,SNA,l2,2,11,20,-0.3485058344558324,-0.2495767621971539,-0.26846987079091955,0.018893108593765646,0.24114395850543205,0.45335608490917695,10.958083586514405,0.6130339859700581
early,SNA,l2,2,11,625,-0.21040346308998273,-0.15978779620787947,-0.18146727343590585,0.02167947722802637,0.7636372135994794,0.7639250698708246,10.751107707604971,0.6179727044420585
early,SNA,l2,2,12,0,-0.16022558898975015,-0.15978779620787947,-0.18146727343590585,0.02167947722802637,0.11587045711235727,0.3911557154129689,10.751107707604971,0.6179727044420585
early,SNA,l2,2,12,20,-0.40676920022093266,-0.25451174112948216,-0.27447063642614095,0.01995889529665874,0.2490522947609178,0.5250393239256268,10.953572440580997,0.620055706156508
early,SNA,l2,2,12,625,-0.247467287708398,-0.15957739686880637,-0.18372440508039112,0.02414700821158476,0.7324020009086758,0.6466440257610383,10.756246395821108,0.6324346106393264
early,SNA,l2,2,13,0,-0.1652610888811653,-0.15957739686880637,-0.18372440508039112,0.02414700821158476,0.11249068099629847,0.4474313814548418,10.756246395821108,0.6324346106393264
early,SNA,l2,2,13,20,-0.2932353436201751,-0.19439345091361326,-0.2180294332782622,0.023635982364648953,0.25504342430938676,0.609083308649128,10.975696799053605,0.6386274507150023
early,SNA,l2,2,13,625,-0.21133044334074577,-0.1518251760053732,-0.17830000074551716,0.026474824740143958,0.7705862466671539,0.6517769588034574,10.852765179407758,0.6350520736646398
early,SNA,l2,2,14,0,-0.11917072281197819,-0.1518251760053732,-0.17830000074551716,0.026474824740143958,0.11837615216528566,0.3865367505850237,10.852765179407758,0.6350520736646398
early,SNA,l2,2,14,20,-0.39001821141241516,-0.22675821943905944,-0.25179261148789706,0.025034392048837617,0.2738811387683111,0.5815590594281199,11.07397534152362,0.6344014270374548
early,SNA,l2,2,14,625,-0.25761622684409763,-0.14885834230201037,-0.1769717009898526,0.028113358687842264,0.7812589367484051,0.7044819950991851,10.841266041017557,0.6216675786291974
early,SNA,l2,2,15,0,-0.15841488470301432,-0.14885834230201037,-0.1769717009898526,0.028113358687842264,0.11395782953962563,0.437653834258021,10.841266041017557,0.6216675786291974
early,SNA,l2,2,15,20,-0.35730116561457737,-0.22151278851432582,-0.24865091601731112,0.027138127502985297,0.2670293017212144,0.6044175543011014,11.069366543615935,0.6313391273630291
early,SNA,l2,2,15,625,-0.2563558165689791,-0.1575386777931835,-0.18505809285487157,0.02751941506168805,0.8330222793655487,0.7977442038766348,10.940818789436516,0.6208600596298165
early,SNA,l2,2,16,0,-0.18296849729889456,-0.1575386777931835,-0.18505809285487157,0.02751941506168805,0.13605150518526699,0.4729882362279657,10.940818789436516,0.6208600596298165
early,SNA,l2,2,16,20,-0.35260281467236554,-0.2171125899523184,-0.2441897481714994,0.027077158219181,0.2782505166334072,0.5489691191875047,11.150143218612127,0.6316129789241652
early,SNA,l2,2,16,625,-0.25969758052578107,-0.1569153922029369,-0.185634768112796,0.028719375909859082,0.7832979598457359,0.880922870241479,10.982362174229316,0.634987841269194
early,SNA,l2,2,17,0,-0.14088137438114146,-0.1569153922029369,-0.185634768112796,0.028719375909859082,0.13589991303200175,0.5120283729514207,10.982362174229316,0.634987841269194
early,SNA,l2,2,17,20,-0.2928946288681748,-0.1989166685307265,-0.22703086287001326,0.028114194339286767,0.2921109953682369,0.6117436893250412,11.211822228924163,0.6345789625328854
early,SNA,l2,2,17,625,-0.19880907578152887,-0.13506051248303882,-0.16466596776169062,0.02960545527865179,0.8053974418412362,0.8376460672079685,10.992017495448161,0.642780958499858
early,SNA,l2,2,18,0,-0.17364006930324527,-0.13506051248303882,-0.16466596776169062,0.02960545527865179,0.13953830309044568,0.5944891081660976,10.992017495448161,0.642780958499858
early,SNA,l2,2,18,20,-0.4524544368554817,-0.25014023890195447,-0.2776733045338237,0.02753306563186925,0.27729129381200734,0.6821288445702816,11.19344853277799,0.6324713227532991
early,SNA,l2,2,18,625,-0.26156568647333167,-0.13910321099126016,-0.17006346685836327,0.030960255867103114,0.8130718387798207,0.6935054343907976,11.009806754904188,0.6431785545913133
early,SNA,l2,2,19,0,-0.16902231150746175,-0.13910321099126016,-0.17006346685836327,0.030960255867103114,0.12258891238476163,0.47918894087837993,11.009806754904188,0.6431785545913133
early,SNA,l2,2,19,20,-0.32201111687061107,-0.20749320261188076,-0.23769051196643376,0.030197309354553,0.30268741208091543,0.7084415266313298,11.233749675598176,0.6448231808677772
early,SNA,l2,2,19,625,-0.19748292125500264,-0.1548057242544591,-0.18663445063195735,0.03182872637749824,0.7892420540300804,0.7927526902648045,10.972353015466512,0.6447097696025654
early,SNA,l2,2,20,0,-0.1431014093208227,-0.1548057242544591,-0.18663445063195735,0.03182872637749824,0.1267665371452769,0.4657102422621351,10.972353015466512,0.6447097696025654
early,SNA,l2,2,20,20,-0.36419641563883615,-0.22391957520943848,-0.25578720948164135,0.03186763427220285,0.2737748261096034,0.5970512485680849,11.178942540669361,0.6471057688249774
early,SNA,l2,2,20,625,-0.25575624511459866,-0.15169076122082736,-0.1840627600296397,0.03237199880881235,0.80546407564617,0.8787341899444088,11.02023697459474,0.6403918865811852
early,LR,none,0,2,0,0.12159841165473201,0.13912541182239163,0.11780531029442878,0.021320101527962834,0.11951036585666092,0.29319139535640876,11.676880285519031,0.4014431480334484
early,LR,none,0,2,20,-0.24170024537733792,-0.01488366303883649,-0.03439712748715519,0.0195134644483187,0.41723830889741903,0.5875615560806172,12.335777704933756,0.4057491217955544
early,LR,none,0,2,625,-0.1529411520524447,-0.07484143940638834,-0.09876239552768029,0.023920956121291966,1.476386571090921,1.0646789272599544,15.633568872633987,0.5377871530529941
early,LR,none,0,3,0,-0.11650302542281724,-0.07484143940638834,-0.09876239552768029,0.023920956121291966,0.2178026329866717,0.6486550040899801,15.633568872633987,0.5377871530529941
early,LR,none,0,3,20,-0.7525440404303498,-0.3135153049232122,-0.33223687191822143,0.0187215669950092,0.4353371138042821,0.6581842563685515,16.007042413435823,0.5383906546730546
early,LR,none,0,3,625,-0.49512159058223176,-0.29590889699355005,-0.3210707311734394,0.02516183417988941,1.5749330071474177,1.3109428962230358,18.350032612910095,0.667941026273414
early,LR,none,0,4,0,-0.24961087063121012,-0.29590889699355005,-0.3210707311734394,0.02516183417988941,0.3547310396927779,0.9161447565153409,18.350032612910095,0.667941026273414
early,LR,none,0,4,20,-1.2282299583925897,-0.6832811954509249,-0.7001884111095003,0.016907215658575295,0.5402961115282898,0.6410410818323206,18.589379996419705,0.6785657435254515
early,LR,none,0,4,625,-0.8404073883032744,-0.5867524214239146,-0.6106811884382094,0.023928767014294864,1.5767529502868591,1.5598641522619439,20.301473356654217,0.762162924788536
early,LR,none,0,5,0,-0.5706302738974577,-0.5867524214239146,-0.6106811884382094,0.023928767014294864,0.39543362579364794,0.8405114792636869,20.301473356654217,0.762162924788536
early,LR,none,0,5,20,-1.1696868903766664,-0.8131486051196929,-0.8326189399110966,0.01947033479140373,0.5591265064368309,0.6152712818109018,20.454049731415548,0.7690167205703392
early,LR,none,0,5,625,-0.995594415542948,-0.7833049054493817,-0.8085877443728309,0.025282838923449163,1.6614860345678388,1.391777117807963,21.98626982165382,0.8265980820036463
early,LR,none,0,6,0,-0.7305909712646766,-0.7833049054493817,-0.8085877443728309,0.025282838923449163,0.46208766919162386,0.8569936250256986,21.98626982165382,0.8265980820036463
early,LR,none,0,6,20,-1.0357839342144208,-0.8791007475729813,-0.9017309247155455,0.02263017714256421,0.5967155098668004,0.7236937656124829,22.121534749057094,0.8278352749569272
early,LR,none,0,6,625,-1.0737053879197758,-0.9386653389614642,-0.9662490409730802,0.02758370201161597,1.7434355927218752,1.4165918391052037,23.5415020084841,0.8825167541537088
early,LR,none,0,7,0,-0.9545867607023751,-0.9386653389614642,-0.9662490409730802,0.02758370201161597,0.6292513081799029,1.3471435682283135,23.5415020084841,0.8825167541537088
early,LR,none,0,7,20,-1.304637351960891,-1.0541317222961923,-1.0782932052745717,0.024161482978379355,0.735548531380613,0.9854325998636488,23.608895946513343,0.8918425783772731
early,LR,none,0,7,625,-1.2191420158977397,-1.0410327952174963,-1.069906545295406,0.02887375007790979,1.8861205544657964,1.6633515107615013,24.88023396253172,0.9554929871849376
early,LR,none,0,8,0,-0.9811607225665671,-1.0410327952174963,-1.069906545295406,0.02887375007790979,0.6715513349264657,1.103970569983387,24.88023396253172,0.9554929871849376
early,LR,none,0,8,20,-1.2017605580294262,-1.1096123965680238,-1.1369172028157266,0.0273048062477028,0.781550206209888,1.129505135493585,24.98518037033921,0.9495842314845392
early,LR,none,0,8,625,-1.2454609655363424,-1.1518832898241014,-1.1818664166001611,0.02998312677606009,1.9237624787469658,1.65162046628972,26.230822420871984,0.9835953655900377
early,LR,none,0,9,0,-1.1122485510591316,-1.1518832898241014,-1.1818664166001611,0.02998312677606009,0.7468708966585453,1.2397580750675508,26.230822420871984,0.9835953655900377
early,LR,none,0,9,20,-1.2939360669369295,-1.2023072928500707,-1.231589390643255,0.02928209779318422,0.8134591162148734,1.1909941675447735,26.297077422133984,0.9944572223959968
early,LR,none,0,9,625,-1.3431145357179195,-1.2503130785950771,-1.2827257749794945,0.03241269638441736,1.828122214350737,1.5861463750791804,27.377470697903714,1.0282765636327313
early,LR,none,0,10,0,-1.2165455548345423,-1.2503130785950771,-1.2827257749794945,0.03241269638441736,0.8466528389314422,1.4369043997367705,27.377470697903714,1.0282765636327313
early,LR,none,0,10,20,-1.2460754045851923,-1.242314019453905,-1.2751683913454948,0.03285437189158984,0.936092185748222,1.4241448429736956,27.434620995057564,1.0312483917115556
early,LR,none,0,10,625,-1.3120254882047124,-1.3071623345270986,-1.3437102481983372,0.03654791367123835,2.141112502191674,1.9759423542753405,28.540790920809535,1.0696090219336745
early,LR,none,0,11,0,-1.2283117773245142,-1.3071623345270986,-1.3437102481983372,0.03654791367123835,0.8995563751676187,1.6501156173935638,28.540790920809535,1.0696090219336745
early,LR,none,0,11,20,-1.4474881102721655,-1.3702191915601651,-1.405388079907272,0.035168888347106984,0.9798016143679789,1.2944322253145648,28.59240500619867,1.0683287203595682
early,LR,none,0,11,625,-1.4215132294173727,-1.3935603694305285,-1.430954697744641,0.0373943283141125,2.0208816209765916,1.8300910137544937,29.63828269484153,1.0883271146012259
early,LR,none,0,12,0,-1.317351351323145,-1.3935603694305285,-1.430954697744641,0.0373943283141125,0.8903855822100043,1.4554590207542346,29.63828269484153,1.0883271146012259
early,LR,none,0,12,20,-1.2740011275241443,-1.35526812525873,-1.3933443763037159,0.03807625104498584,0.9573313616172379,1.492016357617633,29.672676868204757,1.0973808002708678
early,LR,none,0,12,625,-1.428947716996194,-1.4542286745606756,-1.4933987968516371,0.039170122290961444,2.1026610939113044,1.8805222859921782,30.627821838189625,1.1130306000263914
early,LR,none,0,13,0,-1.4455600316766368,-1.4542286745606756,-1.4933987968516371,0.039170122290961444,1.017407068849396,1.5231555551007374,30.627821838189625,1.1130306000263914
early,LR,none,0,13,20,-1.2723070623201482,-1.3753265101212904,-1.4156287969503913,0.04030228682910092,1.0297061166234625,1.2725950935424934,30.61973252502031,1.131649095943975
early,LR,none,0,13,625,-1.4544404891155644,-1.440648221084409,-1.4832810797153773,0.04263285863096826,2.1956293845334915,2.1185891658663136,31.58786649176342,1.14506627162346
early,LR,none,0,14,0,-1.2897486089312382,-1.440648221084409,-1.4832810797153773,0.04263285863096826,1.0000338377956293,1.6095027968045594,31.58786649176342,1.14506627162346
early,LR,none,0,14,20,-1.403238353992719,-1.4402183681654592,-1.481947277806265,0.0417289096408058,1.041002723320472,1.4166158929496697,31.62649854974972,1.1610296876109512
early,LR,none,0,14,625,-1.5237386976180785,-1.5090989563314585,-1.552567968888056,0.04346901255659759,2.275694214545433,2.0862876602550644,32.557652964091155,1.1754728236368133
early,LR,none,0,15,0,-1.4707314759316734,-1.5090989563314585,-1.552567968888056,0.04346901255659759,1.147953223500927,1.7570887779310047,32.557652964091155,1.1754728236368133
early,LR,none,0,15,20,-1.4752725013700396,-1.4918873037064777,-1.5353753115217996,0.04348800781532191,1.2210621182748687,1.3545973110428642,32.58588334829766,1.1865927979666155
early,LR,none,0,15,625,-1.6233446963257803,-1.5552135998464973,-1.5986702322506199,0.0434566324041225,2.468807704648405,2.0509376626034497,33.56245698790065,1.208075489849974
early,LR,none,0,16,0,-1.5589463079881316,-1.5552135998464973,-1.5986702322506199,0.0434566324041225,1.1735307611562136,1.702636288830588,33.56245698790065,1.208075489849974
early,LR,none,0,16,20,-1.63195733021178,-1.5666863324862812,-1.6099629457827564,0.04327661329647526,1.2915547141460515,1.9240812501888482,33.617545594565975,1.2177335989565472
early,LR,none,0,16,625,-1.6692081970895005,-1.575284634727051,-1.6206624832688812,0.04537784854182973,2.5182773514508177,2.3142140539950717,34.505512546224104,1.2538586077400238
early,LR,none,0,17,0,-1.609414533446421,-1.575284634727051,-1.6206624832688812,0.04537784854182973,1.2359305929481221,1.4966065118694385,34.505512546224104,1.2538586077400238
early,LR,none,0,17,20,-1.5613647317508301,-1.5457462010736052,-1.5916453215258368,0.045899120452231726,1.2842693600422723,1.3543578410835417,34.51575816736672,1.2809410274670858
early,LR,none,0,17,625,-1.9403908810333659,-1.6611519914381585,-1.7021481126930247,0.040996121254866014,2.628625388280982,2.428931426742257,35.38775129119039,1.2874923545147892
early,LR,none,0,18,0,-1.638335979532574,-1.6611519914381585,-1.7021481126930247,0.040996121254866014,1.2856230468659924,1.7494485235753507,35.38775129119039,1.2874923545147892
early,LR,none,0,18,20,-1.6635217703958833,-1.6542157449997186,-1.694884197896362,0.04066845289664343,1.3910363472434195,1.5200565569080056,35.42336999260401,1.285982807903534
early,LR,none,0,18,625,-1.6784866137432324,-1.6510922627553715,-1.6923833872279987,0.041291124472627415,2.628485986376305,2.5932073799108775,36.21900147154915,1.307214579373875
early,LR,none,0,19,0,-1.63909840593656,-1.6510922627553715,-1.6923833872279987,0.041291124472627415,1.420220501091856,1.9157280517360127,36.21900147154915,1.307214579373875
early,LR,none,0,19,20,-1.4791675074314068,-1.584529347992056,-1.6260633261386732,0.0415339781466173,1.3941734675801436,1.5267254535422037,36.1908875359187,1.3098268206838053
early,LR,none,0,19,625,-1.872494087373998,-1.7358425722452777,-1.7762218349189463,0.040379262673668564,2.793697693553836,2.2416412926888043,37.026605888172675,1.3258553021146784
early,LR,none,0,20,0,-1.5918205949467334,-1.7358425722452777,-1.7762218349189463,0.040379262673668564,1.4467401740436554,2.4835306317462145,37.026605888172675,1.3258553021146784
early,LR,none,0,20,20,-1.620505565194795,-1.7618560443696412,-1.8025124720489918,0.0406564276793506,1.5290721934440183,1.9536054456130385,37.04637989863356,1.3276228352605053
early,LR,none,0,20,625,-1.7325007572845357,-1.7667501397879493,-1.808647776658803,0.0418976368708536,2.6878657104920007,2.766251745693002,37.73308223426743,1.3498057938325874
early,LR,none,1,2,0,0.2529852564932764,0.23421870160033123,0.2174995458891512,0.016719155711180066,0.11190381005050107,0.2834582966240626,11.556001155251396,0.3837682754353546
early,LR,none,1,2,20,-0.24956463740671658,0.03177863507166631,0.019435688077198674,0.012342946994467639,0.40703086839451275,0.6788198153427287,12.237665686384611,0.3659417694513884
early,LR,none,1,2,625,-0.06014364647078911,0.03194068716546486,0.016588139347135666,0.015352547818329185,1.3606837024289127,1.1588715271844832,15.495714278249642,0.4799631519060502
early,LR,none,1,3,0,0.0467636806340045,0.03194068716546486,0.016588139347135666,0.015352547818329185,0.2381887349505563,0.6232918424363341,15.495714278249642,0.4799631519060502
early,LR,none,1,3,20,-0.5814463141630084,-0.23478279765525145,-0.24542541037463594,0.010642612719384487,0.44433776916233614,0.7483919904604137,15.883824660910276,0.4860494572889279
early,LR,none,1,3,625,-0.3833169592146899,-0.2660555588757434,-0.27882814609453094,0.012772587218787521,1.5355484520357976,1.2650351081533948,18.28486045331042,0.5659502842661411
early,LR,none,1,4,0,-0.22406553912623778,-0.2660555588757434,-0.27882814609453094,0.012772587218787521,0.27674540842481765,0.7146648618437216,18.28486045331042,0.5659502842661411
early,LR,none,1,4,20,-0.9192828631160644,-0.5397249077383935,-0.5471908228583675,0.007465915119973942,0.4658477736038863,0.789576922697064,18.541389922086356,0.5699937053853296
early,LR,none,1,4,625,-0.75403099502761,-0.5488071498368144,-0.5592348862160206,0.01042773637920618,1.5722537656297306,1.5831739057166505,20.349125691741925,0.6587009494971876
early,LR,none,1,5,0,-0.5972081568181968,-0.5488071498368144,-0.5592348862160206,0.01042773637920618,0.37179233181666405,0.8648360177589034,20.349125691741925,0.6587009494971876
early,LR,none,1,5,20,-0.9622718632376899,-0.691036499687901,-0.6987578042696927,0.007721304581791628,0.5139630349154345,0.7177067160651557,20.50098039734258,0.6804129709503579
early,LR,none,1,5,625,-0.8140402829110479,-0.7023203655670962,-0.7149917059526645,0.012671340385568329,1.5910755119639988,1.6017123459145526,22.023232900481954,0.7397254094685369
early,LR,none,1,6,0,-0.6969775168467711,-0.7023203655670962,-0.7149917059526645,0.012671340385568329,0.4415800712695869,0.9559072135724145,22.023232900481954,0.7397254094685369
early,LR,none,1,6,20,-1.10882593260438,-0.8601529452046607,-0.8693738580139115,0.009220912809250876,0.5464613521921098,0.6818358399580872,22.178349620458416,0.747096277428847
early,LR,none,1,6,625,-1.0495616151415963,-0.9025683349216581,-0.9149147828176376,0.01234644789597951,1.666027454464689,1.2862713132578576,23.582544712798168,0.8068110469774856
early,LR,none,1,7,0,-0.9366695466056347,-0.9025683349216581,-0.9149147828176376,0.01234644789597951,0.5132684405383051,0.9918559727233301,23.582544712798168,0.8068110469774856
early,LR,none,1,7,20,-1.2320815086481651,-1.018398459436602,-1.0284984126959433,0.010099953259341418,0.6329069063865004,0.6136154284027872,23.68183017531643,0.8336925755931475
early,LR,none,1,7,625,-1.2359738458234362,-1.0613599826131546,-1.0739541148572758,0.012594132244121283,1.7712701388678362,1.5722303133128201,24.920765708794566,0.8626507765884309
early,LR,none,1,8,0,-1.1011765654250127,-1.0613599826131546,-1.0739541148572758,0.012594132244121283,0.6016132294273803,1.0794024136194542,24.920765708794566,0.8626507765884309
early,LR,none,1,8,20,-1.3093944902439378,-1.1389327447360786,-1.1509103866002928,0.011977641864214093,0.7109464034486784,0.8050579006616623,24.991922731548378,0.8802165214287707
early,LR,none,1,8,625,-1.3029607604319882,-1.2013482468132912,-1.214899503234779,0.013551256421487778,1.8246353311147017,1.414284842284241,26.111081231619337,0.883509567240061
early,LR,none,1,9,0,-1.202560936204357,-1.2013482468132912,-1.214899503234779,0.013551256421487778,0.6722686652619485,0.981183959200398,26.111081231619337,0.883509567240061
early,LR,none,1,9,20,-1.3142213776368754,-1.2410645903258994,-1.2537179709908963,0.012653380664996803,0.7792647322397801,0.6857691093360259,26.17058576624028,0.9051769880967075
early,LR,none,1,9,625,-1.4495006392961158,-1.3192806531227736,-1.3351077581075563,0.015827104984782635,1.9385701403063047,1.5490522565682634,27.326624677055314,0.9453408225661585
early,LR,none,1,10,0,-1.3650248420309075,-1.3192806531227736,-1.3351077581075563,0.015827104984782635,0.796181038455519,1.2687045063038944,27.326624677055314,0.9453408225661585
early,LR,none,1,10,20,-1.5279980184678719,-1.3656643722262092,-1.379950774598154,0.01428640237194486,0.8639374964862537,0.6894100207724057,27.35749822767596,0.9600092317653353
early,LR,none,1,10,625,-1.4924778031114392,-1.3993714869362173,-1.4167120781717693,0.017340591235551983,2.0800048138665836,1.4252724624718847,28.4883018079883,0.9957694343049267
early,LR,none,1,11,0,-1.4419994275042054,-1.3993714869362173,-1.4167120781717693,0.017340591235551983,0.8296499942701785,1.2760249413875377,28.4883018079883,0.9957694343049267
early,LR,none,1,11,20,-1.6127099409458399,-1.462870803449167,-1.4780081342806612,0.015137330831494182,0.9218703569826675,0.9725735314353229,28.535876145172924,1.0150269701147667
early,LR,none,1,11,625,-1.5633724039715744,-1.4533841089159723,-1.4718052175391239,0.018421108623151668,2.037562692094882,1.5728319760844198,29.480279632473284,1.035002058426067
early,LR,none,1,12,0,-1.4667128224472443,-1.4533841089159723,-1.4718052175391239,0.018421108623151668,0.8134532209331374,1.2677334716928714,29.480279632473284,1.035002058426067
