period,arm,iv,seed,bin,actual,pos,neg,l2,pre,positive_actual,positive_pos,positive_neg,positive_l2,positive_pre,negative_actual,negative_pos,negative_neg,negative_l2,negative_pre,localup_actualdown,localup_currentdown,within_ratio,between_ratio,star_delta20,star_W_delta20,bias_delta20,mean_delta20,within_delta20,star_delta625,star_W_delta625,bias_delta625,mean_delta625,within_delta625
late,LR,none,0,next5,-0.009291961559422088,-0.2202575112926078,0.2070557200745192,0.0,0.003909831677007189,-0.5269014266158801,-0.5986401583316218,0.06972064826475743,0.0,0.0020180457284540926,0.06859020560406368,-0.16329668295223904,0.2276487222202747,0.0,0.004238174397353021,0.3852066871907289,0.3359340697682097,1.0014010840385061,0.8268488381320147,-0.006482825944792126,-0.006296997378590241,-0.00018582856620195655,-0.009291961559422291,0.008868681300825364,-0.03975587195853274,-0.03770245539719737,-0.002053416561335325,-0.09631223432301832,2.5551191852236563
late,LR,none,1,first5,-0.0017469720146917988,-0.21950249072931644,0.218631014030082,0.0,-0.0008755085534068831,-0.5705731916604886,-0.6460219371054943,0.07597518080361473,0.0,-0.0005265044419350794,0.0950076589106762,-0.14667248843740896,0.24262395686299776,0.0,-0.0009438132263382213,0.37330902452378767,0.3284274381648143,1.0071237310090038,0.8691933628827954,-0.005548934051778876,-0.005333778334618966,-0.0002151557171600871,-0.00174697201469165,0.040124197509328316,-0.02612912110637078,-0.022929114495191173,-0.0032000066111795623,-0.05539994961539234,2.129638594509752
late,LR,none,1,last9,0.034445353077239435,-0.2097017266253856,0.24688054898482484,0.0,-0.002733471360601739,-0.4539330983541496,-0.5572704490395733,0.10870220763081781,0.0,-0.005364913175101127,0.10809073624505978,-0.15669973610703622,0.2671727457507789,0.0,-0.002382267425310528,0.3670140924399822,0.32109747025836144,1.0004728096170585,0.924242735316342,0.007691607790802074,0.007673187876146435,1.8419914655778042e-05,0.03444535307723933,0.003473710187709934,-0.030792857072432116,-0.027131704404238337,-0.0036611526681938097,-0.08294728723458908,2.3003135145135407
late,LR,none,1,next5,-0.09227833306353442,-0.2530102259475136,0.1549335243913908,0.0,0.005798357329440141,-0.5449110226169156,-0.6164314619555044,0.07137437035402534,0.0,0.00014602308743140408,-0.017618774998555603,-0.19313381502178792,0.1687956954832198,0.0,0.006719339150168579,0.40735437493480003,0.3379995186034999,1.0094709708746874,0.8838820114673295,-0.03091460339290535,-0.03012606884936995,-0.0007885345435352075,-0.09227833306353447,0.057001879157855484,-0.008034140983893235,-0.00591006875743032,-0.0021240722264628865,-0.09464007811367922,2.279602681703114
late,LR,none,2,first5,0.046962907221175895,-0.20319524965292043,0.24868340942768463,0.0,0.001474749196933585,-0.5221275968727268,-0.6031949866483337,0.07943001532758837,0.0,0.0016373182366469015,0.11793802892636837,-0.15306376762466609,0.26943451935396295,0.0,0.0015672869822582736,0.3670670335780987,0.3222773351238882,0.9983148570862008,0.8264034287213505,0.00956432578122186,0.00879302147167893,0.000771304309542753,0.04696290722117604,-0.01025541564971757,-0.0314373591889936,-0.02877018661199431,-0.0026671725769992936,0.007192374906975019,2.2861151278743854
late,LR,none,2,last9,0.07459727415282087,-0.2358239251300699,0.3125388134258775,0.0,-0.0021176077264363764,-0.5816016612340962,-0.6899577773065442,0.11113534298929244,0.0,-0.002779256989223326,0.14594302340444082,-0.1864122976504875,0.33440824843015743,0.0,-0.0020529169611430854,0.3575598016397749,0.321494117485056,0.9879670306183027,0.7809782605326414,0.01698012918762506,0.016206441260469343,0.0007736879271558534,0.0745972741528206,-0.0805111893092952,-0.04986385589740561,-0.047029789222904274,-0.0028340666745013243,-0.08843155336074915,2.42793218546553
late,LR,none,2,next5,0.00021901290029928134,-0.27646507907850937,0.2812597364780867,0.0,-0.004575652227704187,-0.7040488779159848,-0.8160936433883192,0.11760174293342743,0.0,-0.005557063685519649,0.09412996990210128,-0.20402255011792284,0.30259533727710175,0.0,-0.004442814766182096,0.3735216102963842,0.3185939939745971,0.9982571123255383,0.79674285027604,-0.011494132036798454,-0.011335381375004071,-0.00015875066179432684,0.00021901290029884278,-0.011974078711561554,-0.029171347274677385,-0.02572865123231862,-0.003442696042358878,-0.03177493240137288,2.288730296928972
late,SNA,l2,0,first5,-0.21646802811164717,-0.25813898008272484,0.041210869934604384,0.002278348294343923,-0.0018182831723813832,-0.415047182527438,-0.4326919077886887,0.01864483323491676,0.0005220150866482189,-0.001522159294814326,-0.08544046705415984,-0.1420775677493263,0.055211311583544885,0.003417692977350826,-0.001991908125548018,0.5578626615211038,0.33690390156624506,2.0505264188859895,1.2333845498085552,-0.06471753426208651,-0.06311875495731856,-0.001598779304767959,-0.21646802811164717,0.13975019105656875,-0.0015613953385568758,-0.0010077611153488208,-0.0005536342232080639,-0.10947108776741028,0.6629424898881731
late,SNA,l2,0,last9,-0.22688767813955238,-0.29729017054308265,0.06760927584751458,0.002141516341616017,0.0006516788921127905,-0.393924461398155,-0.465731953196244,0.06909738020952595,0.00027277725074505534,0.0024372978560075454,-0.10347234085278705,-0.17264202114066085,0.06635381083691336,0.0035196344308201202,-0.0007037750945227096,0.554180793491295,0.324478644670642,2.095698663247281,1.261454054019014,-0.07715098388221826,-0.07572498335459787,-0.001426000527620393,-0.22688767813955238,0.14975388013076388,0.003803381177096608,0.0037099943017992495,9.338687529735706e-05,-0.08551238446438807,0.6635670791121453
late,SNA,l2,0,next5,-0.12691425850007612,-0.16267759163581821,0.03113533251010888,0.0020893486120727675,0.00253864025067326,-0.26165284825573626,-0.292876618039611,0.025330614508265493,-3.37509516003484e-05,0.005926882698177556,-0.038886727720163036,-0.07768884801261519,0.035106141096016154,0.003455190961639736,0.00024078416423203852,0.5182399164480247,0.33165841196958523,2.1046869823740884,1.1946373939396389,-0.028811084636546625,-0.027997532219074396,-0.0008135524174722374,-0.12691425850007612,0.14200352628320984,0.0071564079252724845,0.0069838449165703755,0.0001725630087021271,-0.07199944067132448,0.6397025231246595
late,SNA,l2,1,first5,-0.16536271074468015,-0.2263934132057471,0.057125908705645025,0.0021222514883089856,0.0017825281594915534,-0.3469019154645979,-0.3883786095962286,0.04276626750391103,0.00036295029535638704,-0.0016525546240085183,-0.04410968282719188,-0.118890403310531,0.06741740979072637,0.0033030898352680743,0.004060218213544792,0.5206180490816601,0.32709437536546904,2.0625122372816422,1.1120733294440268,-0.04721502963196261,-0.046170502489610285,-0.001044527142352307,-0.16536271074468012,0.13905641098694063,0.0023100589951539573,0.0018227891023310018,0.0004872698928229509,-0.06605918158397378,0.6697480256605765
late,SNA,l2,1,last9,-0.14949825792846128,-0.22879741486854874,0.07561176835964781,0.0019480880914163065,0.0017392882395654166,-0.3284821003854207,-0.37947213390908036,0.048997083369685474,2.562252114953303e-05,0.0019672984012654537,-0.014475013138991598,-0.11577266973916862,0.09659938221406203,0.003381893449972363,0.001316381520183122,0.5267330974850847,0.3166222642005295,2.146087596625467,1.227410221460032,-0.0493880381827895,-0.04860856568600856,-0.0007794724967809279,-0.14949825792846128,0.14462653761774127,-0.0031452388310873277,-0.003122933234648576,-2.2305596438753567e-05,-0.07666693420124135,0.6667427605985276
late,SNA,l2,1,next5,-0.1724038287889682,-0.22511125400514898,0.05415337022881413,0.002052618320488445,-0.0034985771576557592,-0.28546200170641894,-0.34782834072779356,0.06557611762374188,3.961014459771138e-05,-0.0032494150144569307,-0.09033097986429998,-0.135743383361572,0.04573728439521831,0.003403612486816569,-0.003728498277145049,0.555277040593701,0.3320793395922933,2.0888784848404742,1.275168352638646,-0.056577661922046815,-0.05557223464693188,-0.001005427275114925,-0.1724038287889682,0.13942923725081338,0.009675660541179312,0.008490881531048294,0.0011847790101310236,-0.040827209013332345,0.6476561387167914
late,SNA,l2,2,first5,-0.1607886221898146,-0.26749751994744914,0.10190471216396566,0.0022719920055624065,0.0025321775851654786,-0.3918351955809548,-0.47205383888709224,0.07672968993124533,0.000544985679577348,0.002943927865589125,-0.012689659393889274,-0.13446001205163804,0.11593152255415069,0.0033654539851079635,0.0024733754017736607,0.5246232482995007,0.3199439804831751,1.958685614633731,1.0896496846649044,-0.050564250512322675,-0.04966689018816155,-0.0008973603241611277,-0.1607886221898146,0.13098765969941478,0.004285347539484019,0.004057572850451796,0.0002277746890322306,-0.06947615283249922,0.6798455875292284
late,SNA,l2,2,last9,-0.16081645356844748,-0.2542150369459617,0.09083138775173329,0.0021684749725856055,0.0003987058656405231,-0.3396015178263014,-0.41665847822431323,0.07637564935220698,0.0002987062658988704,0.0003825731864166081,-0.03864498153018006,-0.14140974619615926,0.0988201468372254,0.0034314727926810663,0.0005131417636418099,0.5262419150941681,0.31831287477378767,2.08672267440721,1.24194843178961,-0.05320195362374291,-0.05230802243964551,-0.0008939311840974069,-0.16081645356844748,0.14748956392755436,0.00022805266575030692,0.0003167562311015621,-8.870356535125131e-05,-0.07260936123374372,0.6821402033346113
late,SNA,l2,2,next5,-0.19469792878813558,-0.2617752347042856,0.05644708969727093,0.002129181965865539,0.008501021251704582,-0.3459423973579261,-0.39104165765641025,0.03820810399385009,0.00020484196705817387,0.006686288602228957,-0.08867097558537922,-0.17191768065881008,0.0699901527316037,0.003469760352348758,0.009786787880459936,0.5562619324775651,0.33436410890061696,2.097239456810711,1.2436867940013565,-0.05518379468044465,-0.054188830148559894,-0.0009949645318847616,-0.19469792878813558,0.156977268895221,0.0005427252863358545,0.00033984036540488647,0.0002028849209309555,-0.12179258141597564,0.7098118941235743
late,SNA,none,0,first5,-0.14538914737553688,-0.36283732715357786,0.2137459253339824,0.0,0.003702231957814233,-0.49598863411353394,-0.603826655459122,0.10730048552651625,0.0,0.0005374817763751996,0.020122235426020832,-0.24893259584464023,0.26388216591802777,0.0,0.005172657556686568,0.46255079682416433,0.39145517716896183,1.0324994816815096,0.8803199743990289,-0.04653600310649066,-0.04563055578233475,-0.000905447324155828,-0.14538914737553685,0.08212942530555019,-0.0020868263279142153,-0.0030726444954223054,0.000985818167508115,0.007562571967187348,0.9755912102950465
late,SNA,none,0,last9,-0.11453931616590668,-0.3934419174006003,0.27895169155376703,0.0,-4.90941992452535e-05,-0.5027558042851951,-0.652180278117981,0.14864979664656836,0.0,0.0007746465555722163,0.05547794199014644,-0.2792563588886694,0.3351917740757739,0.0,-0.00045746549747384635,0.4509870217649508,0.3802776899828983,1.0315764529150266,0.8673701001035334,-0.04666811182314723,-0.045768985460574334,-0.000899126362572941,-0.11453931616590671,0.0847259200205485,-0.014280603119136703,-0.013937219341870977,-0.0003433837772657467,-0.004847510337294309,1.0531286206000263
late,SNA,none,0,next5,-0.16259531854991544,-0.35238283562463063,0.18607413463776054,0.0,0.003713360305835213,-0.4284161983153637,-0.5358983516351202,0.1043845567915332,0.0,0.0030975624994563624,-0.038758389336594694,-0.26670385733661306,0.22386820757533527,0.0,0.004077244013419852,0.48036957780704687,0.39525363659095397,1.0502061408704342,0.939465916205856,-0.0569361419385066,-0.05601453392528917,-0.0009216080132173371,-0.1625953185499155,0.12878734634740124,-0.021524454112447522,-0.022228087115850025,0.0007036330034025012,-0.053252507855600185,1.03185226629937
late,SNA,none,1,first5,-0.05784523579735816,-0.33910971699546855,0.2819391353211297,0.0,-0.0006746469206257353,-0.4474825337874164,-0.6034595907148508,0.15912961958647584,0.0,-0.003152580902903975,0.08507061390709773,-0.24198424915407452,0.3268207595822671,0.0,0.00023411998767815592,0.426428334702978,0.3822284854644096,1.0340798572539012,1.047963680512695,-0.021973784625213977,-0.021666258885092615,-0.00030752574012149166,-0.05784523579735823,0.1072068577205811,0.025665526004561335,0.024903625106142968,0.0007619008984183892,0.10935470283105286,1.0126018124914622
late,SNA,none,1,last9,-0.07365512102446997,-0.33537075229316515,0.2618717176633686,0.0,-0.00015609540274802344,-0.4168987750857945,-0.5644852782729268,0.14784047119315152,0.0,-0.0002539977197934766,0.0734679625392414,-0.2369637727044814,0.3105496188549236,0.0,-0.00011788387784666905,0.44109523235949777,0.3845985519387204,1.0458632036878766,1.0710415022559694,-0.025555298024235357,-0.02515246595631461,-0.0004028320679208265,-0.07365512102446993,0.15398152340922244,0.0007125429434785434,0.0002639093724428301,0.0004486335710357202,-0.03171265244521762,1.039051449503803
late,SNA,none,1,next5,-0.13041545591309914,-0.3603020144167691,0.2314346093253692,0.0,-0.0015480577080735202,-0.4379651964654972,-0.5844769226990996,0.15049281550743418,0.0,-0.003981114746452936,-0.001015365696084397,-0.2666022108396612,0.2662753372815939,0.0,-0.0006884911666483052,0.4646828784201812,0.3860514144633177,1.0389528121901672,1.0453763835081458,-0.0488984017154019,-0.04768339102935197,-0.001215010686049936,-0.13041545591309917,0.12523049473298267,-0.014704570633549085,-0.015053377359014774,0.0003488067254656925,-0.028721019708925155,1.001416493626652
late,SNA,none,2,first5,-0.07054445661399744,-0.3123887032299315,0.2391521316266309,0.0,0.0026921034129251007,-0.42418927249975774,-0.5612734848333811,0.1366645344379697,0.0,0.00041964576631032364,0.05656249417936041,-0.22357844626749196,0.2764898602273215,0.0,0.003651076071388885,0.4410989276724374,0.3894596634029589,1.035010881622592,1.0196871147613897,-0.024805349678753297,-0.024695091241758636,-0.000110258436994627,-0.0705444566139973,0.11326123414926456,-0.008288272834663291,-0.007985200658080727,-0.0003030721765826458,-0.01102685160311676,0.9398121979597596
late,SNA,none,2,last9,-0.15832240137017017,-0.3884582207657362,0.2326827630045363,0.0,-0.0025469511275683786,-0.5182071425004986,-0.6626071132828437,0.14658227788989536,0.0,-0.0021823488071073096,-0.005273986761532071,-0.27169481782540594,0.2690642967825503,0.0,-0.0026434587301188326,0.47127197758662503,0.38401138929704237,1.0318502047715497,1.0161879864380243,-0.06594398920819147,-0.06473507902097014,-0.0012089101872212874,-0.1583224013701702,0.11502469800141185,-0.004654550206215389,-0.00451555512029484,-0.0001389950859205176,0.03509242890498868,0.9923434009274289
late,SNA,none,2,next5,-0.16338670708512107,-0.41202007933227025,0.24836999233635967,0.0,0.0002633675958353003,-0.563930380796027,-0.7094305903810285,0.14403831482015367,0.0,0.001461843619504728,-0.005497231400901019,-0.2943184148788885,0.28903805063916027,0.0,-0.00021686410615463954,0.4583450629913157,0.3872888622669351,1.047126219927431,1.0596013840917289,-0.05572809004915626,-0.05440905084207341,-0.0013190392070828237,-0.163386707085121,0.1594017818739797,0.01665836242895922,0.015945929888762755,0.0007124325401964598,0.019395355595251917,1.0600259307471183
