arm,task,updates,seed,n_units,N,D,c,cND,I_self,I_rest,I_round,K,Q,G,R_self,R_rest,R_round,mean_boundary_jump,mean_parameter_move,variance_initial,variance_after_boundary,variance_current,undefined_c_count
SN_peak_q0,101,1,1,100,0.6414370355642256,0.004143222517649093,-0.06604450801948383,-0.0006666589157484098,0.00015181028635070915,-0.0008184711292186193,1.927119500583267e-09,0.0,6.191364635603558e-05,0.0013952314778528623,-0.0003036205727014183,0.0016369422584372386,-3.854239001166534e-09,0.02271623538913263,-0.008877199462990044,0.314406160562655,0.314406160562655,0.3147549684321183,0
SN_peak_q0,101,1,2,100,0.7403037182441524,0.00041789112022888147,0.07272138480070695,-3.991653028556409e-05,3.38988476112184e-05,-7.38103626557939e-05,-5.015240988588872e-09,0.0,8.010223167783293e-07,8.063408288790731e-05,-6.77976952224368e-05,0.0001476207253115878,1.0030481977177744e-08,0.00408653327463677,0.002058336851843278,0.3186834512745919,0.3186834512745919,0.3187036097953139,0
SN_peak_q0,101,1,3,100,0.6780443886437708,0.002380505577630532,-0.09219242667338522,-0.0002283277905815705,0.0004164667551296101,-0.0006447931805188997,-1.3651922807760337e-09,0.0,2.8682642343486314e-05,0.0004853382235066306,-0.0008329335102592202,0.0012895863610377994,2.7303845615520674e-09,0.021452119716584023,-0.001760142400541628,0.2898391377120267,0.28983913771202663,0.28996047226790334,0
SN_peak_q0,101,1,4,100,0.6904289717598158,0.0005219636072778825,-0.15625577095237278,-0.00011256185130381021,0.00010912396899670992,-0.0002216860142909356,1.9399041547942404e-10,0.0,1.1919660533873441e-06,0.00022631566866101603,-0.00021824793799341983,0.0004433720285818712,-3.879808309588481e-10,0.014523146524709808,-5.99770881608501e-06,0.34057520583098233,0.34057520583098233,0.34063178474814754,0
SN_peak_q0,101,1,5,100,0.7250940131778988,0.0002680261283362326,-0.004901193650727223,-6.557308140075772e-05,-5.859550898206918e-05,-6.975797276515617e-06,-1.7751421729034768e-09,0.0,3.47060540659744e-07,0.00013149322334217851,0.00011719101796413837,1.3951594553031234e-05,3.5502843458069537e-09,0.0017075697511339603,-0.0017853071523939148,0.3067574745812171,0.3067574745812172,0.3067903478870527,0
SN_peak_q0,101,1,6,100,0.747922582977112,0.0022364240992859092,0.07021247736792724,0.0003807040270723605,0.00026657449845066914,0.00011412648868472962,3.0399369616827243e-09,0.0,1.7692517277670777e-05,-0.0007437155368670458,-0.0005331489969013383,-0.00022825297736945923,-6.0798739233654485e-09,0.0009273168477537136,-0.00013082779404242795,0.33449444258748257,0.33449444258748257,0.3343085137032659,0
SN_peak_q0,101,1,7,100,0.6849392549405913,0.0021412225477610734,0.051399487195373884,-0.00022742935903951648,-7.648835520777762e-05,-0.00015094256758795813,1.5637562191858492e-09,0.0,2.551014444753148e-05,0.00048036886252655377,0.00015297671041555525,0.00030188513517591625,-3.1275124383716985e-09,-0.011466778925399839,0.005859177511906069,0.2856246168649261,0.285624616864926,0.2857447090805577,0
SN_peak_q0,101,1,8,100,0.7052410132009311,0.0024127177235398873,-0.10716170554492935,-1.74923780566026e-05,0.0008070737555682467,-0.0008245658068107729,-3.268140765099131e-10,0.0,2.8618391719383882e-05,6.360314783260021e-05,-0.0016141475111364934,0.0016491316136215458,6.536281530198262e-10,-0.0007133072414691436,0.0065447353105957,0.30525777863807524,0.30525777863807524,0.3052736794250334,0
SN_peak_q0,101,1,9,100,0.6500222770071818,0.007903778452693945,0.1432400532222368,0.0001255393411147353,0.002227609380020442,-0.0021020665127100767,-3.5261956297176666e-09,0.0,0.0004557589927036788,0.00020468031047420862,-0.004455218760040884,0.0042041330254201535,7.052391259435333e-09,-0.01504896095861507,-0.02089569792167858,0.30852391867261314,0.3085239186726131,0.30857508875023165,0
SN_peak_q0,101,20,0,100,0.7114460993970861,0.009504957110473423,0.04861355378872689,0.00030311636999901404,0.006454420731340373,-0.006026497441336689,3.03450857187766e-09,-0.00012480995451324197,0.0005126825431703163,-0.00034317010585419,-0.012908841462680745,0.012052994882673378,-6.06901714375532e-09,0.03948690219135903,-0.003006675151276963,0.31333411574367726,0.31333411574367726,0.3132483232172137,0
SN_peak_q0,101,20,1,100,0.6414370355642256,0.013073118708290168,0.07263831080849059,0.002343083585673717,0.00940945071556548,-0.006747579795572075,-7.634947471479206e-09,-0.00031877969937221703,0.0013454760004095476,-0.003978250569682317,-0.01881890143113096,0.01349515959114415,1.5269894942958412e-08,0.02271623538913263,0.022504731632457666,0.314406160562655,0.314406160562655,0.3134115979202345,0
SN_peak_q0,101,20,2,100,0.7403037182441524,0.017716644088247153,0.04619605702403079,0.0020199946003700915,0.01138291767215706,-0.008852636971162172,2.0918496173499312e-08,-0.0005103070191209699,0.001848326004041716,-0.0032122772349404013,-0.02276583534431412,0.017705273942324344,-4.1836992346998624e-08,0.00408653327463677,0.01797822057414765,0.3186834512745919,0.3186834512745919,0.3178803819658567,0
SN_peak_q0,101,20,3,100,0.6780443886437708,0.009829821431885575,0.14065239122903067,0.002642429976952869,0.005746185584272557,-0.003016824465520903,1.6726408861770568e-08,-8.694786820764948e-05,0.0004982226315745696,-0.004960533058746478,-0.011492371168545115,0.006033648931041806,-3.3452817723541135e-08,0.021452119716584023,-0.003346014646413922,0.2898391377120267,0.28983913771202663,0.28859900444734005,0
SN_peak_q0,101,20,4,100,0.6904289717598158,0.011864542837045109,0.09624996845558183,0.0015542668347980342,0.005350554295057344,-0.0036317630159198398,3.446657493576022e-08,-0.00016455891091440768,0.0007368784962560143,-0.0027007729951688763,-0.010701108590114689,0.0072635260318396795,-6.893314987152044e-08,0.014523146524709808,0.0016418924903508082,0.34057520583098233,0.34057520583098233,0.33990001258219016,0
SN_peak_q0,101,20,5,100,0.7250940131778988,0.006532735312750492,0.06882184029988095,0.0004964992055872792,0.006528011204793217,-0.006007923821362801,-2.30880137551157e-08,-2.3565089829382365e-05,0.0002074090587842314,-0.0008327195320490895,-0.013056022409586435,0.012015847642725602,4.61760275102314e-08,0.0017075697511339603,-0.00499724526498662,0.3067574745812171,0.3067574745812172,0.3065492946982049,0
SN_peak_q0,101,20,6,100,0.747922582977112,0.007614239845419161,0.19536406242747412,0.001590894155295748,0.004165925459230801,-0.002526177834390676,-2.1195949262188547e-08,-4.8832273595114706e-05,0.00026870691836984297,-0.0030107459394118808,-0.008331850918461602,0.005052355668781352,4.2391898524377094e-08,0.0009273168477537136,0.0008423555079599389,0.33449444258748257,0.33449444258748257,0.3337417561026298,0
SN_peak_q0,101,20,7,100,0.6849392549405913,0.009692809121784732,0.2133378446835511,0.0010447014725981545,0.004649856961130611,-0.003431760735320057,-1.1647678995611557e-08,-0.00017338310553340536,0.0006524218985739879,-0.001783747257689147,-0.009299713922261222,0.006863521470640114,2.3295357991223114e-08,-0.011466778925399839,0.013146171288452852,0.2856246168649261,0.285624616864926,0.28517868005050384,0
SN_peak_q0,101,20,8,100,0.7052410132009311,0.007454867237283685,0.05326854304435281,0.0004930345179881805,0.007857117343702065,-0.007324919880515832,1.3577694549450312e-08,-3.917652289260254e-05,0.00029145114369459683,-0.0007729709380669663,-0.01571423468740413,0.014649839761031664,-2.7155389098900625e-08,-0.0007133072414691436,-0.0007538292511144517,0.30525777863807524,0.30525777863807524,0.30506453590355853,0
SN_peak_q0,101,20,9,100,0.6500222770071818,0.0327684820279383,0.10344797218452909,-0.008690362495066281,0.03465720952440405,-0.0423507722855401,-3.331516668493421e-09,-0.0009967964024135579,0.005158997855766064,0.020546130041071517,-0.0693144190488081,0.0847015445710802,6.663033336986842e-09,-0.01504896095861507,-0.015314598386468235,0.30852391867261314,0.3085239186726131,0.313660451182881,0
SN_peak_q0,101,200,0,100,0.7114460993970861,0.022438265121008095,0.05621645548405552,0.003336171383341942,0.06528746937469712,-0.061522879618578594,-3.943635593518235e-08,-0.00042837893642065666,0.002228736957976282,-0.005300363681548911,-0.13057493874939424,0.12304575923715719,7.88727118703647e-08,0.03948690219135903,-0.023323679983099952,0.31333411574367726,0.31333411574367726,0.31200902482329,0
SN_peak_q0,101,200,1,100,0.6414370355642256,0.024058231012622996,0.09432778927188469,0.0017334520664494455,0.07777149540709126,-0.07553691424973472,6.668348590328871e-08,-0.0005011957743930242,0.0031243143952009848,-0.0013449812864839525,-0.15554299081418252,0.15107382849946943,-1.3336697180657742e-07,0.02271623538913263,0.0015136477527220747,0.314406160562655,0.314406160562655,0.314069915241034,0
SN_peak_q0,101,200,2,100,0.7403037182441524,0.03580409379963794,0.19416351481170285,0.008144784476011026,0.07145911090996745,-0.06226108920507615,2.8547514016744454e-08,-0.0010532657763943258,0.005169558694129417,-0.013226541810681275,-0.1429182218199349,0.1245221784101523,-5.709502803348891e-08,0.00408653327463677,0.00308515952363133,0.3186834512745919,0.3186834512745919,0.3153768158219216,0
SN_peak_q0,101,200,3,100,0.6780443886437708,0.022128728666692143,0.22202799677509447,0.008461237281084848,0.05285222885837861,-0.044211069319830605,-2.2875338230815346e-08,-0.0001798993821249117,0.0017724683541226693,-0.015509804972296848,-0.10570445771675722,0.08842213863966121,4.575067646163069e-08,0.021452119716584023,0.00032138939612652627,0.2898391377120267,0.28983913771202663,0.2859616864689524,0
SN_peak_q0,101,200,4,100,0.6904289717598158,0.02964718578906042,0.10658764675946934,0.008077235685013725,0.04481346756271302,-0.03634317261211299,3.6631613295108614e-08,-0.00039309589719959515,0.0027465326257522025,-0.014194130538674443,-0.08962693512542604,0.07268634522422598,-7.326322659021723e-08,0.014523146524709808,-0.07193217689811345,0.34057520583098233,0.34057520583098233,0.33702667319631374,0
SN_peak_q0,101,200,5,100,0.7250940131778988,0.01789947181060224,0.2075656511614297,-0.0002390542604259774,0.0795363659903008,-0.07945615830787606,-1.8270580568720222e-08,-0.00031924367227012063,0.0016866396088151636,0.0015262607851268778,-0.1590727319806016,0.1589123166157521,3.6541161137440444e-08,0.0017075697511339603,-0.0014417558850482897,0.3067574745812171,0.3067574745812172,0.3071390397774989,0
SN_peak_q0,101,200,6,100,0.747922582977112,0.01835728046189647,0.23575983077326687,0.006671450882167647,0.030966749384345606,-0.024053096176783112,-4.235364955180669e-08,-0.00024215997174528486,0.0013905747268225749,-0.012436646981003288,-0.06193349876869121,0.048106192353566224,8.470729910361338e-08,0.0009273168477537136,0.018894248548135338,0.33449444258748257,0.33449444258748257,0.3313852808422319,0
SN_peak_q0,101,200,7,100,0.6849392549405913,0.029339516713412093,0.22262131542619548,0.004999466728832764,0.03691256852368841,-0.031250273196894975,-2.7140500364829046e-08,-0.0006628014574603079,0.0034824265914455395,-0.007842109781140612,-0.07382513704737682,0.06250054639378995,5.428100072965809e-08,-0.011466778925399839,0.025447714900238307,0.2856246168649261,0.285624616864926,0.28366408941964094,0
SN_peak_q0,101,200,8,100,0.7052410132009311,0.01754208957249031,0.2392692872443117,0.000996915239090352,0.06746977539296603,-0.06597929380014432,9.094816147878945e-08,-0.0004936573018928384,0.0019304046811047702,-0.0010507404008616042,-0.13493955078593206,0.13195858760028864,-1.818963229575789e-07,-0.0007133072414691436,0.014912538268662442,0.30525777863807524,0.30525777863807524,0.30499509353785986,0
SN_peak_q0,101,200,9,100,0.6500222770071818,0.05714107997579806,0.19078098833600632,-0.00669118166671886,0.27136822144764733,-0.2743338014673898,-3.1567526716389043e-08,-0.0037255700794495876,0.01495840137029816,0.020889624544836703,-0.5427364428952947,0.5486676029347796,6.313505343277809e-08,-0.01504896095861507,-0.03001398332667802,0.30852391867261314,0.3085239186726131,0.31374632480882225,0
SN_peak_q0,101,1000,0,100,0.7114460993970861,0.04036584963810294,0.05096692227304951,0.0013657349053972706,0.3520749686758669,-0.3514226467835546,5.068974657914842e-08,0.0007133623233385026,0.0036517699187923057,0.0023470247546747616,-0.7041499373517338,0.7028452935671092,-1.0137949315829684e-07,0.03948690219135903,-0.01800332066399494,0.31333411574367726,0.31333411574367726,0.31392087193234597,0
SN_peak_q0,101,1000,1,100,0.6414370355642256,0.03673088584525307,0.09902840473948389,0.006478374838859149,0.39965492995231,-0.3935195562845704,1.9849340856725198e-07,0.00034280267771093833,0.004394374302965856,-0.007876770019330556,-0.79930985990462,0.7870391125691408,-3.9698681713450397e-07,0.02271623538913263,0.0014126434842002891,0.314406160562655,0.314406160562655,0.31243696805782234,0
SN_peak_q0,101,1000,2,100,0.7403037182441524,0.04940828922977873,0.22866852047864303,0.01119085625465186,0.3635303528380679,-0.3525461661603423,1.4643486987340426e-07,0.0002065231420564657,0.006659972951477363,-0.015308693273713411,-0.7270607056761358,0.7050923323206846,-2.928697397468085e-07,0.00408653327463677,-0.011045425875432238,0.3186834512745919,0.3186834512745919,0.3148562779561636,0
SN_peak_q0,101,1000,3,100,0.6780443886437708,0.03684697998582048,0.19913836724790224,0.004974683769584238,0.2409009320194312,-0.2365567359368687,-5.803077386588368e-08,0.0006305457177956781,0.002936027568707609,-0.0057522485348695,-0.4818018640388624,0.4731134718737374,1.1606154773176736e-07,0.021452119716584023,-0.010233916291397431,0.2898391377120267,0.28983913771202663,0.28840107557830924,0
SN_peak_q0,101,1000,4,100,0.6904289717598158,0.04798453713580687,0.109862478996079,0.011087285201458907,0.27283798832509215,-0.26302938362004,-1.334605896384304e-08,0.0012786938424657966,0.004168931189027869,-0.015448251528958363,-0.5456759766501843,0.52605876724008,2.669211792768608e-08,0.014523146524709808,-0.07448630519314556,0.34057520583098233,0.34057520583098233,0.33671314294874277,0
SN_peak_q0,101,1000,5,100,0.7250940131778988,0.026641436209724655,0.1905382752615701,-0.002709078624013406,0.31500919253478055,-0.31769505674985704,3.0504949776640785e-08,-2.3244913886672657e-05,0.0023627151846364576,0.007734382604889925,-0.6300183850695611,0.6353901134997141,-6.100989955328157e-08,0.0017075697511339603,-0.005587001955677711,0.3067574745812171,0.3067574745812172,0.30869107023243963,0
SN_peak_q0,101,1000,6,100,0.747922582977112,0.030933392356280013,0.2515565701368668,0.011627057673856881,0.15342157045218952,-0.14221151861869893,2.252108177631091e-08,0.00041698331928454027,0.002056963859844674,-0.02036318484930002,-0.30684314090437903,0.28442303723739787,-4.504216355262182e-08,0.0009273168477537136,0.03532267736306471,0.33449444258748257,0.33449444258748257,0.32940364637515773,0
SN_peak_q0,101,1000,7,100,0.6849392549405913,0.053857868789085966,0.2076801082926689,0.006789548295778225,0.22592388519136006,-0.21973384820214759,9.861645597505027e-08,0.0005994126901098102,0.006226995823043734,-0.006153275388293102,-0.4518477703827201,0.43946769640429517,-1.9723291195010055e-07,-0.011466778925399839,0.00803064506067385,0.2856246168649261,0.285624616864926,0.2840862980178528,0
SN_peak_q0,101,1000,8,100,0.7052410132009311,0.03094304397660685,0.23248944433193977,-0.005549462190146813,0.3185746271489998,-0.3241802063649364,2.2021810278020728e-07,5.589680768711966e-05,0.003281490642613829,0.014492208638281712,-0.6371492542979996,0.6483604127298728,-4.4043620556041456e-07,-0.0007133072414691436,0.012767401552801842,0.30525777863807524,0.30525777863807524,0.3088808307976457,0
SN_peak_q0,101,1000,9,100,0.6500222770071818,0.07781212838629091,0.2352437786750227,-0.006824033014445741,1.4658716309461888,-1.4639371496081721,2.382753356864459e-08,-0.008758538179996622,0.031006289756052206,0.027137279424950457,-2.9317432618923776,2.9278742992163442,-4.765506713728918e-08,-0.01504896095861507,-0.009106560635642703,0.30852391867261314,0.3085239186726131,0.31530823852885076,0
SN_peak_q0,101,10000,0,100,0.7114460993970861,0.044854916158296294,0.0417414981692831,0.001110951855118663,4.677523565690085,-4.677860687314122,-2.9707283697648463e-08,0.001448103186435584,0.0037653940861961605,0.004439696748829995,-9.35504713138017,9.355721374628244,5.9414567395296926e-08,0.03948690219135903,-0.020334947522723478,0.31333411574367726,0.31333411574367726,0.31444403993088477,0
SN_peak_q0,101,10000,1,100,0.6414370355642256,0.04369571156304505,0.08547833559819043,0.009897061646712588,4.0318278157271585,-4.023397220376981,2.734115813089929e-07,0.0014661928849521839,0.004594099288991635,-0.012267638234529166,-8.063655631454317,8.046794440753962,-5.468231626179858e-07,0.02271623538913263,0.001695167498772876,0.314406160562655,0.314406160562655,0.31133925100402277,0
SN_peak_q0,101,10000,2,100,0.7403037182441524,0.05187890078699779,0.22342255245440878,0.012197103514028139,5.260856190449664,-5.2493737758421615,2.6053494874696375e-07,0.0007144283715730175,0.006778211206237514,-0.016187139078672714,-10.521712380899327,10.498747551684323,-5.210698974939275e-07,0.00408653327463677,-0.011577651174477132,0.3186834512745919,0.3186834512745919,0.3146366665049237,0
SN_peak_q0,101,10000,3,100,0.6780443886437708,0.039900522268660504,0.1862626280599309,0.0025129510558784558,2.371060531289126,-2.3696643404317124,1.7588163559622222e-07,0.0011165843168263994,0.0030460453637302597,0.00025331188562614944,-4.742121062578252,4.739328680863425,-3.5176327119244443e-07,0.021452119716584023,-0.008986493542635246,0.2898391377120267,0.28983913771202663,0.2899024656834332,0
SN_peak_q0,101,10000,4,100,0.6904289717598158,0.05424132857977759,0.08820806997886167,0.008481851204942407,4.110265777574335,-4.104223829239815,2.2316384738920854e-07,0.00243967970657254,0.004347648433426285,-0.007736694563313379,-8.22053155514867,8.20844765847963,-4.463276947784171e-07,0.014523146524709808,-0.07256933898570934,0.34057520583098233,0.34057520583098233,0.33864103219015396,0
SN_peak_q0,101,10000,5,100,0.7250940131778988,0.03184504575992725,0.18670696130695524,-0.00297138097826213,2.8085326377751563,-2.812012586714525,-9.199285336855164e-08,0.0005086599539606649,0.0024502237566914426,0.009410305621137031,-5.6170652755503125,5.62402517342905,1.8398570673710327e-07,0.0017075697511339603,-0.005085995436852493,0.3067574745812171,0.3067574745812172,0.30911005098650146,0
SN_peak_q0,101,10000,6,100,0.747922582977112,0.03597696081527009,0.2381533148031413,0.012088575490303888,1.7353119108964146,-1.724224596098368,-2.1641399557462305e-07,0.0010014771062525343,0.002122948004782954,-0.020051248763319745,-3.470623821792829,3.448449192196736,4.328279911492461e-07,0.0009273168477537136,0.04001492287928666,0.33449444258748257,0.33449444258748257,0.3294816303966528,0
SN_peak_q0,101,10000,7,100,0.6849392549405913,0.0615314929154341,0.1982502675016205,0.007579437787085312,3.4023150977647076,-3.3965151662078608,3.6411540849328443e-07,0.0017791421148314888,0.00665126420192782,-0.004949327142579824,-6.804630195529415,6.7930303324157215,-7.282308169865689e-07,-0.011466778925399839,0.0090478275768979,0.2856246168649261,0.285624616864926,0.28438728507928107,0
SN_peak_q0,101,10000,8,100,0.7052410132009311,0.03518644562786309,0.21491343283211017,-0.008458961159181044,3.9127242995043683,-3.921657676441068,2.778278079059851e-07,0.0004741379497080036,0.0034804315598630947,0.021346629777641193,-7.825448599008737,7.843315352882136,-5.556556158119702e-07,-0.0007133072414691436,0.011553895392985992,0.30525777863807524,0.30525777863807524,0.31059443608248555,0
SN_peak_q0,101,10000,9,100,0.6500222770071818,0.08922939727488523,0.25341805864416944,-0.005898442538014462,15.73968205060944,-15.735912519311563,-3.412488356818232e-07,-0.009667632587038445,0.037772210588709235,0.030233830490661293,-31.47936410121888,31.471825038623127,6.824976713636464e-07,-0.01504896095861507,-0.01377639000560771,0.30852391867261314,0.3085239186726131,0.3160823762952784,0
SN_valley_q0,21,1,0,100,0.9029275350632914,0.0005875496899524719,-0.1968720513148282,9.976261849228007e-06,0.0005006066023492032,-0.0004906267965799939,-3.5439199811945524e-09,0.0,1.335541417313e-06,-1.8616982281139118e-05,-0.0010012132046984064,0.0009812535931599878,7.087839962389105e-09,0.005619821156695222,-0.0006834636124312078,0.2674516589704721,0.2674516589704721,0.2674470047249018,0
SN_valley_q0,21,1,1,100,0.9016227755677414,0.003809617838083257,-0.03291287236776071,0.0012755927632618286,-0.0003474606327447534,0.0016230568599587766,-3.463952194872774e-09,0.0,6.168951025664691e-05,-0.002489496016267012,0.0006949212654895068,-0.003246113719917553,6.927904389745548e-09,-0.014443577164494705,-0.00345723035682268,0.28163822435613456,0.2816382243561345,0.2810158503520677,0
SN_valley_q0,21,1,2,100,0.8951825009056745,0.003032754357482655,0.004241862660148564,0.0004795255304761556,0.0012807800035766254,-0.0008012516000759311,-2.8730245387707898e-09,0.0,2.6732369836282216e-05,-0.0009323186911160294,-0.0025615600071532507,0.0016025032001518622,5.7460490775415796e-09,0.01701588852620661,-0.005627157752877959,0.254753843552259,0.254753843552259,0.2545207638794799,0
SN_valley_q0,21,1,3,100,0.9036122312413266,0.0026844084077826385,0.00960955591915103,-0.00014089334764359228,-1.1280125958275615e-05,-0.00012961052359939762,-2.6980859188246e-09,0.0,4.341325056171551e-05,0.00032519994584890465,2.256025191655123e-05,0.00025922104719879524,5.3961718376492e-09,-0.016712120302841305,-0.0017631010003970476,0.2882003329611188,0.28820033296111874,0.288281632947581,0
SN_valley_q0,21,1,4,100,0.9389729249702667,0.004012741830969376,-0.1350769613194086,-0.0003342533041672273,0.0006218086597512101,-0.0009560612049080688,-7.5901036896062e-10,0.0,6.91449529814531e-05,0.0007376515613159067,-0.0012436173195024202,0.0019121224098161377,1.51802073792124e-09,-0.03357876477895272,-0.007396807583745959,0.2983185607968751,0.29831856079687513,0.298502973687204,0
SN_valley_q0,21,1,5,100,0.9113084549875254,0.00180353195645242,0.1086016207926483,-0.0003043389801984957,0.000347645072309715,-0.0006519836519498507,-4.0055835982393243e-10,0.0,1.256374916365161e-05,0.0006212417095606634,-0.00069529014461943,0.0013039673038997015,8.011167196478649e-10,-0.015735058120830238,-0.00103802252919451,0.26964580936364774,0.2696458093636477,0.2698011197910379,0
SN_valley_q0,21,1,6,100,0.9341484513283979,6.125784020296319e-07,-0.07559827283791631,-3.1017194561562546e-09,1.5199651151529914e-07,-1.4981372990404635e-07,-5.2845010674089975e-09,0.0,1.8790811441571354e-12,6.205317999441462e-09,-3.039930230305983e-07,2.996274598080927e-07,1.0569002134817995e-08,0.012820142147898823,-0.0003297035261843373,0.29964997763431783,0.2996499776343178,0.2996499791856473,15
SN_valley_q0,21,1,7,100,0.8952245608063979,0.0012450496472069194,0.023883889173142707,-0.00010762910122371177,0.00010449864163131405,-0.0002121303391225699,2.5962675439685383e-09,0.0,6.596361766194727e-06,0.00022185456421361342,-0.0002089972832626281,0.0004242606782451398,-5.192535087937077e-09,0.0015104056983074744,-0.0014469684923367509,0.27370302181231415,0.2737030218123142,0.27375848545336756,1
SN_valley_q0,21,1,8,100,0.8884268496055486,0.0024714526881035857,-0.017584628673276245,0.00024219086035689454,0.0005511686893513038,-0.00030897563922036643,-2.1897740427242654e-09,0.0,2.5998862619419828e-05,-0.0004583828580943741,-0.0011023373787026076,0.0006179512784407329,4.379548085448531e-09,-0.015434212321823062,-0.0014583445075252116,0.2672220469804485,0.2672220469804485,0.2671074512659249,0
SN_valley_q0,21,1,9,100,0.9046528977614736,0.0032557153410313717,0.036216527780397065,-8.519583511270074e-06,0.0014309771311325236,-0.0014395006512609293,3.936617135779409e-09,0.0,4.284245291768695e-05,5.988161994022856e-05,-0.0028619542622650472,0.0028790013025218586,-7.873234271558818e-09,-0.012245363254051353,-0.0018756471072329647,0.25859256952589316,0.2585925695258931,0.25860753993087826,0
SN_valley_q0,21,20,0,100,0.9029275350632914,0.01159731792254316,0.18500920302404716,0.0007667769420114424,0.011091550988727585,-0.010359318963552073,-1.1792462270239467e-08,3.455670929819862e-05,0.0003582959518638418,-0.0011061445135626443,-0.02218310197745517,0.020718637927104145,2.3584924540478933e-08,0.005619821156695222,0.0045822462917814106,0.2674516589704721,0.2674516589704721,0.2671751228420814,0
SN_valley_q0,21,20,1,100,0.9016227755677414,0.013802853683154988,-0.001409411122694274,-0.002186818732356224,0.019911220940903373,-0.021750506223770828,-1.0843287784811972e-08,-0.0003475226062009762,0.0014611195447206133,0.005139711797031106,-0.039822441881806746,0.043501012447541655,2.1686575569623944e-08,-0.014443577164494705,-0.011631298179697692,0.28163822435613456,0.2816382243561345,0.28292315230539233,0
SN_valley_q0,21,20,2,100,0.8951825009056745,0.011745306302356005,0.03605090943308454,0.001406493063661179,0.01746728427978041,-0.015864809006190302,-2.1120055659234342e-08,-0.00019596108987327546,0.00070054556493509,-0.002504362742133826,-0.03493456855956082,0.031729618012380605,4.2240111318468684e-08,0.01701588852620661,-0.007730935924140352,0.254753843552259,0.254753843552259,0.2541277528667255,0
SN_valley_q0,21,20,3,100,0.9036122312413266,0.014420802782692787,0.01356644475087711,-0.004127823953838567,0.01005977010513934,-0.014039436339370288,-7.514633519008363e-09,-0.00014815020497410355,0.0011870965848705924,0.009146444082599525,-0.02011954021027868,0.028078872678740575,1.5029267038016725e-08,-0.016712120302841305,-0.020159054517933872,0.2882003329611188,0.28820033296111874,0.29048694398176866,0
SN_valley_q0,21,20,4,100,0.9389729249702667,0.017169129521421758,0.1147433556467691,-0.0002483733611134632,0.008749166034184429,-0.008859367487199746,3.4630255426342888e-09,-0.00013817537112369128,0.0012626706466210703,0.0014830666266006146,-0.017498332068368858,0.01771873497439949,-6.9260510852685775e-09,-0.03357876477895272,-0.024745198954658206,0.2983185607968751,0.29831856079687513,0.2986893274535252,0
SN_valley_q0,21,20,5,100,0.9113084549875254,0.015332771201786173,-0.028289963517981794,0.0002143494265973006,0.011374999675589931,-0.011168118100295794,-4.27646846256615e-09,7.472127771628728e-06,0.0006526322846640184,0.00023887768701267965,-0.022749999351179863,0.022336236200591587,8.5529369251323e-09,-0.015735058120830238,-0.009301685390799728,0.26964580936364774,0.2696458093636477,0.2697055287854008,0
SN_valley_q0,21,20,6,100,0.9341484513283979,0.01182697816044741,0.06333400708607222,0.0018898217121767662,0.0035068583134049577,-0.0013335091100896103,-6.3140977940112075e-09,-0.00028352117704078786,0.0010063825879565924,-0.0033403031904785125,-0.007013716626809915,0.0026670182201792205,1.2628195588022415e-08,0.012820142147898823,0.00807174146937977,0.29964997763431783,0.2996499776343178,0.2988149018366981,0
SN_valley_q0,21,20,7,100,0.8952245608063979,0.008855118230401672,0.1103624348594617,0.0013753230483120806,0.0034368311874734365,-0.0020074392351419096,-4.81779210408439e-09,-5.406408622734171e-05,0.00032997529847993026,-0.00252879897059892,-0.006873662374946873,0.004014878470283819,9.63558420816878e-09,0.0015104056983074744,-0.002296451049943983,0.27370302181231415,0.2737030218123142,0.27307082206966443,0
SN_valley_q0,21,20,8,100,0.8884268496055486,0.011474920889436326,0.16438596005262723,-0.0004154196134925907,0.013379609954622911,-0.01347263380903976,-1.3485099754639263e-08,-0.00032238227397598585,0.001069124600940776,0.0012551992799739826,-0.026759219909245822,0.02694526761807952,2.6970199509278526e-08,-0.015434212321823062,0.013682973561829506,0.2672220469804485,0.2672220469804485,0.267535846800442,0
SN_valley_q0,21,20,9,100,0.9046528977614736,0.015882126163238728,-0.010629077499698903,0.0025625306527789103,0.017886002050570237,-0.015098836048387718,1.3284080971086938e-10,-0.000224635482244417,0.0012534099934156,-0.004320922276631055,-0.035772004101140474,0.030197672096775437,-2.6568161942173875e-10,-0.012245363254051353,0.005258643208956193,0.25859256952589316,0.2585925695258931,0.2575123389567354,0
SN_valley_q0,21,200,0,100,0.9029275350632914,0.0313423357974443,0.146598148688477,0.00559676927218844,0.08607572893673256,-0.0795197209471348,1.18615911239438e-08,-0.0009592505790004598,0.004229367759512068,-0.00888267194286573,-0.1721514578734651,0.1590394418942696,-2.37231822478876e-08,0.005619821156695222,0.008024136441258765,0.2674516589704721,0.2674516589704721,0.2652309909847556,0
SN_valley_q0,21,200,1,100,0.9016227755677414,0.035869332772438894,0.1123152105819889,-0.003675816800399222,0.17451390273109138,-0.17640575710547718,3.087823616294129e-09,-0.0017839655138369485,0.007200522112768469,0.010984224685893022,-0.34902780546218276,0.35281151421095436,-6.175647232588258e-09,-0.014443577164494705,0.012605974469335883,0.28163822435613456,0.2816382243561345,0.2843842805276077,0
