arm,iv,window,actual_mean,actual_down_share,actual_W,actual_b,actual_star,pos_mean,pos_down_share,pos_W,pos_b,pos_star,neg_mean,neg_down_share,neg_W,neg_b,neg_star,l2_mean,l2_down_share,l2_W,l2_b,l2_star,pre_mean,pre_down_share,pre_W,pre_b,pre_star,current_mean,current_down_share,current_W,current_b,current_star,current_l2_mean,current_l2_down_share,current_l2_W,current_l2_b,current_l2_star,history_mean,history_down_share,history_W,history_b,history_star,current_pos_mean,current_pos_down_share,current_pos_W,current_pos_b,current_pos_star,current_neg_mean,current_neg_down_share,current_neg_W,current_neg_b,current_neg_star,sgd_CE_mean,sgd_CE_down_share,sgd_CE_W,sgd_CE_b,sgd_CE_star,sgd_L2_mean,sgd_L2_down_share,sgd_L2_W,sgd_L2_b,sgd_L2_star,down_mass,alignment,actual_down_W_share,actual_down_b_share,positive_local,positive_upstream,positive_gate,positive_actual,positive_current,positive_own,positive_others,positive_localup_fraction,positive_actualdown_fraction,positive_up_actualdown_fraction,negative_local,negative_upstream,negative_gate,negative_actual,negative_current,negative_own,negative_others,negative_localup_fraction,negative_actualdown_fraction,negative_up_actualdown_fraction,positive_fraction,fixed_positive_actual,fixed_positive_pos,fixed_positive_neg,fixed_positive_l2,fixed_positive_pre,fixed_positive_rounding,fixed_negative_actual,fixed_negative_pos,fixed_negative_neg,fixed_negative_l2,fixed_negative_pre,fixed_negative_rounding
SNA,l2,1-1,-0.008486572625206622,1.0,-0.008421079119549335,-6.549350565728673e-05,-0.0031007109221885135,-0.010427424548669387,0.7850728866077479,-0.010351853292006729,-7.557125666265821e-05,-0.0037855445630323842,0.002055902450839532,0.18918792064335793,0.002041260781733006,1.4641669106526115e-05,0.0007692576160216508,1.543204508702338e-05,-0.00034624341805467084,1.5815360773721024e-05,-3.503580402923295e-07,1.494013261524987e-05,-1.3733269499677176e-05,0.024237871502344743,-9.431400508819258e-06,-4.1805681033924976e-06,-3.0161763422088585e-05,-0.008371522086841594,0.9761083159864695,-0.008310592498641536,-6.092958820005973e-05,-0.0030162869443661894,1.543204508702338e-05,-0.00034624341805467084,1.5815360773721024e-05,-3.503580402923295e-07,1.494013261524987e-05,-1.3733269499677182e-05,0.024237871502344743,-9.431400508819269e-06,-4.1805681033924976e-06,-3.016176342208856e-05,-0.010427424548669387,0.7850728866077479,-0.010351853292006729,-7.557125666265821e-05,-0.0037855445630323842,0.002055902450839532,0.18918792064335793,0.002041260781733006,1.4641669106526115e-05,0.0007692576160216508,-0.0004412150492376034,0.04847381376100669,-0.00042996319878931655,-1.1251850448286861e-05,-0.0001619315773337063,3.3484892216165477e-07,-4.439580258005194e-06,3.9065471200980913e-07,-6.385652503708528e-08,3.1535002370785183e-07,0.020837406438321014,-0.005385861703018109,0.9926919966707777,0.007308003329222279,-0.0363434914402751,-0.02105285539040328,1.4385365113587487,-0.019019817968325078,-0.019010142998094167,-0.0036530071192225643,-0.015357135878871605,0.4435114272912422,0.6028847860908392,0.37850020726270295,0.0061040401271838995,0.015356159583472603,0.48567196445808153,-0.001786079137993642,-0.001643761449302897,0.0005204196708322648,-0.002164181120135162,0.521234542456956,0.49146923720242536,0.34446410025449425,0.381,-0.01749824850257694,-0.01868640854302702,0.0012334792422908354,-5.818615903550229e-06,-3.965427603358242e-05,-9.837810780778204e-10,-0.0024352091638288565,-0.004795879278197885,0.002515391191928719,2.9025514822811966e-05,9.728957712646066e-05,2.4981481060616066e-11
SNA,l2,1-20,-0.19632724782964978,1.0,-0.19508665400468717,-0.001240593824962616,-0.06789109667342251,-0.25899261617565356,0.839655584155798,-0.25730134182587244,-0.0016912743497810624,-0.09542260839425738,0.06042268118181243,0.16106162068492028,0.05989413013870437,0.0005128815091913905,0.02447707445627646,0.0023405229535643193,-0.0027954771042826257,0.0023758581590836427,-4.0790376162522335e-05,0.001982979008519834,-0.00014266169100280116,0.0020586027190649283,-0.0001055812445783886,-3.708044642441266e-05,-0.00027277332370390355,-0.0218457345092969,0.19791119170637633,-0.021719611432107495,-0.00011605924331848695,-0.007161019758818263,0.00041413405740870873,-0.0005544507986156494,0.0004199497913140363,-6.7332481640402205e-06,0.000336973885096874,-0.1741493591842866,0.8026288508061658,-0.1730315577107398,-0.0011178014735468114,-0.06106704883004843,-0.02995307768060067,0.15215910240960523,-0.02978198840472539,-0.00017108927587527822,-0.010613141101645613,0.008151285023802001,0.04575208928128358,0.008093124525506059,5.741312701457918e-05,0.0034521213459111507,-0.0014115664923628247,0.01083271431035642,-0.001383041533127067,-2.762909589778792e-05,-0.00047505169077504355,1.0937909799919157e-05,-1.4769643326892175e-05,1.2022225525610481e-05,-1.2459121675121826e-06,7.745517229109809e-06,0.5033579381312994,-0.12467149647718598,0.9926144045421742,0.007385595457825828,-0.006119947759818281,-0.003587310598057298,1.4795996398310343,0.00019779615727983057,-0.005375032514862406,-0.0006548509353669514,-0.004720181579495454,0.5111448640859455,0.48609657535030476,0.3345445440228783,0.0008676592119147275,0.0024966593917761432,0.4224346205426192,-0.014194725561147967,0.0010203017199789802,0.00010818007570241554,0.0009232800191357564,0.48130618796434305,0.6187671873666356,0.5318492034419927,0.3210109375,-0.3757131721788676,-0.41800931733237057,0.04632063015681302,0.0003769475463305557,-0.0004101620177328496,3.681848453560417e-08,-0.06418607433518832,-0.1331171526746397,0.06616688705431924,0.0035509925424180378,0.0007459292478566867,5.074105163700568e-09
SNA,l2,11-20,-0.07342103723392987,1.0,-0.07311488715796353,-0.0003061500759663432,-0.024942370130654836,-0.08920422492685581,0.8445106717131713,-0.0887900538470132,-0.0004141710798426018,-0.032142519483342916,0.0128664763431369,0.15921043973626497,0.012747484996459382,0.00011899134667751989,0.006068524852914427,0.0016509901842007998,-0.005006644957879788,0.0016739469809259433,-2.6599359547241983e-05,0.0013438023223866012,-3.8407533487399636e-05,0.0010196644950521874,-2.91636823051664e-05,-9.243851182233146e-06,-7.126741525570782e-05,0.0016000825985039622,0.1277569643170361,0.0015539555652647737,4.612703323918845e-05,0.000969660399449423,0.0002301814230172053,-0.0007925895236880938,0.0002334935809394431,-3.3121579222378196e-06,0.00017938824042203522,-0.07258125998876522,0.8730598531826044,-0.07224767460395243,-0.0003335853848127814,-0.025201414018244196,0.0017497091971910468,0.09145032080865943,0.001696622986671617,5.308621051942964e-05,0.0008844806008461988,-0.0006587986765686616,0.039138714488702195,-0.0006463125392477115,-1.2486137320949635e-05,1.2781151508131313e-05,-3.162921285065506e-05,0.007512599798913061,-3.9174320944118634e-05,6.312850074147718e-06,2.2649216600892576e-05,6.695394112814618e-06,-2.4847412978565524e-05,7.22890343851012e-06,-6.161757732594197e-07,4.2884547070244935e-06,0.20148358151233986,-0.048478667103275044,0.9931395162174305,0.006860483782569508,0.0037001313281483663,0.0021010532450121766,1.5085175022775574,0.005600852698590702,-0.002606717449062372,0.00014445415283817804,-0.00275117160190055,0.539835999007799,0.4516126455927507,0.3155286835138453,-0.000681929198320073,-0.001405030106041075,0.4013998740922948,-0.013066379786226207,0.0013833012639584883,8.087359337516932e-06,0.0013735381083895416,0.466350233571218,0.6391524925363091,0.5648404721665138,0.30470625,-0.1041748889511556,-0.1276520271728424,0.02101807339161072,0.00045235429144198803,-0.00011417547687507819,3.3211126016285425e-08,-0.05526468255521631,-0.0645812600517279,0.0065836240236290325,0.00235932644519067,0.00016879884290480773,4.54645323452328e-09
SNA,l2,2-5,-0.04164074093495513,1.0,-0.041297069028564906,-0.00034367190639022734,-0.01412877366190447,-0.06534993719796042,0.8074438320373106,-0.0648467252805073,-0.0005032119174531148,-0.023868475451289027,0.022332510511474824,0.1903743253071712,0.022163212500001216,0.00016061228812749802,0.008592105662172602,0.00019397556304668307,-0.0007369524071345111,0.00019858138510954874,-4.205737826554034e-06,0.0001840660012952604,-4.7551106143146545e-05,0.0029187700605585115,-3.422905741132765e-05,-1.3060044731225551e-05,-9.493734599567418e-05,-0.0084036548620263,0.26078245671334177,-0.00833323590401123,-7.041895801506825e-05,-0.0030826643285749777,6.611617539573108e-05,-0.00028371312081401157,6.763005016084888e-05,-1.381022908797629e-06,6.14335431522225e-05,-0.03461356856706862,0.7395341041743871,-0.03434090298653381,-0.0002726655805348121,-0.012275212620651363,-0.014242460718166497,0.20731068541054237,-0.014127154975974544,-0.00011530574219195322,-0.0052055461094297015,0.005838805873142469,0.05408562369899204,0.005793919089376204,4.488678376626325e-05,0.002122881786866995,-0.000587752317099348,0.013499569091589711,-0.0005721066557504817,-1.564566134886627e-05,-0.00021789498413324798,1.4723632061190952e-06,-5.11416653611198e-06,1.7217214114215889e-06,-2.535413953962937e-07,1.3063906790170165e-06,0.12821382044648647,-0.027511967273050657,0.9924119184496846,0.00758808155031542,-0.018720292759394238,-0.010926191053622612,1.4307505590926959,-0.008207428797490469,-0.00695882047607724,-0.0014634890960251521,-0.005495331380052088,0.47221355521273345,0.5375041758644683,0.38000032208800316,0.003832865602664991,0.00935252587652248,0.4699903728399114,-0.011812465490770653,0.000325037087224364,0.0003287897904290786,-3.7527032047144433e-06,0.5064207629289057,0.5604288475514833,0.4571112644872354,0.3576875,-0.11302876244224327,-0.12056810115802967,0.008999120342836314,-4.689107735133457e-05,-0.00013744223993570319,-2.5257333575818593e-09,0.00030648141479143324,-0.029810067369805664,0.029153079251823782,0.00034899157040592003,0.0002838177671815041,2.4095088357265383e-10
SNA,l2,6-10,-0.05903176125126928,1.0,-0.05860325240748652,-0.00042850884378276536,-0.022251463427936442,-0.08536711660493171,0.8722964204159014,-0.08473665596750203,-0.0006304606374296652,-0.03218565620654949,0.02429129135363375,0.12900023324154625,0.024081340871700017,0.00020995048193373148,0.009550111449709896,0.0004889411700543265,-0.0020476090075227907,0.0004995069921600555,-9.63492074843399e-06,0.000442082332267516,-4.296978187257805e-05,0.00010879251022925008,-3.2757104353075583e-05,-1.0212677519502547e-05,-7.64067990304326e-05,-0.006235259686238994,0.1245368085654575,-0.006217236081136074,-1.8023605102920116e-05,-0.002193846897304879,9.66327787681703e-05,-0.00048727536153399904,9.810016922198034e-05,-1.6897092927124419e-06,8.187103241469867e-05,-0.056184861615456286,0.8759504360651771,-0.05576379436480394,-0.0004210672506523332,-0.021183567157086088,-0.006161805312064115,0.09719843814562665,-0.006128855225664231,-2.5109174272728084e-05,-0.002227286319217599,0.0007680565147630264,0.027319471847100874,0.0007609709458731757,7.085568889850886e-06,0.0003548466051168668,-0.0004735638436903141,0.0074773180142581105,-0.00046437460700250114,-6.259316682886492e-06,-0.00016520923457054223,2.4353035588237906e-06,-1.1801427885363244e-05,2.708214479797739e-06,-3.1233847381938396e-07,1.835321819360447e-06,0.14557857342485858,-0.03678029782333284,0.9919184475977211,0.008081552402278857,-0.004637705516123957,-0.002325699223341458,1.4731859987007057,0.005248253723708675,-0.005519061782405724,-0.0005268307902068626,-0.0049922309921988615,0.5026218015806668,0.47194174869263206,0.3193453079983964,0.0004253421056720469,0.0029193520917471876,0.4176107872355649,-0.019554173443304367,0.001419559603409995,4.528889560038188e-05,0.001362805507186245,0.48520323478952304,0.6484016352098868,0.5720544287401366,0.323175,-0.1509377608211303,-0.1618766229490735,0.015739647979592167,-1.1649787163159024e-05,-0.00011889002488848523,7.422483866490573e-09,-0.004707587384845479,-0.03477836595428945,0.02971433000934038,0.0008104369200740208,0.00019602306064391375,3.9607510146583185e-10
SNA,none,1-1,-0.002756468852901571,1.0,-0.0027311916785689844,-2.527717433258658e-05,-0.000978396788094496,-0.008378970759919212,0.7255560654879044,-0.00831721058827965,-5.8130130888554085e-05,-0.0031615878324840543,0.004731294405396475,0.24454080006722978,0.004697730764706092,3.356364069038376e-05,0.0018606940632648016,0.0,0.0,0.0,0.0,0.0,5.899130460357147e-05,0.029903079519315097,6.27098617042041e-05,-3.718557100632728e-06,3.8015156585131784e-05,-0.0028154600206912695,0.9700968653218549,-0.00279390143329718,-2.1558587394089755e-05,-0.0010164119564629649,0.0,0.0,0.0,0.0,0.0,5.899130460357147e-05,0.029903079519315097,6.270986170420411e-05,-3.718557100632728e-06,3.8015156585131764e-05,-0.008378970759919212,0.7255560654879044,-0.00831721058827965,-5.8130130888554085e-05,-0.0031615878324840543,0.004731294405396475,0.24454080006722978,0.004697730764706092,3.356364069038376e-05,0.0018606940632648016,-0.00020148438881538105,0.048368702324437185,-0.0001968043203205417,-4.680068494839361e-06,-7.237614701868794e-05,0.0,0.0,0.0,0.0,0.0,0.01999177231207522,-0.001778072064807075,0.9924250937849021,0.007574906215098017,-0.044128255823458036,-0.024858404596944696,1.522899676227948,-0.0192140721502247,-0.019221350105865113,-0.00452565109502455,-0.014695699010840566,0.45407691636551295,0.5826029583102469,0.32904173746656973,0.007923475025835295,0.018695644289911485,0.4258402289992625,0.003093652062818663,0.002963265505630254,0.0010285467674445697,0.0018483637000358422,0.5306191978245263,0.46455065736098505,0.3395506048340519,0.26425,-0.016421089919701704,-0.018267156222710433,0.0014598733683229088,0.0,2.97834004087082e-05,-1.182883785638377e-09,0.0020708558182825744,-0.00464085646678702,0.005905065194123603,0.0,0.00012946910978289388,2.684766557838908e-10
SNA,none,1-20,-0.12365293783613134,1.0,-0.12295602586323484,-0.0006969119728964869,-0.044679835170367485,-0.31004305734927723,0.8510041497952185,-0.3080279675226274,-0.002148279643874513,-0.1180442977431267,0.19643283996428368,0.14646925386473536,0.19486919318697293,0.0015057512585712077,0.0752358207639157,0.0,0.0,0.0,0.0,0.0,0.0005062541640869718,0.0025266090868341453,0.000539028636756178,-3.277447266920627e-05,0.0003283201254303209,-0.018208392433486258,0.19343769086530782,-0.01813115478461797,-9.718007561334465e-05,-0.006608694971815496,0.0,0.0,0.0,0.0,0.0,-0.10573178873653448,0.8065622796031315,-0.10513205708953106,-0.0005997316470034316,-0.03804934347638077,-0.04509548005573526,0.14889092475056442,-0.04481664971138777,-0.0002788303443474904,-0.016962907830595564,0.02688708763433344,0.045963068070616675,0.026685494939936216,0.00019255327457377803,0.0103324199272317,-0.0013492712779601952,0.010525495725877772,-0.0013285161227329242,-2.5211147183483266e-05,-0.0004793220641087125,0.0,0.0,0.0,0.0,0.0,0.5444677805296511,-0.07909422651457747,0.9924428852624765,0.007557114737523585,-0.01144760665834169,-0.006389222054583299,1.520057108698017,-0.004444434414173979,-0.00544184008812155,-0.0012944660156104242,-0.004147374072511126,0.5054540556272361,0.5124948134004947,0.3657969969166052,0.0023307912807506584,0.005037257120302093,0.40960380984728684,-0.00651146105250284,0.0005026818098305599,0.00028770898560172026,0.00020158976236719852,0.5043372805639167,0.5400790404013401,0.46830255620454836,0.24835625,-0.44673941940668077,-0.5631271210862108,0.11299179825392307,0.0,0.00017995841214329104,3.750625979485344e-08,-0.0036782048680750537,-0.22038184219644102,0.2277447870740311,0.0,0.0010994758866090756,-4.841847903130367e-09
SNA,none,11-20,-0.08442430629722304,1.0,-0.08397903409610381,-0.0004463486694148742,-0.031082735118678272,-0.15748796459779366,0.8977193717601507,-0.15637698230195105,-0.0011104877744362448,-0.06028671822772833,0.08503753334735506,0.10119527811599138,0.0843620489516501,0.0006561475579989972,0.0335330913904248,0.0,0.0,0.0,0.0,0.0,0.00012526447927906363,0.0005968982146379009,0.00013378014987106227,-8.515670591998574e-06,8.272998845519877e-05,-0.006705758926449479,0.12857409528432956,-0.006682409993891587,-4.901768649475327e-05,-0.002470828583028386,0.0,0.0,0.0,0.0,0.0,-0.07472232285224296,0.8714258733987418,-0.07437301196058921,-0.00041433265703892636,-0.02738727842916606,-0.01048867993987061,0.09471836801251532,-0.010415269700161964,-7.34102397086441e-05,-0.003783082127585166,0.0026280752321057492,0.03718172958355055,0.0026147585248744313,1.3316707231317881e-05,0.0012503707495656988,-0.0004102304763170175,0.00720014242079024,-0.0004014271791227363,-8.803297194281183e-06,-0.00014048702530535388,0.0,0.0,0.0,0.0,0.0,0.2444691677071321,-0.05334157117854477,0.9926979548670676,0.007302045132932447,-0.005729963863304993,-0.0033839481885824334,1.5219509105035007,-0.0003186611611811471,-0.0031847814028209396,-0.0005939836647468905,-0.002590797738074049,0.5281113780868062,0.497554306596645,0.3692882249018949,0.00038248623603390577,0.0001443101472856784,0.405877391416903,-0.010504763970423768,-0.00011951598430980529,7.57801809173425e-05,-0.00015567662936992542,0.4905055228428772,0.5840204387410014,0.5192748616796964,0.24005,-0.17949252643186153,-0.24243471439493489,0.06015419284390626,0.0,4.319415495925744e-05,3.150052827497984e-08,-0.0487154205093019,-0.12854800771249988,0.09222004289935329,0.0,0.00027805742434834223,-4.375261574660138e-09
SNA,none,2-5,-0.019209594660211445,1.0,-0.019045721228894984,-0.00014578649298346136,-0.006885494851554487,-0.06118858782937665,0.775388376137513,-0.06074456312422629,-0.0004440247051503609,-0.023393055694403395,0.04664191458745807,0.22564725681270437,0.046307217052439044,0.0003346975350190208,0.01848733174018944,0.0,0.0,0.0,0.0,0.0,0.00018193523496298715,0.004737051298245647,0.00019346237662500396,-1.152714166201672e-05,0.00011716351854352517,-0.0006732063126247007,0.27984438662426875,-0.0006655617802296569,-7.644532395042975e-06,-0.00032112567862086275,0.0,0.0,0.0,0.0,0.0,-0.014332407369446045,0.7201555759610889,-0.014205240447701759,-0.0001271669217442853,-0.0051128723664390936,-0.014460729154154871,0.2141857524273192,-0.014354541264185925,-0.00010618788996894857,-0.005566753696803769,0.012903958850845268,0.06565863420396151,0.012805011083088697,9.854335845188961e-05,0.0048738562357469655,-0.00024014697387252188,0.014984626444818173,-0.00023439438757320844,-5.7525862993134074e-06,-8.67572555496798e-05,0.0,0.0,0.0,0.0,0.0,0.1340459887619946,-0.01232409980865696,0.9922752078199952,0.007724792180004793,-0.022081345243893664,-0.012052181948865736,1.5174177728567133,-0.016514937173330125,-0.006647722148816218,-0.0021189134850208564,-0.004528808663795362,0.4760377084468971,0.550078098635487,0.38279709283642094,0.005837268367912907,0.012985712541075866,0.41684223054242747,0.0002184752488744235,0.002005735608234543,0.0006768737213062446,0.0013288618869282984,0.5276754329357443,0.477467194099688,0.39085510345733016,0.25992187499999997,-0.1172864553467301,-0.13376618098334406,0.01884622969889358,0.0,6.46100922109339e-05,-8.468599402240727e-10,0.016571280048749717,-0.03369061497855723,0.05625589736036253,0.0,0.0003909283508386239,1.0912512345393352e-09
SNA,none,6-10,-0.02797817688603076,1.0,-0.027808571615187738,-0.00016960527084302154,-0.009815438491980223,-0.09007965952403771,0.8740940667976531,-0.08941647968186661,-0.0006631798421711103,-0.034745196309605826,0.06292563478843982,0.12799037028119392,0.06244730016559008,0.00048020430857394013,0.025053984376904197,0.0,0.0,0.0,0.0,0.0,0.00014006314524134944,-8.968800110872554e-05,0.00014907624855590762,-9.013103314558231e-06,9.04114618464651e-05,-0.00465304628081542,0.11834806641028309,-0.004629093264318962,-2.3953016496458556e-05,-0.0018028743836137069,0.0,0.0,0.0,0.0,0.0,-0.019861792361680584,0.881651906299511,-0.019740104168165726,-0.00012168819351486061,-0.006856099637824423,-0.01053635953909626,0.10354622212784921,-0.010468288810842344,-6.80707282539154e-05,-0.00413212863352558,0.005883313243733632,0.01480184433295709,0.005839195531296104,4.411771243752862e-05,0.002329254245529955,-0.00033675860324469556,0.0066069843172924,-0.00033081506617336197,-5.943537071333593e-06,-0.00012840228038960025,0.0,0.0,0.0,0.0,0.0,0.15069169468374927,-0.018162738394050533,0.9919479157012843,0.008052084298715753,-0.011489029295730419,-0.0068000008752290165,1.516903736620184,-0.0009926119613438012,-0.004855254568347008,-0.0013269202747688397,-0.0035283342935781676,0.49807263435425864,0.5007133730714332,0.353486950103697,0.0021100324301563745,0.005073564748610754,0.40657923612994534,-0.00670493394195813,0.00027981312117518513,0.00025295161957980414,2.6861501595381013e-05,0.5052307175710209,0.528229949915555,0.461312660595977,0.25253749999999997,-0.14627701678112062,-0.18141509097640557,0.03421437057632111,0.0,4.237076456439246e-05,7.83211473256874e-09,0.015705989055654467,-0.0562074310785539,0.07261793784531242,0.0,0.00030102100163921584,-1.023494497392356e-09
