geometry,optimizer,window,metric,n_seed,n_valid,seed_median,ci95_low,ci95_high
avg16,adam,early,R,5,5,49.51538327507244,49.39458204179796,50.375119232303504
avg16,adam,early,d_eff,5,5,28.0141399555975,27.73879576970416,28.19415706520799
avg16,adam,early,c,5,5,-0.2881399991361861,-0.2937326600820396,-0.2724080891663892
avg16,adam,early,rho,5,5,0.5574876645067047,0.5525178603601038,0.571247200158062
avg16,adam,early,train_acc,5,5,0.9066666960716248,0.904583364725113,0.9241666793823242
avg16,adam,early,top10_Q_fraction,5,5,0.7449248552921034,0.7373576298561224,0.7504861835009433
avg16,adam,late,R,5,5,60.96562809050205,60.8035785998122,61.85792845220958
avg16,adam,late,d_eff,5,5,31.798850584426255,31.317641683557873,32.431526560402276
avg16,adam,late,c,5,5,-0.24899780907432834,-0.257561347893716,-0.24501337691060915
avg16,adam,late,rho,5,5,0.5200677794668518,0.5180246095382226,0.5311476471147615
avg16,adam,late,train_acc,5,5,0.8983333706855774,0.8966667056083679,0.9141666889190674
avg16,adam,late,top10_Q_fraction,5,5,0.7551633647955864,0.7498285167229718,0.7674047002126043
avg16,sgd,early,R,5,5,25.22292415426015,24.441290176574988,27.00484449521468
avg16,sgd,early,d_eff,5,5,8.441245390906543,8.215858969154514,8.574448879722429
avg16,sgd,early,c,5,5,-0.10267668400807752,-0.12297502823964979,-0.0955351504042336
avg16,sgd,early,rho,5,5,0.32863918289414923,0.3097398326322113,0.34242523987810225
avg16,sgd,early,train_acc,5,5,0.5058333277702332,0.47833335399627686,0.5429166853427887
avg16,sgd,early,top10_Q_fraction,5,5,0.8024661556444629,0.7950483104923999,0.8103027266722987
avg16,sgd,late,R,5,5,26.99730818205635,26.80124350397743,27.67594964176751
avg16,sgd,late,d_eff,5,5,8.134660207083213,7.925508075193718,8.424102651620137
avg16,sgd,late,c,5,5,-0.1382463439628534,-0.15740668646682165,-0.1314286593657799
avg16,sgd,late,rho,5,5,0.30204214241870997,0.2958288974895929,0.30906647327171966
avg16,sgd,late,train_acc,5,5,0.4737500101327896,0.46625000238418574,0.4816666841506958
avg16,sgd,late,top10_Q_fraction,5,5,0.8051168285454959,0.7923385009011497,0.817890686613995
dup64,adam,early,R,5,5,522.8837016034244,519.104217305945,528.4953309872274
dup64,adam,early,d_eff,5,5,330.47557938995953,328.11570057271626,338.8326129259925
dup64,adam,early,c,5,5,-0.29972806288782583,-0.30876189688775085,-0.29111289844612787
dup64,adam,early,rho,5,5,0.6347207132527846,0.6261313967942328,0.6451345662563476
dup64,adam,early,train_acc,5,5,0.9775000214576722,0.9087500274181366,0.9979166686534882
dup64,adam,early,top10_Q_fraction,5,5,0.7001730419216796,0.6979690459223924,0.7099134190498916
dup64,adam,late,R,5,5,674.9531367182597,674.0015004013633,684.8691415321789
dup64,adam,late,d_eff,5,5,377.65115406914015,374.2613248828155,386.4018297586631
dup64,adam,late,c,5,5,-0.2725090301607522,-0.2743317091449799,-0.26862017607767985
dup64,adam,late,rho,5,5,0.5575711307544792,0.553387799569778,0.567125957526941
dup64,adam,late,train_acc,5,5,0.995416671037674,0.9945833384990692,0.9975000023841858
dup64,adam,late,top10_Q_fraction,5,5,0.7183040906055965,0.704647232852087,0.737388008673068
dup64,sgd,early,R,5,5,66.21752872222302,64.5373164229452,67.30562347114339
dup64,sgd,early,d_eff,5,5,32.031563051099006,31.907851716705615,33.07216236742407
dup64,sgd,early,c,5,5,-0.24107019455074824,-0.25395066628842444,-0.22801077369082262
dup64,sgd,early,rho,5,5,0.49547599476485327,0.48053957071303505,0.4995836846071253
dup64,sgd,early,train_acc,5,5,0.9054166972637177,0.9020833671092987,0.9220833480358124
dup64,sgd,early,top10_Q_fraction,5,5,0.7262643692761279,0.7226317745870565,0.7347568310379329
dup64,sgd,late,R,5,5,72.48085062896948,71.73417730198722,73.77991244305703
dup64,sgd,late,d_eff,5,5,32.25883307599507,31.965439100165952,33.85259185394681
dup64,sgd,late,c,5,5,-0.21953170237901545,-0.22844287897219995,-0.20931383039268697
dup64,sgd,late,rho,5,5,0.444713052397389,0.43254088369174176,0.45654699770212004
dup64,sgd,late,train_acc,5,5,0.8725000023841858,0.8537500202655792,0.893333375453949
dup64,sgd,late,top10_Q_fraction,5,5,0.7381473043889655,0.7343672620226602,0.7493763198072058
dup64_half,adam,early,R,5,5,273.5694826175426,269.2911076115357,280.6445428865634
dup64_half,adam,early,d_eff,5,5,174.48715399532944,170.43762776842823,176.53396310047435
dup64_half,adam,early,c,5,5,-0.2957269504107012,-0.2991209371982427,-0.29214262644599553
dup64_half,adam,early,rho,5,5,0.6323960361092578,0.6245357825260277,0.640176773967681
dup64_half,adam,early,train_acc,5,5,0.9879166781902313,0.9870833456516266,0.9983333349227904
dup64_half,adam,early,top10_Q_fraction,5,5,0.7184420492811884,0.7118533763752426,0.7264870638488989
dup64_half,adam,late,R,5,5,350.0050523270727,346.3021199701294,357.1787223876968
dup64_half,adam,late,d_eff,5,5,193.48002474769237,192.88898095817186,199.32349683121424
dup64_half,adam,late,c,5,5,-0.27289548409013764,-0.27506197567286694,-0.2592742001810086
dup64_half,adam,late,rho,5,5,0.5560996933700345,0.5490011011176247,0.5637219092899572
dup64_half,adam,late,train_acc,5,5,0.9929166734218597,0.9854166805744172,0.9975000023841858
dup64_half,adam,late,top10_Q_fraction,5,5,0.7120989185648061,0.7097867319017375,0.73235055423276
dup64_half,sgd,early,R,5,5,39.68335234400434,38.614621443393375,40.12134051784015
dup64_half,sgd,early,d_eff,5,5,16.43776339698403,15.807907611458761,17.11199332886909
dup64_half,sgd,early,c,5,5,-0.18550294971377201,-0.19817961893963612,-0.1729359330901677
dup64_half,sgd,early,rho,5,5,0.4146945857997065,0.4010777510010725,0.4312204877260466
dup64_half,sgd,early,train_acc,5,5,0.8004166781902313,0.7929166853427887,0.8125
dup64_half,sgd,early,top10_Q_fraction,5,5,0.7358831350116976,0.7221666609538295,0.7626395032697537
dup64_half,sgd,late,R,5,5,41.78370365204253,40.83189678037057,41.87634198049473
dup64_half,sgd,late,d_eff,5,5,16.11157187171394,15.797301660010708,16.441641785424167
dup64_half,sgd,late,c,5,5,-0.19024060655005703,-0.20994460166966267,-0.1817289569607471
dup64_half,sgd,late,rho,5,5,0.38716225347413535,0.3840025885846591,0.39313027345374707
dup64_half,sgd,late,train_acc,5,5,0.7391666769981384,0.7283333539962769,0.7487500011920929
dup64_half,sgd,late,top10_Q_fraction,5,5,0.7460669429550308,0.7345994249755814,0.7511977601575323
gray32,adam,early,R,5,5,56.69192204835076,56.09960536112108,58.179445530652245
gray32,adam,early,d_eff,5,5,32.80207260809004,32.618471767783824,33.79645867495289
gray32,adam,early,c,5,5,-0.2850946157038492,-0.2884784431378291,-0.27870812304252107
gray32,adam,early,rho,5,5,0.5769912407475382,0.5698135411166039,0.5807643105496958
gray32,adam,early,train_acc,5,5,0.9583333730697632,0.9487500190734863,0.9612500369548798
gray32,adam,early,top10_Q_fraction,5,5,0.7324800060107062,0.7311139383731791,0.7514037287819934
gray32,adam,late,R,5,5,68.23161748211218,67.77835724448357,69.49917246374383
gray32,adam,late,d_eff,5,5,36.77430141834293,36.001123335499436,36.99112370761023
