source,arm,iv,seed,step,n_boundaries,recovery,leftover,returned_fraction,D_only_star_per_boundary_per_network_unit,D_only_star_negative_per_boundary_per_network_unit,N_only_star_per_boundary_per_network_unit,N_only_star_negative_per_boundary_per_network_unit,both_star_per_boundary_per_network_unit,both_star_negative_per_boundary_per_network_unit,rest_star_per_boundary_per_network_unit,rest_star_negative_per_boundary_per_network_unit,star_all_per_boundary,CE_before,CE_after,CE_improvement,acc_before,acc_after,credit_D_only,credit_N_only,credit_both,credit_rest,credit_downstream,credit_D_total,signature_count,signature_fraction
original_CUDA,SNA,none,0,300,19,0.3149051901541258,0.9120125801939714,0.05473684210526316,,,,,,,,,,,,,,,,,,,,,,
original_CUDA,SNA,none,0,625,19,0.3609750388484252,0.8545423150062561,0.05052631578947369,0.06082479502025403,-0.017547901006121386,-0.058867963787756473,-0.07561391930831106,-0.003040945326027117,-0.0036394892083971126,0.0015801601974587698,-0.09248140535856547,0.0004960455141707299,,,,,,,,,,,,,
original_CUDA,SNA,none,1,300,19,0.32129804711592824,0.8888254887179324,0.042105263157894736,,,,,,,,,,,,,,,,,,,,,,
original_CUDA,SNA,none,1,625,19,0.4052766341912119,0.8218586256629542,0.08,0.06522597714474325,-0.016948106759472895,-0.055646133046401175,-0.07185362564890008,-0.0010797490728528876,-0.0027171515477331064,-0.016149708581598185,-0.10849342597158333,-0.0076496150271084746,,,,,,,,,,,,,
original_CUDA,SNA,none,2,300,19,0.32956032356933546,0.8992210438376979,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,
original_CUDA,SNA,none,2,625,19,0.3536227839557748,0.8913031440032156,0.07157894736842108,0.05974620342254639,-0.02321299317635988,-0.05196990584072314,-0.06883235354172555,-0.00232465596575486,-0.0036201257611575876,-0.013623879332291455,-0.10657334327697754,-0.008172238135318222,,,,,,,,,,,,,
original_CUDA,SNA,l2,0,300,19,0.2708197674272876,1.2370169664684094,0.048421052631578955,,,,,,,,,,,,,,,,,,,,,,
original_CUDA,SNA,l2,0,625,19,0.3569744645961021,1.1441005311514203,0.061052631578947365,0.005747761820491991,-0.012553002928432665,0.0009049758079804867,-0.014220023555190937,-0.0007114656387191071,-0.004038057037090001,-0.0014261222905234286,-0.04736260853315655,0.00451514914349996,,,,,,,,,,,,,
original_CUDA,SNA,l2,1,300,19,0.30659184943100337,1.2054552404504073,0.07157894736842108,,,,,,,,,,,,,,,,,,,,,,
original_CUDA,SNA,l2,1,625,19,0.4325630451111417,1.088326937273929,0.05263157894736842,0.006801333121563259,-0.011287180004935516,-0.004632112705393841,-0.01656472428848869,-0.0021249889268686894,-0.005086856174625848,0.003736503445788433,-0.04183512587296336,0.003780734933618652,,,,,,,,,,,,,
original_CUDA,SNA,l2,2,300,19,0.36764056980609894,1.3074470789808976,0.05473684210526316,,,,,,,,,,,,,,,,,,,,,,
original_CUDA,SNA,l2,2,625,19,0.40538178482338,1.174403479224757,0.07157894736842108,0.005759872551027096,-0.012499548714411887,-0.0025405966098371304,-0.01594616777018497,-0.0009882398184977083,-0.0051806774421742086,-0.0011188172274514247,-0.04690478161761636,0.0011122193628628004,,,,,,,,,,,,,
original_CUDA,LR,none,0,300,19,0.040257492473373485,1.077259703686363,0.04421052631578947,,,,,,,,,,,,,,,,,,,,,,
original_CUDA,LR,none,0,625,19,0.040617307978927306,1.0973946263915615,0.04421052631578947,0.01332679459923192,-0.04319557704423602,-0.042001507941045256,-0.09565650187040631,-0.011880855074054316,-0.018175566635633772,0.02558148791915492,-0.13661585456446593,-0.014974079241878107,,,,,,,,,,,,,
original_CUDA,LR,none,1,300,19,0.03610345749429574,1.088435135389629,0.02526315789473684,,,,,,,,,,,,,,,,,,,,,,
original_CUDA,LR,none,1,625,19,0.012897933882318045,1.1187784640412581,0.021052631578947368,-0.002331956185792622,-0.04253945952967594,-0.03818522164696141,-0.09112570310893811,-0.00827429401247125,-0.02105543039346996,0.03430557269799082,-0.12259423707660877,-0.014485898188707469,,,,,,,,,,,,,
original_CUDA,LR,none,2,300,19,0.05907728836724633,1.0681112157671075,0.03368421052631579,,,,,,,,,,,,,,,,,,,,,,
original_CUDA,LR,none,2,625,19,0.04943482680736404,1.0974777874193693,0.02947368421052632,0.014475448131561278,-0.03751578393735384,-0.0568453111774043,-0.10703993445948551,-0.012050039391768607,-0.01869200700207761,0.037025450719030274,-0.12462122540724907,-0.01739445132644553,,,,,,,,,,,,,
original_CUDA,LR,l2,0,300,19,0.311777213490323,1.3136494191069352,0.056842105263157895,,,,,,,,,,,,,,,,,,,,,,
original_CUDA,LR,l2,0,625,19,0.38792606482380315,1.1545895463541935,0.07789473684210528,0.004977070948010997,-0.014162330752924873,-0.010287363905655711,-0.021185723794134043,-0.0026590572415213834,-0.0071214898165903595,0.00908877000996941,-0.043084018104954776,0.0011194193073989528,,,,,,,,,,,,,
original_CUDA,LR,l2,1,300,19,0.29063192504997315,1.2368485080568414,0.07368421052631581,,,,,,,,,,,,,,,,,,,,,,
original_CUDA,LR,l2,1,625,19,0.3440593921236302,1.1612015711633783,0.07157894736842108,-0.0006822990430028812,-0.017268274426460267,-0.005963725600587696,-0.018898757884376928,-0.0024692377134373313,-0.006820108765049985,0.011826048673767792,-0.04051786573309647,0.0027107866940480705,,,,,,,,,,,,,
original_CUDA,LR,l2,2,300,19,0.2649808263308124,1.3815998717358238,0.07157894736842108,,,,,,,,,,,,,,,,,,,,,,
original_CUDA,LR,l2,2,625,19,0.33625074699030894,1.2253794042687667,0.06526315789473686,0.002355174304623353,-0.015913659789060293,-0.010631003434720792,-0.02344182503850837,-0.0006325469911098479,-0.006357104841031525,0.006428608612010354,-0.044305079736207655,-0.00247976655986062,,,,,,,,,,,,,
rerun_CPU,SNA,none,0,300,19,0.2572682907706813,0.9430097435650072,0.054736842105263146,0.04924682372494748,-0.022189581017745166,-0.052435293197631835,-0.07111246761522796,-0.004077740946882649,-0.004711604486954839,-0.013489900764666107,-0.10616628747237356,-0.020756113012076208,4.453893842087563,0.3271267480240246,4.1267670940635375,0.11256167763157894,0.8973067434210527,0.494579229463943,0.7215142135628313,0.046160661157927205,1.4047855586070972,1.4597274312717394,0.5407398906218702,17,0.8947368421052632
rerun_CPU,SNA,none,0,625,19,0.32833560595386907,0.8896197331579108,0.056842105263157895,0.06232333208385268,-0.01992842658569938,-0.056677668235803905,-0.07431146571510716,-0.004895389676094055,-0.005463026683581503,-0.013728265229024384,-0.10915771986308852,-0.012977992429545051,4.453893842087563,0.2561743989350408,4.19771944315252,0.11256167763157894,0.920641447368421,0.5280467155905765,0.7447696125702737,0.04520123829713969,1.4394401688961704,1.4402617077983613,0.5732479538877162,15,0.7894736842105263
rerun_CPU,SNA,none,1,300,19,0.33658733101267563,0.8739418544267353,0.05473684210526316,0.05912414073944093,-0.01986645419346659,-0.047173607663104404,-0.06746227465177838,-0.0005501986726334221,-0.0014349752664566042,-0.01762199273234919,-0.10673024127357884,-0.006221660186144474,4.254654653968398,0.36909114531735404,3.885563508651044,0.10711348684210527,0.8926809210526315,0.4917375878286149,0.7705465307700902,0.03412336303357318,1.3125022037052703,1.2766538233134954,0.5258609508621881,19,1.0
rerun_CPU,SNA,none,1,625,19,0.3991825499228741,0.8281340473576596,0.09263157894736844,0.07214470675117092,-0.01735101099077024,-0.056682031280116035,-0.07433773015674792,-0.0011580743601447656,-0.0021288278542066874,-0.01108261836202521,-0.10660945390400133,0.0032219825998732916,4.254654653968398,0.2867777722222304,3.9678768817461676,0.10711348684210527,0.913342927631579,0.5285954367997101,0.778894689483727,0.031891422519114344,1.358657940050316,1.2698373928933,0.5604868593188245,19,1.0
rerun_CPU,SNA,none,2,300,19,0.37808544855368764,0.8414721081131383,0.06526315789473686,0.06164358741358708,-0.0193960156879927,-0.055592895369780695,-0.07211696499272396,-0.0010348881545819732,-0.002540077567100525,-0.012502984122226113,-0.10188742411764044,-0.007487182817912023,4.543674363445021,0.37621719944240395,4.167457164002616,0.10115131578947369,0.8939144736842105,0.5359626302037758,0.8288086928704494,0.03811649483277912,1.369299685191954,1.3952696609036577,0.5740791250365549,18,0.9473684210526315
rerun_CPU,SNA,none,2,625,19,0.42311599536945943,0.8130235828851399,0.08842105263157896,0.06878894743166472,-0.017872085602659932,-0.06009096798143889,-0.07672869330958317,-0.0010908554964943937,-0.00231614583416989,-0.007609253306137887,-0.10222126483917236,-2.129211727725832e-06,4.543674363445021,0.3015490395287498,4.24212532391627,0.10115131578947369,0.9145764802631579,0.5710267145615268,0.8292318947266711,0.04163642476038651,1.422119608422787,1.378110681444899,0.6126631393219133,17,0.8947368421052632
rerun_CPU,SNA,l2,0,300,19,0.3100251134632057,1.298187387617011,0.06315789473684212,0.005755872742125863,-0.011527335549655715,-0.007797979234080568,-0.01854692961040296,-0.004585240620531534,-0.007930016752920653,-0.012727975206155526,-0.05332667300575658,-0.019355322994095713,3.072143539234785,0.2602441422867487,2.8118993969480357,0.10721628289473684,0.9173519736842105,0.5838375316633317,0.44199624871188037,0.159597785239349,1.4716156174888189,0.15485221384465628,0.7434353169026807,1,0.05263157894736842
rerun_CPU,SNA,l2,0,625,19,0.39073036140517187,1.1920624845906307,0.08421052631578947,0.006701330981756512,-0.011422891836417348,-0.0032775875377027614,-0.014717899011938198,-0.0031654885646544006,-0.007222514576033544,0.0030157172052483814,-0.04584657380455418,0.003273972744385614,3.072143539234785,0.2006098034599113,2.871533735774874,0.10721628289473684,0.9378083881578947,0.6192360852608254,0.4502048214408006,0.1621336703358618,1.4865645618055086,0.15339459693187715,0.7813697555966872,0,0.0
rerun_CPU,SNA,l2,1,300,19,0.3706770254985282,1.1431772081475509,0.07157894736842106,0.005141180102762423,-0.012371258476847098,-0.005912222226983623,-0.018405465013102484,-0.0013359920955017992,-0.005262531265616416,-0.015952157378196715,-0.055019938067386025,-0.018059192127303073,3.075230640111735,0.27911853391731695,2.796112106194419,0.10022615131578948,0.9197162828947368,0.5566595671795915,0.454903177806073,0.19334370442190846,1.472793981772234,0.11841167501461192,0.7500032716014999,0,0.0
rerun_CPU,SNA,l2,1,625,19,0.46703705975883886,1.0582511236793117,0.07789473684210527,0.009320096028478522,-0.01047672351724223,-0.0036334939457868276,-0.01639110693806096,-0.0019247854971571972,-0.005021337380534724,-0.0020975294081788313,-0.04711406783053749,0.0016642877537953226,3.075230640111735,0.23411721979143527,2.8411134203203003,0.10022615131578948,0.926500822368421,0.581718611034631,0.45996598768767194,0.2035661957674567,1.4770837754406074,0.11877885038993327,0.7852848068020877,0,0.0
rerun_CPU,SNA,l2,2,300,19,0.37958737776467677,1.2674185978738886,0.042105263157894736,0.005709532169919265,-0.013586735027401068,-0.0069151962470067165,-0.020376877471020346,-0.003045886476573191,-0.005682910194522456,-0.017445051466163833,-0.055610577809183236,-0.02169660285213276,3.23199584260724,0.28380844908230085,2.948187393524939,0.10711348684210527,0.9120065789473685,0.6559247861051035,0.489777525543211,0.1658986160017276,1.4564157851898336,0.18017068068506345,0.8218234021068311,0,0.0
rerun_CPU,SNA,l2,2,625,19,0.46867609651465164,1.1240672625993426,0.07789473684210527,0.009458331763744355,-0.012165845318844445,-0.0031760077580417455,-0.01678250039878644,-0.0029972837198721735,-0.00520585451863314,-0.0019064696211563916,-0.04842244298834549,0.0013785707506988394,3.23199584260724,0.232819748099941,2.9991760945072987,0.10711348684210527,0.9278371710526315,0.6910308714259342,0.5051445555513927,0.1758717825644159,1.4726899237254065,0.15443896124014983,0.8669026539903502,0,0.0
rerun_CPU,LR,none,0,300,19,0.031620846810064426,1.0907233012349982,0.031578947368421054,0.011197519427851627,-0.035789622884047655,-0.049039665774295214,-0.09577438906619425,-0.010515144592837285,-0.018757421499804444,0.027659089628018826,-0.12139443548102129,-0.020698200788741048,4.064347790433082,0.38757789714949187,3.67676989328359,0.10916940789473684,0.8759251644736842,0.3730978304245346,1.1066792197409487,0.17448415662975975,1.2588625538951095,0.7636461325932371,0.5475819870542944,19,1.0
rerun_CPU,LR,none,0,625,19,0.034143054024561456,1.1082377308293392,0.040000000000000015,0.007987177481776792,-0.04196289890690854,-0.048600768854743556,-0.0988054747330515,-0.010241577562532925,-0.019121340011295517,0.028740530139521544,-0.13399573878238077,-0.02211464194605421,4.064347790433082,0.2958047770240115,3.76854301340907,0.10916940789473684,0.9070723684210527,0.4094866987017818,1.1261118415873093,0.1888585199706966,1.3193457539669016,0.7247401991823809,0.5983452186724784,18,0.9473684210526315
rerun_CPU,LR,none,1,300,19,0.04245434332283606,1.0754681480558295,0.02947368421052632,0.006708676093503048,-0.03363543535533704,-0.03146495966534866,-0.08191882384450813,-0.008574162847117374,-0.01809403893194701,0.016008946707374173,-0.11447564827768425,-0.017321499138090172,3.9828395019537113,0.42338291119753685,3.5594565907561737,0.10053453947368421,0.8672902960526315,0.3380576043303967,1.0698683630659307,0.22287408385834026,1.2421067319008834,0.6865498076006231,0.560931688188737,19,1.0
rerun_CPU,LR,none,1,625,19,0.04525450759224201,1.08775111876036,0.03157894736842106,0.006377279507486443,-0.03871609449386597,-0.033030881975826466,-0.08661255786293431,-0.009474441518909051,-0.01946612991784748,0.01255162452396594,-0.12921938745599046,-0.02357642151611416,3.9828395019537113,0.3314848080790867,3.6513546938746244,0.10053453947368421,0.8983347039473685,0.3710078772315408,1.063433983645597,0.22670240544961343,1.3175913611657695,0.6726190663821041,0.5977102826811542,19,1.0
rerun_CPU,LR,none,2,300,19,0.0640136788746244,1.060116968656841,0.03368421052631579,0.01149974402628447,-0.038346526183580094,-0.062145872994473106,-0.1023859643936157,-0.006807082162091607,-0.015604168388404343,0.03293775213392156,-0.11457843077810186,-0.024515459804158462,4.08049772462239,0.43014015887832224,3.6503575657440677,0.10433799342105263,0.8766447368421053,0.35853003417018964,1.1511816322738841,0.17686625740580217,1.2592424066166517,0.70453723527754,0.5353962915759918,19,1.0
rerun_CPU,LR,none,2,625,19,0.039893822952810874,1.1012149045341892,0.016842105263157894,0.006031063795089722,-0.04785165084035773,-0.06774898177699039,-0.10824422008112858,-0.00845260569139531,-0.016948213600798654,0.030601145342776647,-0.13264210199054918,-0.03956938037452729,4.08049772462239,0.3398371284462659,3.7406605961761237,0.10433799342105263,0.90234375,0.38730748175282603,1.1689116234143344,0.17804293681557964,1.3412583974554348,0.6651401567379488,0.5653504185684057,19,1.0
rerun_CPU,LR,l2,0,300,19,0.3217400795731105,1.3677613515602915,0.06105263157894738,-0.001884438034735228,-0.02030391689978148,-0.019345728049152775,-0.02997558970200388,-0.0017672983870694512,-0.0069107646377463096,-0.011371869201722899,-0.05269038438796997,-0.0343693349093787,3.020879094088629,0.26162833410806563,2.759250759980564,0.11687911184210527,0.91796875,0.7078920911951592,0.3353449332487125,0.1982893115047302,1.3987958869675896,0.11892853706437236,0.9061814026998893,0,0.0
rerun_CPU,LR,l2,0,625,19,0.4043995849788189,1.2204750713549162,0.08421052631578947,0.000483828947732323,-0.017434387520739905,-0.010441387311408395,-0.022847388543580708,-0.0010469604107110123,-0.005627754665911197,0.010422907212847159,-0.04201279527262637,-0.0005816108620676555,3.020879094088629,0.21009155880898076,2.810787535279649,0.11687911184210527,0.9370888157894737,0.7331580356814479,0.3311352529637408,0.20355415001114452,1.426689788031008,0.11625030859230774,0.9367121856925924,0,0.0
rerun_CPU,LR,l2,1,300,19,0.3154330083021992,1.2183571551975452,0.07578947368421052,0.0005727772022548474,-0.0162340899203953,-0.01762176934041475,-0.029430775140461166,-0.005086999864954697,-0.008904721831020557,-0.0031393214824952573,-0.0466556023296557,-0.02527531192294861,2.999734313898563,0.28433131254318883,2.7154030013553747,0.10361842105263158,0.9163240131578947,0.6619308023922478,0.30136598566423034,0.1857727435210058,1.4793203437803408,0.08701312599754928,0.8477035459132536,0,0.0
rerun_CPU,LR,l2,1,625,19,0.43080403489109714,1.0521065686878406,0.10105263157894737,0.002232027689093038,-0.014059704479418303,-0.009129577686912133,-0.02161481725542169,-0.003408178451814149,-0.007358948611899427,0.012279880611520064,-0.03573509479823865,0.0019741516888117125,2.999734313898563,0.23849460513131382,2.7612397087672496,0.10361842105263158,0.928453947368421,0.6814016033969438,0.30129315972182086,0.19443430267051484,1.499502942768536,0.0846077002094342,0.8758359060674586,0,0.0
rerun_CPU,LR,l2,2,300,19,0.2471752376540711,1.366910131354081,0.06947368421052633,0.000810247008737765,-0.016710833969869113,-0.01777896456420422,-0.030751106362593806,-0.004458562441562352,-0.00933662047511653,-0.012406310627334997,-0.05479897674761321,-0.03383358948141042,3.1850012761555564,0.2923862155592756,2.892615060596281,0.10783305921052631,0.9110814144736842,0.692496972067412,0.40922915300464474,0.17604104898627423,1.5031961123461257,0.11165177419182412,0.8685380210536863,1,0.05263157894736842
rerun_CPU,LR,l2,2,625,19,0.33403132365722404,1.2094216597707648,0.07578947368421052,0.0033042603731155387,-0.015098416428816944,-0.01055230644188429,-0.023659509859587022,-0.002606645814682308,-0.006945060068055203,0.010148567573020333,-0.041646991905413176,0.0002938759739902851,3.1850012761555564,0.24234681802077876,2.942654458134777,0.10783305921052631,0.925061677631579,0.7262516455454485,0.4062361097826138,0.19335083383643495,1.520110111684449,0.09670575728583122,0.9196024793818834,0,0.0
