arm,iv,seed,window,mean,q10,q50,q90,within,between,star,star_W,bias
LR,none,2,20-100,-1.8211010666393652,-2.9187636047598327,-2.0125408838518695,-0.5873627627112821,4.924277672035588,4.452565876666742,-1.9776984640729207,-1.8169781249418449,-0.1607203391310758
LR,none,2,20-40,-0.7190635578483655,-1.5075679457809699,-0.8698551338204974,-0.3265809010297404,1.2793185697711196,1.7364200094738647,-0.8408733801284947,-0.8256472785349145,-0.01522610159358
LR,none,2,40-60,-0.7618766699308521,-1.1812189693486745,-0.9326914929753491,0.0522915551756295,1.6576086281536906,1.6455304676217115,-0.6521322606240196,-0.6028741511042965,-0.0492581095197238
LR,none,2,60-80,-0.2386501032191899,-0.7053673810726595,-0.24544671101934545,-0.1732932562196776,1.1690113893139618,1.8591322051315844,-0.1619781825946256,-0.1144338914087113,-0.04754429118591359
LR,none,2,80-100,-0.1015107356409577,0.47539069144247126,0.035452453963322306,-0.1397801606374936,0.8183390847968157,-0.7885168055604188,-0.3227146407257808,-0.27402280389392253,-0.048691836831858404
SNA,l2,0,20-100,0.002254979299600418,0.09550185739448103,-0.037054059370136005,0.047829232147473255,-0.024138772153536325,0.06201776114919211,-0.023795014927057906,-0.02227474663861692,-0.0015202682884409985
SNA,l2,0,20-40,0.025695298116771403,0.06188812870293681,0.05075363655126079,-0.004866439829578018,-0.03687263936497254,0.033556995922470856,-0.008084817299977898,-0.005729406876789911,-0.0023554104231880008
SNA,l2,0,40-60,-0.04848283577892237,-0.05863147707120986,-0.05157483633536121,-0.0002443923330343045,-0.03759599360324373,0.08304546209203567,0.02748409423423201,0.03408413877302291,-0.0066000445387907995
SNA,l2,0,60-80,-0.03670677045190801,0.03021810219985288,-0.05427521911359909,-0.19012084386580969,0.04485283997048228,-0.11198438755508311,-0.057377476219148016,-0.06396132820070691,0.006583851981558801
SNA,l2,0,80-100,0.0617492874136594,0.0620271035629012,0.0180423595275635,0.24306090817589526,0.005477020844197655,0.05739969068976869,0.014183184357835998,0.013331849665856987,0.0008513346919790006
SNA,l2,1,20-100,0.09556227875965212,0.23973310706793005,0.0767607474853193,-0.07882171643895103,-0.016301776833163584,0.31162257069868593,0.010531770423077097,0.0158039305681818,-0.005272160145104902
SNA,l2,1,20-40,0.11811985116056173,0.22978079778997706,0.1397056094456707,-0.10729755368143823,-0.0021755746964325917,0.07617042304025723,0.0017569017681420829,-0.004970265728432205,0.0067271674965741005
SNA,l2,1,40-60,-0.025237807716983418,0.00632506622294049,-0.07901537478684759,-0.01630034637046318,-0.011363261560658033,0.053723474866664844,-0.0029105007855599885,0.0026452978723189025,-0.005555798657878801
SNA,l2,1,60-80,-0.03365977041986601,-0.10099012807897645,0.04888314408935239,-0.031412299548941924,-0.0049541667798100875,-0.002962178214638067,0.050578703498021904,0.048442360174803606,0.002136343323218201
SNA,l2,1,80-100,0.03634000573593982,0.10461737113398895,-0.032812631262856204,0.0761884831618923,0.002191226203737129,0.18469085100640192,-0.0388933340575269,-0.030313461750508502,-0.008579872307018403
SNA,l2,2,20-100,-0.028496821235739378,0.006688318056150888,-0.10279842877229291,-0.005244833491511003,-0.009431521784076247,0.13201538058103424,-0.038433696347844604,-0.0351426214179692,-0.0032910749298752998
SNA,l2,2,20-40,0.006197743176864501,-0.01249744231243688,0.0012306349617810936,0.07364974696408999,-0.016427004820957714,0.1023646884872238,-0.016031979451561595,-0.018192387157958206,0.002160407706396701
SNA,l2,2,40-60,-0.006903997102050308,0.14301835061151302,-0.013105357141759394,-0.07678180332675977,0.012692909002043784,0.2420530223483921,-0.05183385925408571,-0.046605257166494884,-0.005228602087590902
SNA,l2,2,60-80,0.09918609220462302,0.08197578368946845,0.0750064497997393,0.1641024719850503,0.00515640397815742,0.02540828595049427,0.04410091149212572,0.044424314217169386,-0.0003234027250436991
SNA,l2,2,80-100,-0.1269766595151766,-0.2058083739323937,-0.1659301563920539,-0.16621524911389152,-0.010853829943319737,-0.23781061620507593,-0.014668769134323023,-0.014769291310685495,0.00010052217636260033
SNA,none,0,20-100,-0.4303477822348907,-0.8046095713911479,-0.3956290152525461,-0.06745188093664412,1.8948404033907946,0.8837528136324615,-0.19253812750558708,-0.26211860978354784,0.0695804822779609
SNA,none,0,20-40,-0.4102001903917767,-0.5928941470152513,-0.26248197370927784,-0.23426736878239163,0.6143294347595327,0.25481949096550294,-0.2775596935579361,-0.29008026362376227,0.012520570065826103
SNA,none,0,40-60,0.023016896778949802,0.12821426477930897,-0.054199430239071145,-0.09038409219462859,0.33939287404277785,0.1156532826509703,-0.03580453000232009,-0.05389424227378692,0.0180897122714669
SNA,none,0,60-80,0.06839934344260079,-0.017743095037131784,-0.02234469337061018,0.22398747450294762,0.5638043226516389,0.42811028792320904,-0.02054620069186064,-0.04416161832250509,0.023615417630644495
SNA,none,0,80-100,-0.11156383206466458,-0.3221865941180737,-0.05660291793358696,0.03321210553742848,0.3773137719368451,0.08516975209277922,0.14137229674652974,0.12601751443650644,0.015354782310023407
SNA,none,1,20-100,-0.542682377402396,-0.5091202145165286,-0.23612059460238943,-0.045894981230922796,2.3991506907294005,9.622962184678487,-0.6613553271111964,-0.6534937493297553,-0.0078615777814412
SNA,none,1,20-40,-0.1452198910936885,0.030039012143121546,-0.04885772031189106,0.0013659170982212032,0.5811457220297871,1.2669550535822112,-0.1819753598252173,-0.18524317213354868,0.0032678123083314994
SNA,none,1,40-60,-0.14410603968111246,-0.12385947456742596,-0.2363950846476528,0.0164289149604447,0.6897622627727742,2.839208739257098,-0.07674515280322014,-0.06885094498664923,-0.007894207816570999
SNA,none,1,60-80,-0.028224973471872028,-0.2917140047480431,0.25004915244046144,0.09894762557242759,0.6100417905172235,2.959104651911983,-0.06850992007650802,-0.06843658774629624,-7.333233021200071e-05
SNA,none,1,80-100,-0.22513147315572302,-0.12358574734418104,-0.20091694208330702,-0.1626374388620163,0.5182009154096154,2.5576937399271955,-0.3341248944062509,-0.3309630444632612,-0.0031618499429896998
SNA,none,2,20-100,-0.7499594411657793,-0.9798922196700237,-0.5326972341247131,-0.2475403536629125,2.4744861973369265,7.520342813843726,-0.7154692214688674,-0.6942297786225954,-0.0212394428462721
SNA,none,2,20-40,-0.15879898842388274,-0.02231722026381,-0.14565405821771715,-0.18414297965227108,0.6006163491078382,1.7502602687700883,-0.35347233179721393,-0.3437968785012825,-0.0096754532959312
SNA,none,2,40-60,-0.22020444378238513,-0.4694685619857404,-0.0738953073915043,0.058950213549258196,0.7829785177777988,3.496148544522634,-0.1654447354487738,-0.15952061562748998,-0.0059241198212839005
SNA,none,2,60-80,-0.08023792466076052,-0.40655348489734155,0.028593891726790943,0.1068600636720068,0.7131007367515361,2.3181895937454673,-0.08920410803581591,-0.08292253092604929,-0.006281577109766699
SNA,none,2,80-100,-0.2907180842987509,-0.08155295252313177,-0.34174176024228264,-0.2292076512319064,0.37779059369975343,-0.04425559319446393,-0.10734804618706373,-0.10798975356777363,0.0006417073807096999
