arm,iv,seed,window,mean,q10,q50,q90,within,between,star,star_W,bias
LR,l2,0,20-100,0.012856347881232993,-0.11156071294558667,0.05414351172872278,0.09498090190293207,0.07032009378325099,0.13280327339031683,0.0499982024427747,0.04398433276929531,0.006013869673479395
LR,l2,0,20-40,0.082578901561221,-0.03861139607140085,0.12511474669176406,0.055812751475882494,0.010187440868825504,-0.0324485883779983,0.0484023585005127,0.0471050506827088,0.0012973078178038014
LR,l2,0,40-60,0.054340992785221504,0.034192705452070316,0.1268693662738346,0.2860525126098308,-0.05510508743682063,0.12156983435069918,0.057052942698662,0.0576173696068298,-0.0005644269081676034
LR,l2,0,60-80,-0.1275721934700055,-0.11442412899842758,-0.2560163066558496,-0.1577033541718197,0.09546444148685662,0.03951112405159407,-0.0522696206631475,-0.0537000766350061,0.0014304559718584034
LR,l2,0,80-100,0.0035086470047960006,0.00728210667217144,0.05817570541897371,-0.08918100801096152,0.0197732988643895,0.004170903366021883,-0.0031874780932525,-0.007038010885237193,0.003850532791984794
LR,l2,1,20-100,0.2687773018740868,0.21174420513629189,0.2684427055015445,0.4123389140720647,-0.04911894793182381,0.02486454304275376,0.176619463543707,0.1760314197813071,0.0005880437624000007
LR,l2,1,20-40,0.23852031246759992,0.28972326875287924,0.317471194702434,0.09234062684264066,0.01068118296537246,-0.08301730478453295,0.11274526962487369,0.0979890286944364,0.0147562409304373
LR,l2,1,40-60,-0.05457174333652431,-0.09110147342824249,-0.1701014726725204,0.21678761763900967,-0.03654209298936861,0.030240551599501897,-0.013088984755219406,-0.005434683338377502,-0.007654301416841897
LR,l2,1,60-80,0.007164884322022502,-0.06791029158547246,0.08611308312838958,0.24403766623115442,0.01739898422826347,0.046126691639693296,0.051072588926299706,0.055129454163589206,-0.004056865237289403
LR,l2,1,80-100,0.0776638484209887,0.0810327013971276,0.03495990034324131,-0.14082699664074005,-0.040657022136091125,0.03151460458809152,0.025890589747753,0.028347620261658997,-0.002457030513906
LR,l2,2,20-100,0.0472577334984593,0.009557428532552814,0.0674088825383733,0.3744415159643437,-0.020834583017550257,-0.0821620677992817,0.046677362057554204,0.0512480103627887,-0.004570648305234494
LR,l2,2,20-40,0.04325712673053089,0.04270096404557311,0.07990875311195761,0.285366002918215,-0.0004032179088355736,-0.06498936845879577,0.028622524551914705,0.023692786782789202,0.004929737769125503
LR,l2,2,40-60,0.0796898940933132,0.10224360051051062,0.02032897694670699,0.060907728214486534,-0.028183151669723294,-0.021956289546202767,0.025882078971322497,0.0335618335503257,-0.0076797545790031965
LR,l2,2,60-80,0.05349251264343229,0.04676969344234483,0.06256557747668862,0.0479223093848008,0.022092078404950977,-0.007613083972609569,0.0326782624582429,0.028371185608006298,0.004307076850236596
LR,l2,2,80-100,-0.1291817999688171,-0.18215682946587575,-0.09539442499697992,-0.019754524553158626,-0.014340291843942365,0.012396674178326406,-0.0405055039239259,-0.0343777955783325,-0.006127708345593397
LR,none,0,20-100,-2.184118141989291,-4.1783565443939565,-1.5763101132350692,-0.4204346835837317,6.43877488091694,7.949841326667601,-2.084265321295673,-1.9144863184825165,-0.1697790028131567
LR,none,0,20-40,-0.8517589764165205,-0.8843342817718738,-0.8083980152512131,-0.5305148343614292,1.810728335226547,0.8185552054848761,-0.854677255942377,-0.8280903253011709,-0.026586930641206
LR,none,0,40-60,-0.7790887282016992,-2.2321822655856325,-0.9116426694063509,0.29260394868030626,1.218683845890105,3.7394012684392766,-0.5360283419813445,-0.5006776630247431,-0.0353506789566017
LR,none,0,60-80,-0.1089761463853316,0.6825462603858714,0.330556317511562,-0.1915644262036527,1.1928121807808987,-0.4081476532730326,-0.31453762108003724,-0.2694756208457174,-0.045062000234320304
LR,none,0,80-100,-0.44429429098574014,-1.7443862574223212,-0.1868257460890672,0.009040628301043902,2.216550519019389,3.80003250601648,-0.379022102291914,-0.31624270931088505,-0.06277939298102869
LR,none,1,20-100,-1.8642727853781405,-3.9093738727362255,-1.8857848795664989,0.0205686639067051,4.950885854657871,8.737760370022883,-1.8576319554671934,-1.7004621216506053,-0.1571698338165879
LR,none,1,20-40,-0.47816617452384635,-1.4669205565606487,-0.5092866637251023,0.3172377078486359,1.4242681250934797,2.452209232996151,-0.7541099247218002,-0.743364729868284,-0.010745194853516299
LR,none,1,40-60,-0.5568033473619383,-0.6544787291152074,-0.3415359511107736,-0.5567217107782659,0.9953381436982669,0.24296948782518868,-0.33988168583823475,-0.2980498337942561,-0.041831852043978796
LR,none,1,60-80,-0.32055567079674896,-0.7484579052893885,-0.7129626385526016,0.2803437263714785,1.0838636586272576,2.033969120785171,-0.29423357928263627,-0.25521110720933304,-0.03902247207330221
LR,none,1,80-100,-0.5087475926956069,-1.0395166817709809,-0.32199962617802136,-0.020291059535143395,1.4474159272388665,4.008612528416371,-0.4694067656245222,-0.4038364507787322,-0.0655703148457906
