geometry,optimizer,seed,task,R0_actual,R_posttask,R_posttask_over_R0,source_snapshot
avg16,adam,304,41,1.4127981735665631,59.84224983578764,42.35725311331471,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t041.npz
avg16,adam,304,42,1.4127981735665631,59.91060076136508,42.40563293631865,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t042.npz
avg16,adam,304,43,1.4127981735665631,61.3682297229342,43.43736484880363,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t043.npz
avg16,adam,304,44,1.4127981735665631,60.013067754519774,42.47816062999199,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t044.npz
avg16,adam,304,45,1.4127981735665631,60.65346267660738,42.93144187997475,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t045.npz
avg16,adam,304,46,1.4127981735665631,61.37727836097131,43.44376961220608,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t046.npz
avg16,adam,304,47,1.4127981735665631,61.63891961304024,43.62896326333349,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t047.npz
avg16,adam,304,48,1.4127981735665631,62.0470572490975,43.91784927953419,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t048.npz
avg16,adam,304,49,1.4127981735665631,61.01732486002102,43.18898905849005,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t049.npz
avg16,adam,304,50,1.4127981735665631,61.58684320969112,43.59210279428457,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t050.npz
avg16,sgd,300,41,1.378352190571416,27.39705440349448,19.876672007998646,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed300/t041.npz
avg16,sgd,300,42,1.378352190571416,27.367802920826723,19.855449940904435,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed300/t042.npz
avg16,sgd,300,43,1.378352190571416,26.699253574026613,19.370414729023683,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed300/t043.npz
avg16,sgd,300,44,1.378352190571416,27.05713980927049,19.630062617054033,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed300/t044.npz
avg16,sgd,300,45,1.378352190571416,27.283506267417543,19.79429238336159,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed300/t045.npz
avg16,sgd,300,46,1.378352190571416,27.362062998794777,19.85128560462579,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed300/t046.npz
avg16,sgd,300,47,1.378352190571416,27.5775196360036,20.007600252422378,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed300/t047.npz
avg16,sgd,300,48,1.378352190571416,27.64796538688112,20.05870892505293,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed300/t048.npz
avg16,sgd,300,49,1.378352190571416,27.022019230761742,19.604582497568614,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed300/t049.npz
avg16,sgd,300,50,1.378352190571416,27.60349943363491,20.026448699001577,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed300/t050.npz
avg16,sgd,301,41,1.3741934585067237,26.916896815067883,19.587414456416713,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed301/t041.npz
avg16,sgd,301,42,1.3741934585067237,27.406497668400643,19.943696790830376,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed301/t042.npz
avg16,sgd,301,43,1.3741934585067237,27.54262365540743,20.042755614145335,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed301/t043.npz
avg16,sgd,301,44,1.3741934585067237,27.905666204823504,20.30694152419222,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed301/t044.npz
avg16,sgd,301,45,1.3741934585067237,28.242615583099653,20.55213944460897,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed301/t045.npz
avg16,sgd,301,46,1.3741934585067237,27.94345515391703,20.33444052650488,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed301/t046.npz
avg16,sgd,301,47,1.3741934585067237,28.1517549966882,20.48602023421032,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed301/t047.npz
avg16,sgd,301,48,1.3741934585067237,27.604765132822,20.08797594104319,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed301/t048.npz
avg16,sgd,301,49,1.3741934585067237,27.74713415071302,20.191577815298746,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed301/t049.npz
avg16,sgd,301,50,1.3741934585067237,27.128259960321056,19.741223328045933,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed301/t050.npz
avg16,sgd,302,41,1.373745813755687,26.337191875942477,19.171808650640518,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed302/t041.npz
avg16,sgd,302,42,1.373745813755687,26.89404051208857,19.577159211545027,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed302/t042.npz
avg16,sgd,302,43,1.373745813755687,26.584218932899045,19.351628712316426,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed302/t043.npz
avg16,sgd,302,44,1.373745813755687,26.56122219068812,19.334888539585304,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed302/t044.npz
