geometry,optimizer,seed,task,R0_actual,R_posttask,R_posttask_over_R0,source_snapshot
avg16,sgd,302,45,1.373745813755687,26.945095761953983,19.614324201861418,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed302/t045.npz
avg16,sgd,302,46,1.373745813755687,26.8391684377716,19.537215814617067,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed302/t046.npz
avg16,sgd,302,47,1.373745813755687,27.144085197618395,19.75917591581889,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed302/t047.npz
avg16,sgd,302,48,1.373745813755687,26.763318570183262,19.482001911994885,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed302/t048.npz
avg16,sgd,302,49,1.373745813755687,26.957006615216777,19.622994549129107,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed302/t049.npz
avg16,sgd,302,50,1.373745813755687,27.2970551515022,19.870528359882467,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed302/t050.npz
avg16,sgd,303,41,1.337461133189891,26.802562623486025,20.03988150262056,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed303/t041.npz
avg16,sgd,303,42,1.337461133189891,27.116206051625767,20.27438807657362,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed303/t042.npz
avg16,sgd,303,43,1.337461133189891,27.159173785010296,20.3065144182805,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed303/t043.npz
avg16,sgd,303,44,1.337461133189891,26.28171435318913,19.65045091852975,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed303/t044.npz
avg16,sgd,303,45,1.337461133189891,27.055165647201484,20.228749064785145,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed303/t045.npz
avg16,sgd,303,46,1.337461133189891,26.93945071691121,20.14223071489165,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed303/t046.npz
avg16,sgd,303,47,1.337461133189891,26.825530158120667,20.05705399015286,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed303/t047.npz
avg16,sgd,303,48,1.337461133189891,27.1986209063549,20.33600845019343,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed303/t048.npz
avg16,sgd,303,49,1.337461133189891,27.12415021476348,20.280327810402568,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed303/t049.npz
avg16,sgd,303,50,1.337461133189891,27.12086024696161,20.277867949910007,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed303/t050.npz
avg16,sgd,304,41,1.4127981735665631,27.04448956574621,19.142500373902152,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed304/t041.npz
avg16,sgd,304,42,1.4127981735665631,26.91985925065181,19.054285144419108,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed304/t042.npz
avg16,sgd,304,43,1.4127981735665631,26.88333036241654,19.028429442650285,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed304/t043.npz
avg16,sgd,304,44,1.4127981735665631,26.78366791385935,18.957886848228895,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed304/t044.npz
avg16,sgd,304,45,1.4127981735665631,26.66447056299346,18.87351715332408,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed304/t045.npz
avg16,sgd,304,46,1.4127981735665631,26.92528647593947,19.058126616887858,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed304/t046.npz
avg16,sgd,304,47,1.4127981735665631,26.62258343771685,18.84386881001481,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed304/t047.npz
avg16,sgd,304,48,1.4127981735665631,26.90801484660514,19.04590149538255,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed304/t048.npz
avg16,sgd,304,49,1.4127981735665631,26.414471627421435,18.696564110596885,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed304/t049.npz
avg16,sgd,304,50,1.4127981735665631,27.159459124710605,19.223877573501834,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/sgd/seed304/t050.npz
