task,seed,intervention,n_removed,baseline_mse,removed_mse,mean_preserved_mse,constant_optimal_mse
20,0,remove_grown,91,0.00018744917281710791,3.1489569382275264,3.054421713228738,2.9990234375
20,1,remove_grown,84,0.017275935699048783,18.76895001106304,2.015030802863441,2.05859375
20,2,remove_grown,90,0.000971898989867776,2.1699586521397216,1.157741227853548,1.15234375
20,3,remove_grown,85,0.00040481875218644446,1.6100675680527836,1.4740394363487173,1.5537109375
20,4,remove_grown,87,0.005974038660997264,4.875250387297401,2.0994056385057034,2.1083984375
20,5,remove_grown,93,0.0008203558587404966,5.095452593218351,1.4553183759001491,1.40234375
20,6,remove_grown,90,0.0001701350400405506,3.4807156142204247,2.135422263458207,2.171875
20,7,remove_grown,88,0.006304976161220013,0.45221482684817016,0.44420087793552554,0.4677734375
20,8,remove_grown,94,0.01318276152093639,3.328769356792616,1.1456013994615835,1.12109375
20,9,remove_grown,87,7.061460810479964e-05,2.203492186089938,1.6893467442369152,1.6396484375
20,0,remove_shrunk,9,0.00018744917281710791,0.009905423216539248,0.009177944998611114,2.9990234375
20,1,remove_shrunk,16,0.017275935699048783,0.10273214203528411,0.02498278884421826,2.05859375
20,2,remove_shrunk,10,0.000971898989867776,0.017334431986684697,0.0012946753189771697,1.15234375
20,3,remove_shrunk,15,0.00040481875218644446,0.007589924510867761,0.007687504771564824,1.5537109375
20,4,remove_shrunk,13,0.005974038660997264,0.021689798992015133,0.02171261150273308,2.1083984375
20,5,remove_shrunk,7,0.0008203558587404966,0.00592575531877577,0.004021816338587115,1.40234375
20,6,remove_shrunk,10,0.0001701350400405506,0.0557483017526816,0.0047810716844824104,2.171875
20,7,remove_shrunk,12,0.006304976161220013,0.016114018432193684,0.009645209094019315,0.4677734375
20,8,remove_shrunk,6,0.01318276152093639,0.07915189780519241,0.01678997631599503,1.12109375
20,9,remove_shrunk,13,7.061460810479964e-05,0.00929171728880562,0.005438176011905215,1.6396484375
100,0,remove_grown,91,3.37857522290934e-05,10.168262548801689,2.339232815197978,2.2724609375
100,1,remove_grown,84,7.943720323416431e-05,2.643596854745289,1.9185883428008454,1.93359375
100,2,remove_grown,90,5.519509072915244e-05,1.5110157550572632,1.3052775767562599,1.3037109375
100,3,remove_grown,85,9.949875502961663e-05,5.900508353836194,2.165399775072836,2.24609375
100,4,remove_grown,87,1.8366697921892186e-07,5.836067742876353,0.9985334323185051,0.99609375
100,5,remove_grown,93,0.00018916057973004423,1.765392118084662,1.4287732207170623,1.4365234375
100,6,remove_grown,90,1.3455843856811584e-05,2.94010138242039,1.0788960121131421,1.08984375
100,7,remove_grown,88,0.000231458266275538,5.389383552597024,2.4894900363459644,2.6318359375
100,8,remove_grown,94,7.61009265590281e-05,1.7442777689097833,1.469614012522039,1.46484375
100,9,remove_grown,87,1.2716569112569472e-05,5.974603605881359,5.560565570750804,5.546875
100,0,remove_shrunk,9,3.37857522290934e-05,0.008935533697982856,0.008545901912642803,2.2724609375
100,1,remove_shrunk,16,7.943720323416431e-05,0.00015490252684533353,0.00015171073743274225,1.93359375
100,2,remove_shrunk,10,5.519509072915244e-05,0.00013031085153372276,0.0001166658207388616,1.3037109375
100,3,remove_shrunk,15,9.949875502961663e-05,0.014487583330247784,0.013928764547113046,2.24609375
100,4,remove_shrunk,13,1.8366697921892186e-07,0.00019082780217653523,5.830452610808823e-06,0.99609375
100,5,remove_shrunk,7,0.00018916057973004423,0.0008375656381862267,0.00029766758162472304,1.4365234375
100,6,remove_shrunk,10,1.3455843856811584e-05,0.01902254275058126,0.00035812508626588136,1.08984375
100,7,remove_shrunk,12,0.000231458266275538,0.05465017563718899,0.05467606847918991,2.6318359375
100,8,remove_shrunk,6,7.61009265590281e-05,0.00028330190775966585,0.00014300510206939068,1.46484375
100,9,remove_shrunk,13,1.2716569112569472e-05,0.006807359761838348,0.0012251226945096075,5.546875
500,0,remove_grown,91,0.00012695327679004,3.0446213384919583,2.152283344454796,2.15234375
500,1,remove_grown,84,1.2465742370144978e-05,2.4095959336238724,1.8124455454686903,1.8125
500,2,remove_grown,90,0.00012817642420280664,1.3069422546511105,0.9426139668674278,0.9443359375
500,3,remove_grown,85,9.11990688419867e-05,1.0863270846200674,0.9130691386122914,0.9130859375
500,4,remove_grown,87,0.0008553761437816204,17.673672725094793,2.234946528740875,2.234375
500,5,remove_grown,93,6.897601822843465e-06,0.5155356001850937,0.49994993230386614,0.5
500,6,remove_grown,90,0.0001364828684839674,1.1901285899158485,0.7969132003386323,0.796875
500,7,remove_grown,88,2.547656713783236e-05,4.042440639140011,1.334978836508232,1.3349609375
500,8,remove_grown,94,8.445041807428777e-06,3.828729676555216,1.839853272732698,1.83984375
500,9,remove_grown,87,9.422492783630267e-05,9.329641949059512,1.2973077272486866,1.296875
500,0,remove_shrunk,9,0.00012695327679004,0.000128072503061759,0.00012713088653192538,2.15234375
500,1,remove_shrunk,16,1.2465742370144978e-05,9.701039293895317e-06,1.2521654919170391e-05,1.8125
500,2,remove_shrunk,10,0.00012817642420280664,0.00030630592112406796,0.00018534891884714258,0.9443359375
500,3,remove_shrunk,15,9.11990688419867e-05,9.484024899896398e-05,9.288934220944994e-05,0.9130859375
500,4,remove_shrunk,13,0.0008553761437816204,0.0008594423066362812,0.000855716854537665,2.234375
500,5,remove_shrunk,7,6.897601822843465e-06,8.732125799168248e-06,6.933257464817764e-06,0.5
500,6,remove_shrunk,10,0.0001364828684839674,0.00014350875007666298,0.00013699137776994834,0.796875
500,7,remove_shrunk,12,2.547656713783236e-05,2.5746181872796805e-05,2.5550257093249302e-05,1.3349609375
500,8,remove_shrunk,6,8.445041807428777e-06,5.3544011451294395e-06,8.474832918935673e-06,1.83984375
500,9,remove_shrunk,13,9.422492783630267e-05,9.652697477722982e-05,9.357784099259891e-05,1.296875
